"id","last_name","first_name","team","position","opponent","games","innings","singles","doubles","triples","home_runs","walks","strikeouts","runs","earned_runs","opp_ba","cg","qs","wins","losses","saves","blown_saves","holds","hbp","outs","odds","weather","injury","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
7709,"Quintana","Jose","CHC","SP","CIN",1,6.1,3.74,1.37,0.21,0.76,1.86,6.12,2.81,2.58,0.28,0.04,0.595,0.49,0.56,0,0,0,0,18.3,"-1.5 (-110) (o/u 9.0) (-200)","73 O CF 5-9 67% H75%outdoor","",8400,46,11600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
1891,"Greinke","Zack","ARI","SP","HOU",1,6.5,3.1,1.46,0.25,0.86,1.4,5.47,2.95,2.71,0.2,0.063,0.603,0.48,0.43,0,0,0,0,19.5,"-1.5 (+135) (o/u 9.0) (-150)","92 O CF 6-10 0% H30% retractable","",9500,55,10800,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9040,"Eickhoff","Jerad","PHI","SP","@ SD",1,5.8,3.25,1.35,0.28,0.77,1.44,5.6,2.76,2.54,0.29,0.04,0.579,0.32,0.5,0,0,0,0,17.4,"+1.5 (-200) (o/u 8.0) (+109)","68 N LR 4-9 20% H77%outdoor","",7400,38,8000,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9098,"Fulmer","Michael","DET","SP","@ TEX",1,6.4,3.72,1.45,0.26,1.05,1.82,5.56,3.63,3.34,0.26,0.055,0.472,0.39,0.34,0,0,0,0,19.2,"+1.5 (-185) (o/u 11.0) (+101)","85 I CF 8-12 4% H64%outdoor","Probable",8500,41,7900,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
10293,"Cotton","Jharel","OAK","SP","KC",1,5.6,3.22,1.33,0.22,0.77,1.54,4.64,2.99,2.75,0.25,0.04,0.512,0.34,0.16,0,0,0,0,16.8,"-1.5 (+160) (o/u 9.0) (-117)","61 O LF 10-16 12% H87%outdoor","",6100,32,5500,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
8480,"Gausman","Kevin","BAL","SP","@ SEA",1,5.6,4.32,1.12,0.08,0.82,1.94,5.04,3.06,2.82,0.28,0.04,0.496,0.33,0.43,0,0,0,0,16.8,"-1.5 (+135) (o/u 9.0) (-114)","62 N RL 2-7 4% H67% retractable","",8700,41,8500,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
1676,"Gallardo","Yovani","SEA","SP","BAL",1,5.3,3.47,1.1,0.04,0.93,1.77,4.96,3.07,2.83,0.26,0.04,0.456,0.28,0.39,0,0,0,0,15.9,"+1.5 (-155) (o/u 9.0) (+104)","62 N RL 2-7 4% H67% retractable","",6200,32,5600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
8524,"Conley","Adam","MIA","SP","SF",1,5.3,3.52,1.11,0.23,0.33,2.07,3.98,2.33,2.15,0.28,0.04,0.618,0.33,0.29,0,0,0,0,15.9,"-1.5 (+140) (o/u 8.5) (-145)","roof_closed ","",7000,35,5800,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
8395,"McHugh","Collin","HOU","SP","@ ARI",1,5.7,4.65,1.6,0.41,0.75,2.01,4.79,3.19,2.93,0.37,0.04,0.48,0.28,0.22,0,0,0,0,17.1,"+1.5 (-155) (o/u 9.0) (+140)","92 O CF 6-10 0% H30% retractable","",7900,39,8300,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7664,"Odorizzi","Jake","TB","SP","@ TOR",1,5.2,2.32,1.26,0.13,1.01,2.04,4.52,3.21,2.95,0.23,0.04,0.417,0.27,0.56,0,0,0,0,15.6,"-1.5 (+145) (o/u 10.0) (-106)","70 O CF 3-5 15% H74% retractable","Questionable",6800,35,7600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
5900,"Wood","Travis","SD","SP","PHI",1,4.5,2.69,1.06,0.14,0.55,1.58,4.29,2.21,2.03,0.28,0.04,0.56,0.2,0.33,0,0,0,0,13.5,"-1.5 (+175) (o/u 8.0) (-119)","68 N LR 4-9 20% H77%outdoor","",5900,28,5300,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
10704,"Cessa","Luis","NYY","RP","NYM",1,5.3,2.44,0.93,0.11,1.04,1.27,3.63,3.01,2.77,0.22,0.04,0.472,0.36,0.53,0,0,0,0,15.9,"-1.5 (+100) (o/u 10.0) (-180)","74 N RL 2-5 40% H73%outdoor","",6500,0,5400,0,0,0,0,0,0,"P","","RP",NA,NA,NA,NA,NA,NA,0,NA
7532,"Bauer","Trevor","CLE","SP","@ BOS",1,5.5,4.39,1.85,0.2,0.64,2.07,4.23,3.27,3.01,0.32,0.04,0.44,0.3,0.44,0,0,0,0,16.5,"-1.5 (+145) (o/u 10.0) (-105)","73 O LF 7-10 7% H72%outdoor","",8900,39,9200,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
6047,"Perez","Martin","TEX","SP","DET",1,5.9,5.5,1.4,0.25,0.64,1.95,3.72,3.42,3.15,0.32,0.04,0.456,0.36,0.25,0,0,0,0,17.7,"-1.5 (+165) (o/u 11.0) (-111)","85 I CF 8-12 4% H64%outdoor","",6200,27,6500,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9303,"Blach","Ty","SF","SP","@ MIA",1,6.2,4.89,1.49,0.24,0.49,1.47,2.8,3.25,2.99,0.3,0.043,0.524,0.33,0.37,0,0,0,0,18.6,"+1.5 (-160) (o/u 8.5) (+135)","roof_closed ","",7600,32,6900,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
8545,"Montero","Rafael","NYM","SP","@ NYY",1,5,4.28,1.01,0.09,0.87,3.29,4.73,3.51,3.23,0.31,0.04,0.323,0.19,0.34,0,0,0,0,15,"+1.5 (-120) (o/u 10.0) (+165)","74 N RL 2-5 40% H73%outdoor","",6000,25,5000,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9570,"Wojciechowski","Asher","CIN","SP","@ CHC",1,4.7,2.79,0.97,0.11,1.08,2.36,4.2,3.28,3.01,0.3,0.04,0.326,0.15,0.21,0,0,0,0,14.1,"+1.5 (-110) (o/u 9.0) (+180)","73 O CF 5-9 67% H75%outdoor","",6500,28,6700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
11489,"Junis","Jake","KC","SP","@ OAK",1,5.8,-2.08,1.85,0.23,0,0,0,2.93,2.7,0,0.04,0.544,0.33,0.36,0,0,0,0,17.4,"+1.5 (-180) (o/u 9.0) (+107)","61 O LF 10-16 12% H87%outdoor","",6400,25,5600,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
6228,"Teheran","Julio","ATL","SP","@ COL",1,6.1,5.84,1.77,0.37,1.33,1.86,4.46,4.62,4.25,0.38,0.04,0.268,0.31,0.41,0,0,0,0,18.3,"+1.5 (-150) (o/u 12.0) (+123)","71 O RF 5-11 15% H50%outdoor","",5900,28,6400,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
5829,"Fister","Doug","BOS","SP","CLE",1,5,3.86,1.62,0.18,0.6,1.88,3.1,2.95,2.71,0.3,0.04,0.448,0.26,0.34,0,0,0,0,15,"+1.5 (-165) (o/u 10.0) (-105)","73 O LF 7-10 7% H72%outdoor","",6700,28,6100,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7594,"Bettis","Chad","COL","SP","ATL",1,5,-1.76,1.49,0.27,0,0,0,2.53,2.33,0,0.04,0.544,0.29,0.57,0,0,0,0,15,"-1.5 (+130) (o/u 12.0) (-133)","71 O RF 5-11 15% H50%outdoor","Injured",6500,30,6000,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
7869,"Tepesch","Nick","TOR","SP","TB",1,4,2.82,1.02,0.16,0.64,1.19,2.59,2.46,2.26,0.29,0.04,0.417,0.14,0.42,0,0,0,0,12,"+1.5 (-165) (o/u 10.0) (-104)","70 O CF 3-5 15% H74% retractable","",5500,25,4800,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
9884,"Iglesias","Raisel","CIN","SP","@ CHC",1,0.35,0.15,0.07,0.01,0.04,0.16,0.39,0.16,0.15,0.22,0,0,0.01,0.01,0.08,0.01,0,0,1.06,"+1.5 (-110) (o/u 9.0) (+180)","73 O CF 5-9 67% H75%outdoor","",5500,25,5700,0,0,0,0,0,0,"P","P","SP",NA,NA,NA,NA,NA,NA,0,NA
5895,"Chapman","Aroldis","NYY","RP","NYM",1,0.2,0.05,0.03,0,0.01,0.08,0.33,0.04,0.04,0.13,0,0,0.01,0.01,0.18,0.02,0,0,0.6,"-1.5 (+100) (o/u 10.0) (-180)","74 N RL 2-5 40% H73%outdoor","",5500,25,4000,0,0,0,0,0,0,"P","P","RP",NA,NA,NA,NA,NA,NA,0,NA
