id,last_name,first_name,team,position,opponent,games,pa,ab,singles,doubles,triples,home_runs,walks,strikeouts,sb,cs,runs,rbi,hbp,sac_flies,gidp,errors,outs,matchup,odds,weather,injury,bvp, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
9075,Betts,Mookie,BOS,OF,@ CHW,1.00,4.87,4.41,0.88,0.32,0.04,0.23,0.42,0.50,0.19,0.04,0.83,0.64,0.00,0.04,0.00,0.03,2.92,@CHW (Pelfrey R) R Ord 1,-1.5 (+106) (o/u 9.5) (-161),61 N RL 5-11 5% H56%outdoor,,9ab .444/.444/.667 0sb 0hr,5800,20,4900,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6192,Donaldson,Josh,TOR,3B,CIN,1.00,4.87,4.09,0.61,0.25,0.02,0.27,0.73,0.88,0.04,0.01,0.73,0.68,0.00,0.04,0.00,0.12,2.98,CIN (Adleman R) R Ord 2,-1.5 (+135) (o/u 10.0) (-145),64 N LR 12-19 20% H58% retractable,,,3900,19,4800,0,0,0,0,0,0,3B,3B,3B,3B;DH,,,,,,0,
7531,Altuve,Jose,HOU,2B,@ MIN,1.00,4.56,4.17,0.94,0.29,0.03,0.16,0.34,0.51,0.17,0.07,0.64,0.75,0.00,0.04,0.00,0.06,2.73,@MIN (Santiago L) R Ord 3,+1.5 (+120) (o/u 9.5) (-123),71 N LR 6-15 1% H29%outdoor,,23ab .304/.385/.348 2sb 0hr,3900,20,5500,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
5151,Votto,Joey,CIN,1B,@ TOR,1.00,4.58,3.76,0.73,0.27,0.01,0.19,0.78,0.89,0.03,0.01,0.66,0.72,0.00,0.04,0.00,0.06,2.57,@TOR (Bolsinger R) L Ord 3,+1.5 (-146) (o/u 10.0) (+134),64 N LR 12-19 20% H58% retractable,,3ab .333/.333/.667 0sb 0hr,4300,27,4500,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8449,Dickerson,Corey,TB,OF,@ TEX,1.00,4.93,4.63,0.74,0.32,0.04,0.24,0.28,1.22,0.03,0.02,0.76,0.59,0.00,0.02,0.00,0.01,3.33,@TEX (Bibens-Dirkx R) L Ord 1,-1.5 (+116) (o/u 9.5) (-141),76 I CF 3-10 37% H69%outdoor,,,5200,22,5300,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
295,Bautista,Jose,TOR,OF,CIN,1.00,4.75,3.94,0.48,0.21,0.01,0.26,0.77,0.96,0.04,0.02,0.72,0.78,0.00,0.04,0.00,0.03,3.01,CIN (Adleman R) R Ord 3,-1.5 (+135) (o/u 10.0) (-145),64 N LR 12-19 20% H58% retractable,,,5400,23,5200,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6234,Goldschmidt,Paul,ARI,1B,@ PIT,1.00,4.38,3.67,0.71,0.23,0.01,0.16,0.67,0.92,0.22,0.04,0.64,0.64,0.00,0.05,0.00,0.03,2.54,@PIT (Kuhl R) R Ord 3,+1.5 (-201) (o/u 9.0) (+101),73 O LF 6-15 32% H44%outdoor,,,4400,28,5700,0,0,0,0,0,0,1B,1B,1B,1B;DH,,,,,,0,
8361,Bogaerts,Xander,BOS,SS,@ CHW,1.00,4.65,4.25,0.98,0.25,0.02,0.11,0.38,0.80,0.13,0.04,0.68,0.74,0.00,0.02,0.00,0.09,2.87,@CHW (Pelfrey R) R Ord 3,-1.5 (+106) (o/u 9.5) (-161),61 N RL 5-11 5% H56%outdoor,,7ab .286/.375/.429 1sb 0hr,3800,21,4600,0,0,0,0,0,0,SS,SS,SS,SS;3B;DH,,,,,,0,
10656,Benintendi,Andrew,BOS,OF,@ CHW,1.00,4.76,4.24,0.82,0.30,0.04,0.12,0.42,0.70,0.13,0.06,0.72,0.61,0.00,0.10,0.00,0.05,2.93,@CHW (Pelfrey R) L Ord 2,-1.5 (+106) (o/u 9.5) (-161),61 N RL 5-11 5% H56%outdoor,,,5000,15,4000,0,0,0,0,0,0,OF,OF,OF,DH;OF,,,,,,0,
6428,Dozier,Brian,MIN,2B,HOU,1.00,4.76,4.22,0.55,0.25,0.03,0.23,0.50,0.95,0.16,0.05,0.71,0.51,0.00,0.04,0.00,0.06,3.17,HOU (Paulino R) R Ord 1,-1.5 (-140) (o/u 9.5) (+114),71 N LR 6-15 1% H29%outdoor,,,3900,20,5000,0,0,0,0,0,0,2B,2B,2B,2B;DH,,,,,,0,
