"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
6195,"Trout","Mike","LAA","OF","BAL",1,4.7,3.75,0.65,0.26,0.04,0.32,0.91,1,0.26,0.06,0.73,0.75,0,0.04,0,0.01,2.49,"BAL (Bundy R) R Ord 2","-1.5 (+160) (o/u 9.0) (-122)","73 O CF 2-7 5% H72%outdoor","","1ab 1.000/1.000/1.000 0hr 0k",4800,28,5700,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
5151,"Votto","Joey","CIN","1B","SD",1,4.63,3.68,0.77,0.24,0.01,0.26,0.9,0.74,0.05,0.01,0.84,0.91,0,0.05,0,0.06,2.39,"SD (Chacin R) L Ord 3","-1.5 (+155) (o/u 9.5) (-126)","68 O CF 3-8 7% H83%outdoor","","6ab .167/.167/.667 1hr 1k",4200,20,5300,0,0,0,0,0,0,"1B","1B","1B",NA,NA,NA,NA,NA,NA,0,NA
6724,"Marte","Starling","PIT","OF","DET",1,4.9,4.65,1,0.31,0.04,0.16,0.23,0.98,0.37,0.12,0.9,0.56,0,0.02,0,0.04,3.14,"DET (Zimmermann R) R Ord 1","-1.5 (+130) (o/u 9.0) (-155)","68 O RF 5-6 17% H78%outdoor","","6ab .167/.167/.167 0hr 0k",3300,14,4200,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
6197,"Rizzo","Anthony","CHC","1B","@ SF",1,4.67,4.03,0.7,0.27,0.02,0.26,0.6,0.71,0.05,0.03,0.84,0.86,0,0.03,0,0.05,2.78,"@SF (Moore L) L Ord 3","-1.5 (-115) (o/u 8.0) (-190)","60 O CF 8-17 23% H88%outdoor","","5ab .800/.833/2.000 2hr 1k",4400,23,5400,0,0,0,0,0,0,"1B","1B","1B",NA,NA,NA,NA,NA,NA,0,NA
6209,"Harper","Bryce","WAS","OF","MIA",1,4.61,3.69,0.66,0.24,0.01,0.23,0.87,0.82,0.06,0.03,0.85,0.85,0,0.05,0,0.04,2.55,"MIA (O'Grady L) L Ord 3","","71 N LR 4-7 45% H94%outdoor","","2ab .000/.000/.000 0hr 0k",4800,24,5600,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
5756,"McCutchen","Andrew","PIT","OF","DET",1,4.68,4.07,0.76,0.26,0.02,0.24,0.58,0.86,0.06,0.03,0.87,0.86,0,0.03,0,0.03,2.79,"DET (Zimmermann R) R Ord 3","-1.5 (+130) (o/u 9.0) (-155)","68 O RF 5-6 17% H78%outdoor","","5ab .000/.167/.000 0hr 1k",3900,24,4700,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
9113,"Bryant","Kris","CHC","3B","@ SF",1,4.78,4.08,0.72,0.25,0.04,0.23,0.68,1.17,0.08,0.04,0.85,0.65,0,0.02,0,0.1,2.85,"@SF (Moore L) R Ord 2","-1.5 (-115) (o/u 8.0) (-190)","60 O CF 8-17 23% H88%outdoor","","6ab .000/.143/.000 0hr 2k",4000,21,5300,0,0,0,0,0,0,"3B","3B","3B",NA,NA,NA,NA,NA,NA,0,NA
8470,"Duvall","Adam","CIN","OF","SD",1,4.52,4.14,0.51,0.28,0.03,0.29,0.32,1.24,0.05,0.02,0.76,0.87,0,0.06,0,0.04,3.03,"SD (Chacin R) R Ord 4","-1.5 (+155) (o/u 9.5) (-126)","68 O CF 3-8 7% H83%outdoor","","3ab .333/.333/.667 0hr 0k",3600,15,4700,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
6428,"Dozier","Brian","MIN","2B","MIL",1,4.86,4.34,0.67,0.26,0.03,0.23,0.49,1.02,0.13,0.04,0.81,0.58,0,0.04,0,0.06,3.15,"MIL (Suter L) R Ord 1","-1.5 (+160) (o/u 9.0) (-124)","69 O CF 2-7 4% H59%outdoor","Questionable","",3500,19,4800,0,0,0,0,0,0,"2B","2B","2B",NA,NA,NA,NA,NA,NA,0,NA
6653,"Hamilton","Billy","CIN","OF","SD",1,4.85,4.41,0.89,0.16,0.05,0.04,0.42,1.04,0.55,0.1,0.81,0.41,0,0.02,0,0.01,3.26,"SD (Chacin R) S Ord 1","-1.5 (+155) (o/u 9.5) (-126)","68 O CF 3-8 7% H83%outdoor","","",3200,18,4400,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
3468,"Murphy","Daniel","WAS","2B","MIA",1,4.38,4,0.9,0.38,0.03,0.16,0.33,0.42,0.03,0.01,0.63,0.77,0,0.05,0,0.1,2.53,"MIA (O'Grady L) L Ord 5","","71 N LR 4-7 45% H94%outdoor","","2ab .500/.500/1.000 0hr 0k",3700,20,5000,0,0,0,0,0,0,"2B","2B","2B",NA,NA,NA,NA,NA,NA,0,NA
543,"Braun","Ryan","MIL","OF","@ MIN",1,4.53,4.12,0.77,0.25,0.02,0.23,0.39,0.91,0.09,0.03,0.69,0.71,0,0.02,0,0.02,2.85,"@MIN (Santana R) R Ord 3","+1.5 (-180) (o/u 9.0) (+114)","69 O CF 2-7 4% H59%outdoor","","6ab .333/.429/.333 0hr 1k",4100,18,4300,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
7558,"Machado","Manny","BAL","3B","@ LAA",1,4.72,4.33,0.72,0.26,0,0.29,0.35,0.92,0.04,0.01,0.73,0.64,0,0.03,0,0.1,3.06,"@LAA (Ramirez R) R Ord 2","+1.5 (-180) (o/u 9.0) (+112)","73 O CF 2-7 5% H72%outdoor","","0ab .000/1.000/.000 0hr 0k",3600,18,4500,0,0,0,0,0,0,"3B","3B","3B",NA,NA,NA,NA,NA,NA,0,NA
8370,"Bell","Josh","PIT","1B","DET",1,4.56,4,0.7,0.24,0.04,0.2,0.53,0.7,0.04,0.04,0.74,0.85,0,0.04,0,0.08,2.82,"DET (Zimmermann R) S Ord 4","-1.5 (+130) (o/u 9.0) (-155)","68 O RF 5-6 17% H78%outdoor","","",3300,17,3900,0,0,0,0,0,0,"1B","1B","1B",NA,NA,NA,NA,NA,NA,0,NA
