"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
7531,"Altuve","Jose","HOU","2B","@ CHW",1,4.64,4.14,0.98,0.32,0.03,0.19,0.46,0.53,0.24,0.09,0.73,0.67,0,0.04,0,0.06,2.57,"@CHW (Rodon L) R Ord 2","-1.5 (-110) (o/u 9.0) (-165)","72 N RL 5-11 55% H73%outdoor","","9ab .333/.333/.333 0hr 2k",4300,27,5500,0,0,0,0,0,0,"2B","2B","2B",NA,NA,NA,NA,NA,NA,0,NA
6209,"Harper","Bryce","WAS","OF","MIA",1,4.82,3.87,0.64,0.24,0.01,0.25,0.91,0.9,0.06,0.03,0.79,0.84,0,0.05,0,0.04,2.8,"MIA (Straily R) L Ord 3","-1.5 (+130) (o/u 9.5) (-150)","73 N RL 3-7 15% H68%outdoor","","8ab .125/.300/.250 0hr 2k",4900,26,5500,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
3468,"Murphy","Daniel","WAS","2B","MIA",1,4.59,4.19,0.87,0.39,0.03,0.18,0.35,0.46,0.03,0.01,0.58,0.76,0,0.05,0,0.1,2.81,"MIA (Straily R) L Ord 5","-1.5 (+130) (o/u 9.5) (-150)","73 N RL 3-7 15% H68%outdoor","Questionable","11ab .091/.091/.091 0hr 1k",3500,19,5100,0,0,0,0,0,0,"2B","2B","2B",NA,NA,NA,NA,NA,NA,0,NA
7391,"Davis","Khris","OAK","OF","BAL",1,4.63,4.1,0.54,0.21,0.01,0.32,0.49,1.35,0.04,0.02,0.63,0.78,0,0.04,0,0.03,3.11,"BAL (Miley L) R Ord 4","+1.5 (-160) (o/u 9.5) (-103)","61 O CF 7-13 18% H87%outdoor","","6ab .333/.429/.833 1hr 3k",4100,19,4200,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
10655,"Bregman","Alex","HOU","3B","@ CHW",1,4.75,4.24,0.69,0.29,0.03,0.18,0.49,0.93,0.1,0.04,0.81,0.54,0,0.03,0,0.11,2.99,"@CHW (Rodon L) R Ord 1","-1.5 (-110) (o/u 9.0) (-165)","72 N RL 5-11 55% H73%outdoor","","",4000,23,4900,0,0,0,0,0,0,"3B","3B","3B",NA,NA,NA,NA,NA,NA,0,NA
9843,"Judge","Aaron","NYY","OF","@ TOR",1,4.28,3.71,0.53,0.17,0.02,0.31,0.56,1.54,0.04,0.02,0.66,0.68,0,0.02,0,0.04,2.6,"@TOR (Estrada R) R Ord 3","-1.5 (+110) (o/u 8.5) (-146)","73 O RF 5-7 23% H66% retractable","","11ab .364/.417/.636 1hr 3k",4600,17,5300,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
1178,"Davis","Rajai","OAK","OF","BAL",1,4.99,4.58,0.75,0.27,0.05,0.1,0.38,1.11,0.34,0.08,0.69,0.5,0,0.03,0,0.03,3.5,"BAL (Miley L) R Ord 1","+1.5 (-160) (o/u 9.5) (-103)","61 O CF 7-13 18% H87%outdoor","","10ab .300/.364/.900 2hr 3k",3100,18,4100,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
5824,"Reddick","Josh","HOU","OF","@ CHW",1,4.54,4.07,0.78,0.22,0.03,0.16,0.44,0.72,0.11,0.04,0.7,0.72,0,0.03,0,0.04,2.82,"@CHW (Rodon L) L Ord 3","-1.5 (-110) (o/u 9.0) (-165)","72 N RL 5-11 55% H73%outdoor","","2ab .500/.667/1.500 0hr 1k",3600,15,4800,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
6195,"Trout","Mike","LAA","OF","@ SEA",1,4.21,3.43,0.54,0.21,0.03,0.23,0.66,0.91,0.2,0.04,0.53,0.42,0,0.03,0,0.01,2.18,"@SEA (Paxton L) R Ord 2","+1.5 (-120) (o/u 7.5) (+175)","73 N LR 2-7 4% H63% retractable","","23ab .130/.167/.217 0hr 12k",5100,28,5300,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
5491,"Zimmerman","Ryan","WAS","1B","MIA",1,4.71,4.26,0.71,0.26,0.01,0.2,0.36,1.02,0.02,0.01,0.66,0.81,0,0.08,0,0.1,3.15,"MIA (Straily R) R Ord 4","-1.5 (+130) (o/u 9.5) (-150)","73 N RL 3-7 15% H68%outdoor","","2ab .500/.667/2.000 1hr 0k",3200,13,4000,0,0,0,0,0,0,"1B","1B","1B",NA,NA,NA,NA,NA,NA,0,NA
7805,"Semien","Marcus","OAK","SS","BAL",1,4.87,4.35,0.7,0.22,0.03,0.16,0.5,1.11,0.16,0.04,0.65,0.58,0,0.02,0,0.18,3.32,"BAL (Miley L) R Ord 2","+1.5 (-160) (o/u 9.5) (-103)","61 O CF 7-13 18% H87%outdoor","","11ab .364/.417/.545 0hr 1k",3100,16,3400,0,0,0,0,0,0,"SS","SS","SS",NA,NA,NA,NA,NA,NA,0,NA
8375,"Goodwin","Brian","WAS","OF","MIA",1,5.06,4.52,0.71,0.25,0.04,0.15,0.49,1.35,0.1,0.04,0.81,0.48,0,0.05,0,0.02,3.43,"MIA (Straily R) L Ord 1","-1.5 (+130) (o/u 9.5) (-150)","73 N RL 3-7 15% H68%outdoor","","3ab .000/.000/.000 0hr 2k",3000,12,3800,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
7558,"Machado","Manny","BAL","3B","@ OAK",1,4.52,4.13,0.64,0.24,0,0.27,0.36,0.87,0.03,0.01,0.66,0.56,0,0.03,0,0.1,2.95,"@OAK (Smith R) R Ord 2","-1.5 (+140) (o/u 9.5) (-107)","61 O CF 7-13 18% H87%outdoor","","1ab .000/.000/.000 0hr 0k",4200,20,4800,0,0,0,0,0,0,"3B","3B","3B",NA,NA,NA,NA,NA,NA,0,NA
6759,"Pham","Thomas","STL","OF","KC",1,4.37,3.82,0.68,0.17,0.04,0.18,0.49,1.21,0.17,0.07,0.69,0.45,0.04,0.02,0.05,0.01,2.67,"KC (Hammel R) R Ord 2","-1.5 (+150) (o/u 8.5) (-142)","77 O CF 2-8 44% H74%outdoor","","2ab .000/.000/.000 0hr 0k",3600,18,4400,0,0,0,0,0,0,"OF","OF","OF",NA,NA,NA,NA,NA,NA,0,NA
5151,"Votto","Joey","CIN","1B","SD",1,4.15,3.26,0.58,0.19,0.01,0.22,0.75,0.64,0.04,0.01,0.66,0.57,0,0.04,0,0.06,2.02,"SD (Lamet R) L Ord 3 Starting ","-1.5 (+150) (o/u 8.5) (-140)","82 O CF 2-5 15% H51%outdoor","","",4700,22,5300,0,0,0,0,0,0,"1B","1B","1B",NA,NA,NA,NA,NA,NA,0,NA
