id,last_name,first_name,team,position,opponent,games,pa,ab,singles,doubles,triples,home_runs,walks,strikeouts,sb,cs,runs,rbi,hbp,sac_flies,gidp,errors,outs,matchup,odds,weather,injury,bvp, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
8841,Smith,Mallex,TB,OF,CIN,1.00,1.10,0.99,0.19,0.04,0.02,0.01,0.12,0.27,0.11,0.04,0.12,0.15,0.00,0.01,0.00,0.00,0.77,CIN (Garrett L) L Not Starting ,-1.5 (+135) (o/u 9.0) (-145),,,,2800,16,3500,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
8719,Gallo,Joey,TEX,3B,TOR,1.00,1.10,0.94,0.09,0.04,0.01,0.07,0.15,0.45,0.01,0.00,0.16,0.16,0.00,0.01,0.00,0.00,0.76,TOR (Liriano L) L Not Starting ,+1.5 (-140) (o/u 11.0) (+119),77 N RL 3-4 3% H67%outdoor,,,3100,15,3700,0,0,0,0,0,0,1B,3B,3B,,,,,,,0,
900,Choo,Shin-Soo,TEX,OF,TOR,1.00,1.10,0.93,0.17,0.04,0.00,0.04,0.17,0.26,0.03,0.01,0.14,0.15,0.00,0.01,0.00,0.00,0.69,TOR (Liriano L) L Not Starting ,+1.5 (-140) (o/u 11.0) (+119),77 N RL 3-4 3% H67%outdoor,,31ab .194/.219/.194 1sb 0hr,3600,19,4500,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
9931,Chapman,Matt,OAK,3B,HOU,1.00,1.10,0.98,0.11,0.05,0.01,0.06,0.11,0.40,0.01,0.01,0.14,0.16,0.01,0.01,0.02,0.00,0.79,HOU (Martes R) R Not Starting ,-1.5 (+175) (o/u 9.0) (-110),59 N RL 8-13 6% H87%outdoor,Injured,,2000,13,2600,0,0,0,0,0,0,3B,3B,3B,,,,,,,0,
5684,Rasmus,Colby,TB,OF,CIN,1.00,1.10,0.97,0.13,0.05,0.00,0.06,0.14,0.40,0.01,0.00,0.15,0.16,0.00,0.01,0.00,0.00,0.78,CIN (Garrett L) L Not Starting ,-1.5 (+135) (o/u 9.0) (-145),,Questionable,,3100,18,3800,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
7549,Beckham,Tim,TB,SS,CIN,1.00,1.10,1.01,0.18,0.04,0.02,0.04,0.09,0.39,0.02,0.01,0.13,0.16,0.00,0.01,0.00,0.00,0.79,CIN (Garrett L) R Not Starting ,-1.5 (+135) (o/u 9.0) (-145),,Questionable,,3000,16,3800,0,0,0,0,0,0,SS,SS,SS,,,,,,,0,
9010,Gonzalez,Erik,CLE,SS,@ BAL,1.00,1.10,1.06,0.21,0.05,0.01,0.03,0.04,0.32,0.03,0.02,0.14,0.17,0.00,0.01,0.00,0.00,0.81,@BAL (Tillman R) R Not Starting ,-1.5 (+100) (o/u 11.0) (-150),75 O RF 2-4 3% H68%outdoor,,,2200,8,3300,0,0,0,0,0,0,2B,SS,SS,,,,,,,0,
10027,Smith,Dwight,TOR,OF,@ TEX,1.00,1.07,0.96,0.13,0.08,0.01,0.03,0.10,0.24,0.02,0.01,0.14,0.15,0.01,0.01,0.02,0.00,0.73,@TEX (Martinez R) L Not Starting ,-1.5 (+120) (o/u 11.0) (-129),77 N RL 3-4 3% H67%outdoor,,,2000,9,2900,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
9560,Refsnyder,Rob,NYY,1B/2B,LAA,1.00,1.10,0.97,0.19,0.05,0.00,0.02,0.12,0.21,0.02,0.01,0.15,0.16,0.00,0.01,0.00,0.00,0.73,LAA (Bridwell R) R Not Starting ,-1.5 (-160) (o/u 10.5) (-300),73 O LF 2-4 5% H58%outdoor,,,2000,7,3300,0,0,0,0,0,0,1B,1B,1B;2B,,,,,,,0,
9921,Schwarber,Kyle,CHC,OF,SD,1.00,1.02,0.87,0.11,0.04,0.00,0.06,0.15,0.29,0.01,0.01,0.15,0.16,0.00,0.00,0.00,0.00,0.68,SD (Chacin R) L Not Starting ,-1.5 (+105) (o/u 9.0) (-194),61 I CF 2-4 7% H82%outdoor,,,2600,11,3500,0,0,0,0,0,0,OF,OF,OF,,,,,,,0,
8406,Aguilar,Jesus,MIL,1B,PIT,1.00,1.10,1.00,0.14,0.06,0.00,0.05,0.09,0.27,0.00,0.00,0.14,0.16,0.00,0.01,0.00,0.00,0.77,PIT (Kuhl R) R Not Starting ,-1.5 (+165) (o/u 9.5) (-122),62 N RL 2-4 6% H81% retractable,,,2400,10,3600,0,0,0,0,0,0,1B,1B,1B,,,,,,,0,
5963,Nunez,Eduardo,SF,3B/OF,@ ATL,1.00,1.01,0.95,0.20,0.05,0.01,0.02,0.04,0.14,0.06,0.02,0.12,0.13,0.00,0.01,0.00,0.00,0.68,@ATL (Teheran R) R Not Starting ,-1.5 (+175) (o/u 9.5) (+110),69 O LF 4-5 52% H98%outdoor,Questionable,,3300,20,4600,0,0,0,0,0,0,3B,3B,3B;OF,,,,,,,0,
