id,last_name,first_name,team,position,opponent,games,innings,singles,doubles,triples,home_runs,walks,strikeouts,runs,earned_runs,opp_ba,cg,qs,wins,losses,saves,blown_saves,holds,hbp,outs,odds,weather,injury, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
6146,Sale,Chris,BOS,SP,MIN,1.00,7.00,4.24,2.45,0.28,0.70,1.54,9.16,2.50,2.30,0.28,0.109,0.705,0.58,0.47,0.00,0.00,0.00,0.000,21.00,-1.5 (-110) (o/u 8.5) (-200),69 O CF 6-12 11% H60%outdoor,,11700,64,12900,0,0,0,0,0,0,P,P,SP,,,,,,,0,
5535,Carrasco,Carlos,CLE,SP,TEX,1.00,6.20,3.33,1.60,0.18,0.79,1.43,7.45,2.55,2.34,0.24,0.043,0.648,0.48,0.35,0.00,0.00,0.00,0.000,18.60,-1.5 (+120) (o/u 8.5) (-170),62 N LR 12-15 50% H62%outdoor,,9900,51,11600,0,0,0,0,0,0,P,P,SP,,,,,,,0,
1891,Greinke,Zack,ARI,SP,PHI,1.00,6.40,3.69,1.60,0.29,0.59,1.25,5.98,2.49,2.29,0.28,0.055,0.674,0.54,0.53,0.00,0.00,0.00,0.000,19.20,-1.5 (-120) (o/u 9.0) (-220),109 N LR 6-15 0% H10% retractable,,9900,54,12800,0,0,0,0,0,0,P,P,SP,,,,,,,0,
4392,Samardzija,Jeff,SF,SP,COL,1.00,6.50,4.05,1.37,0.30,0.62,1.60,6.05,2.59,2.38,0.27,0.063,0.663,0.46,0.33,0.00,0.00,0.00,0.000,19.50,-1.5 (+155) (o/u 7.5) (-135),59 O CF 10-19 17% H83%outdoor,,8300,41,8400,0,0,0,0,0,0,P,P,SP,,,,,,,0,
1818,Gonzalez,Gio,WAS,SP,CHC,1.00,6.00,4.58,1.70,0.14,0.60,1.86,6.11,2.74,2.52,0.33,0.040,0.599,0.43,0.52,0.00,0.00,0.00,0.000,18.00,-1.5 (+140) (o/u 9.5) (-150),71 N LR 3-9 18% H55%outdoor,,8800,38,9800,0,0,0,0,0,0,P,P,SP,,,,,,,0,
2196,Hill,Rich,LAD,SP,LAA,1.00,5.00,2.82,1.03,0.03,0.39,1.83,5.15,2.14,1.97,0.25,0.040,0.629,0.33,0.48,0.00,0.00,0.00,0.000,15.00,-1.5 (-110) (o/u 9.0) (-210),71 O CF 2-11 3% H63%outdoor,,7800,40,8600,0,0,0,0,0,0,P,P,SP,,,,,,,0,
11428,Montgomery,Jordan,NYY,SP,@ CHW,1.00,5.50,3.16,1.15,0.14,0.93,2.00,5.31,3.06,2.82,0.26,0.040,0.484,0.37,0.50,0.00,0.00,0.00,0.000,16.50,-1.5 (+100) (o/u 10.0) (-150),59 O CF 5-15 19% H64%outdoor,,8000,38,7600,0,0,0,0,0,0,P,P,SP,,,,,,,0,
1988,Hamels,Cole,TEX,SP,@ CLE,1.00,6.40,3.91,1.80,0.11,0.66,2.52,5.20,3.44,3.16,0.26,0.055,0.508,0.31,0.22,0.00,0.00,0.00,0.000,19.20,+1.5 (-140) (o/u 8.5) (+160),62 N LR 12-15 50% H62%outdoor,Questionable,9400,42,8100,0,0,0,0,0,0,P,P,SP,,,,,,,0,
8521,Wacha,Michael,STL,SP,CIN,1.00,5.70,4.26,1.23,0.26,0.61,1.63,4.79,2.78,2.56,0.32,0.040,0.564,0.39,0.43,0.00,0.00,0.00,0.000,17.10,-1.5 (+140) (o/u 9.0) (-146),73 N RL 2-7 24% H46%outdoor,,7300,30,7200,0,0,0,0,0,0,P,P,SP,,,,,,,0,
10693,Marquez,German,COL,SP,@ SF,1.00,5.80,4.09,1.35,0.30,0.43,1.98,4.04,2.70,2.48,0.31,0.040,0.591,0.30,0.24,0.00,0.00,0.00,0.000,17.40,+1.5 (-175) (o/u 7.5) (+125),59 O CF 10-19 17% H83%outdoor,,7000,40,7500,0,0,0,0,0,0,P,P,SP,,,,,,,0,
3579,Nolasco,Ricky,LAA,SP,@ LAD,1.00,5.90,3.89,1.44,0.10,1.14,1.62,4.85,3.61,3.32,0.32,0.040,0.421,0.24,0.37,0.00,0.00,0.00,0.000,17.70,+1.5 (-110) (o/u 9.0) (+190),71 O CF 2-11 3% H63%outdoor,,6900,28,5000,0,0,0,0,0,0,P,P,SP,,,,,,,0,
9893,Finnegan,Brandon,CIN,SP,@ STL,1.00,5.30,2.45,1.32,0.16,0.65,2.78,4.32,3.06,2.82,0.25,0.040,0.460,0.24,0.31,0.00,0.00,0.00,0.000,15.90,+1.5 (-160) (o/u 9.0) (+136),73 N RL 2-7 24% H46%outdoor,Questionable,7500,35,5800,0,0,0,0,0,0,P,P,SP,,,,,,,0,
9244,Berrios,Jose,MIN,SP,@ BOS,1.00,6.10,4.87,1.72,0.15,0.74,2.97,4.76,3.62,3.33,0.30,0.040,0.444,0.26,0.12,0.00,0.00,0.00,0.000,18.30,+1.5 (-110) (o/u 8.5) (+180),69 O CF 6-12 11% H60%outdoor,,9600,42,10700,0,0,0,0,0,0,P,P,SP,,,,,,,0,
8454,Holmberg,David,CHW,SP,NYY,1.00,5.00,4.27,1.07,0.05,0.77,2.15,4.17,3.16,2.91,0.30,0.040,0.397,0.21,0.29,0.00,0.00,0.00,0.000,15.00,+1.5 (-120) (o/u 10.0) (+140),59 O CF 5-15 19% H64%outdoor,,5500,25,4500,0,0,0,0,0,0,P,P,SP,,,,,,,0,
10629,Pivetta,Nick,PHI,SP,@ ARI,1.00,4.80,3.55,1.34,0.38,0.72,2.29,4.41,3.08,2.83,0.36,0.040,0.390,0.15,0.16,0.00,0.00,0.00,0.000,14.40,+1.5 (+100) (o/u 9.0) (+200),109 N LR 6-15 0% H10% retractable,,6500,32,7300,0,0,0,0,0,0,P,P,SP,,,,,,,0,
9123,Butler,Eddie,CHC,SP,@ WAS,1.00,4.80,4.01,1.12,0.13,0.82,2.14,2.49,3.31,3.04,0.36,0.040,0.337,0.19,0.27,0.00,0.00,0.00,0.000,14.40,+1.5 (-160) (o/u 9.5) (+140),71 N LR 3-9 18% H55%outdoor,,7100,32,5200,0,0,0,0,0,0,P,P,SP,,,,,,,0,
5895,Chapman,Aroldis,NYY,RP,@ CHW,1.00,0.36,0.08,0.08,0.01,0.03,0.14,0.65,0.08,0.07,0.14,0.000,0.000,0.02,0.01,0.18,0.02,0.00,0.000,1.07,-1.5 (+100) (o/u 10.0) (-150),59 O CF 5-15 19% H64%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,,,,,,,0,
