id,last_name,first_name,team,position,opponent,games,innings,singles,doubles,triples,home_runs,walks,strikeouts,runs,earned_runs,opp_ba,cg,qs,wins,losses,saves,blown_saves,holds,hbp,outs,odds,weather,injury, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
5124,Verlander,Justin,DET,SP,@ CHW,1.00,6.70,2.91,1.26,0.13,0.83,1.51,7.07,2.72,2.50,0.20,0.079,0.655,0.47,0.33,0.00,0.00,0.00,0.000,20.10,-1.5 (+125) (o/u 7.5) (-138),51 N RL 5-10 8% H68%outdoor,,10200,51,0,17250,0,0,0,0,0,P,P,SP,P,,,,,,0,
5535,Carrasco,Carlos,CLE,SP,@ TEX,1.00,6.10,3.11,1.28,0.29,0.86,1.55,7.02,2.65,2.44,0.24,0.040,0.622,0.45,0.41,0.00,0.00,0.00,0.000,18.30,-1.5 (Even) (o/u 9.0) (-160),65 O LF 11-18 3% H48%outdoor,,9900,50,8800,16200,0,0,0,0,0,P,P,SP,P,,,,,,0,
9103,McCullers,Lance,HOU,SP,SEA,1.00,5.70,3.44,1.13,0.26,0.56,2.02,7.09,2.22,2.04,0.24,0.040,0.674,0.40,0.43,0.00,0.00,0.00,0.000,17.10,-1.5 (+120) (o/u 8.5) (-166),73 O LF 8-12 39% H83% retractable,,8800,47,9500,17050,0,0,0,0,0,P,P,SP,P,,,,,,0,
7709,Quintana,Jose,CHW,SP,DET,1.00,6.50,4.25,1.37,0.19,0.82,1.36,6.51,2.84,2.61,0.26,0.063,0.622,0.37,0.17,0.00,0.00,0.00,0.000,19.50,+1.5 (-145) (o/u 7.5) (+118),51 N RL 5-10 8% H68%outdoor,,8700,45,0,14700,0,0,0,0,0,P,P,SP,P,,,,,,0,
10762,Maeda,Kenta,LAD,SP,SD,1.00,5.60,2.42,1.15,0.12,0.60,1.10,5.81,2.07,1.90,0.23,0.040,0.695,0.43,0.50,0.00,0.00,0.00,0.000,16.80,-1.5 (-115) (o/u 7.5) (-235),60 O CF 0-7 6% H76%outdoor,,8600,42,9600,15500,0,0,0,0,0,P,P,SP,P,,,,,,0,
6044,Arrieta,Jake,CHC,SP,@ STL,1.00,6.50,2.40,1.46,0.23,0.31,2.27,5.34,2.45,2.26,0.20,0.063,0.684,0.47,0.37,0.00,0.00,0.00,0.000,19.50,-1.5 (+115) (o/u 7.0) (-152),56 I RF 9-18 92% H74%outdoor,,10500,53,10400,18100,0,0,0,0,0,P,P,SP,P,,,,,,0,
1109,Cueto,Johnny,SF,SP,@ ARI,1.00,6.80,4.18,1.83,0.44,0.62,1.65,5.87,2.89,2.66,0.30,0.089,0.633,0.51,0.45,0.00,0.00,0.00,0.000,20.40,-1.5 (Even) (o/u 9.0) (-158),67 O CF 4-10 0% H18% retractable,,9200,57,10200,15800,0,0,0,0,0,P,P,SP,P,,,,,,0,
7664,Odorizzi,Jake,TB,SP,NYY,1.00,5.80,2.69,1.10,0.19,0.74,1.53,5.62,2.56,2.36,0.21,0.040,0.614,0.36,0.32,0.00,0.00,0.00,0.000,17.40,+1.5 (-170) (o/u 7.5) (-113),,,7700,40,7800,13900,0,0,0,0,0,P,P,SP,P,,,,,,0,
4363,Sabathia,C.C.,NYY,SP,@ TB,1.00,5.90,2.96,1.23,0.38,0.80,2.03,5.93,2.87,2.64,0.24,0.040,0.568,0.34,0.34,0.00,0.00,0.00,0.000,17.70,-1.5 (+150) (o/u 7.5) (-107),,,7400,34,6900,13500,0,0,0,0,0,P,P,SP,P,,,,,,0,
8448,Anderson,Tyler,COL,SP,@ MIL,1.00,5.70,3.05,1.31,0.19,0.79,1.85,5.84,2.70,2.49,0.28,0.040,0.579,0.32,0.34,0.00,0.00,0.00,0.000,17.10,-1.5 (+150) (o/u 8.0) (-110),45 N RL 3-7 9% H72% retractable,,6400,38,5900,10850,0,0,0,0,0,P,P,SP,P,,,,,,0,
9447,Davies,Zach,MIL,SP,COL,1.00,5.80,3.40,1.26,0.22,0.77,1.45,5.28,2.66,2.44,0.27,0.040,0.599,0.36,0.30,0.00,0.00,0.00,0.000,17.40,+1.5 (-170) (o/u 8.0) (-110),45 N RL 3-7 9% H72% retractable,,7300,36,6500,10500,0,0,0,0,0,P,P,SP,P,,,,,,0,
7699,Shoemaker,Matt,LAA,SP,@ OAK,1.00,5.80,2.61,1.29,0.18,0.67,1.35,4.64,2.59,2.39,0.22,0.040,0.610,0.36,0.37,0.00,0.00,0.00,0.000,17.40,-1.5 (+140) (o/u 7.5) (-120),56 O LF 3-9 5% H73%outdoor,,8000,40,8400,14450,0,0,0,0,0,P,P,SP,P,,,,,,0,
5165,Wainwright,Adam,STL,SP,CHC,1.00,6.30,4.50,1.43,0.17,0.53,1.86,4.73,2.85,2.62,0.30,0.048,0.606,0.33,0.18,0.00,0.00,0.00,0.000,18.90,+1.5 (-135) (o/u 7.0) (+132),56 I RF 9-18 92% H74%outdoor,,7600,37,7300,13350,0,0,0,0,0,P,P,SP,P,,,,,,0,
9854,Manaea,Sean,OAK,SP,LAA,1.00,5.80,3.25,1.05,0.14,0.65,1.54,4.37,2.72,2.50,0.22,0.040,0.587,0.33,0.33,0.00,0.00,0.00,0.000,17.40,+1.5 (-160) (o/u 7.5) (Even),56 O LF 3-9 5% H73%outdoor,,6800,41,7400,14100,0,0,0,0,0,P,P,SP,P,,,,,,0,
6765,Corbin,Patrick,ARI,SP,SF,1.00,5.50,4.38,1.41,0.35,0.61,1.80,4.24,2.86,2.64,0.34,0.040,0.528,0.25,0.20,0.00,0.00,0.00,0.000,16.50,+1.5 (-120) (o/u 9.0) (+138),67 O CF 4-10 0% H18% retractable,,5100,25,5000,9000,0,0,0,0,0,P,P,SP,P,,,,,,0,
7573,Iwakuma,Hisashi,SEA,SP,@ HOU,1.00,6.10,4.24,1.27,0.22,0.91,1.39,3.76,3.37,3.10,0.27,0.040,0.488,0.29,0.30,0.00,0.00,0.00,0.000,18.30,+1.5 (-140) (o/u 8.5) (+143),73 O LF 8-12 39% H83% retractable,,7800,36,7700,11650,0,0,0,0,0,P,P,SP,P,,,,,,0,
4148,Richard,Clayton,SD,SP,@ LAD,1.00,6.00,3.74,1.23,0.03,0.86,1.98,3.38,3.41,3.13,0.28,0.040,0.472,0.24,0.27,0.00,0.00,0.00,0.000,18.00,+1.5 (-105) (o/u 7.5) (+200),60 O CF 0-7 6% H76%outdoor,,6600,25,5200,9400,0,0,0,0,0,P,P,SP,P,,,,,,0,
6047,Perez,Martin,TEX,SP,CLE,1.00,6.00,4.79,1.48,0.25,0.51,2.26,2.92,3.36,3.09,0.28,0.040,0.480,0.29,0.22,0.00,0.00,0.00,0.000,18.00,+1.5 (-120) (o/u 9.0) (+140),65 O LF 11-18 3% H48%outdoor,,6400,27,5700,9000,0,0,0,0,0,P,P,SP,P,,,,,,0,
