"id","last_name","first_name","team","position","opponent","games","pa","ab","singles","doubles","triples","home_runs","walks","strikeouts","sb","cs","runs","rbi","hbp","sac_flies","gidp","errors","outs","matchup","odds","weather","injury","bvp","price_fanduel","price_yahoo","price_draftkings","price_draftday","price_starstreet","price_fantasyfeud","price_fanthrowdown","price_starfantasyleagues","price_fantasyaces","positions_fanduel","positions_yahoo","positions_draftkings","positions_draftday","positions_starstreet","positions_fantasyfeud","positions_fanthrowdown","positions_starfantasyleagues","positions_fantasyaces","price_victiv","positions_victiv"
6234,"Goldschmidt","Paul","ARI","1B","SD",1,4.41,3.6,0.69,0.26,0.02,0.22,0.76,0.8,0.21,0.04,0.75,0.77,0,0.04,0,0.04,2.4,"SD (Richard L) R Ord 3","-1.5 (+150) (o/u 9.5) (-132)","102 N LR 6-14 0% H9% retractable","","15ab .333/.500/.467 1sb 0hr",4400,24,5400,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
6209,"Harper","Bryce","WAS","OF","BAL",1,4.27,3.47,0.57,0.21,0.01,0.26,0.75,0.74,0.07,0.05,0.79,0.74,0,0.04,0,0.04,2.35,"BAL (Asher R) L Ord 3","-1.5 (+145) (o/u 9.0) (-142)","65 N RL 2-7 10% H68%outdoor","","6ab .167/.167/.167 0sb 0hr",4700,21,5400,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7531,"Altuve","Jose","HOU","2B","@ KC",1,4.65,4.26,0.96,0.32,0.04,0.13,0.34,0.5,0.15,0.06,0.66,0.77,0,0.04,0,0.06,2.8,"@KC (Hammel R) R Ord 3","-1.5 (-130) (o/u 9.0) (-190)","72 O LF 3-7 4% H54%outdoor","","11ab .182/.250/.273 1sb 0hr",3800,25,5500,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
9988,"Turner","Trea","WAS","SS","BAL",1,4.47,4.19,0.82,0.22,0.07,0.14,0.26,0.85,0.35,0.09,0.79,0.44,0,0.03,0,0.06,2.84,"BAL (Asher R) R Ord 1","-1.5 (+145) (o/u 9.0) (-142)","65 N RL 2-7 10% H68%outdoor","","3ab .000/.000/.000 0sb 0hr",4200,17,5400,0,0,0,0,0,0,"SS","SS","SS","SS;DH;OF",NA,NA,NA,NA,NA,0,NA
9113,"Bryant","Kris","CHC","3B","COL",1,4.54,3.87,0.63,0.23,0.03,0.24,0.64,0.98,0.07,0.04,0.75,0.57,0,0.03,0,0.1,2.72,"COL (Chatwood R) R Ord 2","-1.5 (+125) (o/u 8.5) (-168)","70 O CF 7-9 18% H46%outdoor","","3ab .000/.000/.000 0sb 0hr",4200,20,4900,0,0,0,0,0,0,"3B","3B","3B","3B;DH;OF",NA,NA,NA,NA,NA,0,NA
5151,"Votto","Joey","CIN","1B","STL",1,4.37,3.6,0.71,0.24,0.01,0.19,0.73,0.73,0.03,0.01,0.67,0.71,0,0.04,0,0.06,2.45,"STL (Leake R) L Ord 3 Starting ","+1.5 (-175) (o/u 9.0) (-105)","71 N RL 3-7 3% H50%outdoor","","8ab .250/.333/.375 1sb 0hr",4200,22,5000,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
1105,"Cruz","Nelson","SEA","OF","MIN",1,4.38,3.89,0.68,0.17,0.01,0.31,0.45,1.03,0.02,0.01,0.61,0.72,0,0.04,0,0.02,2.72,"MIN (Gibson R) R Ord 4","-1.5 (+155) (o/u 9.0) (-125)","56 O LF 4-13 15% H70% retractable","Questionable","11ab .182/.250/.545 0sb 1hr",4400,18,5100,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
7662,"Springer","George","HOU","OF","@ KC",1,4.86,4.33,0.74,0.2,0.03,0.22,0.51,1.22,0.04,0.04,0.82,0.55,0,0.02,0,0.03,3.13,"@KC (Hammel R) R Ord 1","-1.5 (-130) (o/u 9.0) (-190)","72 O LF 3-7 4% H54%outdoor","","",4200,25,5600,0,0,0,0,0,0,"OF","OF","OF","DH;OF",NA,NA,NA,NA,NA,0,NA
6197,"Rizzo","Anthony","CHC","1B","COL",1,4.44,3.81,0.57,0.24,0.02,0.22,0.6,0.63,0.05,0.03,0.73,0.72,0,0.03,0,0.05,2.74,"COL (Chatwood R) L Ord 3","-1.5 (+125) (o/u 8.5) (-168)","70 O CF 7-9 18% H46%outdoor","","6ab .333/.333/.833 0sb 1hr",4100,18,4900,0,0,0,0,0,0,"1B","1B","1B","1B;DH",NA,NA,NA,NA,NA,0,NA
6428,"Dozier","Brian","MIN","2B","@ SEA",1,4.71,4.26,0.56,0.26,0.02,0.25,0.42,1.06,0.14,0.04,0.71,0.5,0,0.04,0,0.06,3.16,"@SEA (Bergman R) R Ord 1","+1.5 (-175) (o/u 9.0) (+115)","56 O LF 4-13 15% H70% retractable","","",3400,19,3900,0,0,0,0,0,0,"2B","2B","2B","2B;DH",NA,NA,NA,NA,NA,0,NA
