id,last_name,first_name,team,position,opponent,games,innings,singles,doubles,triples,home_runs,walks,strikeouts,runs,earned_runs,opp_ba,cg,qs,wins,losses,saves,blown_saves,holds,hbp,outs,odds,weather,injury, price_fanduel,price_yahoo,price_draftkings,price_draftday,price_starstreet,price_fantasyfeud,price_fanthrowdown,price_starfantasyleagues,price_fantasyaces, positions_fanduel,positions_yahoo,positions_draftkings,positions_draftday,positions_starstreet,positions_fantasyfeud,positions_fanthrowdown,positions_starfantasyleagues,positions_fantasyaces,price_victiv,positions_victiv
4240,Rodriguez,Francisco,DET,RP,@ CHW,2.00,0.72,0.34,0.13,0.02,0.11,0.19,0.75,0.33,0.31,0.22,0.000,0.000,0.03,0.03,0.00,0.00,0.00,0.000,2.15,+1.5 (-191) (o/u 9.0) (+102),66 N RL 4-9 15% H66%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
9311,Giles,Ken,HOU,RP,BAL,1.00,0.35,0.15,0.07,0.01,0.03,0.10,0.60,0.08,0.07,0.19,0.000,0.000,0.02,0.01,0.26,0.03,0.00,0.000,1.06,-1.5 (+115) (o/u 8.0) (-180),81 O CF 10-15 6% H79% retractable,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
5944,Jansen,Kenley,LAD,RP,CHC,1.00,0.35,0.10,0.07,0.01,0.03,0.08,0.59,0.07,0.07,0.17,0.000,0.000,0.02,0.01,0.17,0.02,0.00,0.000,1.06,-1.5 (+189) (o/u 7.5) (-113),65 O RF 1-8 6% H63%outdoor,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
3289,Miller,Andrew,CLE,RP,KC,1.00,0.36,0.13,0.08,0.00,0.03,0.08,0.56,0.09,0.08,0.18,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,1.07,-1.5 (+119) (o/u 8.0) (-175),66 N RL 5-10 4% H65%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
6580,Jennings,Dan,CHW,RP,DET,2.00,0.60,0.40,0.12,0.01,0.05,0.28,0.61,0.27,0.24,0.24,0.000,0.000,0.02,0.02,0.00,0.00,0.00,0.000,1.81,-1.5 (+175) (o/u 9.0) (-110),66 N RL 4-9 15% H66%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
6043,Kimbrel,Craig,BOS,RP,SEA,1.00,0.35,0.11,0.09,0.01,0.03,0.12,0.53,0.10,0.09,0.16,0.000,0.000,0.02,0.01,0.17,0.02,0.00,0.000,1.06,-1.5 (+135) (o/u 10.5) (-142),57 N RL 6-10 9% H74%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
1900,Grilli,Jason,TOR,RP,TEX,1.00,0.36,0.13,0.08,0.02,0.05,0.14,0.56,0.13,0.12,0.21,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,1.07,+1.5 (-168) (o/u 8.0) (-102),64 N LR 3-6 7% H68% retractable,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
7692,Allen,Cody,CLE,RP,KC,1.00,0.36,0.16,0.08,0.01,0.03,0.10,0.50,0.11,0.10,0.20,0.000,0.000,0.02,0.01,0.22,0.02,0.00,0.000,1.07,-1.5 (+119) (o/u 8.0) (-175),66 N RL 5-10 4% H65%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
9360,Knebel,Corey,MIL,RP,ARI,1.00,0.35,0.18,0.08,0.02,0.04,0.13,0.53,0.12,0.11,0.26,0.000,0.000,0.01,0.01,0.12,0.01,0.00,0.000,1.06,+1.5 (-138) (o/u 8.5) (+120),62 I CF 2-9 30% H71% retractable,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
5729,Uehara,Koji,CHC,RP,@ LAD,1.00,0.36,0.09,0.08,0.01,0.05,0.08,0.45,0.13,0.12,0.18,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,1.07,+1.5 (-206) (o/u 7.5) (+104),65 O RF 1-8 6% H63%outdoor,,5500,25,4300,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
5550,Davis,Wade,CHC,RP,@ LAD,1.00,0.36,0.14,0.08,0.01,0.02,0.14,0.43,0.12,0.11,0.21,0.000,0.000,0.02,0.01,0.19,0.02,0.00,0.000,1.07,+1.5 (-206) (o/u 7.5) (+104),65 O RF 1-8 6% H63%outdoor,,5500,25,4300,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
6334,Baez,Pedro,LAD,RP,CHC,1.00,0.35,0.13,0.07,0.01,0.05,0.11,0.44,0.14,0.13,0.21,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,1.06,-1.5 (+189) (o/u 7.5) (-113),65 O RF 1-8 6% H63%outdoor,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
8273,Devenski,Chris,HOU,RP,BAL,1.00,0.30,0.11,0.06,0.01,0.03,0.04,0.39,0.08,0.08,0.18,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,0.91,-1.5 (+115) (o/u 8.0) (-180),81 O CF 10-15 6% H79% retractable,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
6145,Holland,Greg,COL,RP,STL,1.00,0.35,0.21,0.09,0.02,0.02,0.14,0.43,0.12,0.11,0.26,0.000,0.000,0.01,0.01,0.16,0.02,0.00,0.000,1.06,-1.5 (+170) (o/u 11.0) (-111),48 N LR 4-9 16% H77%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
9884,Iglesias,Raisel,CIN,SP,@ PHI,1.00,0.35,0.15,0.08,0.01,0.04,0.11,0.41,0.14,0.12,0.23,0.000,0.000,0.02,0.01,0.17,0.02,0.00,0.000,1.06,+1.5 (-180) (o/u 9.0) (+114),69 O LF 1-7 20% H66%outdoor,,5500,25,6700,0,0,0,0,0,0,P,P,SP,P,,,,,,0,
4233,Rodney,Fernando,ARI,RP,@ MIL,1.00,0.35,0.15,0.08,0.01,0.04,0.17,0.43,0.15,0.14,0.24,0.000,0.000,0.02,0.01,0.22,0.02,0.00,0.000,1.06,-1.5 (+127) (o/u 8.5) (-130),62 I CF 2-9 30% H71% retractable,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
9502,Diaz,Edwin,SEA,RP,@ BOS,1.00,0.35,0.22,0.11,0.01,0.03,0.11,0.43,0.13,0.12,0.26,0.000,0.000,0.01,0.01,0.07,0.01,0.00,0.000,1.06,+1.5 (-146) (o/u 10.5) (+131),57 N RL 6-10 9% H74%outdoor,,5500,25,4300,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
5531,Bush,Matt,TEX,RP,@ TOR,1.00,0.35,0.14,0.09,0.01,0.04,0.09,0.39,0.14,0.13,0.21,0.000,0.000,0.02,0.01,0.19,0.02,0.00,0.000,1.06,-1.5 (+155) (o/u 8.0) (-106),64 N LR 3-6 7% H68% retractable,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
8504,Strickland,Hunter,SF,RP,ATL,1.00,0.35,0.17,0.09,0.02,0.01,0.06,0.36,0.10,0.09,0.23,0.000,0.000,0.01,0.01,0.00,0.00,0.00,0.000,1.06,-1.5 (+177) (o/u 7.5) (-122),55 O CF 10-18 18% H85%outdoor,,5500,25,4200,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
7715,Ramos,AJ,MIA,RP,LAA,1.00,0.36,0.15,0.08,0.01,0.02,0.22,0.41,0.15,0.14,0.20,0.000,0.000,0.01,0.01,0.14,0.01,0.00,0.000,1.07,+1.5 (-151) (o/u 9.0) (+108),roof_closed ,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
6480,Hardy,Blaine,DET,RP,@ CHW,2.00,0.40,0.25,0.08,0.01,0.02,0.15,0.37,0.16,0.14,0.23,0.000,0.000,0.02,0.01,0.00,0.00,0.00,0.000,1.20,+1.5 (-191) (o/u 9.0) (+102),66 N RL 4-9 15% H66%outdoor,,5500,25,4000,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
4291,Romo,Sergio,LAD,RP,CHC,1.00,0.30,0.12,0.06,0.00,0.04,0.08,0.38,0.11,0.11,0.21,0.000,0.000,0.01,0.01,0.00,0.00,0.00,0.000,0.91,-1.5 (+189) (o/u 7.5) (-113),65 O RF 1-8 6% H63%outdoor,,5500,25,4100,0,0,0,0,0,0,P,P,RP,P,,,,,,0,
