Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
31.1,Jordy,0.0,Det@GB 01:00PM ET,7451751,Nelson,Jordy Nelson,Jordy Nelson (7451751),DET,WR,19.74,18.3,18.3,15.44,17.9609976258,18.7203485478,1.0,0.272727272727,7400,GB,3.0,0.0
4.3,Randall,0.0,Det@GB 01:00PM ET,7451755,Cobb,Randall Cobb,Randall Cobb (7451755),DET,WR,14.96,15.3,15.3,14.15,14.3273362269,14.5551697677,2.0,0.233766233766,7300,GB,5.0,0.0
5.1,C.J.,0.0,Den@Cin 01:00PM ET,7451627,Anderson,C.J. Anderson,C.J. Anderson (7451627),CIN,RB,18.63,16.0,16.0,16.16,16.3156321919,17.3409834719,3.0,0.166666666667,7300,DEN,3.0,0.0
5.7,Brandon,0.0,NYJ@KC 04:25PM ET,7451807,Marshall,Brandon Marshall,Brandon Marshall (7451807),KC,WR,14.49,11.2,11.2,15.27,12.0677979366,13.1675495127,1.0,0.27397260274,7300,NYJ,9.0,0.0
9.0,Ben,1.0,Pit@Phi 04:25PM ET,7451562,Roethlisberger,Ben Roethlisberger,Ben Roethlisberger (7451562),PHI,QB,20.42,21.7,21.7,22.02,19.9643303312,20.0771454366,0.0,0.0,7300,PIT,2.0,0.0
7.5,Carson,1.0,Ari@Buf 01:00PM ET,7451499,Palmer,Carson Palmer,Carson Palmer (7451499),BUF,QB,21.26,18.3,18.3,20.14,18.6395484964,19.7996231132,0.0,0.0,7200,ARI,5.0,0.0
0.0,Kelvin,0.0,Min@Car 01:00PM ET,7451779,Benjamin,Kelvin Benjamin,Kelvin Benjamin (7451779),MIN,WR,17.96,15.2,15.2,16.17,15.616588117,16.6596121265,1.0,0.283783783784,7200,CAR,5.0,0.0
21.0,Todd,0.0,LA@TB 04:05PM ET,7451645,Gurley,Todd Gurley,Todd Gurley (7451645),TB,RB,13.55,17.1,17.1,15.7,14.5977694976,14.0166871736,6.0,0.046875,7100,LA,2.0,0.0
14.0,Russell,1.0,SF@Sea 04:05PM ET,7451548,Wilson,Russell Wilson,Russell Wilson (7451548),SF,QB,19.27,25.3,25.3,19.42,21.2507100001,20.1859621721,10.0,0.0,7100,SEA,1.0,0.0
9.9,Jordan,0.0,Pit@Phi 04:25PM ET,7451831,Matthews,Jordan Matthews,Jordan Matthews (7451831),PIT,WR,15.8,17.7,17.7,14.93,15.9021628475,15.7685264083,1.0,0.333333333333,7100,PHI,4.0,0.0
19.0,Eli,1.0,Was@NYG 01:00PM ET,7451509,Manning,Eli Manning,Eli Manning (7451509),WAS,QB,18.46,18.5,18.5,19.28,17.4895728648,17.8628953754,0.0,0.0,7000,NYG,5.0,0.0
32.2,Mike,0.0,LA@TB 04:05PM ET,7451791,Evans,Mike Evans,Mike Evans (7451791),LA,WR,17.62,18.5,18.5,15.68,17.1145842258,17.2664541683,1.0,0.303797468354,7000,TB,3.0,0.0
8.4,Matt,0.0,NYJ@KC 04:25PM ET,7451656,Forte,Matt Forte,Matt Forte (7451656),KC,RB,16.92,16.4,16.4,15.94,15.7522354595,16.2296188248,4.0,0.13698630137,7000,NYJ,3.0,0.0
13.0,Larry,0.0,Ari@Buf 01:00PM ET,7451692,Fitzgerald,Larry Fitzgerald,Larry Fitzgerald (7451692),BUF,WR,18.99,16.2,16.2,16.24,16.5763281071,17.6480107515,1.0,0.27027027027,6900,ARI,5.0,0.0
12.9,Derek,1.0,Oak@Ten 01:00PM ET,7451506,Carr,Derek Carr,Derek Carr (7451506),TEN,QB,20.9,20.7,20.7,18.26,19.6786770612,20.1609208864,0.0,0.0,6900,OAK,3.0,0.0
4.1,Eric,0.0,NYJ@KC 04:25PM ET,7451808,Decker,Eric Decker,Eric Decker (7451808),KC,WR,15.75,14.3,14.3,15.32,14.1800716213,14.8590604249,2.0,0.205479452055,6900,NYJ,6.0,0.0
21.0,Ezekiel,0.0,Chi@Dal 08:30PM ET,7451690,Elliott,Ezekiel Elliott,Ezekiel Elliott (7451690),CHI,RB,17.11,15.7,15.7,16.81,15.4871015737,16.1845944774,5.0,0.0519480519481,6900,DAL,3.0,0.0
30.5,Matthew,1.0,Det@GB 01:00PM ET,7451526,Stafford,Matthew Stafford,Matthew Stafford (7451526),GB,QB,19.08,17.8,17.8,18.79,17.416397449,18.1231921222,0.0,0.0,6800,DET,5.0,0.0
34.4,T.Y.,0.0,SD@Ind 04:25PM ET,7451821,Hilton,T.Y. Hilton,T.Y. Hilton (7451821),SD,WR,19.22,19.3,19.3,16.55,18.228794294,18.6081711359,1.0,0.284090909091,6800,IND,2.0,0.0
0.0,Adrian,0.0,Min@Car 01:00PM ET,7451631,Peterson,Adrian Peterson,Adrian Peterson (7451631),CAR,RB,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0757575757576,6700,MIN,0.0,0.0
15.4,Philip,1.0,SD@Ind 04:25PM ET,7451559,Rivers,Philip Rivers,Philip Rivers (7451559),IND,QB,19.37,20.0,20.0,20.95,18.6457092955,18.8946121624,0.0,0.0,6700,SD,4.0,0.0
0.0,Donte,0.0,SD@Ind 04:25PM ET,7451825,Moncrief,Donte Moncrief,Donte Moncrief (7451825),SD,WR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.113636363636,6700,IND,0.0,0.0
29.6,Jarvis,0.0,Cle@Mia 01:00PM ET,7451730,Landry,Jarvis Landry,Jarvis Landry (7451730),CLE,WR,18.74,19.0,19.0,16.25,17.864535324,18.1902331598,1.0,0.319444444444,6600,MIA,2.0,0.0
29.6,LeSean,0.0,Ari@Buf 01:00PM ET,7451575,McCoy,LeSean McCoy,LeSean McCoy (7451575),ARI,RB,15.37,15.5,15.5,13.92,14.6103528944,14.8976995002,3.0,0.173076923077,6500,BUF,3.0,0.0
9.6,Jordan,0.0,Was@NYG 01:00PM ET,7451866,Reed,Jordan Reed,Jordan Reed (7451866),NYG,TE,19.94,15.9,15.9,13.2,16.8504426535,18.2454429257,1.0,0.197674418605,6500,WAS,1.0,0.0
14.5,Blake,1.0,Bal@Jax 01:00PM ET,7451522,Bortles,Blake Bortles,Blake Bortles (7451522),BAL,QB,19.97,19.9,19.9,19.94,18.8635650742,19.2949367863,0.0,0.0,6500,JAX,4.0,0.0
19.3,Kirk,0.0,Was@NYG 01:00PM ET,7451512,Cousins,Kirk Cousins,Kirk Cousins (7451512),NYG,QB,17.69,20.1,20.1,16.88,17.9457252668,17.7274345578,0.0,0.0,6400,WAS,4.0,0.0
24.0,Demaryius,0.0,Den@Cin 01:00PM ET,7451764,Thomas,Demaryius Thomas,Demaryius Thomas (7451764),CIN,WR,12.92,14.8,14.8,14.32,13.1666832861,12.9781456446,1.0,0.266666666667,6400,DEN,5.0,0.0
29.5,DeMarco,0.0,Oak@Ten 01:00PM ET,7451581,Murray,DeMarco Murray,DeMarco Murray (7451581),OAK,RB,15.85,14.6,14.6,14.52,14.3746928736,15.0071797596,2.0,0.186666666667,6300,TEN,4.0,0.0
33.0,Doug,0.0,SF@Sea 04:05PM ET,7451798,Baldwin,Doug Baldwin,Doug Baldwin (7451798),SF,WR,17.26,17.5,17.5,13.69,16.4539423168,16.7537884108,1.0,0.253333333333,6300,SEA,4.0,0.0
25.0,Ryan,1.0,Cle@Mia 01:00PM ET,7451517,Tannehill,Ryan Tannehill,Ryan Tannehill (7451517),CLE,QB,19.39,21.3,21.3,18.42,19.3045498365,19.2429756699,0.0,0.0,6200,MIA,2.0,0.0
41.5,Marvin,0.0,Det@GB 01:00PM ET,7451754,Jones,Marvin Jones,Marvin Jones Jr. (7451754),GB,WR,15.77,18.4,18.4,15.15,16.2387231407,15.9271586047,1.0,0.277108433735,6200,DET,3.0,0.0
0.0,Sammy,0.0,Ari@Buf 01:00PM ET,7451702,Watkins,Sammy Watkins,Sammy Watkins (7451702),ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.192307692308,6100,BUF,0.0,0.0
13.8,Joe,1.0,Bal@Jax 01:00PM ET,7451519,Flacco,Joe Flacco,Joe Flacco (7451519),JAX,QB,17.63,18.2,18.2,17.79,16.9690686286,17.1964402296,0.0,0.0,6100,BAL,5.0,0.0
14.5,Eddie,0.0,Det@GB 01:00PM ET,7451617,Lacy,Eddie Lacy,Eddie Lacy (7451617),DET,RB,13.21,13.3,13.3,14.09,12.5462449111,12.798487725,6.0,0.038961038961,6100,GB,5.0,0.0
21.2,Michael,0.0,Oak@Ten 01:00PM ET,7451705,Crabtree,Michael Crabtree,Michael Crabtree (7451705),TEN,WR,14.09,14.4,14.4,14.44,13.4890158935,13.7060838014,2.0,0.172413793103,6000,OAK,6.0,0.0
35.7,Emmanuel,0.0,Den@Cin 01:00PM ET,7451763,Sanders,Emmanuel Sanders,Emmanuel Sanders (7451763),CIN,WR,12.48,12.2,12.2,13.21,11.6704361856,11.997399007,2.0,0.233333333333,6000,DEN,8.0,0.0
30.5,Jameis,1.0,LA@TB 04:05PM ET,7451544,Winston,Jameis Winston,Jameis Winston (7451544),LA,QB,18.3,18.2,18.2,17.88,17.2681667097,17.6721730973,0.0,0.0,6000,TB,5.0,0.0
7.5,Jeremy,0.0,NYJ@KC 04:25PM ET,7451809,Maclin,Jeremy Maclin,Jeremy Maclin (7451809),NYJ,WR,14.78,14.9,14.9,15.24,14.0470085216,14.3245416987,1.0,0.265060240964,6000,KC,5.0,0.0
0.0,Tony,1.0,Chi@Dal 08:30PM ET,7451568,Romo,Tony Romo,Tony Romo (7451568),CHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,DAL,0.0,0.0
7.8,Marcus,1.0,Oak@Ten 01:00PM ET,7451508,Mariota,Marcus Mariota,Marcus Mariota (7451508),OAK,QB,18.45,17.2,17.2,17.93,16.8351964744,17.5216323585,0.0,0.0,5900,TEN,6.0,0.0
20.6,DeSean,0.0,Was@NYG 01:00PM ET,7451715,Jackson,DeSean Jackson,DeSean Jackson (7451715),NYG,WR,13.85,13.0,13.0,12.2,12.6819707931,13.1758046918,1.0,0.197674418605,5900,WAS,7.0,0.0
7.2,Golden,0.0,Det@GB 01:00PM ET,7451753,Tate,Golden Tate,Golden Tate (7451753),GB,WR,12.48,13.4,13.4,12.3,12.2703551764,12.3058567237,2.0,0.228915662651,5900,DET,7.0,0.0
3.7,Ryan,1.0,NYJ@KC 04:25PM ET,7451551,Fitzpatrick,Ryan Fitzpatrick,Ryan Fitzpatrick (7451551),KC,QB,16.42,18.5,18.5,18.57,16.5788861701,16.4143953009,0.0,0.0,5900,NYJ,5.0,0.0
17.4,Tyrod,1.0,Ari@Buf 01:00PM ET,7451501,Taylor,Tyrod Taylor,Tyrod Taylor (7451501),ARI,QB,16.86,16.8,16.8,16.93,15.9254235536,16.2898351203,0.0,0.0,5800,BUF,6.0,0.0
10.5,Michael,0.0,Ari@Buf 01:00PM ET,7451695,Floyd,Michael Floyd,Michael Floyd (7451695),BUF,WR,13.31,12.0,12.0,12.78,11.9409741757,12.5353301042,2.0,0.189189189189,5800,ARI,8.0,0.0
12.4,Greg,0.0,Min@Car 01:00PM ET,7451898,Olsen,Greg Olsen,Greg Olsen (7451898),MIN,TE,15.99,13.1,13.1,14.27,13.6872922417,14.7210144817,2.0,0.243243243243,5800,CAR,2.0,0.0
13.2,Alex,1.0,NYJ@KC 04:25PM ET,7451552,Smith,Alex Smith,Alex Smith (7451552),NYJ,QB,16.38,15.5,15.5,15.51,15.0612320913,15.6148490469,9.0,0.0120481927711,5800,KC,0.0,0.0
17.8,Melvin,0.0,SD@Ind 04:25PM ET,7451671,Gordon,Melvin Gordon,Melvin Gordon (7451671),IND,RB,17.72,16.8,16.8,15.58,16.3093404935,16.9004773086,7.0,0.0454545454545,5800,SD,2.0,0.0
-0.5,Ryan,0.0,Pit@Phi 04:25PM ET,7451676,Mathews,Ryan Mathews,Ryan Mathews (7451676),PIT,RB,12.4,11.5,11.5,13.1,11.2847702373,11.7606614145,8.0,0.0144927536232,5800,PHI,6.0,0.0
10.8,Latavius,0.0,Oak@Ten 01:00PM ET,7451583,Murray,Latavius Murray,Latavius Murray (7451583),TEN,RB,15.52,12.4,12.4,14.08,13.1275244252,14.2073577572,5.0,0.0919540229885,5700,OAK,5.0,0.0
11.2,Andy,1.0,Den@Cin 01:00PM ET,7451529,Dalton,Andy Dalton,Andy Dalton (7451529),DEN,QB,18.06,16.2,16.2,17.34,16.1611621139,16.9876651293,0.0,0.0,5700,CIN,0.0,0.0
0.0,Doug,0.0,LA@TB 04:05PM ET,7451640,Martin,Doug Martin,Doug Martin (7451640),LA,RB,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0632911392405,5700,TB,0.0,0.0
8.3,Spencer,0.0,NYJ@KC 04:25PM ET,7451661,Ware,Spencer Ware,Spencer Ware (7451661),NYJ,RB,12.84,11.1,11.1,13.19,11.2812198608,11.9702637603,3.0,0.132530120482,5700,KC,6.0,0.0
23.5,Dak,1.0,Chi@Dal 08:30PM ET,7451571,Prescott,Dak Prescott,Dak Prescott (7451571),CHI,QB,17.62,17.7,17.7,17.94,16.714638232,17.0608156905,0.0,0.0,5700,DAL,5.0,0.0
0.0,Josh,1.0,Cle@Mia 01:00PM ET,7451515,McCown,Josh McCown,Josh McCown (7451515),MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600,CLE,0.0,0.0
4.8,T.J.,0.0,Bal@Jax 01:00PM ET,7451614,Yeldon,T.J. Yeldon,T.J. Yeldon (7451614),BAL,RB,11.48,9.7,9.7,10.65,9.97418990842,10.6447297078,2.0,0.181818181818,5600,JAX,7.0,0.0
0.0,Jamaal,0.0,NYJ@KC 04:25PM ET,7451657,Charles,Jamaal Charles,Jamaal Charles (7451657),NYJ,RB,0.0,9.1,9.1,0.0,4.54938568001,2.33913768484,11.0,0.0,5600,KC,8.0,0.0
0.0,Jay,1.0,Chi@Dal 08:30PM ET,7451567,Cutler,Jay Cutler,Jay Cutler (7451567),DAL,QB,0.0,0.0,0.0,14.16,0.0,0.0,0.0,0.0,5600,CHI,0.0,0.0
18.3,Sterling,0.0,Was@NYG 01:00PM ET,7451724,Shepard,Sterling Shepard,Sterling Shepard (7451724),WAS,WR,14.79,12.0,12.0,13.12,12.6016684444,13.5862027073,2.0,0.164383561644,5500,NYG,8.0,0.0
0.0,Arian,0.0,Cle@Mia 01:00PM ET,7451598,Foster,Arian Foster,Arian Foster (7451598),CLE,RB,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0694444444444,5500,MIA,0.0,0.0
0.0,Thomas,0.0,SF@Sea 04:05PM ET,7451652,Rawls,Thomas Rawls,Thomas Rawls (7451652),SF,RB,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.08,5500,SEA,0.0,0.0
24.0,Carson,1.0,Pit@Phi 04:25PM ET,7451566,Wentz,Carson Wentz,Carson Wentz (7451566),PIT,QB,17.23,16.6,16.6,18.18,15.9906106223,16.5011436516,0.0,0.0,5500,PHI,6.0,0.0
0.0,Danny,0.0,SD@Ind 04:25PM ET,7451666,Woodhead,Danny Woodhead,Danny Woodhead (7451666),IND,RB,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.136363636364,5400,SD,0.0,0.0
0.0,Corey,0.0,Cle@Mia 01:00PM ET,7451735,Coleman,Corey Coleman,Corey Coleman (7451735),MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,5300,CLE,0.0,0.0
10.6,Sam,1.0,Min@Car 01:00PM ET,7451538,Bradford,Sam Bradford,Sam Bradford (7451538),CAR,QB,15.09,13.3,13.3,14.9,13.3855051983,14.1333799506,9.0,0.0,5300,MIN,0.0,0.0
8.0,Allen,0.0,Bal@Jax 01:00PM ET,7451744,Hurns,Allen Hurns,Allen Hurns (7451744),BAL,WR,12.82,12.4,12.4,12.23,11.9222037999,12.2902253056,3.0,0.170454545455,5200,JAX,8.0,0.0
11.2,Travis,0.0,SD@Ind 04:25PM ET,7451820,Benjamin,Travis Benjamin,Travis Benjamin (7451820),IND,WR,15.51,17.6,17.6,15.57,15.7227092348,15.5369073723,1.0,0.227272727273,5200,SD,4.0,0.0
6.6,Jeremy,0.0,Chi@Dal 08:30PM ET,7451685,Langford,Jeremy Langford,Jeremy Langford (7451685),DAL,RB,11.41,13.6,13.6,12.95,11.8926775752,11.5975138531,5.0,0.118644067797,5200,CHI,4.0,0.0
0.0,Rashad,0.0,Was@NYG 01:00PM ET,7451590,Jennings,Rashad Jennings,Rashad Jennings (7451590),WAS,RB,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0547945205479,5100,NYG,0.0,0.0
32.0,Trevor,1.0,Den@Cin 01:00PM ET,7451532,Siemian,Trevor Siemian,Trevor Siemian (7451532),CIN,QB,11.23,11.1,11.1,13.27,10.562491636,10.8270847799,0.0,0.0,5100,DEN,0.0,0.0
8.0,Stefon,0.0,Min@Car 01:00PM ET,7451781,Diggs,Stefon Diggs,Stefon Diggs (7451781),CAR,WR,16.24,15.7,15.7,14.83,15.0987204833,15.5668517985,1.0,0.318181818182,5100,MIN,5.0,0.0
0.0,Drew,1.0,Ari@Buf 01:00PM ET,7451500,Stanton,Drew Stanton,Drew Stanton (7451500),BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,ARI,0.0,0.0
0.0,EJ,1.0,Ari@Buf 01:00PM ET,7451502,Manuel,EJ Manuel,EJ Manuel (7451502),ARI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
0.0,Cardale,1.0,Ari@Buf 01:00PM ET,7451503,Jones,Cardale Jones,Cardale Jones (7451503),ARI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,BUF,0.0,0.0
0.0,Matt,1.0,Oak@Ten 01:00PM ET,7451504,Cassel,Matt Cassel,Matt Cassel (7451504),OAK,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,TEN,0.0,0.0
0.0,Matt,1.0,Oak@Ten 01:00PM ET,7451505,McGloin,Matt McGloin,Matt McGloin (7451505),TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
0.0,Connor,1.0,Oak@Ten 01:00PM ET,7451507,Cook,Connor Cook,Connor Cook (7451507),TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,OAK,0.0,0.0
0.0,Delanie,0.0,Oak@Ten 01:00PM ET,7451856,Walker,Delanie Walker,Delanie Walker (7451856),OAK,TE,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.146666666667,5000,TEN,0.0,0.0
0.0,Josh,1.0,Was@NYG 01:00PM ET,7451510,Johnson,Josh Johnson,Josh Johnson (7451510),WAS,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYG,0.0,0.0
0.0,Colt,1.0,Was@NYG 01:00PM ET,7451511,McCoy,Colt McCoy,Colt McCoy (7451511),NYG,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Ryan,1.0,Was@NYG 01:00PM ET,7451513,Nassib,Ryan Nassib,Ryan Nassib (7451513),WAS,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYG,0.0,0.0
0.0,Nate,1.0,Was@NYG 01:00PM ET,7451514,Sudfeld,Nate Sudfeld,Nate Sudfeld (7451514),NYG,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Matt,1.0,Cle@Mia 01:00PM ET,7451516,Moore,Matt Moore,Matt Moore (7451516),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,MIA,0.0,0.0
10.7,Cody,1.0,Cle@Mia 01:00PM ET,7451518,Kessler,Cody Kessler,Cody Kessler (7451518),MIA,QB,11.67,14.4,14.4,12.28,12.4086914811,11.9877650855,0.0,0.0,5000,CLE,0.0,0.0
0.0,Chad,1.0,Bal@Jax 01:00PM ET,7451520,Henne,Chad Henne,Chad Henne (7451520),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,JAX,0.0,0.0
0.0,Ryan,1.0,Bal@Jax 01:00PM ET,7451521,Mallett,Ryan Mallett,Ryan Mallett (7451521),JAX,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,BAL,0.0,0.0
0.0,Brandon,1.0,Bal@Jax 01:00PM ET,7451523,Allen,Brandon Allen,Brandon Allen (7451523),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,JAX,0.0,0.0
6.9,Mike,0.0,Bal@Jax 01:00PM ET,7451741,Wallace,Mike Wallace,Mike Wallace (7451741),JAX,WR,13.34,10.5,10.5,12.38,11.2044678886,12.17105943,3.0,0.180555555556,5000,BAL,9.0,1.0
0.0,Dan,1.0,Det@GB 01:00PM ET,7451524,Orlovsky,Dan Orlovsky,Dan Orlovsky (7451524),GB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,DET,0.0,0.0
0.0,Brett,1.0,Det@GB 01:00PM ET,7451527,Hundley,Brett Hundley,Brett Hundley (7451527),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,GB,0.0,0.0
0.0,Joe,1.0,Det@GB 01:00PM ET,7451528,Callahan,Joe Callahan,Joe Callahan (7451528),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,GB,0.0,0.0
0.0,Austin,1.0,Den@Cin 01:00PM ET,7451530,Davis,Austin Davis,Austin Davis (7451530),CIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,DEN,0.0,0.0
0.0,AJ,1.0,Den@Cin 01:00PM ET,7451531,McCarron,AJ McCarron,AJ McCarron (7451531),DEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
0.0,Jeff,1.0,Den@Cin 01:00PM ET,7451533,Driskel,Jeff Driskel,Jeff Driskel (7451533),DEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
0.0,Paxton,1.0,Den@Cin 01:00PM ET,7451534,Lynch,Paxton Lynch,Paxton Lynch (7451534),CIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,DEN,0.0,0.0
0.1,Derek,1.0,Min@Car 01:00PM ET,7451535,Anderson,Derek Anderson,Derek Anderson (7451535),MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CAR,0.0,0.0
0.0,Shaun,1.0,Min@Car 01:00PM ET,7451536,Hill,Shaun Hill,Shaun Hill (7451536),CAR,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,MIN,0.0,0.0
0.0,Joe,1.0,Min@Car 01:00PM ET,7451537,Webb,Joe Webb,Joe Webb (7451537),MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5000,CAR,0.0,0.0
14.7,Case,1.0,LA@TB 04:05PM ET,7451540,Keenum,Case Keenum,Case Keenum (7451540),TB,QB,11.39,13.0,13.0,11.5,11.5837897789,11.4290840136,0.0,0.0,5000,LA,0.0,0.0
0.0,Mike,1.0,LA@TB 04:05PM ET,7451541,Glennon,Mike Glennon,Mike Glennon (7451541),LA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,TB,0.0,0.0
0.0,Ryan,1.0,LA@TB 04:05PM ET,7451542,Griffin,Ryan Griffin,Ryan Griffin (7451542),LA,QB,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0597014925373,5000,TB,0.0,0.0
0.0,Sean,1.0,LA@TB 04:05PM ET,7451543,Mannion,Sean Mannion,Sean Mannion (7451543),TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,LA,0.0,0.0
0.0,Jared,1.0,LA@TB 04:05PM ET,7451545,Goff,Jared Goff,Jared Goff (7451545),TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,LA,0.0,0.0
0.0,Colin,1.0,SF@Sea 04:05PM ET,7451546,Kaepernick,Colin Kaepernick,Colin Kaepernick (7451546),SEA,QB,0.0,1.1,1.1,0.0,0.54992574154,0.282752906959,0.0,0.0,5000,SF,0.0,0.0
