Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
QB,Josh Johnson (7451510),Josh Johnson,7451510,5000,Was@NYG 01:00PM ET,NYG
QB,Colt McCoy (7451511),Colt McCoy,7451511,5000,Was@NYG 01:00PM ET,Was
QB,Ryan Nassib (7451513),Ryan Nassib,7451513,5000,Was@NYG 01:00PM ET,NYG
QB,Nate Sudfeld (7451514),Nate Sudfeld,7451514,5000,Was@NYG 01:00PM ET,Was
QB,Matt Moore (7451516),Matt Moore,7451516,5000,Cle@Mia 01:00PM ET,Mia
QB,Cody Kessler (7451518),Cody Kessler,7451518,5000,Cle@Mia 01:00PM ET,Cle
QB,Chad Henne (7451520),Chad Henne,7451520,5000,Bal@Jax 01:00PM ET,Jax
QB,Ryan Mallett (7451521),Ryan Mallett,7451521,5000,Bal@Jax 01:00PM ET,Bal
QB,Brandon Allen (7451523),Brandon Allen,7451523,5000,Bal@Jax 01:00PM ET,Jax
WR,Mike Wallace (7451741),Mike Wallace,7451741,5000,Bal@Jax 01:00PM ET,Bal
QB,Dan Orlovsky (7451524),Dan Orlovsky,7451524,5000,Det@GB 01:00PM ET,Det
QB,Brett Hundley (7451527),Brett Hundley,7451527,5000,Det@GB 01:00PM ET,GB
QB,Joe Callahan (7451528),Joe Callahan,7451528,5000,Det@GB 01:00PM ET,GB
QB,Austin Davis (7451530),Austin Davis,7451530,5000,Den@Cin 01:00PM ET,Den
QB,AJ McCarron (7451531),AJ McCarron,7451531,5000,Den@Cin 01:00PM ET,Cin
QB,Jeff Driskel (7451533),Jeff Driskel,7451533,5000,Den@Cin 01:00PM ET,Cin
QB,Paxton Lynch (7451534),Paxton Lynch,7451534,5000,Den@Cin 01:00PM ET,Den
QB,Derek Anderson (7451535),Derek Anderson,7451535,5000,Min@Car 01:00PM ET,Car
QB,Shaun Hill (7451536),Shaun Hill,7451536,5000,Min@Car 01:00PM ET,Min
QB,Joe Webb (7451537),Joe Webb,7451537,5000,Min@Car 01:00PM ET,Car
QB,Case Keenum (7451540),Case Keenum,7451540,5000,LA@TB 04:05PM ET,LA
QB,Mike Glennon (7451541),Mike Glennon,7451541,5000,LA@TB 04:05PM ET,TB
QB,Ryan Griffin (7451542),Ryan Griffin,7451542,5000,LA@TB 04:05PM ET,TB
QB,Sean Mannion (7451543),Sean Mannion,7451543,5000,LA@TB 04:05PM ET,LA
QB,Jared Goff (7451545),Jared Goff,7451545,5000,LA@TB 04:05PM ET,LA
QB,Colin Kaepernick (7451546),Colin Kaepernick,7451546,5000,SF@Sea 04:05PM ET,SF
QB,Christian Ponder (7451547),Christian Ponder,7451547,5000,SF@Sea 04:05PM ET,SF
QB,Blaine Gabbert (7451549),Blaine Gabbert,7451549,5000,SF@Sea 04:05PM ET,SF
QB,Trevone Boykin (7451550),Trevone Boykin,7451550,5000,SF@Sea 04:05PM ET,Sea
RB,Christine Michael (7451650),Christine Michael,7451650,5000,SF@Sea 04:05PM ET,Sea
QB,Nick Foles (7451553),Nick Foles,7451553,5000,NYJ@KC 04:25PM ET,KC
QB,Bryce Petty (7451554),Bryce Petty,7451554,5000,NYJ@KC 04:25PM ET,NYJ
QB,Geno Smith (7451555),Geno Smith,7451555,5000,NYJ@KC 04:25PM ET,NYJ
QB,Tyler Bray (7451556),Tyler Bray,7451556,5000,NYJ@KC 04:25PM ET,KC
QB,Christian Hackenberg (7451557),Christian Hackenberg,7451557,5000,NYJ@KC 04:25PM ET,NYJ
QB,Kellen Clemens (7451558),Kellen Clemens,7451558,5000,SD@Ind 04:25PM ET,SD
QB,Scott Tolzien (7451560),Scott Tolzien,7451560,5000,SD@Ind 04:25PM ET,Ind
RB,Frank Gore (7451665),Frank Gore,7451665,5000,SD@Ind 04:25PM ET,Ind
QB,Chase Daniel (7451563),Chase Daniel,7451563,5000,Pit@Phi 04:25PM ET,Phi
QB,Landry Jones (7451564),Landry Jones,7451564,5000,Pit@Phi 04:25PM ET,Pit
QB,Zach Mettenberger (7451565),Zach Mettenberger,7451565,5000,Pit@Phi 04:25PM ET,Pit
QB,Brian Hoyer (7451569),Brian Hoyer,7451569,5000,Chi@Dal 08:30PM ET,Chi
QB,Mark Sanchez (7451570),Mark Sanchez,7451570,5000,Chi@Dal 08:30PM ET,Dal
WR,DeVante Parker (7451731),DeVante Parker,7451731,4900,Cle@Mia 01:00PM ET,Mia
RB,Theo Riddick (7451618),Theo Riddick,7451618,4900,Det@GB 01:00PM ET,Det
RB,Charles Sims (7451643),Charles Sims,7451643,4900,LA@TB 04:05PM ET,TB
WR,John Brown (7451697),John Brown,7451697,4800,Ari@Buf 01:00PM ET,Ari
RB,Jonathan Stewart (7451633),Jonathan Stewart,7451633,4800,Min@Car 01:00PM ET,Car
WR,Quincy Enunwa (7451810),Quincy Enunwa,7451810,4800,NYJ@KC 04:25PM ET,NYJ
WR,Tajae Sharpe (7451711),Tajae Sharpe,7451711,4700,Oak@Ten 01:00PM ET,Ten
WR,Victor Cruz (7451714),Victor Cruz,7451714,4700,Was@NYG 01:00PM ET,NYG
RB,Isaiah Crowell (7451602),Isaiah Crowell,7451602,4700,Cle@Mia 01:00PM ET,Cle
TE,Travis Kelce (7451924),Travis Kelce,7451924,4700,NYJ@KC 04:25PM ET,KC
TE,Julius Thomas (7451878),Julius Thomas,7451878,4600,Bal@Jax 01:00PM ET,Jax
RB,Ameer Abdullah (7451621),Ameer Abdullah,7451621,4600,Det@GB 01:00PM ET,Det
TE,Antonio Gates (7451930),Antonio Gates,7451930,4600,SD@Ind 04:25PM ET,SD
WR,Markus Wheaton (7451830),Markus Wheaton,7451830,4600,Pit@Phi 04:25PM ET,Pit
TE,Tyler Eifert (7451894),Tyler Eifert,7451894,4500,Den@Cin 01:00PM ET,Cin
RB,Carlos Hyde (7451651),Carlos Hyde,7451651,4400,SF@Sea 04:05PM ET,SF
WR,Phillip Dorsett (7451824),Phillip Dorsett,7451824,4400,SD@Ind 04:25PM ET,Ind
RB,Giovani Bernard (7451625),Giovani Bernard,7451625,4300,Den@Cin 01:00PM ET,Cin
WR,Torrey Smith (7451797),Torrey Smith,7451797,4300,SF@Sea 04:05PM ET,SF
WR,Tyrell Williams (7451826),Tyrell Williams,7451826,4300,SD@Ind 04:25PM ET,SD
TE,Jason Witten (7451942),Jason Witten,7451942,4300,Chi@Dal 08:30PM ET,Dal
RB,Duke Johnson Jr. (7451605),Duke Johnson Jr.,7451605,4200,Cle@Mia 01:00PM ET,Cle
WR,Anquan Boldin (7451750),Anquan Boldin,7451750,4200,Det@GB 01:00PM ET,Det
WR,Tyler Lockett (7451805),Tyler Lockett,7451805,4200,SF@Sea 04:05PM ET,Sea
RB,Matt Jones (7451597),Matt Jones,7451597,4100,Was@NYG 01:00PM ET,Was
WR,Steve Smith Sr. (7451738),Steve Smith Sr.,7451738,4100,Bal@Jax 01:00PM ET,Bal
WR,Davante Adams (7451758),Davante Adams,7451758,4100,Det@GB 01:00PM ET,GB
WR,Devin Funchess (7451782),Devin Funchess,7451782,4100,Min@Car 01:00PM ET,Car
WR,Tavon Austin (7451789),Tavon Austin,7451789,4100,LA@TB 04:05PM ET,LA
DST,Seahawks  (7452345),Seahawks ,7452345,4100,SF@Sea 04:05PM ET,Sea
RB,Jay Ajayi (7451601),Jay Ajayi,7451601,4000,Cle@Mia 01:00PM ET,Mia
TE,Gary Barnidge (7451869),Gary Barnidge,7451869,4000,Cle@Mia 01:00PM ET,Cle
RB,James Starks (7451616),James Starks,7451616,4000,Det@GB 01:00PM ET,GB
WR,Kevin White (7451847),Kevin White,7451847,4000,Chi@Dal 08:30PM ET,Chi
WR,Pierre Garcon (7451717),Pierre Garcon,7451717,3900,Was@NYG 01:00PM ET,Was
RB,Justin Forsett (7451607),Justin Forsett,7451607,3900,Bal@Jax 01:00PM ET,Bal
RB,Chris Ivory (7451608),Chris Ivory,7451608,3900,Bal@Jax 01:00PM ET,Jax
WR,Vincent Jackson (7451785),Vincent Jackson,7451785,3900,LA@TB 04:05PM ET,TB
WR,Kenny Britt (7451786),Kenny Britt,7451786,3900,LA@TB 04:05PM ET,LA
WR,Eli Rogers (7451834),Eli Rogers,7451834,3900,Pit@Phi 04:25PM ET,Pit
TE,Zach Ertz (7451938),Zach Ertz,7451938,3900,Pit@Phi 04:25PM ET,Phi
WR,Jamison Crowder (7451723),Jamison Crowder,7451723,3800,Was@NYG 01:00PM ET,Was
RB,Fozzy Whittaker (7451634),Fozzy Whittaker,7451634,3800,Min@Car 01:00PM ET,Car
RB,Jerick McKinnon (7451637),Jerick McKinnon,7451637,3800,Min@Car 01:00PM ET,Min
DST,Panthers  (7452341),Panthers ,7452341,3800,Min@Car 01:00PM ET,Car
TE,Dwayne Allen (7451932),Dwayne Allen,7451932,3800,SD@Ind 04:25PM ET,Ind
WR,Sammie Coates (7451833),Sammie Coates,7451833,3800,Pit@Phi 04:25PM ET,Pit
RB,Derrick Henry (7451589),Derrick Henry,7451589,3700,Oak@Ten 01:00PM ET,Ten
RB,Shane Vereen (7451591),Shane Vereen,7451591,3700,Was@NYG 01:00PM ET,NYG
TE,Eric Ebron (7451886),Eric Ebron,7451886,3700,Det@GB 01:00PM ET,Det
RB,Jeremy Hill (7451628),Jeremy Hill,7451628,3700,Den@Cin 01:00PM ET,Cin
WR,Ted Ginn Jr. (7451773),Ted Ginn Jr.,7451773,3700,Min@Car 01:00PM ET,Car
RB,Darren Sproles (7451674),Darren Sproles,7451674,3700,Pit@Phi 04:25PM ET,Phi
RB,Alfred Morris (7451682),Alfred Morris,7451682,3700,Chi@Dal 08:30PM ET,Dal
RB,Andre Ellington (7451576),Andre Ellington,7451576,3600,Ari@Buf 01:00PM ET,Ari
DST,Cardinals  (7452327),Cardinals ,7452327,3600,Ari@Buf 01:00PM ET,Ari
RB,Jalen Richard (7451588),Jalen Richard,7451588,3600,Oak@Ten 01:00PM ET,Oak
RB,Kenyan Drake (7451606),Kenyan Drake,7451606,3600,Cle@Mia 01:00PM ET,Mia
WR,Kenny Stills (7451729),Kenny Stills,7451729,3600,Cle@Mia 01:00PM ET,Mia
RB,Dwayne Washington (7451623),Dwayne Washington,7451623,3600,Det@GB 01:00PM ET,Det
WR,Dontrelle Inman (7451819),Dontrelle Inman,7451819,3600,SD@Ind 04:25PM ET,SD
RB,Chris Johnson (7451574),Chris Johnson,7451574,3500,Ari@Buf 01:00PM ET,Ari
WR,Seth Roberts (7451712),Seth Roberts,7451712,3500,Oak@Ten 01:00PM ET,Oak
RB,Terrance West (7451612),Terrance West,7451612,3500,Bal@Jax 01:00PM ET,Bal
WR,Tyler Boyd (7451772),Tyler Boyd,7451772,3500,Den@Cin 01:00PM ET,Cin
DST,Broncos  (7452339),Broncos ,7452339,3500,Den@Cin 01:00PM ET,Den
RB,Charcandrick West (7451663),Charcandrick West,7451663,3500,NYJ@KC 04:25PM ET,KC
WR,Nelson Agholor (7451837),Nelson Agholor,7451837,3500,Pit@Phi 04:25PM ET,Phi
TE,Jesse James (7451941),Jesse James,7451941,3500,Pit@Phi 04:25PM ET,Pit
WR,Eddie Royal (7451838),Eddie Royal,7451838,3500,Chi@Dal 08:30PM ET,Chi
RB,DeAndre Washington (7451587),DeAndre Washington,7451587,3400,Oak@Ten 01:00PM ET,Oak
WR,Andre Johnson (7451703),Andre Johnson,7451703,3400,Oak@Ten 01:00PM ET,Ten
RB,Chris Thompson (7451593),Chris Thompson,7451593,3400,Was@NYG 01:00PM ET,Was
WR,Terrelle Pryor Sr. (7451727),Terrelle Pryor Sr.,7451727,3400,Cle@Mia 01:00PM ET,Cle
TE,Dennis Pitta (7451876),Dennis Pitta,7451876,3400,Bal@Jax 01:00PM ET,Bal
WR,Brandon LaFell (7451762),Brandon LaFell,7451762,3400,Den@Cin 01:00PM ET,Cin
RB,Benny Cunningham (7451642),Benny Cunningham,7451642,3400,LA@TB 04:05PM ET,LA
RB,Shaun Draughn (7451647),Shaun Draughn,7451647,3400,SF@Sea 04:05PM ET,SF
WR,Jeremy Kerley (7451799),Jeremy Kerley,7451799,3400,SF@Sea 04:05PM ET,SF
WR,Jermaine Kearse (7451800),Jermaine Kearse,7451800,3400,SF@Sea 04:05PM ET,Sea
RB,Bilal Powell (7451659),Bilal Powell,7451659,3400,NYJ@KC 04:25PM ET,NYJ
RB,Mike Gillislee (7451578),Mike Gillislee,7451578,3300,Ari@Buf 01:00PM ET,Buf
WR,Jaron Brown (7451696),Jaron Brown,7451696,3300,Ari@Buf 01:00PM ET,Ari
WR,Rishard Matthews (7451708),Rishard Matthews,7451708,3300,Oak@Ten 01:00PM ET,Ten
DST,Giants  (7452330),Giants ,7452330,3300,Was@NYG 01:00PM ET,NYG
RB,C.J. Prosise (7451654),C.J. Prosise,7451654,3300,SF@Sea 04:05PM ET,Sea
RB,Jordan Howard (7451691),Jordan Howard,7451691,3300,Chi@Dal 08:30PM ET,Chi
WR,Terrance Williams (7451842),Terrance Williams,7451842,3300,Chi@Dal 08:30PM ET,Dal
RB,Reggie Bush (7451572),Reggie Bush,7451572,3200,Ari@Buf 01:00PM ET,Buf
WR,Robert Woods (7451700),Robert Woods,7451700,3200,Ari@Buf 01:00PM ET,Buf
WR,Jeff Janis (7451760),Jeff Janis,7451760,3200,Det@GB 01:00PM ET,GB
WR,Adam Thielen (7451783),Adam Thielen,7451783,3200,Min@Car 01:00PM ET,Min
DST,Chiefs  (7452346),Chiefs ,7452346,3200,NYJ@KC 04:25PM ET,KC
WR,Darrius Heyward-Bey (7451828),Darrius Heyward-Bey,7451828,3200,Pit@Phi 04:25PM ET,Pit
WR,Dorial Green-Beckham (7451835),Dorial Green-Beckham,7451835,3200,Pit@Phi 04:25PM ET,Phi
WR,Cole Beasley (7451843),Cole Beasley,7451843,3200,Chi@Dal 08:30PM ET,Dal
WR,Kamar Aiken (7451743),Kamar Aiken,7451743,3100,Bal@Jax 01:00PM ET,Bal
WR,Laquon Treadwell (7451784),Laquon Treadwell,7451784,3100,Min@Car 01:00PM ET,Min
TE,Kyle Rudolph (7451902),Kyle Rudolph,7451902,3100,Min@Car 01:00PM ET,Min
DST,Vikings  (7452340),Vikings ,7452340,3100,Min@Car 01:00PM ET,Min
DST,Buccaneers  (7452343),Buccaneers ,7452343,3100,LA@TB 04:05PM ET,TB
WR,Quinton Patton (7451803),Quinton Patton,7451803,3100,SF@Sea 04:05PM ET,SF
WR,Chris Conley (7451812),Chris Conley,7451812,3100,NYJ@KC 04:25PM ET,KC
RB,Ka'Deem Carey (7451687),Ka'Deem Carey,7451687,3100,Chi@Dal 08:30PM ET,Chi
RB,Jerome Felton (7451573),Jerome Felton,7451573,3000,Ari@Buf 01:00PM ET,Buf
RB,Stepfan Taylor (7451577),Stepfan Taylor,7451577,3000,Ari@Buf 01:00PM ET,Ari
RB,Jonathan Williams (7451580),Jonathan Williams,7451580,3000,Ari@Buf 01:00PM ET,Buf
WR,Brandon Tate (7451693),Brandon Tate,7451693,3000,Ari@Buf 01:00PM ET,Buf
WR,Greg Salas (7451694),Greg Salas,7451694,3000,Ari@Buf 01:00PM ET,Buf
WR,Marquise Goodwin (7451698),Marquise Goodwin,7451698,3000,Ari@Buf 01:00PM ET,Buf
WR,Walt Powell (7451699),Walt Powell,7451699,3000,Ari@Buf 01:00PM ET,Buf
WR,J.J. Nelson (7451701),J.J. Nelson,7451701,3000,Ari@Buf 01:00PM ET,Ari
RB,Taiwan Jones (7451582),Taiwan Jones,7451582,3000,Oak@Ten 01:00PM ET,Oak
RB,Jalston Fowler (7451584),Jalston Fowler,7451584,3000,Oak@Ten 01:00PM ET,Ten
RB,Jamize Olawale (7451585),Jamize Olawale,7451585,3000,Oak@Ten 01:00PM ET,Oak
RB,Antonio Andrews (7451586),Antonio Andrews,7451586,3000,Oak@Ten 01:00PM ET,Ten
WR,Harry Douglas (7451704),Harry Douglas,7451704,3000,Oak@Ten 01:00PM ET,Ten
WR,Marc Mariani (7451706),Marc Mariani,7451706,3000,Oak@Ten 01:00PM ET,Ten
WR,Kendall Wright (7451707),Kendall Wright,7451707,3000,Oak@Ten 01:00PM ET,Ten
WR,Andre Holmes (7451709),Andre Holmes,7451709,3000,Oak@Ten 01:00PM ET,Oak
WR,Johnny Holton (7451713),Johnny Holton,7451713,3000,Oak@Ten 01:00PM ET,Oak
RB,Bobby Rainey (7451592),Bobby Rainey,7451592,3000,Was@NYG 01:00PM ET,NYG
RB,Orleans Darkwa (7451594),Orleans Darkwa,7451594,3000,Was@NYG 01:00PM ET,NYG
RB,Rob Kelley (7451595),Rob Kelley,7451595,3000,Was@NYG 01:00PM ET,Was
RB,Paul Perkins (7451596),Paul Perkins,7451596,3000,Was@NYG 01:00PM ET,NYG
WR,Dwayne Harris (7451716),Dwayne Harris,7451716,3000,Was@NYG 01:00PM ET,NYG
WR,Tavarres King (7451718),Tavarres King,7451718,3000,Was@NYG 01:00PM ET,NYG
WR,Ryan Grant (7451719),Ryan Grant,7451719,3000,Was@NYG 01:00PM ET,Was
WR,Josh Doctson (7451721),Josh Doctson,7451721,3000,Was@NYG 01:00PM ET,Was
WR,Rashad Ross (7451722),Rashad Ross,7451722,3000,Was@NYG 01:00PM ET,Was
WR,Roger Lewis (7451725),Roger Lewis,7451725,3000,Was@NYG 01:00PM ET,NYG
RB,Isaiah Pead (7451599),Isaiah Pead,7451599,3000,Cle@Mia 01:00PM ET,Mia
RB,Malcolm Johnson (7451600),Malcolm Johnson,7451600,3000,Cle@Mia 01:00PM ET,Cle
RB,George Atkinson III (7451603),George Atkinson III,7451603,3000,Cle@Mia 01:00PM ET,Cle
RB,Damien Williams (7451604),Damien Williams,7451604,3000,Cle@Mia 01:00PM ET,Mia
WR,Andrew Hawkins (7451726),Andrew Hawkins,7451726,3000,Cle@Mia 01:00PM ET,Cle
WR,Justin Hunter (7451728),Justin Hunter,7451728,3000,Cle@Mia 01:00PM ET,Mia
WR,Jakeem Grant (7451732),Jakeem Grant,7451732,3000,Cle@Mia 01:00PM ET,Mia
WR,Jordan Payton (7451733),Jordan Payton,7451733,3000,Cle@Mia 01:00PM ET,Cle
WR,Ricardo Louis (7451734),Ricardo Louis,7451734,3000,Cle@Mia 01:00PM ET,Cle
WR,Leonte Carroo (7451736),Leonte Carroo,7451736,3000,Cle@Mia 01:00PM ET,Mia
WR,Rashard Higgins (7451737),Rashard Higgins,7451737,3000,Cle@Mia 01:00PM ET,Cle
DST,Dolphins  (7452333),Dolphins ,7452333,3000,Cle@Mia 01:00PM ET,Mia
RB,Kyle Juszczyk (7451609),Kyle Juszczyk,7451609,3000,Bal@Jax 01:00PM ET,Bal
