"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,938371118,"MisterJ5 (20/20)",0,320.75,"F Khris Middleton UTIL C.J. McCollum PF Giannis Antetokounmpo C Jusuf Nurkic PG Alec Burks G Austin Rivers SF Royce O'Neale SG Donovan Mitchell",NA,"Giannis Antetokounmpo","PF","72.67%",50.75
2,938048190,"123...Infinity (6/20)",0,317,"C John Henson PG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo UTIL Jusuf Nurkic G Ricky Rubio SG Alec Burks F Joe Ingles",NA,"Damian Lillard","PG","53.24%",35.75
2,938382928,"ericb1973",0,317,"UTIL John Henson SG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic PG Ricky Rubio G Alec Burks F Joe Ingles",NA,"Lou Williams","SG","52.82%",34.5
2,938579312,"ReppinMil414",0,317,"C John Henson PG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo UTIL Jusuf Nurkic G Ricky Rubio SG Alec Burks F Joe Ingles",NA,"Jusuf Nurkic","C","49.62%",46.75
5,938418086,"PowerTron (18/20)",0,316.5,"F Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams PG Ricky Rubio G Alec Burks UTIL Austin Rivers PF Montrezl Harrell",NA,"Derrick Favors","F","49.29%",35.5
5,938484434,"mgabes (17/20)",0,316.5,"SF Khris Middleton F Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams PG Ricky Rubio G Alec Burks UTIL Austin Rivers PF Montrezl Harrell",NA,"Joe Ingles","SG","48.28%",24
7,938182589,"silentanddeadly1 (3/4)",0,312.5,"SG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic G Alec Burks F Joe Ingles UTIL Montrezl Harrell PG Donovan Mitchell",NA,"Eric Bledsoe","PG","45.33%",37.75
8,938358889,"chefcurry68 (17/20)",0,311.25,"SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams PG Alec Burks G Joe Ingles F Royce O'Neale UTIL Donovan Mitchell",NA,"Wesley Johnson","SF","42.89%",21.25
9,938028453,"perilous (6/20)",0,311,"UTIL John Henson F Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic SG Lou Williams SF Wesley Johnson PG Ricky Rubio G Alec Burks",NA,"Khris Middleton","SF","37.01%",43.75
9,938641908,"Leoports",0,311,"SF Giannis Antetokounmpo C Jusuf Nurkic F Thabo Sefolosha PF Derrick Favors PG Ricky Rubio UTIL Alec Burks SG Austin Rivers G Donovan Mitchell",NA,"C.J. McCollum","UTIL","33.81%",31.5
