"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Actual","ValueWR"
"WR","Roger Lewis (7451725)","Roger Lewis",7451725,3000,"Was@NYG 01:00PM ET","NYG","Roger","Lewis","Was",0,0,0,0,9,0,0,0,0,0,0
"RB","Isaiah Pead (7451599)","Isaiah Pead",7451599,3000,"Cle@Mia 01:00PM ET","Mia","Isaiah","Pead","Cle",0,0,0,0,11,0,0,0,0,1.7,0
"RB","Malcolm Johnson (7451600)","Malcolm Johnson",7451600,3000,"Cle@Mia 01:00PM ET","Cle","Malcolm","Johnson","Mia",0,0,0,0,7,0.0333333333333333,0,0,0,1.3,0
"RB","George Atkinson III (7451603)","George Atkinson III",7451603,3000,"Cle@Mia 01:00PM ET","Cle","George","Atkinson III","Mia",0,0,0,0,0,0,0,0,0,0,0
"RB","Damien Williams (7451604)","Damien Williams",7451604,3000,"Cle@Mia 01:00PM ET","Mia","Damien","Williams","Cle",0,0,0,0,7,0.0277777777777778,0,0,0,11.5,0
"WR","Andrew Hawkins (7451726)","Andrew Hawkins",7451726,3000,"Cle@Mia 01:00PM ET","Cle","Andrew","Hawkins","Mia",6.21,9.2,0,12.009994463558,5,0.1,7.37161636757473,6.77424713327099,0,3.5,0
"WR","Justin Hunter (7451728)","Justin Hunter",7451728,3000,"Cle@Mia 01:00PM ET","Mia","Justin","Hunter","Cle",0,0,0,0,10,0,0,0,0,0,0
"WR","Jakeem Grant (7451732)","Jakeem Grant",7451732,3000,"Cle@Mia 01:00PM ET","Mia","Jakeem","Grant","Cle",0,0,0,0,11,0,0,0,0,0,0
"WR","Jordan Payton (7451733)","Jordan Payton",7451733,3000,"Cle@Mia 01:00PM ET","Cle","Jordan","Payton","Mia",0,0,0,0,9,0,0,0,0,0,0
"WR","Ricardo Louis (7451734)","Ricardo Louis",7451734,3000,"Cle@Mia 01:00PM ET","Cle","Ricardo","Louis","Mia",0,3.8,0,3.81668580813201,9,0,1.89974347077375,0.976782769495693,0,7,0
"WR","Leonte Carroo (7451736)","Leonte Carroo",7451736,3000,"Cle@Mia 01:00PM ET","Mia","Leonte","Carroo","Cle",0,3.1,0,3.1,7,0.0277777777777778,1.54979072615753,0.796849101430697,0,0,0
"WR","Rashard Higgins (7451737)","Rashard Higgins",7451737,3000,"Cle@Mia 01:00PM ET","Cle","Rashard","Higgins","Mia",5.3,6.5,0,6.5,8,0.0166666666666667,5.61556094608905,5.43407262963647,0,0,0
"RB","Kyle Juszczyk (7451609)","Kyle Juszczyk",7451609,3000,"Bal@Jax 01:00PM ET","Bal","Kyle","Juszczyk","Jax",0,2.6,3.25,2.6,5,0.0694444444444444,1.29982448000309,0.668325052812842,0,1.2,0
"RB","Denard Robinson (7451610)","Denard Robinson",7451610,3000,"Bal@Jax 01:00PM ET","Jax","Denard","Robinson","Bal",0,2.4,0,2.4,8,0.0227272727272727,1.19983798154131,0.616915433365701,0,0,0
"RB","Corey Grant (7451611)","Corey Grant",7451611,3000,"Bal@Jax 01:00PM ET","Jax","Corey","Grant","Bal",0,0,0,0,10,0.0113636363636364,0,0,0,0,0
"RB","Javorius Allen (7451613)","Javorius Allen",7451613,3000,"Bal@Jax 01:00PM ET","Bal","Javorius","Allen","Jax",0,0,0,0,10,0,0,0,0,0,0
"RB","Kenneth Dixon (7451615)","Kenneth Dixon",7451615,3000,"Bal@Jax 01:00PM ET","Bal","Kenneth","Dixon","Jax",0,0,0,0,10,0,0,0,0,0,0
"WR","Devin Hester (7451739)","Devin Hester",7451739,3000,"Bal@Jax 01:00PM ET","Bal","Devin","Hester","Jax",0,0,0,0,0,0,0,0,0,-1,0
"WR","Bryan Walters (7451740)","Bryan Walters",7451740,3000,"Bal@Jax 01:00PM ET","Jax","Bryan","Walters","Bal",0,0,0,0,11,0,0,0,0,0,0
"WR","Arrelious Benn (7451742)","Arrelious Benn",7451742,3000,"Bal@Jax 01:00PM ET","Jax","Arrelious","Benn","Bal",0,1,0,1,8,0.0227272727272727,0.49993249230888,0.257048097235709,0,0,0
"WR","Marqise Lee (7451745)","Marqise Lee",7451745,3000,"Bal@Jax 01:00PM ET","Jax","Marqise","Lee","Bal",7.78,5.3,0,5.00922742659581,5,0.102272727272727,6.12275127046589,6.88653657221,0,9.4,0
"WR","Rashad Greene (7451746)","Rashad Greene",7451746,3000,"Bal@Jax 01:00PM ET","Jax","Rashad","Greene","Bal",4.3,3,0,3,7,0.0454545454545455,3.41938217657753,3.82435523315972,0,0,0
"WR","Chris Moore (7451747)","Chris Moore",7451747,3000,"Bal@Jax 01:00PM ET","Bal","Chris","Moore","Jax",0,1.1,0,1.1,5,0.0694444444444444,0.549925741539768,0.282752906959279,0,1.2,0
"WR","Breshad Perriman (7451749)","Breshad Perriman",7451749,3000,"Bal@Jax 01:00PM ET","Bal","Breshad","Perriman","Jax",4.92,8.3,7.61,7.61286646393189,4,0.0833333333333333,6.34580171460147,5.62694056332307,0,4.4,0
"RB","Michael Burton (7451619)","Michael Burton",7451619,3000,"Det@GB 01:00PM ET","Det","Michael","Burton","GB",0,0,0,0,0,0,0,0,0,0,0
"RB","Zach Zenner (7451620)","Zach Zenner",7451620,3000,"Det@GB 01:00PM ET","Det","Zach","Zenner","GB",4.18,2.4,3.51,1.77776125977252,9,0,3.06585287562055,3.58492048808008,0,0,0
"RB","Aaron Ripkowski (7451622)","Aaron Ripkowski",7451622,3000,"Det@GB 01:00PM ET","GB","Aaron","Ripkowski","Det",0,0,0,0,11,0,0,0,0,0,0
"WR","Andre Roberts (7451752)","Andre Roberts",7451752,3000,"Det@GB 01:00PM ET","Det","Andre","Roberts","GB",2.51,1.1,0,1.1,7,0.0120481927710843,1.67042750808017,2.06497603790021,0,0,0
"WR","Jared Abbrederis (7451756)","Jared Abbrederis",7451756,3000,"Det@GB 01:00PM ET","GB","Jared","Abbrederis","Det",2.42,1.8,4.88,1.8,8,0.012987012987013,1.98020289851765,2.18100529091155,0,0,0
"WR","Ty Montgomery (7451757)","Ty Montgomery",7451757,3000,"Det@GB 01:00PM ET","GB","Ty","Montgomery","Det",0,0,0,0,8,0.012987012987013,0,0,0,-0.1,0
"WR","Trevor Davis (7451759)","Trevor Davis",7451759,3000,"Det@GB 01:00PM ET","GB","Trevor","Davis","Det",0,0,0,0,8,0.012987012987013,0,0,0,0,0
"RB","Rex Burkhead (7451624)","Rex Burkhead",7451624,3000,"Den@Cin 01:00PM ET","Cin","Rex","Burkhead","Den",0,0,0,0,10,0,0,0,0,0,0
"RB","Kapri Bibbs (7451626)","Kapri Bibbs",7451626,3000,"Den@Cin 01:00PM ET","Den","Kapri","Bibbs","Cin",0,0,0,0,6,0.0333333333333333,0,0,0,0,0
"RB","Andy Janovich (7451629)","Andy Janovich",7451629,3000,"Den@Cin 01:00PM ET","Den","Andy","Janovich","Cin",0,0,0,0,8,0.0166666666666667,0,0,0,2.5,0
"RB","Devontae Booker (7451630)","Devontae Booker",7451630,3000,"Den@Cin 01:00PM ET","Den","Devontae","Booker","Cin",4.23,5,5.39,1.73710498054734,8,0.0166666666666667,4.38799810794516,4.28874799370052,0,3.5,0
"WR","Jordan Norwood (7451761)","Jordan Norwood",7451761,3000,"Den@Cin 01:00PM ET","Den","Jordan","Norwood","Cin",4.7,2.1,0,2.13314437963523,5,0.0833333333333333,3.14800895207172,3.87703156810829,0,0,0
"WR","Bennie Fowler (7451766)","Bennie Fowler",7451766,3000,"Den@Cin 01:00PM ET","Den","Bennie","Fowler","Cin",2.76,1.5,0,1.3247597892049,11,0,1.98200426661133,2.34530754083244,0,2.3,0
"WR","James Wright (7451767)","James Wright",7451767,3000,"Den@Cin 01:00PM ET","Cin","James","Wright","Den",2.32,0,0,0,8,0.0229885057471264,1.03568290771862,1.6473138102721,0,2,0
"WR","Jordan Taylor (7451768)","Jordan Taylor",7451768,3000,"Den@Cin 01:00PM ET","Den","Jordan","Taylor","Cin",0,0,0,0,8,0.0166666666666667,0,0,0,0,0
"WR","Cody Latimer (7451769)","Cody Latimer",7451769,3000,"Den@Cin 01:00PM ET","Den","Cody","Latimer","Cin",0,1.9,0,1.89602718281171,6,0.0333333333333333,0.949871735386873,0.488391384747846,0,2,0
"WR","Alex Erickson (7451770)","Alex Erickson",7451770,3000,"Den@Cin 01:00PM ET","Cin","Alex","Erickson","Den",0,0,0,0,9,0.0114942528735632,0,0,0,0,0
"WR","Cody Core (7451771)","Cody Core",7451771,3000,"Den@Cin 01:00PM ET","Cin","Cody","Core","Den",0,0,0,0,0,0,0,0,0,0,0
"TE","Virgil Green (7451891)","Virgil Green",7451891,3000,"Den@Cin 01:00PM ET","Den","Virgil","Green","Cin",0,0,0,0,4,0.133333333333333,0,0,0,0,0
"RB","Mike Tolbert (7451632)","Mike Tolbert",7451632,3000,"Min@Car 01:00PM ET","Car","Mike","Tolbert","Min",0,5,3.58,5,8,0.0405405405405405,2.4996624615444,1.28524048617854,0,3.9,0
"RB","Matt Asiata (7451635)","Matt Asiata",7451635,3000,"Min@Car 01:00PM ET","Min","Matt","Asiata","Car",7.4,8,9.85,8.32524936731519,7,0.0151515151515152,7.3029312820563,7.31074779340874,0,2.9,0
"RB","Zach Line (7451636)","Zach Line",7451636,3000,"Min@Car 01:00PM ET","Min","Zach","Line","Car",0,0,0,0,9,0,0,0,0,0,0
"RB","Cameron Artis-Payne (7451638)","Cameron Artis-Payne",7451638,3000,"Min@Car 01:00PM ET","Car","Cameron","Artis-Payne","Min",8.79,6.6,10.91,4.18376081595604,10,0,7.22354270736218,7.9378486453297,0,6.8,0
"WR","Charles Johnson (7451774)","Charles Johnson",7451774,3000,"Min@Car 01:00PM ET","Min","Charles","Johnson","Car",7.1,5.3,5.36,5.01103868261554,4,0.121212121212121,5.81918903889319,6.4037032140268,0,0,0
"WR","Brenton Bersin (7451775)","Brenton Bersin",7451775,3000,"Min@Car 01:00PM ET","Car","Brenton","Bersin","Min",0,0,0,0,10,0,0,0,0,0,0
"WR","Jarius Wright (7451776)","Jarius Wright",7451776,3000,"Min@Car 01:00PM ET","Min","Jarius","Wright","Car",0,0,0,0,9,0,0,0,0,0,0
"WR","Corey Brown (7451777)","Corey Brown",7451777,3000,"Min@Car 01:00PM ET","Car","Corey","Brown","Min",0,3.7,0,3.7,3,0.108108108108108,1.84975022154286,0.951077959772122,0,9.7,0
"WR","Damiere Byrd (7451778)","Damiere Byrd",7451778,3000,"Min@Car 01:00PM ET","Car","Damiere","Byrd","Min",0,0,0,0,0,0,0,0,0,0,0
"WR","Cordarrelle Patterson (7451780)","Cordarrelle Patterson",7451780,3000,"Min@Car 01:00PM ET","Min","Cordarrelle","Patterson","Car",0,1.2,0,0,7,0.0151515151515152,0.599918990770656,0.30845771668285,0,1.8,0
"RB","Chase Reynolds (7451639)","Chase Reynolds",7451639,3000,"LA@TB 04:05PM ET","LA","Chase","Reynolds","TB",0,0,0,0,0,0,0,0,0,0,0
"RB","Jacquizz Rodgers (7451641)","Jacquizz Rodgers",7451641,3000,"LA@TB 04:05PM ET","TB","Jacquizz","Rodgers","LA",4.71,5.7,0,5.7,9,0.0126582278481013,4.95223007484799,4.80950520871836,0,3.3,0
"RB","Malcolm Brown (7451644)","Malcolm Brown",7451644,3000,"LA@TB 04:05PM ET","LA","Malcolm","Brown","TB",0,1.4,0,1.4,8,0.015625,0.699905489232433,0.359867336129992,0,0,0
"RB","Peyton Barber (7451646)","Peyton Barber",7451646,3000,"LA@TB 04:05PM ET","TB","Peyton","Barber","LA",0,0,0,0,11,0,0,0,0,0,0
"WR","Brian Quick (7451787)","Brian Quick",7451787,3000,"LA@TB 04:05PM ET","LA","Brian","Quick","TB",3.18,4.1,5.62,0,4,0.09375,3.46932306611521,3.31185319722902,0,13.3,0
"WR","Russell Shepard (7451788)","Russell Shepard",7451788,3000,"LA@TB 04:05PM ET","TB","Russell","Shepard","LA",0,0,0,0,7,0.0253164556962025,0,0,0,1.6,0
"WR","Cecil Shorts III (7451790)","Cecil Shorts III",7451790,3000,"LA@TB 04:05PM ET","TB","Cecil","Shorts III","LA",0,0,0,0,0,0,0,0,0,0,0
"WR","Adam Humphries (7451792)","Adam Humphries",7451792,3000,"LA@TB 04:05PM ET","TB","Adam","Humphries","LA",8.95,3.3,0,7.24376715975742,3,0.177215189873418,5.64519189017174,7.20319777343615,0,22,0
"WR","Bradley Marquez (7451793)","Bradley Marquez",7451793,3000,"LA@TB 04:05PM ET","LA","Bradley","Marquez","TB",0,0,0,0,9,0,0,0,0,2.2,0
"WR","Nelson Spruce (7451794)","Nelson Spruce",7451794,3000,"LA@TB 04:05PM ET","LA","Nelson","Spruce","TB",0,0,0,0,0,0,0,0,0,0,0
"WR","Pharoh Cooper (7451795)","Pharoh Cooper",7451795,3000,"LA@TB 04:05PM ET","LA","Pharoh","Cooper","TB",0,0,0,0,9,0,0,0,0,0,0
"WR","Mike Thomas (7451796)","Mike Thomas",7451796,3000,"LA@TB 04:05PM ET","LA","Mike","Thomas","TB",0,2.3,0,2.3,9,0,1.14984473231042,0.59121062364213,0,0,0
"RB","DuJuan Harris (7451648)","DuJuan Harris",7451648,3000,"SF@Sea 04:05PM ET","SF","DuJuan","Harris","Sea",0,0,0,0,13,0,0,0,0,0,0
"RB","Will Tukuafu (7451649)","Will Tukuafu",7451649,3000,"SF@Sea 04:05PM ET","Sea","Will","Tukuafu","SF",0,0,0,0,8,0.0133333333333333,0,0,0,0,0
"RB","Mike Davis (7451653)","Mike Davis",7451653,3000,"SF@Sea 04:05PM ET","SF","Mike","Davis","Sea",0,1.1,0,1.1,10,0.0136986301369863,0.549925741539768,0.282752906959279,0,0,0
"RB","Alex Collins (7451655)","Alex Collins",7451655,3000,"SF@Sea 04:05PM ET","Sea","Alex","Collins","SF",1.83,5,0,5,10,0,3.31660199651211,2.58463025893628,0,5.1,0
"WR","Rod Streater (7451801)","Rod Streater",7451801,3000,"SF@Sea 04:05PM ET","SF","Rod","Streater","Sea",2.72,3.4,0,3.4,7,0.0410958904109589,2.91401940014099,2.80529696333421,0,2.9,0
"WR","Paul Richardson (7451802)","Paul Richardson",7451802,3000,"SF@Sea 04:05PM ET","Sea","Paul","Richardson","SF",4.19,2.3,0,3.78263427646939,4,0.12,3.02032377685397,3.56631616891803,0,0,0
"WR","Tanner McEvoy (7451804)","Tanner McEvoy",7451804,3000,"SF@Sea 04:05PM ET","Sea","Tanner","McEvoy","SF",0,0,0,0,10,0,0,0,0,0,0
"WR","Aaron Burbridge (7451806)","Aaron Burbridge",7451806,3000,"SF@Sea 04:05PM ET","SF","Aaron","Burbridge","Sea",0,1.3,0,1.3,10,0.0136986301369863,0.649912240001545,0.334162526406421,0,0,0
"TE","Jimmy Graham (7451915)","Jimmy Graham",7451915,3000,"SF@Sea 04:05PM ET","Sea","Jimmy","Graham","SF",10.26,9.8,7.05,5.05242396145729,6,0.0666666666666667,9.47955680100334,9.80417466902707,0,24,0
"RB","Anthony Sherman (7451658)","Anthony Sherman",7451658,3000,"NYJ@KC 04:25PM ET","KC","Anthony","Sherman","NYJ",0,0,0,0,11,0,0,0,0,1.3,0
"RB","Knile Davis (7451660)","Knile Davis",7451660,3000,"NYJ@KC 04:25PM ET","KC","Knile","Davis","NYJ",0,0,0,0,11,0,0,0,0,0,0
"RB","Troymaine Pope (7451662)","Troymaine Pope",7451662,3000,"NYJ@KC 04:25PM ET","NYJ","Troymaine","Pope","KC",0,0,0,0,0,0,0,0,0,0,0
"RB","Julian Howsare (7451664)","Julian Howsare",7451664,3000,"NYJ@KC 04:25PM ET","NYJ","Julian","Howsare","KC",0,0,0,0,0,0,0,0,0,0,0
"WR","Albert Wilson (7451811)","Albert Wilson",7451811,3000,"NYJ@KC 04:25PM ET","KC","Albert","Wilson","NYJ",5.36,5.1,5.09,5.31229578480357,5,0.0963855421686747,4.94244035964245,5.11680823687558,0,0,0
"WR","Charone Peake (7451813)","Charone Peake",7451813,3000,"NYJ@KC 04:25PM ET","NYJ","Charone","Peake","KC",0,0,0,0,9,0,0,0,0,0,0
"WR","De'Anthony Thomas (7451814)","De'Anthony Thomas",7451814,3000,"NYJ@KC 04:25PM ET","KC","De'Anthony","Thomas","NYJ",0,0,0,0,11,0,0,0,0,0,0
"WR","Robby Anderson (7451815)","Robby Anderson",7451815,3000,"NYJ@KC 04:25PM ET","NYJ","Robby","Anderson","KC",0,5.2,0,5.2,9,0,2.59964896000618,1.33665010562568,0,5.4,0
"WR","Demarcus Robinson (7451816)","Demarcus Robinson",7451816,3000,"NYJ@KC 04:25PM ET","KC","Demarcus","Robinson","NYJ",0,0,0,0,0,0,0,0,0,0,0
"WR","Jalin Marshall (7451817)","Jalin Marshall",7451817,3000,"NYJ@KC 04:25PM ET","NYJ","Jalin","Marshall","KC",3.6,6.8,0,6.8,5,0.0821917808219178,5.00663511484997,4.30410366334918,0,2.9,0
"WR","Tyreek Hill (7451818)","Tyreek Hill",7451818,3000,"NYJ@KC 04:25PM ET","KC","Tyreek","Hill","NYJ",2.57,0,0,5.40402333771597,8,0.036144578313253,1.14728666932623,1.82482607431004,0,5.3,0
"RB","Robert Turbin (7451667)","Robert Turbin",7451667,3000,"SD@Ind 04:25PM ET","Ind","Robert","Turbin","SD",4.27,3,0,2.21688435477806,8,0.0340909090909091,3.40598972518462,3.80305376147517,0,6.9,0
"RB","Jordan Todman (7451668)","Jordan Todman",7451668,3000,"SD@Ind 04:25PM ET","Ind","Jordan","Todman","SD",0,0,0,0,11,0,0,0,0,0,0
"RB","Andre Williams (7451669)","Andre Williams",7451669,3000,"SD@Ind 04:25PM ET","SD","Andre","Williams","Ind",0,2.2,0,2.2,0,0,1.09985148307954,0.565505813918559,0,0,0
"RB","Josh Ferguson (7451670)","Josh Ferguson",7451670,3000,"SD@Ind 04:25PM ET","Ind","Josh","Ferguson","SD",0,3.2,4.75,1.52579126086467,7,0.0795454545454545,1.59978397538842,0.822553911154268,0,6.1,0
"RB","Derek Watt (7451672)","Derek Watt",7451672,3000,"SD@Ind 04:25PM ET","SD","Derek","Watt","Ind",0,0,0,0,10,0,0,0,0,1.6,0
"RB","Kenneth Farrow (7451673)","Kenneth Farrow",7451673,3000,"SD@Ind 04:25PM ET","SD","Kenneth","Farrow","Ind",4.88,5.1,0,5.1,9,0.0151515151515152,4.72816113735584,4.77598468992273,0,0,0
"WR","Isaiah Burse (7451822)","Isaiah Burse",7451822,3000,"SD@Ind 04:25PM ET","SD","Isaiah","Burse","Ind",3.51,1.9,0,1.9,10,0,2.51678854835772,2.98066357184055,0,0,0
"WR","Quan Bray (7451823)","Quan Bray",7451823,3000,"SD@Ind 04:25PM ET","Ind","Quan","Bray","SD",1.97,2.9,0,2.9,10,0.0113636363636364,2.32924186916372,2.14423612260254,0,0,0
"WR","Chester Rogers (7451827)","Chester Rogers",7451827,3000,"SD@Ind 04:25PM ET","Ind","Chester","Rogers","SD",0,6.6,0,6.6,9,0.0227272727272727,3.29955444923861,1.69651744175568,0,0,0
"RB","Kenjon Barner (7451677)","Kenjon Barner",7451677,3000,"Pit@Phi 04:25PM ET","Phi","Kenjon","Barner","Pit",0,2.2,0,2.2,10,0,1.09985148307954,0.565505813918559,0,10.2,0
"RB","Fitzgerald Toussaint (7451678)","Fitzgerald Toussaint",7451678,3000,"Pit@Phi 04:25PM ET","Pit","Fitzgerald","Toussaint","Phi",2.4,4.4,0,4.4,8,0.0140845070422535,3.27109907759213,2.83512936260136,0,0,0
"RB","Roosevelt Nix (7451679)","Roosevelt Nix",7451679,3000,"Pit@Phi 04:25PM ET","Pit","Roosevelt","Nix","Phi",0,0,0,0,0,0,0,0,0,0,0
"RB","Daryl Richardson (7451680)","Daryl Richardson",7451680,3000,"Pit@Phi 04:25PM ET","Pit","Daryl","Richardson","Phi",0,2.9,0,2.9,0,0,1.44980422769575,0.745439481983555,0,0.1,0
"RB","Wendell Smallwood (7451681)","Wendell Smallwood",7451681,3000,"Pit@Phi 04:25PM ET","Phi","Wendell","Smallwood","Pit",0,1.6,4.16,1.6,8,0.0144927536231884,0.799891987694209,0.411276955577134,0,13.9,0
"WR","Josh Huff (7451832)","Josh Huff",7451832,3000,"Pit@Phi 04:25PM ET","Phi","Josh","Huff","Pit",2.78,3.2,0,3.2,0,0,2.84081780446504,2.79649028725618,0,6,0
"WR","Bryce Treggs (7451836)","Bryce Treggs",7451836,3000,"Pit@Phi 04:25PM ET","Phi","Bryce","Treggs","Pit",0,0,0,0,10,0,0,0,0,0,0
"RB","Lance Dunbar (7451683)","Lance Dunbar",7451683,3000,"Chi@Dal 08:30PM ET","Dal","Lance","Dunbar","Chi",0,5.6,4.99,2.49331501981789,5,0.051948051948052,2.79962195692973,1.43946934451997,0,6.1,0
"RB","Rod Smith (7451684)","Rod Smith",7451684,3000,"Chi@Dal 08:30PM ET","Dal","Rod","Smith","Chi",0,0,0,0,0,0,0,0,0,0,0
"RB","Keith Smith (7451686)","Keith Smith",7451686,3000,"Chi@Dal 08:30PM ET","Dal","Keith","Smith","Chi",0,0,0,0,9,0.012987012987013,0,0,0,0,0
"RB","Paul Lasike (7451688)","Paul Lasike",7451688,3000,"Chi@Dal 08:30PM ET","Chi","Paul","Lasike","Dal",0,0,0,0,9,0,0,0,0,0,0
"RB","Darius Jackson (7451689)","Darius Jackson",7451689,3000,"Chi@Dal 08:30PM ET","Dal","Darius","Jackson","Chi",0,0,0,0,0,0,0,0,0,0,0
"WR","Deonte Thompson (7451839)","Deonte Thompson",7451839,3000,"Chi@Dal 08:30PM ET","Chi","Deonte","Thompson","Dal",0,0,0,0,9,0,0,0,0,0,0
"WR","Brice Butler (7451841)","Brice Butler",7451841,3000,"Chi@Dal 08:30PM ET","Dal","Brice","Butler","Chi",2.97,1.3,0,4.54335992110184,7,0.038961038961039,1.97576492789995,2.44300822317717,0,0,0
"WR","Joshua Bellamy (7451845)","Joshua Bellamy",7451845,3000,"Chi@Dal 08:30PM ET","Chi","Joshua","Bellamy","Dal",0,0,0,0,0,0,0,0,0,0,0
"WR","Cameron Meredith (7451846)","Cameron Meredith",7451846,3000,"Chi@Dal 08:30PM ET","Chi","Cameron","Meredith","Dal",0,0,0,0,9,0,0,0,0,3.4,0
"WR","Lucky Whitehead (7451848)","Lucky Whitehead",7451848,3000,"Chi@Dal 08:30PM ET","Dal","Lucky","Whitehead","Chi",0,0,0,0,11,0,0,0,0,0.3,0
"TE","Charles Clay (7451852)","Charles Clay",7451852,2900,"Ari@Buf 01:00PM ET","Buf","Charles","Clay","Ari",9.55,8.8,6.46,8.8,1,0.192307692307692,8.66266962572885,9.04299174192361,0,0,0
"TE","Jordan Cameron (7451870)","Jordan Cameron",7451870,2900,"Cle@Mia 01:00PM ET","Mia","Jordan","Cameron","Cle",8.59,0,6.62,0,3,0.138888888888889,3.83470524883748,6.09932139234367,0,1.5,0
"TE","Jared Cook (7451882)","Jared Cook",7451882,2900,"Det@GB 01:00PM ET","GB","Jared","Cook","Det",9.03,7.6,6.04,7.6,4,0.116883116883117,7.83061481081436,8.36530851604184,0,2.5,0
"TE","Austin Seferian-Jenkins (7451912)","Austin Seferian-Jenkins",7451912,2900,"LA@TB 04:05PM ET","TB","Austin","Seferian-Jenkins","LA",0,0,0,0,9,0,0,0,0,0,0
"TE","Vance McDonald (7451919)","Vance McDonald",7451919,2900,"SF@Sea 04:05PM ET","SF","Vance","McDonald","Sea",7.93,6,8.15,6,6,0.0684931506849315,6.53966627204667,7.17297759869776,0,2.4,0
"TE","Zach Miller (7451943)","Zach Miller",7451943,2900,"Chi@Dal 08:30PM ET","Chi","Zach","Miller","Dal",9.53,9.8,7.69,9.8,4,0.152542372881356,9.15367381710912,9.28583885803628,0,27.8,0
"TE","Clive Walford (7451860)","Clive Walford",7451860,2800,"Oak@Ten 01:00PM ET","Oak","Clive","Walford","Ten",9.4,8.5,8.31,8.5,3,0.137931034482759,8.44572762107162,8.85936995433013,0,4.7,0
"TE","Brent Celek (7451936)","Brent Celek",7451936,2800,"Pit@Phi 04:25PM ET","Phi","Brent","Celek","Pit",5.86,5.3,0,5.3,7,0.0579710144927536,5.26563438131944,5.52324238439861,0,9.1,0
"TE","Vernon Davis (7451863)","Vernon Davis",7451863,2700,"Was@NYG 01:00PM ET","Was","Vernon","Davis","NYG",6.76,3.6,0,3.6,5,0.0697674418604651,4.81752268618174,5.72530476963449,0,0,0
"TE","Larry Donnell (7451864)","Larry Donnell",7451864,2700,"Was@NYG 01:00PM ET","NYG","Larry","Donnell","Was",8.66,4.3,5.31,4.3,5,0.0958904109589041,6.01566401901579,7.25433164438784,0,4.1,0
"TE","Richard Rodgers (7451887)","Richard Rodgers",7451887,2700,"Det@GB 01:00PM ET","GB","Richard","Rodgers","Det",5.58,4.4,6.12,4.4,5,0.0649350649350649,4.69069892524093,5.09308536116398,0,8.9,0
"TE","Lance Kendricks (7451908)","Lance Kendricks",7451908,2700,"LA@TB 04:05PM ET","LA","Lance","Kendricks","TB",6.81,6.5,5.75,6.5,3,0.15625,6.28964766619902,6.50624670442564,0,0,0
"TE","Will Tye (7451867)","Will Tye",7451867,2600,"Was@NYG 01:00PM ET","NYG","Will","Tye","Was",5.8,5.8,5.95,5.8,6,0.0821917808219178,5.48881572468806,5.60916348964736,0,4.4,0
"TE","Darren Fells (7451849)","Darren Fells",7451849,2500,"Ari@Buf 01:00PM ET","Ari","Darren","Fells","Buf",7.03,3.6,0,3.6,5,0.0810810810810811,4.93805474871796,5.91701801479547,0,3.5,0
"TE","Jim Dray (7451850)","Jim Dray",7451850,2500,"Ari@Buf 01:00PM ET","Buf","Jim","Dray","Ari",0,0,0,0,0,0,0,0,0,0,0
"TE","Jermaine Gresham (7451851)","Jermaine Gresham",7451851,2500,"Ari@Buf 01:00PM ET","Ari","Jermaine","Gresham","Buf",3.63,2.7,0,2.7,6,0.0675675675675676,2.97030434777647,3.27150793636733,0,0,0
"TE","Nick O'Leary (7451853)","Nick O'Leary",7451853,2500,"Ari@Buf 01:00PM ET","Buf","Nick","O'Leary","Ari",0,0,0,0,8,0.0192307692307692,0,0,0,3.8,0
"TE","Troy Niklas (7451854)","Troy Niklas",7451854,2500,"Ari@Buf 01:00PM ET","Ari","Troy","Niklas","Buf",0,0,0,0,10,0.0135135135135135,0,0,0,1,0
"TE","Anthony Fasano (7451855)","Anthony Fasano",7451855,2500,"Oak@Ten 01:00PM ET","Ten","Anthony","Fasano","Oak",6.32,3.7,0,3.7,7,0.04,4.67109331498324,5.43858799465129,0,0,0
"TE","Lee Smith (7451857)","Lee Smith",7451857,2500,"Oak@Ten 01:00PM ET","Oak","Lee","Smith","Ten",3.91,3,0,3,6,0.0459770114942529,3.24528030846966,3.54743610126053,0,1.4,0
"TE","Mychal Rivera (7451858)","Mychal Rivera",7451858,2500,"Oak@Ten 01:00PM ET","Oak","Mychal","Rivera","Ten",0,2,0,2,13,0,0.999864984617761,0.514096194471417,0,0,0
"TE","Beau Brinkley (7451859)","Beau Brinkley",7451859,2500,"Oak@Ten 01:00PM ET","Ten","Beau","Brinkley","Oak",0,0,0,0,0,0,0,0,0,0,0
"TE","Jace Amaro (7451861)","Jace Amaro",7451861,2500,"Oak@Ten 01:00PM ET","Ten","Jace","Amaro","Oak",5.85,3.9,0,3.9,10,0,4.56126474162271,5.1562745577071,0,8.9,0
"TE","Phillip Supernaw (7451862)","Phillip Supernaw",7451862,2500,"Oak@Ten 01:00PM ET","Ten","Phillip","Supernaw","Oak",0,4.6,0,4.6,9,0.0133333333333333,2.29968946462085,1.18242124728426,0,0,0
