"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Jeff Samardzija",9200,"SF@ARI 09:40PM ET",14.78,"SF","ARI",12.3,16.6,15.163,NA,12
"SP","Marcus Stroman",8700,"TOR@TB 07:10PM ET",14.656,"TOR","TB",16.54,17.6,18.9735,NA,21.45
"SP","Robbie Ray",8300,"SF@ARI 09:40PM ET",16.033,"ARI","SF",13.99,17.8,14.973,NA,15.15
"SP","Matt Harvey",8100,"ATL@NYM 07:10PM ET",11.429,"NYM","ATL",18.14,17.5,18.869,NA,21.2
"SP","Jaime Garcia",7200,"ATL@NYM 07:10PM ET",12.733,"ATL","NYM",12.63,16.8,13.87,NA,0.7
"SP","Blake Snell",7100,"TOR@TB 07:10PM ET",13.887,"TB","TOR",16.47,12.8,15.469,NA,12.2
"SP","Joe Musgrove",7000,"SEA@HOU 08:10PM ET",14.791,"HOU","SEA",NA,12.9,16.094,NA,6.45
"SP","Ariel Miranda",5400,"SEA@HOU 08:10PM ET",12.458,"SEA","HOU",11.94,11.1,12.062,NA,10.45
