"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Noah Syndergaard",12200,"Atl@NYM 07:10PM ET",22.006,"NYM"
"SP","Madison Bumgarner",11300,"SF@Ari 09:40PM ET",21.728,"SF"
"SP","Lance McCullers Jr.",10800,"Sea@Hou 08:10PM ET",20.375,"Hou"
"SP","Johnny Cueto",10600,"SF@Ari 09:40PM ET",22.171,"SF"
"SP","Jacob deGrom",10300,"Atl@NYM 07:10PM ET",16.422,"NYM"
"SP","Chris Archer",10200,"Tor@TB 07:10PM ET",18.885,"TB"
"SP","Felix Hernandez",10100,"Sea@Hou 08:10PM ET",15.008,"Sea"
"SP","Dallas Keuchel",9900,"Sea@Hou 08:10PM ET",15.623,"Hou"
"SP","Steven Matz",9700,"Atl@NYM 07:10PM ET",16.365,"NYM"
"SP","Aaron Sanchez",9500,"Tor@TB 07:10PM ET",18.07,"Tor"
"SP","Julio Teheran",9500,"Atl@NYM 07:10PM ET",17.155,"Atl"
"SP","Jeff Samardzija",9200,"SF@Ari 09:40PM ET",14.78,"SF"
"SP","Marco Estrada",9000,"Tor@TB 07:10PM ET",17.592,"Tor"
"SP","Collin McHugh",8900,"Sea@Hou 08:10PM ET",14.758,"Hou"
"SP","James Paxton",8800,"Sea@Hou 08:10PM ET",16.643,"Sea"
"SP","J.A. Happ",8700,"Tor@TB 07:10PM ET",17.525,"Tor"
"SP","Marcus Stroman",8700,"Tor@TB 07:10PM ET",14.656,"Tor"
"SP","Francisco Liriano",8400,"Tor@TB 07:10PM ET",11.967,"Tor"
"SP","Drew Smyly",8400,"Sea@Hou 08:10PM ET",14.383,"Sea"
"SP","Jake Odorizzi",8300,"Tor@TB 07:10PM ET",15.256,"TB"
"SP","Hisashi Iwakuma",8300,"Sea@Hou 08:10PM ET",14.011,"Sea"
"SP","Robbie Ray",8300,"SF@Ari 09:40PM ET",16.033,"Ari"
"SP","Mike Foltynewicz",8200,"Atl@NYM 07:10PM ET",14.45,"Atl"
"SP","Zack Greinke",8200,"SF@Ari 09:40PM ET",15.067,"Ari"
"P","Jose De Leon",8100,"Tor@TB 07:10PM ET",8.713,"TB"
"SP","Matt Harvey",8100,"Atl@NYM 07:10PM ET",11.429,"NYM"
"SP","Zack Wheeler",7900,"Atl@NYM 07:10PM ET",0,"NYM"
"SP","Alex Cobb",7800,"Tor@TB 07:10PM ET",4.02,"TB"
"SP","Taijuan Walker",7800,"SF@Ari 09:40PM ET",13.874,"Ari"
"SP","Bartolo Colon",7400,"Atl@NYM 07:10PM ET",13.537,"Atl"
"SP","Matt Moore",7400,"SF@Ari 09:40PM ET",16.196,"SF"
"SP","Mike Fiers",7300,"Sea@Hou 08:10PM ET",12.319,"Hou"
"SP","Jaime Garcia",7200,"Atl@NYM 07:10PM ET",12.733,"Atl"
"SP","Chase De Jong",7200,"Sea@Hou 08:10PM ET",0,"Sea"
"SP","Blake Snell",7100,"Tor@TB 07:10PM ET",13.887,"TB"
"RP","Robert Gsellman",7000,"Atl@NYM 07:10PM ET",15.744,"NYM"
"SP","Joe Musgrove",7000,"Sea@Hou 08:10PM ET",14.791,"Hou"
"SP","Archie Bradley",7000,"SF@Ari 09:40PM ET",13.221,"Ari"
"SP","R.A. Dickey",6800,"Atl@NYM 07:10PM ET",11.342,"Atl"
"SP","Marcos Molina",6600,"Atl@NYM 07:10PM ET",0,"NYM"
"SP","Charlie Morton",6600,"Sea@Hou 08:10PM ET",12.8,"Hou"
"SP","Yovani Gallardo",6500,"Sea@Hou 08:10PM ET",8.529,"Sea"
"SP","Brad Peacock",6500,"Sea@Hou 08:10PM ET",8.025,"Hou"
"SP","Matt Andriese",6300,"Tor@TB 07:10PM ET",11.174,"TB"
"SP","Anthony Banda",6300,"SF@Ari 09:40PM ET",0,"Ari"
"SP","Chris Heston",6200,"Sea@Hou 08:10PM ET",0.063,"Sea"
"SP","Aaron Blair",6100,"Atl@NYM 07:10PM ET",4.42,"Atl"
"SP","Shelby Miller",5900,"SF@Ari 09:40PM ET",6.84,"Ari"
"SP","Seth Lugo",5700,"Atl@NYM 07:10PM ET",10.094,"NYM"
"SP","Rob Whalen",5700,"Sea@Hou 08:10PM ET",8.75,"Sea"
"SP","Chih-Wei Hu",5500,"Tor@TB 07:10PM ET",0,"TB"
"SP","Dan Winkler",5500,"Atl@NYM 07:10PM ET",4.217,"Atl"
"SP","Sean Reid-Foley",5400,"Tor@TB 07:10PM ET",0,"Tor"
"SP","Ariel Miranda",5400,"Sea@Hou 08:10PM ET",12.458,"Sea"
"SP","Rafael Montero",5200,"Atl@NYM 07:10PM ET",2.817,"NYM"
"1B","Paul Goldschmidt",5200,"SF@Ari 09:40PM ET",9.88,"Ari"
"RP","Eric O'Flaherty",5000,"Atl@NYM 07:10PM ET",0.956,"Atl"
"SP","Dillon Overton",5000,"Sea@Hou 08:10PM ET",-0.407,"Sea"
"RP","Chris Smith",4900,"Tor@TB 07:10PM ET",0,"Tor"
"2B","Jose Altuve",4900,"Sea@Hou 08:10PM ET",10.043,"Hou"
"SP","Patrick Corbin",4900,"SF@Ari 09:40PM ET",8.038,"Ari"
"SS","Carlos Correa",4800,"Sea@Hou 08:10PM ET",8.301,"Hou"
"SP","Matt Cain",4800,"SF@Ari 09:40PM ET",7.829,"SF"
"RP","Ty Blach",4800,"SF@Ari 09:40PM ET",11.125,"SF"
"SP","Max Fried",4700,"Atl@NYM 07:10PM ET",0,"Atl"
"3B","Josh Donaldson",4600,"Tor@TB 07:10PM ET",10.03,"Tor"
"RP","Francis Martes",4600,"Sea@Hou 08:10PM ET",0,"Hou"
"SP","Josh Collmenter",4500,"Atl@NYM 07:10PM ET",5.778,"Atl"
"RP","Jim Johnson",4500,"Atl@NYM 07:10PM ET",3.038,"Atl"
"RP","Chaz Roe",4500,"Atl@NYM 07:10PM ET",3.418,"Atl"
"RP","Arodys Vizcaino",4500,"Atl@NYM 07:10PM ET",2.665,"Atl"
"RP","Ian Krol",4500,"Atl@NYM 07:10PM ET",2.488,"Atl"
"RP","Jose Ramirez",4500,"Atl@NYM 07:10PM ET",2.726,"Atl"
"RP","Mauricio Cabrera",4500,"Atl@NYM 07:10PM ET",2.821,"Atl"
"OF","Nelson Cruz",4500,"Sea@Hou 08:10PM ET",9.109,"Sea"
"OF","George Springer",4500,"Sea@Hou 08:10PM ET",8.821,"Hou"
"SP","Albert Suarez",4500,"SF@Ari 09:40PM ET",7.3,"SF"
"RP","Jason Grilli",4400,"Tor@TB 07:10PM ET",3.272,"Tor"
"RP","J.P. Howell",4400,"Tor@TB 07:10PM ET",1.806,"Tor"
"RP","Joe Smith",4400,"Tor@TB 07:10PM ET",2.267,"Tor"
"RP","Aaron Loup",4400,"Tor@TB 07:10PM ET",1.574,"Tor"
"RP","Roberto Osuna",4400,"Tor@TB 07:10PM ET",3.812,"Tor"
"RP","Joe Biagini",4400,"Tor@TB 07:10PM ET",3.281,"Tor"
"RP","Dominic Leone",4400,"Tor@TB 07:10PM ET",1.358,"Tor"
"RP","Jerry Blevins",4400,"Atl@NYM 07:10PM ET",2.126,"NYM"
"RP","Fernando Salas",4400,"Atl@NYM 07:10PM ET",2.567,"NYM"
"RP","Josh Smoker",4400,"Atl@NYM 07:10PM ET",3.395,"NYM"
"RP","Jeurys Familia",4400,"Atl@NYM 07:10PM ET",3.167,"NYM"
"RP","Josh Edgin",4400,"Atl@NYM 07:10PM ET",1.728,"NYM"
"RP","Hansel Robles",4400,"Atl@NYM 07:10PM ET",3.605,"NYM"
"RP","Addison Reed",4400,"Atl@NYM 07:10PM ET",3.672,"NYM"
"RP","Tony Sipp",4400,"Sea@Hou 08:10PM ET",1.528,"Hou"
"RP","Will Harris",4400,"Sea@Hou 08:10PM ET",3.23,"Hou"
"RP","Casey Fien",4400,"Sea@Hou 08:10PM ET",2.09,"Sea"
"RP","Luke Gregerson",4400,"Sea@Hou 08:10PM ET",3.44,"Hou"
"RP","Marc Rzepczynski",4400,"Sea@Hou 08:10PM ET",1.835,"Sea"
"RP","Steve Cishek",4400,"Sea@Hou 08:10PM ET",3.719,"Sea"
"RP","Evan Scribner",4400,"Sea@Hou 08:10PM ET",4.725,"Sea"
"RP","Nick Vincent",4400,"Sea@Hou 08:10PM ET",3.12,"Sea"
"RP","James Pazos",4400,"Sea@Hou 08:10PM ET",0.386,"Sea"
"RP","Ken Giles",4400,"Sea@Hou 08:10PM ET",3.588,"Hou"
"RP","Jandel Gustave",4400,"Sea@Hou 08:10PM ET",3.45,"Hou"
"RP","Michael Feliz",4400,"Sea@Hou 08:10PM ET",5.49,"Hou"
"RP","Tony Zych",4400,"Sea@Hou 08:10PM ET",4.513,"Sea"
"RP","Chris Devenski",4400,"Sea@Hou 08:10PM ET",7.386,"Hou"
"RP","Edwin Diaz",4400,"Sea@Hou 08:10PM ET",4.54,"Sea"
"RP","Shae Simmons",4400,"Sea@Hou 08:10PM ET",2.2,"Sea"
"RP","Dan Altavilla",4400,"Sea@Hou 08:10PM ET",2.53,"Sea"
"2B","Robinson Cano",4400,"Sea@Hou 08:10PM ET",9.093,"Sea"
"2B/SS","Jean Segura",4400,"Sea@Hou 08:10PM ET",9.575,"Sea"
