"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,940231420,"empirebusiness86",0,331.75,"UTIL Anthony Davis SF Paul George SG Victor Oladipo C Steven Adams F Zach Randolph PG Michael Carter-Williams PF Bam Adebayo G Tomas Satoransky",NA,"Michael Carter-Williams","PG","73.24%",29
2,939542261,"Donsheymillions1973",0,326.5,"UTIL Andre Drummond PG Victor Oladipo SF Andrew Wiggins G Avery Bradley C Steven Adams SG Evan Fournier PF Zach Randolph F Michael Kidd-Gilchrist",NA,"Russell Westbrook","G","55.23%",49.25
3,939289211,"TheGoldenTicket",0,325,"F Paul George PG Victor Oladipo SF Aaron Gordon PF Otto Porter G Reggie Jackson C Robin Lopez SG Joe Ingles UTIL Alec Burks",NA,"Alec Burks","SG","39.78%",35.75
3,940170653,"jvic2721 (1/9)",0,325,"C LaMarcus Aldridge UTIL Victor Oladipo F Aaron Gordon PF Draymond Green G Donovan Mitchell SG Jerian Grant SF Omri Casspi PG Alec Burks",NA,"Kyle Lowry","G","39.34%",31.75
5,940145288,"claxton22",0,322,"SF Paul George PG Kyle Lowry SG Victor Oladipo PF Otto Porter G Ricky Rubio F Zach Randolph C Kelly Olynyk UTIL Alec Burks",NA,"Bam Adebayo","C","38.59%",17.75
6,939351398,"ryan_b23",0,319.25,"PF LaMarcus Aldridge SF Paul George PG Victor Oladipo F Aaron Gordon SG Evan Fournier C Zach Randolph G Garrett Temple UTIL Antonio Blakeney",NA,"JaMychal Green","PF","33.69%",9.75
7,939824245,"mattyice1121",0,317.75,"UTIL Kyle Lowry G Victor Oladipo F DeMar DeRozan SF Otto Porter C Derrick Favors PF Thaddeus Young PG Tomas Satoransky SG Alec Burks",NA,"Kelly Olynyk","F","33.57%",23
8,939273040,"maddogtms (1/2)",0,314.25,"F Paul George G Kyle Lowry UTIL Victor Oladipo PG Donovan Mitchell PF Willie Cauley-Stein C Domantas Sabonis SF Kelly Oubre Jr. SG Alec Burks",NA,"Dwight Howard","C","32.57%",18.75
9,939692351,"swalden30",0,313.5,"C Andre Drummond PG Kyle Lowry SF Aaron Gordon SG Donovan Mitchell F Derrick Favors G Michael Carter-Williams PF Bam Adebayo UTIL Alec Burks",NA,"Lauri Markkanen","PF","29.13%",22.75
10,940170661,"jvic2721 (9/9)",0,312.75,"C LaMarcus Aldridge UTIL Victor Oladipo F Aaron Gordon PF Draymond Green G Donovan Mitchell SG Jerian Grant SF Dillon Brooks PG Alec Burks",NA,"Karl-Anthony Towns","C","25.87%",39.75
11,939400655,"bjarots",0,309.75,"C Andre Drummond UTIL Victor Oladipo SG Jimmy Butler SF Otto Porter G Denzel Valentine F Evan Fournier PF Kelly Olynyk PG Tomas Satoransky",NA,"Evan Fournier","SF","24.36%",33.75
12,939689067,"Palmap (1/5)",0,309,"SG Stephen Curry C Andre Drummond F Draymond Green UTIL Steven Adams SF Evan Fournier PF Kelly Olynyk PG Michael Carter-Williams G Alec Burks",NA,"Elfrid Payton","UTIL","23.25%",33.5
12,939698461,"Palmap (2/5)",0,309,"SG Stephen Curry C Andre Drummond F Draymond Green UTIL Steven Adams SF Evan Fournier PF Kelly Olynyk PG Michael Carter-Williams G Alec Burks",NA,"Otto Porter","SF","18.44%",38.25
12,939698666,"Palmap (3/5)",0,309,"SG Stephen Curry C Andre Drummond F Draymond Green UTIL Steven Adams SF Evan Fournier PF Kelly Olynyk PG Michael Carter-Williams G Alec Burks",NA,"Draymond Green","PF","16.95%",41.25
12,939698672,"Palmap (4/5)",0,309,"SG Stephen Curry C Andre Drummond F Draymond Green UTIL Steven Adams SF Evan Fournier PF Kelly Olynyk PG Michael Carter-Williams G Alec Burks",NA,"Joe Ingles","SG","16.13%",32.25
12,939698685,"Palmap (5/5)",0,309,"SG Stephen Curry C Andre Drummond F Draymond Green UTIL Steven Adams SF Evan Fournier PF Kelly Olynyk PG Michael Carter-Williams G Alec Burks",NA,"Steven Adams","C","14.88%",38
17,939807647,"itwaskill08",0,308.75,"C Andre Drummond G Kyle Lowry SG Victor Oladipo PF Derrick Favors SF Jonathon Simmons F Kelly Oubre Jr. PG Michael Carter-Williams UTIL Alec Burks",NA,"Kevin Durant","F","12.11%",45.5
18,940244709,"VB4TW",0,305.25,"PG Stephen Curry SG Victor Oladipo F Aaron Gordon PF James Johnson UTIL Robin Lopez C Jonas Valanciunas SF Josh Richardson G Garrett Temple",NA,"Taj Gibson","F","11.81%",16
19,939312775,"cupcake19 (1/2)",0,304.5,"PF Kevin Durant SF Paul George PG Victor Oladipo C Taj Gibson F Zach Randolph SG Kelly Oubre Jr. G Michael Carter-Williams UTIL Bam Adebayo",NA,"Nikola Vucevic","C","11.64%",17.75
19,939320143,"cupcake19 (2/2)",0,304.5,"PF Kevin Durant SF Paul George PG Victor Oladipo C Taj Gibson F Zach Randolph SG Kelly Oubre Jr. G Michael Carter-Williams UTIL Bam Adebayo",NA,"Ricky Rubio","G","11.19%",16.75
21,939467449,"younggodaka",0,304.25,"C Karl-Anthony Towns SF Paul George SG Jimmy Butler PF Derrick Favors PG Jeff Teague G Ricky Rubio F Bogdan Bogdanovic UTIL Alec Burks",NA,"Kelly Oubre Jr.","F","11.07%",19.75
22,940143448,"jadbear94 (7/20)",0,304,"SG Victor Oladipo C Draymond Green G Donovan Mitchell PF Tobias Harris F Lauri Markkanen UTIL Steven Adams SF Evan Fournier PG Michael Carter-Williams",NA,"Aaron Gordon","PF","10.39%",46.25
23,939473323,"Taker1977 (1/2)",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Willie Cauley-Stein","PF","9.66%",28.75
23,939482330,"Taker1977 (2/2)",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Andre Drummond","UTIL","9.64%",55.75
23,939927783,"smarlin813 (1/2)",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Serge Ibaka","UTIL","9.45%",29.5
23,939932473,"smarlin813 (2/2)",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Kris Dunn","SG","8.47%",26
23,940191551,"got_milt",0,302.75,"F Paul George PG Kyle Lowry G Jimmy Butler SF Otto Porter PF Lauri Markkanen C Steven Adams UTIL Michael Carter-Williams SG Alec Burks",NA,"Victor Oladipo","SG","8.18%",65.75
28,939844180,"Eccurr2",0,302.5,"F DeMarcus Cousins SF Aaron Gordon SG Donovan Mitchell UTIL Derrick Favors PG Elfrid Payton G Michael Carter-Williams C Bam Adebayo PF Marvin Williams",NA,"Bojan Bogdanovic","SF","8.00%",15.25
