"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,939357750,"mgabes (11/20)",0,333.75,"PF Derrick Favors SG Alec Burks UTIL Donovan Mitchell F Ben McLemore G Russell Westbrook SF Paul George C Steven Adams PG Michael Carter-Williams",NA,"LaMarcus Aldridge","F","36.45%",32
1,940091555,"backfieldsandmccoy (19/20)",0,333.75,"PG George Hill PF Derrick Favors F Joe Ingles UTIL Donovan Mitchell C Marc Gasol SG Jimmy Butler SF Paul George G Michael Carter-Williams",NA,"Dwight Howard","C","29.77%",18.75
3,940089730,"backfieldsandmccoy (18/20)",0,329,"G Rajon Rondo PF Derrick Favors UTIL Donovan Mitchell C Marc Gasol SF JaMychal Green SG Jimmy Butler F Paul George PG Michael Carter-Williams",NA,"Russell Westbrook","PG","29.66%",49.25
4,939688901,"beamet",0,321.75,"PF Zach Randolph F Willie Cauley-Stein PG Alec Burks UTIL Russell Westbrook SG Jimmy Butler SF Paul George C Kelly Olynyk G Michael Carter-Williams",NA,"Donovan Mitchell","PG","26.45%",53.5
5,940137515,"yostepdaddy2000",0,321.25,"F Zach Randolph SG Kris Dunn PF Derrick Favors PG Donovan Mitchell UTIL Marc Gasol G Jimmy Butler C Steven Adams SF Jerami Grant",NA,"Alec Burks","PG","24.25%",35.75
6,940050065,"backfieldsandmccoy (14/20)",0,320.75,"PF Derrick Favors G Joe Ingles UTIL Donovan Mitchell C Marc Gasol SF JaMychal Green SG Jimmy Butler F Paul George PG Michael Carter-Williams",NA,"Paul George","SF","22.83%",62
7,939876010,"deepballz (3/4)",0,317.75,"SG Jerian Grant G Joe Ingles PG Donovan Mitchell UTIL Marc Gasol SF Paul George C Karl-Anthony Towns PF Marvin Williams F Jeremy Lamb",NA,"Kris Dunn","G","21.88%",26
8,939244380,"omahaviking (11/20)",0,317.5,"PF Lauri Markkanen F Jonas Jerebko PG Alec Burks G Donovan Mitchell SG Jimmy Butler SF Paul George C Steven Adams UTIL Karl-Anthony Towns",NA,"Taj Gibson","UTIL","21.56%",16
9,939737882,"Boltz017 (3/3)",0,315.75,"UTIL Alec Burks F Joe Ingles PG Russell Westbrook G Jimmy Butler SF Paul George C Steven Adams SG Josh Richardson PF Bam Adebayo",NA,"Karl-Anthony Towns","C","21.03%",39.75
10,939453194,"itzallaboutdapesos (5/13)",0,315.25,"F Zach Randolph G Bogdan Bogdanovic PF Derrick Favors C Anthony Davis SG Donovan Mitchell UTIL Jimmy Butler SF Nicolas Batum PG Michael Carter-Williams",NA,"Tyreke Evans","SF","20.97%",14.25
