"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Madison Bumgarner",11200,"SF@ARI 04:10PM ET",21.728,"SF","ARI",NA,23.5,NA,NA,28.15
"SP","Jon Lester",10600,"CHC@STL 08:35PM ET",20.76,"CHC","STL",NA,20.2,NA,NA,17.85
"SP","Chris Archer",9200,"NYY@TB 01:10PM ET",18.885,"TB","NYY",NA,19.8,NA,NA,20.95
"SP","Masahiro Tanaka",8800,"NYY@TB 01:10PM ET",18.337,"NYY","TB",NA,19,NA,NA,-8
"SP","Carlos Martinez",8300,"CHC@STL 08:35PM ET",17.258,"STL","CHC",NA,20.6,NA,NA,32.9
"SP","Zack Greinke",7700,"SF@ARI 04:10PM ET",15.067,"ARI","SF",NA,14.4,NA,NA,11.65
