"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,938068434,"chifanpest",0,327.25,"SF LeBron James G Lou Williams C Jusuf Nurkic PG Kris Dunn PF John Collins UTIL Dario Saric F Kenneth Faried SG Alec Burks",NA,"Dario Saric","F","79.55%",38.5
2,938567075,"jake1283 (1/5)",0,323,"SF Ben Simmons G Lou Williams C Jusuf Nurkic F Derrick Favors PG Kris Dunn SG Gary Harris PF Dario Saric UTIL Alec Burks",NA,"John Collins","PF","73.17%",27.75
2,938567610,"jake1283 (2/5)",0,323,"SF Ben Simmons G Lou Williams C Jusuf Nurkic F Derrick Favors PG Kris Dunn SG Gary Harris PF Dario Saric UTIL Alec Burks",NA,"Ben Simmons","PG","71.72%",40.5
2,938572985,"jake1283 (3/5)",0,323,"SF Ben Simmons G Lou Williams C Jusuf Nurkic F Derrick Favors PG Kris Dunn SG Gary Harris PF Dario Saric UTIL Alec Burks",NA,"Lou Williams","G","70.27%",34.5
2,938726945,"jake1283 (4/5)",0,323,"SF Ben Simmons G Lou Williams C Jusuf Nurkic F Derrick Favors PG Kris Dunn SG Gary Harris PF Dario Saric UTIL Alec Burks",NA,"LeBron James","SF","49.02%",59
2,938732712,"jake1283 (5/5)",0,323,"SF Ben Simmons G Lou Williams C Jusuf Nurkic F Derrick Favors PG Kris Dunn SG Gary Harris PF Dario Saric UTIL Alec Burks",NA,"Juancho Hernangómez","SF","45.32%",4.75
7,938312268,"dogpound383",0,313.25,"C Nikola Jokic PG Damian Lillard UTIL Kevin Love F Al Horford G Will Barton PF Amir Johnson SF Ersan Ilyasova SG Alec Burks",NA,"Amir Johnson","C","36.11%",25
8,938265265,"TrojanMan69",0,311,"SF LeBron James G C.J. McCollum C Jusuf Nurkic PG Ricky Rubio SG Gary Harris F Dario Saric PF Kenneth Faried UTIL Marco Belinelli",NA,"Jerryd Bayless","PG","31.83%",18.5
9,938697082,"cirio76",0,308,"UTIL Ben Simmons PG Lou Williams C Jusuf Nurkic SF Will Barton SG Austin Rivers PF John Collins F Dario Saric G Marco Belinelli",NA,"Ricky Rubio","UTIL","29.22%",31.25
10,938655375,"kole7 (1/4)",0,306.5,"SF Ben Simmons PG Damian Lillard SG Eric Bledsoe C Jusuf Nurkic PF Derrick Favors F Dario Saric UTIL Alec Burks G Jerryd Bayless",NA,"Nikola Jokic","C","27.56%",19
