Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Name.Clean,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
8.4,Travis,1.0,KC@Hou 01:00PM ET,7395678,Kelce,Travis Kelce,Travis Kelce (7395678),Travis Kelce,HOU,TE,12.59,12.9,12.9,11.6,13.3103277589,,2.0,0.155555555556,5000,KC,2.0,0.0
-0.1,Matt,0.0,Ten@Det 01:00PM ET,7395324,Cassel,Matt Cassel,Matt Cassel (7395324),Matt Cassel,DET,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,TEN,0.0,0.0
0.0,Dan,0.0,Ten@Det 01:00PM ET,7395325,Orlovsky,Dan Orlovsky,Dan Orlovsky (7395325),Dan Orlovsky,TEN,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,DET,0.0,0.0
0.0,Alex,0.0,Ten@Det 01:00PM ET,7395328,Tanney,Alex Tanney,Alex Tanney (7395328),Alex Tanney,DET,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,TEN,0.0,0.0
16.4,Josh,0.0,Bal@Cle 01:00PM ET,7395329,McCown,Josh McCown,Josh McCown (7395329),Josh McCown,BAL,QB,17.01,15.3,15.3,13.5,16.943665513,,0.0,0.0,5000,CLE,0.0,0.0
0.0,Ryan,0.0,Bal@Cle 01:00PM ET,7395331,Mallett,Ryan Mallett,Ryan Mallett (7395331),Ryan Mallett,CLE,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,BAL,0.0,0.0
0.0,Cody,0.0,Bal@Cle 01:00PM ET,7395333,Kessler,Cody Kessler,Cody Kessler (7395333),Cody Kessler,BAL,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,CLE,0.0,0.0
0.0,Sean,0.0,Sea@LA 04:05PM ET,7395336,Mannion,Sean Mannion,Sean Mannion (7395336),Sean Mannion,SEA,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,LA,0.0,0.0
0.0,Trevone,0.0,Sea@LA 04:05PM ET,7395337,Boykin,Trevone Boykin,Trevone Boykin (7395337),Trevone Boykin,LA,QB,0.0,1.4,1.4,0.0,0.683646627752,,0.0,0.0,5000,SEA,0.0,0.0
0.0,Jared,0.0,Sea@LA 04:05PM ET,7395338,Goff,Jared Goff,Jared Goff (7395338),Jared Goff,SEA,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,LA,0.0,0.0
0.4,Drew,0.0,TB@Ari 04:05PM ET,7395340,Stanton,Drew Stanton,Drew Stanton (7395340),Drew Stanton,TB,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,ARI,0.0,0.0
0.0,Mike,0.0,TB@Ari 04:05PM ET,7395341,Glennon,Mike Glennon,Mike Glennon (7395341),Mike Glennon,ARI,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,TB,0.0,0.0
0.0,Ryan,0.0,TB@Ari 04:05PM ET,7395342,Griffin,Ryan Griffin,Ryan Griffin (7395342),Ryan Griffin,ARI,QB,0.0,0.0,0.0,0.0,0.0,,6.0,0.0571428571429,5000,TB,0.0,0.0
-0.1,Kellen,0.0,Jax@SD 04:25PM ET,7395344,Clemens,Kellen Clemens,Kellen Clemens (7395344),Kellen Clemens,JAX,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,SD,0.0,0.0
0.0,Chad,0.0,Jax@SD 04:25PM ET,7395346,Henne,Chad Henne,Chad Henne (7395346),Chad Henne,SD,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,JAX,0.0,0.0
0.0,Brandon,0.0,Jax@SD 04:25PM ET,7395348,Allen,Brandon Allen,Brandon Allen (7395348),Brandon Allen,SD,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,JAX,0.0,0.0
0.0,Matt,0.0,Atl@Oak 04:25PM ET,7395350,Schaub,Matt Schaub,Matt Schaub (7395350),Matt Schaub,OAK,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,ATL,0.0,0.0
0.0,Matt,0.0,Atl@Oak 04:25PM ET,7395351,McGloin,Matt McGloin,Matt McGloin (7395351),Matt McGloin,ATL,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,OAK,0.0,0.0
0.0,Connor,0.0,Atl@Oak 04:25PM ET,7395353,Cook,Connor Cook,Connor Cook (7395353),Connor Cook,ATL,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,OAK,0.0,0.0
0.0,Scott,0.0,Ind@Den 04:25PM ET,7395354,Tolzien,Scott Tolzien,Scott Tolzien (7395354),Scott Tolzien,DEN,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,IND,0.0,0.0
0.0,Austin,0.0,Ind@Den 04:25PM ET,7395355,Davis,Austin Davis,Austin Davis (7395355),Austin Davis,IND,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,DEN,0.0,0.0
0.0,Paxton,0.0,Ind@Den 04:25PM ET,7395358,Lynch,Paxton Lynch,Paxton Lynch (7395358),Paxton Lynch,IND,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,DEN,0.0,0.0
15.3,Frank,0.0,Ind@Den 04:25PM ET,7395472,Gore,Frank Gore,Frank Gore (7395472),Frank Gore,DEN,RB,9.73,9.1,9.1,12.41,9.86206294399,,3.0,0.130434782609,5000,IND,7.0,0.0
0.0,Shaun,0.0,GB@Min 08:30PM ET,7395359,Hill,Shaun Hill,Shaun Hill (7395359),Shaun Hill,GB,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,MIN,0.0,0.0
0.0,Brett,0.0,GB@Min 08:30PM ET,7395362,Hundley,Brett Hundley,Brett Hundley (7395362),Brett Hundley,MIN,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,GB,0.0,0.0
0.0,Joe,0.0,GB@Min 08:30PM ET,7395363,Callahan,Joe Callahan,Joe Callahan (7395363),Joe Callahan,MIN,QB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5000,GB,0.0,0.0
3.8,Ameer,1.0,Ten@Det 01:00PM ET,7395426,Abdullah,Ameer Abdullah,Ameer Abdullah (7395426),Ameer Abdullah,TEN,RB,12.04,11.6,11.6,14.61,12.3692336986,,3.0,0.131578947368,4900,DET,6.0,0.0
10.6,Tavon,0.0,Sea@LA 04:05PM ET,7395580,Austin,Tavon Austin,Tavon Austin (7395580),Tavon Austin,SEA,WR,11.96,11.7,11.7,11.23,12.3735158792,,1.0,0.352941176471,4900,LA,5.0,0.0
21.6,DeVante,0.0,Mia@NE 01:00PM ET,7395539,Parker,DeVante Parker,DeVante Parker (7395539),DeVante Parker,NE,WR,9.54,9.2,9.2,9.03,9.80508925768,,7.0,0.0,4800,MIA,0.0,0.0
24.0,Melvin,1.0,Jax@SD 04:25PM ET,7395459,Gordon,Melvin Gordon,Melvin Gordon (7395459),Melvin Gordon,JAX,RB,11.02,11.3,11.3,14.74,11.654729045,,8.0,0.0,4800,SD,6.0,0.0
14.5,Torrey,0.0,SF@Car 01:00PM ET,7395489,Smith,Torrey Smith,Torrey Smith (7395489),Torrey Smith,CAR,WR,12.04,9.8,9.8,9.36,11.4902594629,,2.0,0.179487179487,4700,SF,5.0,0.0
20.1,Mike,1.0,Bal@Cle 01:00PM ET,7395567,Wallace,Mike Wallace,Mike Wallace (7395567),Mike Wallace,CLE,WR,12.25,8.2,8.2,11.33,10.8258920498,,2.0,0.193548387097,4700,BAL,0.0,1.0
30.4,Corey,0.0,Bal@Cle 01:00PM ET,7395574,Coleman,Corey Coleman,Corey Coleman (7395574),Corey Coleman,BAL,WR,11.57,11.8,11.8,10.74,12.2051678894,,3.0,0.153846153846,4700,CLE,5.0,0.0
11.8,T.J.,1.0,Jax@SD 04:25PM ET,7395462,Yeldon,T.J. Yeldon,T.J. Yeldon (7395462),T.J. Yeldon,SD,RB,15.35,16.7,16.7,15.46,16.702905422,,2.0,0.153846153846,4700,JAX,2.0,0.0
10.6,Christine,0.0,Sea@LA 04:05PM ET,7395440,Michael,Christine Michael,Christine Michael (7395440),Christine Michael,LA,RB,6.78,4.5,4.5,10.04,5.97302447669,,4.0,0.093023255814,4600,SEA,0.0,0.0
13.9,Tyler,0.0,Sea@LA 04:05PM ET,7395583,Lockett,Tyler Lockett,Tyler Lockett (7395583),Tyler Lockett,LA,WR,12.91,11.3,11.3,10.28,12.7072162127,,2.0,0.209302325581,4600,SEA,5.0,0.0
13.5,Matt,0.0,Dal@Was 01:00PM ET,7395379,Jones,Matt Jones,Matt Jones (7395379),Matt Jones,DAL,RB,11.65,11.2,11.2,12.86,11.9567261989,,6.0,0.0238095238095,4500,WAS,6.0,0.0
0.0,Tyler,0.0,Cin@Pit 01:00PM ET,7395660,Eifert,Tyler Eifert,Tyler Eifert (7395660),Tyler Eifert,PIT,TE,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,4500,CIN,0.0,0.0
14.8,Anquan,0.0,Ten@Det 01:00PM ET,7395555,Boldin,Anquan Boldin,Anquan Boldin (7395555),Anquan Boldin,TEN,WR,9.62,7.8,7.8,7.81,9.16599235132,,6.0,0.0789473684211,4500,DET,0.0,0.0
20.3,Delanie,0.0,Ten@Det 01:00PM ET,7395687,Walker,Delanie Walker,Delanie Walker (7395687),Delanie Walker,DET,TE,14.24,12.7,12.7,12.04,14.1315019585,,4.0,0.125,4500,TEN,2.0,0.0
9.6,Duke,0.0,Bal@Cle 01:00PM ET,7395436,Johnson,Duke Johnson,Duke Johnson Jr. (7395436),Duke Johnson,BAL,RB,11.46,11.7,11.7,12.66,12.0950801205,,2.0,0.230769230769,4500,CLE,6.0,0.0
10.5,Antonio,0.0,Jax@SD 04:25PM ET,7395718,Gates,Antonio Gates,Antonio Gates (7395718),Antonio Gates,JAX,TE,12.74,10.9,10.9,12.53,12.4172204468,,5.0,0.102564102564,4500,SD,3.0,0.0
15.1,Tevin,1.0,Atl@Oak 04:25PM ET,7395471,Coleman,Tevin Coleman,Tevin Coleman (7395471),Tevin Coleman,OAK,RB,10.44,9.0,9.0,11.66,10.2086098193,,4.0,0.157894736842,4500,ATL,7.0,0.0
25.4,Martellus,0.0,Mia@NE 01:00PM ET,7395672,Bennett,Martellus Bennett,Martellus Bennett (7395672),Martellus Bennett,MIA,TE,9.94,10.7,10.7,7.29,10.7603163943,,3.0,0.138888888889,4400,NE,3.0,0.0
7.6,Justin,0.0,Bal@Cle 01:00PM ET,7395429,Forsett,Justin Forsett,Justin Forsett (7395429),Justin Forsett,CLE,RB,12.32,9.7,9.7,12.93,11.5973515858,,9.0,0.0,4400,BAL,7.0,0.0
24.8,Isaiah,1.0,Bal@Cle 01:00PM ET,7395434,Crowell,Isaiah Crowell,Isaiah Crowell (7395434),Isaiah Crowell,BAL,RB,9.23,9.1,9.1,10.66,9.58362718533,,5.0,0.0769230769231,4400,CLE,7.0,0.0
5.8,Charles,0.0,TB@Ari 04:05PM ET,7395451,Sims,Charles Sims,Charles Sims (7395451),Charles Sims,ARI,RB,10.3,9.8,9.8,11.57,10.5213030227,,6.0,0.0967741935484,4400,TB,7.0,0.0
32.4,Travis,0.0,Jax@SD 04:25PM ET,7395601,Benjamin,Travis Benjamin,Travis Benjamin (7395601),Travis Benjamin,JAX,WR,14.66,15.0,15.0,12.68,15.4885217414,,1.0,0.230769230769,4400,SD,4.0,0.0
11.1,Julius,1.0,Jax@SD 04:25PM ET,7395720,Thomas,Julius Thomas,Julius Thomas (7395720),Julius Thomas,SD,TE,11.69,10.7,10.7,11.29,11.7348415497,,3.0,0.128205128205,4400,JAX,3.0,0.0
4.0,Phillip,0.0,Ind@Den 04:25PM ET,7395627,Dorsett,Phillip Dorsett,Phillip Dorsett (7395627),Phillip Dorsett,DEN,WR,7.74,8.9,8.9,9.59,8.65622482054,,3.0,0.130434782609,4400,IND,0.0,0.0
9.9,Devin,0.0,SF@Car 01:00PM ET,7395497,Funchess,Devin Funchess,Devin Funchess (7395497),Devin Funchess,SF,WR,9.24,10.0,10.0,7.66,10.0286830183,,3.0,0.125,4300,CAR,5.0,0.0
8.1,Jason,1.0,Dal@Was 01:00PM ET,7395651,Witten,Jason Witten,Jason Witten (7395651),Jason Witten,WAS,TE,13.75,11.9,11.9,11.24,13.4679796992,,1.0,0.311111111111,4300,DAL,2.0,0.0
8.9,Jeremy,0.0,Cin@Pit 01:00PM ET,7395387,Hill,Jeremy Hill,Jeremy Hill (7395387),Jeremy Hill,PIT,RB,11.79,8.9,8.9,10.82,10.9115544657,,7.0,0.0,4300,CIN,0.0,0.0
12.1,Victor,0.0,NO@NYG 01:00PM ET,7395521,Cruz,Victor Cruz,Victor Cruz (7395521),Victor Cruz,NO,WR,11.26,8.2,8.2,10.07,10.2745892477,,3.0,0.142857142857,4300,NYG,0.0,0.0
10.5,Theo,1.0,Ten@Det 01:00PM ET,7395421,Riddick,Theo Riddick,Theo Riddick (7395421),Theo Riddick,TEN,RB,12.42,12.5,12.5,14.77,13.020331993,,3.0,0.131578947368,4300,DET,5.0,0.0
9.4,Steve,0.0,Bal@Cle 01:00PM ET,7395564,Smith,Steve Smith,Steve Smith Sr. (7395564),Steve Smith,CLE,WR,13.3,11.9,11.9,11.06,13.2173875164,,1.0,0.258064516129,4300,BAL,5.0,0.0
4.5,Pierre,0.0,Dal@Was 01:00PM ET,7395501,Garcon,Pierre Garcon,Pierre Garcon (7395501),Pierre Garcon,DAL,WR,10.2,9.3,9.3,9.66,10.2214563611,,4.0,0.142857142857,4200,WAS,5.0,0.0
28.7,Giovani,0.0,Cin@Pit 01:00PM ET,7395384,Bernard,Giovani Bernard,Giovani Bernard (7395384),Giovani Bernard,PIT,RB,10.91,12.1,12.1,12.83,11.9841283939,,3.0,0.133333333333,4200,CIN,6.0,0.0
17.4,Will,1.0,KC@Hou 01:00PM ET,7395552,Fuller,Will Fuller,Will Fuller (7395552),Will Fuller,KC,WR,13.62,12.1,12.1,11.58,13.4932502059,,1.0,0.314285714286,4200,HOU,5.0,1.0
4.6,Davante,0.0,GB@Min 08:30PM ET,7395637,Adams,Davante Adams,Davante Adams (7395637),Davante Adams,MIN,WR,8.8,7.2,7.2,7.23,8.41636629521,,3.0,0.189189189189,4200,GB,0.0,0.0
1.9,Eli,1.0,Cin@Pit 01:00PM ET,7395517,Rogers,Eli Rogers,Eli Rogers (7395517),Eli Rogers,CIN,WR,12.12,11.3,11.3,10.34,12.267287714,,4.0,0.166666666667,4100,PIT,5.0,0.0
7.3,Tajae,1.0,Ten@Det 01:00PM ET,7395563,Sharpe,Tajae Sharpe,Tajae Sharpe (7395563),Tajae Sharpe,DET,WR,14.32,14.2,14.2,11.49,14.9085302096,,1.0,0.275,4100,TEN,4.0,0.0
0.0,Chris,0.0,Jax@SD 04:25PM ET,7395454,Ivory,Chris Ivory,Chris Ivory (7395454),Chris Ivory,SD,RB,0.0,0.0,0.0,7.16,0.0,,8.0,0.0,4100,JAX,0.0,0.0
6.9,Brandon,0.0,Cin@Pit 01:00PM ET,7395511,LaFell,Brandon LaFell,Brandon LaFell (7395511),Brandon LaFell,PIT,WR,10.15,8.3,0.0,8.86,9.70529376541,,3.0,0.133333333333,4000,CIN,0.0,0.0
9.6,Michael,0.0,NO@NYG 01:00PM ET,7395529,Thomas,Michael Thomas,Michael Thomas (7395529),Michael Thomas,NYG,WR,8.94,11.6,14.4042513972,10.26,10.6429319949,,4.0,0.166666666667,4000,NO,5.0,0.0
21.3,LeGarrette,0.0,Mia@NE 01:00PM ET,7395403,Blount,LeGarrette Blount,LeGarrette Blount (7395403),LeGarrette Blount,MIA,RB,13.67,14.0,13.2818068033,13.56,14.4488999194,,8.0,0.0,4000,NE,3.0,0.0
4.9,James,0.0,Mia@NE 01:00PM ET,7395405,White,James White,James White (7395405),James White,MIA,RB,11.33,13.3,6.70279979209,12.39,12.803997255,,2.0,0.194444444444,4000,NE,4.0,0.0
7.7,Gary,0.0,Bal@Cle 01:00PM ET,7395696,Barnidge,Gary Barnidge,Gary Barnidge (7395696),Gary Barnidge,BAL,TE,13.48,10.4,9.82490337938,13.31,12.5851458597,,5.0,0.0769230769231,4000,CLE,3.0,0.0
8.4,Vincent,0.0,TB@Ari 04:05PM ET,7395588,Jackson,Vincent Jackson,Vincent Jackson (7395588),Vincent Jackson,ARI,WR,11.31,12.1,13.3564209442,11.12,12.2068770008,,2.0,0.193548387097,4000,TB,5.0,0.0
2.9,James,0.0,GB@Min 08:30PM ET,7395481,Starks,James Starks,James Starks (7395481),James Starks,MIN,RB,7.73,6.3,6.12846503827,8.54,7.38102665383,,7.0,0.027027027027,4000,GB,0.0,0.0
6.6,Ted,0.0,SF@Car 01:00PM ET,7395488,Ginn,Ted Ginn,Ted Ginn Jr. (7395488),Ted Ginn,SF,WR,6.77,7.6,6.80267773304,5.82,7.48124472297,,6.0,0.03125,3900,CAR,0.0,0.0
0.0,Rob,0.0,Dal@Was 01:00PM ET,7395377,Kelley,Rob Kelley,Rob Kelley (7395377),Rob Kelley,DAL,RB,0.0,4.3,4.3,0.0,2.09977178524,,10.0,0.0,3900,WAS,0.0,0.0
4.9,Coby,0.0,NO@NYG 01:00PM ET,7395665,Fleener,Coby Fleener,Coby Fleener (7395665),Coby Fleener,NYG,TE,10.7,11.4,15.6442140761,11.2,11.5253620614,,5.0,0.0952380952381,3900,NO,3.0,0.0
0.0,Kamar,0.0,Bal@Cle 01:00PM ET,7395568,Aiken,Kamar Aiken,Kamar Aiken (7395568),Kamar Aiken,CLE,WR,7.38,10.0,7.59156233163,10.07,8.99290199611,,4.0,0.0967741935484,3900,BAL,5.0,0.0
2.1,Andre,0.0,TB@Ari 04:05PM ET,7395449,Ellington,Andre Ellington,Andre Ellington (7395449),Andre Ellington,TB,RB,3.6,3.7,4.24743512339,5.39,3.81151783573,,6.0,0.0512820512821,3900,ARI,0.0,0.0
5.5,Quinton,0.0,SF@Car 01:00PM ET,7395494,Patton,Quinton Patton,Quinton Patton (7395494),Quinton Patton,CAR,WR,7.31,6.8,4.29882787309,8.16,7.39130012647,,3.0,0.153846153846,3800,SF,0.0,0.0
0.9,Tim,0.0,NO@NYG 01:00PM ET,7395388,Hightower,Tim Hightower,Tim Hightower (7395388),Tim Hightower,NYG,RB,4.25,4.6,3.49963174589,6.47,4.61297143983,,7.0,0.0238095238095,3800,NO,0.0,0.0
8.6,Shane,0.0,NO@NYG 01:00PM ET,7395393,Vereen,Shane Vereen,Shane Vereen (7395393),Shane Vereen,NO,RB,9.96,11.9,6.1419892104,12.74,11.3574366485,,2.0,0.178571428571,3800,NYG,6.0,0.0
20.0,Danny,0.0,Mia@NE 01:00PM ET,7395533,Amendola,Danny Amendola,Danny Amendola (7395533),Danny Amendola,MIA,WR,5.13,5.0,6.22836174647,5.62,5.29834598301,,3.0,0.138888888889,3800,NE,0.0,0.0
5.9,Derrick,0.0,Ten@Det 01:00PM ET,7395428,Henry,Derrick Henry,Derrick Henry (7395428),Derrick Henry,DET,RB,7.65,7.3,6.54112234389,7.8,7.82479595227,,7.0,0.05,3800,TEN,0.0,0.0
5.5,Seth,0.0,Atl@Oak 04:25PM ET,7395617,Roberts,Seth Roberts,Seth Roberts (7395617),Seth Roberts,ATL,WR,7.94,5.1,5.72943673623,8.22,6.91198684868,,4.0,0.0975609756098,3800,OAK,0.0,0.0
2.1,Shaun,0.0,SF@Car 01:00PM ET,7395366,Draughn,Shaun Draughn,Shaun Draughn (7395366),Shaun Draughn,CAR,RB,6.56,5.5,4.25959080732,7.3,6.3388317627,,7.0,0.0512820512821,3700,SF,0.0,0.0
8.8,Chris,0.0,Dal@Was 01:00PM ET,7395374,Thompson,Chris Thompson,Chris Thompson (7395374),Chris Thompson,DAL,RB,8.99,6.5,6.91765444476,11.37,8.18034856963,,5.0,0.047619047619,3700,WAS,0.0,0.0
12.3,Sammie,0.0,Cin@Pit 01:00PM ET,7395516,Coates,Sammie Coates,Sammie Coates (7395516),Sammie Coates,CIN,WR,6.61,4.4,0.0,7.47,5.82952441676,,5.0,0.0833333333333,3700,PIT,0.0,0.0
7.5,Jay,0.0,Mia@NE 01:00PM ET,7395406,Ajayi,Jay Ajayi,Jay Ajayi (7395406),Jay Ajayi,NE,RB,0.0,0.0,0.0,5.03,0.0,,7.0,0.0,3700,MIA,0.0,0.0
1.9,Benny,0.0,Sea@LA 04:05PM ET,7395439,Cunningham,Benny Cunningham,Benny Cunningham (7395439),Benny Cunningham,SEA,RB,3.88,4.4,3.57737451335,5.37,4.30926517445,,7.0,0.0294117647059,3700,LA,0.0,0.0
0.0,C.J.,0.0,Sea@LA 04:05PM ET,7395445,Prosise,C.J. Prosise,C.J. Prosise (7395445),C.J. Prosise,LA,RB,0.0,0.0,0.0,4.65,0.0,,8.0,0.0232558139535,3700,SEA,0.0,0.0
15.4,Kenny,0.0,Sea@LA 04:05PM ET,7395576,Britt,Kenny Britt,Kenny Britt (7395576),Kenny Britt,SEA,WR,7.52,8.2,9.01616628065,7.41,8.19188977286,,2.0,0.176470588235,3700,LA,0.0,0.0
11.4,Chris,0.0,TB@Ari 04:05PM ET,7395447,Johnson,Chris Johnson,Chris Johnson (7395447),Chris Johnson,TB,RB,0.0,2.6,0.0,5.95,1.26962945154,,9.0,0.0,3700,ARI,0.0,0.0
15.1,Tyrell,0.0,Jax@SD 04:25PM ET,7395608,Williams,Tyrell Williams,Tyrell Williams (7395608),Tyrell Williams,JAX,WR,10.44,12.2,8.77385740001,12.22,11.7712306827,,4.0,0.128205128205,3700,SD,5.0,0.0
1.1,Jerick,0.0,GB@Min 08:30PM ET,7395485,McKinnon,Jerick McKinnon,Jerick McKinnon (7395485),Jerick McKinnon,GB,RB,4.9,7.4,7.2487429031,7.61,6.3422311816,,5.0,0.0588235294118,3700,MIN,0.0,0.0
6.7,Alfred,0.0,Dal@Was 01:00PM ET,7395372,Morris,Alfred Morris,Alfred Morris (7395372),Alfred Morris,WAS,RB,4.97,4.0,5.0034997224,4.88,4.72092752041,,8.0,0.0222222222222,3600,DAL,0.0,0.0
15.9,Jamison,0.0,Dal@Was 01:00PM ET,7395508,Crowder,Jamison Crowder,Jamison Crowder (7395508),Jamison Crowder,DAL,WR,10.69,10.8,12.975951481,7.61,11.2268019343,,3.0,0.214285714286,3600,WAS,5.0,0.0
1.7,Darrius,0.0,Cin@Pit 01:00PM ET,7395510,Heyward-Bey,Darrius Heyward-Bey,Darrius Heyward-Bey (7395510),Darrius Heyward-Bey,CIN,WR,0.0,3.1,8.26675564514,3.88,1.51378896145,,6.0,0.0,3600,PIT,0.0,0.0
1.7,Dontrelle,0.0,Jax@SD 04:25PM ET,7395600,Inman,Dontrelle Inman,Dontrelle Inman (7395600),Dontrelle Inman,JAX,WR,6.69,8.9,0.0,8.95,8.07150972735,,6.0,0.0769230769231,3600,SD,0.0,0.0
3.7,Jalen,1.0,Atl@Oak 04:25PM ET,7395470,Richard,Jalen Richard,Jalen Richard (7395470),Jalen Richard,ATL,RB,0.0,2.2,2.4851998107,7.08,1.07430184361,,5.0,0.0731707317073,3600,OAK,0.0,0.0
4.5,Dwayne,1.0,Ind@Den 04:25PM ET,7395733,Allen,Dwayne Allen,Dwayne Allen (7395733),Dwayne Allen,DEN,TE,11.28,9.0,6.08285672097,7.79,10.6763818939,,3.0,0.130434782609,3600,IND,5.0,0.0
2.3,Fitzgerald,0.0,Cin@Pit 01:00PM ET,7395383,Toussaint,Fitzgerald Toussaint,Fitzgerald Toussaint (7395383),Fitzgerald Toussaint,CIN,RB,3.56,4.2,4.2,5.28,4.03340248494,,6.0,0.0,3500,PIT,0.0,0.0
12.8,Tyler,0.0,Cin@Pit 01:00PM ET,7395520,Boyd,Tyler Boyd,Tyler Boyd (7395520),Tyler Boyd,PIT,WR,8.4,8.7,10.8918731979,8.44,8.92609621802,,5.0,0.1,3500,CIN,0.0,0.0
9.9,Chris,1.0,Mia@NE 01:00PM ET,7395537,Hogan,Chris Hogan,Chris Hogan (7395537),Chris Hogan,MIA,WR,9.87,9.7,7.83628824869,9.94,10.2330163683,,3.0,0.138888888889,3500,NE,5.0,0.0
7.3,Charcandrick,0.0,KC@Hou 01:00PM ET,7395419,West,Charcandrick West,Charcandrick West (7395419),Charcandrick West,HOU,RB,7.36,7.2,7.2996785011,6.14,7.61447131026,,4.0,0.133333333333,3500,KC,0.0,0.0
3.5,Chris,0.0,KC@Hou 01:00PM ET,7395547,Conley,Chris Conley,Chris Conley (7395547),Chris Conley,HOU,WR,7.24,6.1,4.18690055309,6.36,7.01049580638,,2.0,0.155555555556,3500,KC,0.0,0.0
9.3,Eric,1.0,Ten@Det 01:00PM ET,7395691,Ebron,Eric Ebron,Eric Ebron (7395691),Eric Ebron,TEN,TE,11.36,10.0,11.7976734983,10.84,11.2092506351,,3.0,0.131578947368,3500,DET,4.0,0.0
6.2,Terrelle,0.0,Bal@Cle 01:00PM ET,7395569,Pryor,Terrelle Pryor,Terrelle Pryor (7395569),Terrelle Pryor,BAL,WR,10.12,10.6,9.18417814723,9.37,10.8117213655,,1.0,0.269230769231,3500,CLE,5.0,0.0
3.1,Jermaine,0.0,Sea@LA 04:05PM ET,7395579,Kearse,Jermaine Kearse,Jermaine Kearse (7395579),Jermaine Kearse,LA,WR,9.47,8.4,11.4162149015,9.41,9.37545303561,,3.0,0.162790697674,3500,SEA,0.0,0.0
0.0,Laquon,0.0,GB@Min 08:30PM ET,7395642,Treadwell,Laquon Treadwell,Laquon Treadwell (7395642),Laquon Treadwell,GB,WR,3.26,1.6,1.6,5.18,2.59671157821,,8.0,0.0,3500,MIN,0.0,0.0
11.9,Jesse,0.0,Cin@Pit 01:00PM ET,7395664,James,Jesse James,Jesse James (7395664),Jesse James,CIN,TE,10.3,8.2,5.20952493273,10.09,9.73999259103,,3.0,0.194444444444,3400,PIT,6.0,0.0
11.9,Kenny,0.0,Mia@NE 01:00PM ET,7395536,Stills,Kenny Stills,Kenny Stills (7395536),Kenny Stills,NE,WR,9.67,10.4,0.915479635985,8.06,10.4634653787,,2.0,0.185185185185,3400,MIA,5.0,0.0
1.1,Alfred,0.0,KC@Hou 01:00PM ET,7395415,Blue,Alfred Blue,Alfred Blue (7395415),Alfred Blue,KC,RB,2.4,1.6,1.98886007759,3.59,2.1178020733,,9.0,0.0,3400,HOU,0.0,0.0
7.9,Andre,0.0,Ten@Det 01:00PM ET,7395554,Johnson,Andre Johnson,Andre Johnson (7395554),Andre Johnson,DET,WR,6.21,6.0,4.92769798135,5.28,6.38808624155,,2.0,0.175,3400,TEN,0.0,0.0
6.2,DeAndre,0.0,Atl@Oak 04:25PM ET,7395469,Washington,DeAndre Washington,DeAndre Washington (7395469),DeAndre Washington,ATL,RB,4.22,4.2,4.36052582373,7.2,4.40093768638,,8.0,0.0243902439024,3400,OAK,0.0,0.0
0.0,Terrance,0.0,Dal@Was 01:00PM ET,7395503,Williams,Terrance Williams,Terrance Williams (7395503),Terrance Williams,WAS,WR,8.36,7.9,8.1516744875,7.74,8.51316614147,,4.0,0.111111111111,3300,DAL,0.0,0.0
0.0,Dwayne,0.0,NO@NYG 01:00PM ET,7395522,Harris,Dwayne Harris,Dwayne Harris (7395522),Dwayne Harris,NO,WR,0.0,2.4,2.4,3.54,1.17196564757,,0.0,0.0,3300,NYG,0.0,0.0
0.0,Jaelen,0.0,KC@Hou 01:00PM ET,7395551,Strong,Jaelen Strong,Jaelen Strong (7395551),Jaelen Strong,KC,WR,0.0,3.7,2.6732995041,3.65,1.80678037334,,9.0,0.0,3300,HOU,0.0,0.0
