Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Name.Clean,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
8.0,Rishard,0.0,Ten@Det 01:00PM ET,7395562,Matthews,Rishard Matthews,Rishard Matthews (7395562),Rishard Matthews,DET,WR,8.18,13.2,9.00488049337,9.25,11.0010200734,,5.0,0.1,3300,TEN,4.0,0.0
6.7,Terrance,0.0,Bal@Cle 01:00PM ET,7395432,West,Terrance West,Terrance West (7395432),Terrance West,CLE,RB,9.21,9.4,8.25982254826,10.53,9.71898546093,,6.0,0.0645161290323,3300,BAL,7.0,0.0
1.8,Brian,0.0,Sea@LA 04:05PM ET,7395577,Quick,Brian Quick,Brian Quick (7395577),Brian Quick,SEA,WR,4.04,3.6,0.776985739317,3.45,4.00770940137,,3.0,0.147058823529,3300,LA,0.0,0.0
0.0,Pharoh,0.0,Sea@LA 04:05PM ET,7395586,Cooper,Pharoh Cooper,Pharoh Cooper (7395586),Pharoh Cooper,SEA,WR,0.0,0.0,0.0,4.07,0.0,,9.0,0.0,3300,LA,0.0,0.0
15.8,Jaron,0.0,TB@Ari 04:05PM ET,7395591,Brown,Jaron Brown,Jaron Brown (7395591),Jaron Brown,TB,WR,3.73,2.7,0.0,2.99,3.39559211316,,6.0,0.0512820512821,3300,ARI,0.0,0.0
8.6,Josh,0.0,Ind@Den 04:25PM ET,7395476,Ferguson,Josh Ferguson,Josh Ferguson (7395476),Josh Ferguson,DEN,RB,0.0,3.1,1.92568352792,3.39,1.51378896145,,7.0,0.0434782608696,3300,IND,0.0,0.0
0.0,Jeff,0.0,GB@Min 08:30PM ET,7395643,Janis,Jeff Janis,Jeff Janis (7395643),Jeff Janis,MIN,WR,0.0,1.0,1.0,3.18,0.488319019823,,10.0,0.0,3300,GB,0.0,0.0
12.5,Cole,1.0,Dal@Was 01:00PM ET,7395504,Beasley,Cole Beasley,Cole Beasley (7395504),Cole Beasley,WAS,WR,10.95,7.8,5.45161663065,7.11,9.90663146936,,2.0,0.266666666667,3200,DAL,0.0,0.0
0.0,Paul,0.0,NO@NYG 01:00PM ET,7395399,Perkins,Paul Perkins,Paul Perkins (7395399),Paul Perkins,NO,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3200,NYG,0.0,0.0
0.0,Leonte,0.0,Mia@NE 01:00PM ET,7395542,Carroo,Leonte Carroo,Leonte Carroo (7395542),Leonte Carroo,NE,WR,4.98,2.8,2.8,6.11,4.1405134118,,5.0,0.0740740740741,3200,MIA,0.0,0.0
3.1,Albert,0.0,KC@Hou 01:00PM ET,7395544,Wilson,Albert Wilson,Albert Wilson (7395544),Albert Wilson,HOU,WR,7.19,5.3,4.25358174892,4.88,6.59199701465,,6.0,0.111111111111,3200,KC,0.0,0.0
5.2,Breshad,0.0,Bal@Cle 01:00PM ET,7395571,Perriman,Breshad Perriman,Breshad Perriman (7395571),Breshad Perriman,CLE,WR,7.03,7.1,6.00019481472,7.4,7.38187180756,,6.0,0.0645161290323,3200,BAL,0.0,0.0
7.2,Jimmy,0.0,Sea@LA 04:05PM ET,7395701,Graham,Jimmy Graham,Jimmy Graham (7395701),Jimmy Graham,LA,TE,10.45,6.7,15.11102412,6.85,9.0910447889,,8.0,0.0232558139535,3200,SEA,7.0,0.0
8.1,Adam,0.0,GB@Min 08:30PM ET,7395641,Thielen,Adam Thielen,Adam Thielen (7395641),Adam Thielen,GB,WR,8.62,6.9,0.0,4.49,8.16963371615,,4.0,0.147058823529,3200,MIN,0.0,0.0
0.0,Harry,0.0,Ten@Det 01:00PM ET,7395556,Douglas,Harry Douglas,Harry Douglas (7395556),Harry Douglas,DET,WR,5.92,2.1,2.60721937677,3.43,4.32214932421,,5.0,0.1,3100,TEN,0.0,0.0
0.0,Javorius,0.0,Bal@Cle 01:00PM ET,7395433,Allen,Javorius Allen,Javorius Allen (7395433),Javorius Allen,CLE,RB,0.0,5.6,4.94671291254,0.0,2.73458651101,,10.0,0.0,3100,BAL,0.0,0.0
5.8,Andrew,0.0,Bal@Cle 01:00PM ET,7395566,Hawkins,Andrew Hawkins,Andrew Hawkins (7395566),Andrew Hawkins,BAL,WR,7.72,6.3,8.18366411642,6.15,7.37545793866,,4.0,0.115384615385,3100,CLE,0.0,0.0
12.7,Adam,0.0,TB@Ari 04:05PM ET,7395597,Humphries,Adam Humphries,Adam Humphries (7395597),Adam Humphries,ARI,WR,5.8,1.3,10.308470068,4.66,3.86466952627,,3.0,0.161290322581,3100,TB,0.0,0.0
2.4,Denard,0.0,Jax@SD 04:25PM ET,7395456,Robinson,Denard Robinson,Denard Robinson (7395456),Denard Robinson,SD,RB,4.7,4.3,4.3,0.0,4.71706791668,,8.0,0.0,3100,JAX,0.0,0.0
12.5,Marqise,0.0,Jax@SD 04:25PM ET,7395605,Lee,Marqise Lee,Marqise Lee (7395605),Marqise Lee,SD,WR,5.3,3.2,4.46059821665,4.73,4.51403990527,,5.0,0.0769230769231,3100,JAX,0.0,0.0
1.7,Rashad,0.0,Jax@SD 04:25PM ET,7395606,Greene,Rashad Greene,Rashad Greene (7395606),Rashad Greene,SD,WR,5.2,5.1,5.1,4.22,5.3861588912,,6.0,0.0512820512821,3100,JAX,0.0,0.0
5.9,Jamize,0.0,Atl@Oak 04:25PM ET,7395466,Olawale,Jamize Olawale,Jamize Olawale (7395466),Jamize Olawale,ATL,RB,0.0,0.0,0.0,3.37,0.0,,10.0,0.0,3100,OAK,0.0,0.0
12.1,Kyle,1.0,GB@Min 08:30PM ET,7395740,Rudolph,Kyle Rudolph,Kyle Rudolph (7395740),Kyle Rudolph,GB,TE,8.9,7.6,8.41092691193,8.88,8.66738105488,,1.0,0.264705882353,3100,MIN,7.0,0.0
2.5,Mike,0.0,SF@Car 01:00PM ET,7395364,Tolbert,Mike Tolbert,Mike Tolbert (7395364),Mike Tolbert,SF,RB,3.66,4.2,4.2,4.17,4.08908963668,,6.0,0.03125,3000,CAR,0.0,0.0
18.1,Fozzy,0.0,SF@Car 01:00PM ET,7395367,Whittaker,Fozzy Whittaker,Fozzy Whittaker (7395367),Fozzy Whittaker,SF,RB,3.22,1.6,0.0,5.64,2.57443671751,,6.0,0.03125,3000,CAR,0.0,0.0
0.0,DuJuan,0.0,SF@Car 01:00PM ET,7395368,Harris,DuJuan Harris,DuJuan Harris (7395368),DuJuan Harris,CAR,RB,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,SF,0.0,0.0
2.0,Mike,0.0,SF@Car 01:00PM ET,7395370,Davis,Mike Davis,Mike Davis (7395370),Mike Davis,CAR,RB,0.0,1.4,1.4,0.0,0.683646627752,,9.0,0.0,3000,SF,0.0,0.0
0.0,Cameron,0.0,SF@Car 01:00PM ET,7395371,Artis-Payne,Cameron Artis-Payne,Cameron Artis-Payne (7395371),Cameron Artis-Payne,SF,RB,0.0,2.5,0.0,0.0,1.22079754956,,9.0,0.0,3000,CAR,0.0,0.0
5.9,Jeremy,0.0,SF@Car 01:00PM ET,7395490,Kerley,Jeremy Kerley,Jeremy Kerley (7395490),Jeremy Kerley,CAR,WR,11.1,8.1,1.61163586441,5.52,10.1366579029,,1.0,0.333333333333,3000,SF,0.0,0.0
0.0,Brenton,0.0,SF@Car 01:00PM ET,7395491,Bersin,Brenton Bersin,Brenton Bersin (7395491),Brenton Bersin,SF,WR,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,CAR,0.0,0.0
2.3,Rod,0.0,SF@Car 01:00PM ET,7395492,Streater,Rod Streater,Rod Streater (7395492),Rod Streater,CAR,WR,2.61,3.5,3.5,0.0,3.16255122961,,9.0,0.0,3000,SF,0.0,0.0
4.5,Corey,0.0,SF@Car 01:00PM ET,7395493,Brown,Corey Brown,Corey Brown (7395493),Corey Brown,SF,WR,0.0,3.6,3.6,0.0,1.75794847136,,4.0,0.0625,3000,CAR,0.0,0.0
0.0,Damiere,0.0,SF@Car 01:00PM ET,7395495,Byrd,Damiere Byrd,Damiere Byrd (7395495),Damiere Byrd,SF,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,CAR,0.0,0.0
0.0,Aaron,0.0,SF@Car 01:00PM ET,7395498,Burbridge,Aaron Burbridge,Aaron Burbridge (7395498),Aaron Burbridge,CAR,WR,0.0,1.4,1.4,0.0,0.683646627752,,9.0,0.0,3000,SF,0.0,0.0
14.5,Vance,0.0,SF@Car 01:00PM ET,7395648,McDonald,Vance McDonald,Vance McDonald (7395648),Vance McDonald,CAR,TE,5.29,6.4,4.07629985338,7.33,6.07109205353,,5.0,0.0769230769231,3000,SF,0.0,0.0
5.2,Lance,0.0,Dal@Was 01:00PM ET,7395373,Dunbar,Lance Dunbar,Lance Dunbar (7395373),Lance Dunbar,WAS,RB,8.1,0.0,0.0,3.8,4.51065929036,,5.0,0.0444444444444,3000,DAL,0.0,0.0
0.0,Rod,0.0,Dal@Was 01:00PM ET,7395375,Smith,Rod Smith,Rod Smith (7395375),Rod Smith,WAS,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,DAL,0.0,0.0
1.5,Keith,0.0,Dal@Was 01:00PM ET,7395376,Smith,Keith Smith,Keith Smith (7395376),Keith Smith,WAS,RB,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,DAL,0.0,0.0
0.0,Darius,0.0,Dal@Was 01:00PM ET,7395378,Jackson,Darius Jackson,Darius Jackson (7395378),Darius Jackson,WAS,RB,0.0,1.2,1.2,0.0,0.585982823787,,0.0,0.0,3000,DAL,0.0,0.0
0.0,Brice,0.0,Dal@Was 01:00PM ET,7395502,Butler,Brice Butler,Brice Butler (7395502),Brice Butler,WAS,WR,0.0,1.3,0.650713671493,3.14,0.63481472577,,5.0,0.0444444444444,3000,DAL,0.0,0.0
1.5,Ryan,0.0,Dal@Was 01:00PM ET,7395505,Grant,Ryan Grant,Ryan Grant (7395505),Ryan Grant,DAL,WR,0.0,0.0,0.0,0.0,0.0,,6.0,0.0238095238095,3000,WAS,0.0,0.0
6.7,Josh,0.0,Dal@Was 01:00PM ET,7395506,Doctson,Josh Doctson,Josh Doctson (7395506),Josh Doctson,DAL,WR,3.63,5.7,5.7,5.22,4.80486202089,,6.0,0.0238095238095,3000,WAS,0.0,0.0
0.0,Rashad,0.0,Dal@Was 01:00PM ET,7395507,Ross,Rashad Ross,Rashad Ross (7395507),Rashad Ross,DAL,WR,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,WAS,0.0,0.0
0.0,Lucky,0.0,Dal@Was 01:00PM ET,7395509,Whitehead,Lucky Whitehead,Lucky Whitehead (7395509),Lucky Whitehead,WAS,WR,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,DAL,0.0,0.0
0.0,Rex,0.0,Cin@Pit 01:00PM ET,7395382,Burkhead,Rex Burkhead,Rex Burkhead (7395382),Rex Burkhead,PIT,RB,0.0,1.7,1.7,0.0,0.830142333699,,7.0,0.0,3000,CIN,0.0,0.0
0.0,Roosevelt,0.0,Cin@Pit 01:00PM ET,7395385,Nix,Roosevelt Nix,Roosevelt Nix (7395385),Roosevelt Nix,CIN,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,PIT,0.0,0.0
0.6,Daryl,0.0,Cin@Pit 01:00PM ET,7395386,Richardson,Daryl Richardson,Daryl Richardson (7395386),Daryl Richardson,CIN,RB,0.0,2.7,2.7,0.0,1.31846135352,,0.0,0.0,3000,PIT,0.0,0.0
2.0,James,0.0,Cin@Pit 01:00PM ET,7395515,Wright,James Wright,James Wright (7395515),James Wright,PIT,WR,3.07,0.0,0.0,3.55,1.7095955582,,6.0,0.0333333333333,3000,CIN,0.0,0.0
3.0,Alex,0.0,Cin@Pit 01:00PM ET,7395518,Erickson,Alex Erickson,Alex Erickson (7395518),Alex Erickson,PIT,WR,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,3000,CIN,0.0,0.0
0.0,Cody,0.0,Cin@Pit 01:00PM ET,7395519,Core,Cody Core,Cody Core (7395519),Cody Core,PIT,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,CIN,0.0,0.0
3.0,John,0.0,NO@NYG 01:00PM ET,7395390,Kuhn,John Kuhn,John Kuhn (7395390),John Kuhn,NYG,RB,1.81,0.0,0.0,0.0,1.00793744636,,7.0,0.0238095238095,3000,NO,0.0,0.0
0.0,C.J.,0.0,NO@NYG 01:00PM ET,7395391,Spiller,C.J. Spiller,C.J. Spiller (7395391),C.J. Spiller,NYG,RB,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,3000,NO,0.0,0.0
3.7,Travaris,0.0,NO@NYG 01:00PM ET,7395392,Cadet,Travaris Cadet,Travaris Cadet (7395392),Travaris Cadet,NYG,RB,9.52,6.4,0.0,3.39,8.42665857183,,3.0,0.190476190476,3000,NO,0.0,0.0
0.0,Bobby,0.0,NO@NYG 01:00PM ET,7395394,Rainey,Bobby Rainey,Bobby Rainey (7395394),Bobby Rainey,NO,RB,0.0,0.0,0.563851882364,0.0,0.0,,8.0,0.0,3000,NYG,0.0,0.0
1.2,Orleans,0.0,NO@NYG 01:00PM ET,7395396,Darkwa,Orleans Darkwa,Orleans Darkwa (7395396),Orleans Darkwa,NO,RB,0.0,2.2,1.34855626965,0.0,1.07430184361,,8.0,0.0,3000,NYG,0.0,0.0
0.0,Marcus,0.0,NO@NYG 01:00PM ET,7395397,Murphy,Marcus Murphy,Marcus Murphy (7395397),Marcus Murphy,NYG,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,NO,0.0,0.0
0.0,Daniel,0.0,NO@NYG 01:00PM ET,7395398,Lasco,Daniel Lasco,Daniel Lasco (7395398),Daniel Lasco,NYG,RB,0.0,1.1,1.1,0.0,0.537150921805,,9.0,0.0,3000,NO,0.0,0.0
0.0,Tavarres,0.0,NO@NYG 01:00PM ET,7395523,King,Tavarres King,Tavarres King (7395523),Tavarres King,NO,WR,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,NYG,0.0,0.0
3.5,Brandon,0.0,NO@NYG 01:00PM ET,7395524,Coleman,Brandon Coleman,Brandon Coleman (7395524),Brandon Coleman,NYG,WR,0.0,1.2,1.25643035869,2.32,0.585982823787,,9.0,0.0,3000,NO,0.0,0.0
0.9,Tommylee,0.0,NO@NYG 01:00PM ET,7395528,Lewis,Tommylee Lewis,Tommylee Lewis (7395528),Tommylee Lewis,NYG,WR,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,NO,0.0,0.0
0.0,Roger,0.0,NO@NYG 01:00PM ET,7395531,Lewis,Roger Lewis,Roger Lewis (7395531),Roger Lewis,NO,WR,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,NYG,0.0,0.0
0.0,James,0.0,Mia@NE 01:00PM ET,7395401,Develin,James Develin,James Develin (7395401),James Develin,MIA,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,NE,0.0,0.0
0.0,Isaiah,0.0,Mia@NE 01:00PM ET,7395402,Pead,Isaiah Pead,Isaiah Pead (7395402),Isaiah Pead,NE,RB,2.64,0.0,0.0,0.0,1.47014080575,,7.0,0.0,3000,MIA,0.0,0.0
0.0,Brandon,0.0,Mia@NE 01:00PM ET,7395404,Bolden,Brandon Bolden,Brandon Bolden (7395404),Brandon Bolden,MIA,RB,0.0,2.3,2.3,0.0,1.12313374559,,8.0,0.0,3000,NE,0.0,0.0
1.9,D.J.,0.0,Mia@NE 01:00PM ET,7395407,Foster,D.J. Foster,D.J. Foster (7395407),D.J. Foster,MIA,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,NE,0.0,0.0
0.0,Damien,0.0,Mia@NE 01:00PM ET,7395408,Williams,Damien Williams,Damien Williams (7395408),Damien Williams,NE,RB,3.77,2.6,4.07784660773,6.53,3.36903507187,,5.0,0.0740740740741,3000,MIA,0.0,0.0
9.8,Kenyan,0.0,Mia@NE 01:00PM ET,7395409,Drake,Kenyan Drake,Kenyan Drake (7395409),Kenyan Drake,NE,RB,0.0,1.8,2.78241601186,2.21,0.878974235681,,7.0,0.0,3000,MIA,0.0,0.0
0.0,Matthew,0.0,Mia@NE 01:00PM ET,7395532,Slater,Matthew Slater,Matthew Slater (7395532),Matthew Slater,MIA,WR,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,NE,0.0,0.0
0.0,Justin,0.0,Mia@NE 01:00PM ET,7395535,Hunter,Justin Hunter,Justin Hunter (7395535),Justin Hunter,NE,WR,0.0,1.1,1.1,0.0,0.537150921805,,9.0,0.0,3000,MIA,0.0,0.0
0.0,Jakeem,0.0,Mia@NE 01:00PM ET,7395540,Grant,Jakeem Grant,Jakeem Grant (7395540),Jakeem Grant,NE,WR,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,3000,MIA,0.0,0.0
2.5,Malcolm,0.0,Mia@NE 01:00PM ET,7395541,Mitchell,Malcolm Mitchell,Malcolm Mitchell (7395541),Malcolm Mitchell,MIA,WR,6.82,3.1,4.04400237071,3.45,5.31165270963,,3.0,0.138888888889,3000,NE,0.0,0.0
0.0,Anthony,0.0,KC@Hou 01:00PM ET,7395411,Sherman,Anthony Sherman,Anthony Sherman (7395411),Anthony Sherman,HOU,RB,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,3000,KC,0.0,0.0
3.1,Jonathan,0.0,KC@Hou 01:00PM ET,7395412,Grimes,Jonathan Grimes,Jonathan Grimes (7395412),Jonathan Grimes,KC,RB,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,HOU,0.0,0.0
0.0,Knile,0.0,KC@Hou 01:00PM ET,7395413,Davis,Knile Davis,Knile Davis (7395413),Knile Davis,HOU,RB,0.0,1.4,1.4,0.0,0.683646627752,,11.0,0.0,3000,KC,0.0,0.0
0.0,Jay,0.0,KC@Hou 01:00PM ET,7395417,Prosch,Jay Prosch,Jay Prosch (7395417),Jay Prosch,KC,RB,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,HOU,0.0,0.0
0.0,Tyler,0.0,KC@Hou 01:00PM ET,7395418,Ervin,Tyler Ervin,Tyler Ervin (7395418),Tyler Ervin,KC,RB,0.0,4.2,4.2,3.12,2.05093988326,,6.0,0.0571428571429,3000,HOU,0.0,0.0
0.0,Keith,0.0,KC@Hou 01:00PM ET,7395545,Mumphery,Keith Mumphery,Keith Mumphery (7395545),Keith Mumphery,KC,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,HOU,0.0,0.0
1.1,Braxton,0.0,KC@Hou 01:00PM ET,7395548,Miller,Braxton Miller,Braxton Miller (7395548),Braxton Miller,KC,WR,5.89,4.8,4.6976855535,6.58,5.62390453221,,4.0,0.0857142857143,3000,HOU,0.0,0.0
0.0,De'Anthony,0.0,KC@Hou 01:00PM ET,7395549,Thomas,De'Anthony Thomas,De'Anthony Thomas (7395549),DeAnthony Thomas,HOU,WR,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,3000,KC,0.0,0.0
0.0,Demarcus,0.0,KC@Hou 01:00PM ET,7395550,Robinson,Demarcus Robinson,Demarcus Robinson (7395550),Demarcus Robinson,HOU,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,KC,0.0,0.0
2.7,Tyreek,0.0,KC@Hou 01:00PM ET,7395553,Hill,Tyreek Hill,Tyreek Hill (7395553),Tyreek Hill,HOU,WR,2.87,0.0,0.0,0.0,1.59822125473,,8.0,0.0222222222222,3000,KC,0.0,0.0
0.0,Jalston,0.0,Ten@Det 01:00PM ET,7395422,Fowler,Jalston Fowler,Jalston Fowler (7395422),Jalston Fowler,DET,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,TEN,0.0,0.0
0.0,Michael,0.0,Ten@Det 01:00PM ET,7395423,Burton,Michael Burton,Michael Burton (7395423),Michael Burton,TEN,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,DET,0.0,0.0
0.0,Antonio,0.0,Ten@Det 01:00PM ET,7395424,Andrews,Antonio Andrews,Antonio Andrews (7395424),Antonio Andrews,DET,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,TEN,0.0,0.0
0.0,Zach,0.0,Ten@Det 01:00PM ET,7395425,Zenner,Zach Zenner,Zach Zenner (7395425),Zach Zenner,TEN,RB,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,DET,0.0,0.0
3.1,Dwayne,0.0,Ten@Det 01:00PM ET,7395427,Washington,Dwayne Washington,Dwayne Washington (7395427),Dwayne Washington,TEN,RB,0.0,2.8,0.0,3.4,1.3672932555,,9.0,0.0,3000,DET,0.0,0.0
0.0,Marc,0.0,Ten@Det 01:00PM ET,7395557,Mariani,Marc Mariani,Marc Mariani (7395557),Marc Mariani,DET,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,TEN,0.0,0.0
0.0,Andre,0.0,Ten@Det 01:00PM ET,7395558,Roberts,Andre Roberts,Andre Roberts (7395558),Andre Roberts,TEN,WR,3.61,3.4,3.4,0.0,3.67059084495,,7.0,0.0263157894737,3000,DET,0.0,0.0
0.0,Kendall,0.0,Ten@Det 01:00PM ET,7395560,Wright,Kendall Wright,Kendall Wright (7395560),Kendall Wright,DET,WR,0.0,0.0,0.0,7.32,0.0,,8.0,0.0,3000,TEN,0.0,0.0
1.8,Kyle,0.0,Bal@Cle 01:00PM ET,7395430,Juszczyk,Kyle Juszczyk,Kyle Juszczyk (7395430),Kyle Juszczyk,CLE,RB,0.0,2.2,2.2,3.81,1.07430184361,,4.0,0.0967741935484,3000,BAL,0.0,0.0
0.0,Malcolm,0.0,Bal@Cle 01:00PM ET,7395431,Johnson,Malcolm Johnson,Malcolm Johnson (7395431),Malcolm Johnson,BAL,RB,0.0,0.0,0.0,0.0,0.0,,5.0,0.0769230769231,3000,CLE,0.0,0.0
0.0,George,0.0,Bal@Cle 01:00PM ET,7395435,Atkinson III,George Atkinson III,George Atkinson III (7395435),George Atkinson III,BAL,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,CLE,0.0,0.0
0.0,Kenneth,0.0,Bal@Cle 01:00PM ET,7395437,Dixon,Kenneth Dixon,Kenneth Dixon (7395437),Kenneth Dixon,CLE,RB,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,BAL,0.0,0.0
0.0,Devin,0.0,Bal@Cle 01:00PM ET,7395565,Hester,Devin Hester,Devin Hester (7395565),Devin Hester,CLE,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,BAL,0.0,0.0
1.9,Chris,0.0,Bal@Cle 01:00PM ET,7395570,Moore,Chris Moore,Chris Moore (7395570),Chris Moore,CLE,WR,0.0,1.1,1.1,0.0,0.537150921805,,6.0,0.0645161290323,3000,BAL,0.0,0.0
0.0,Jordan,0.0,Bal@Cle 01:00PM ET,7395572,Payton,Jordan Payton,Jordan Payton (7395572),Jordan Payton,BAL,WR,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,CLE,0.0,0.0
0.0,Ricardo,0.0,Bal@Cle 01:00PM ET,7395573,Louis,Ricardo Louis,Ricardo Louis (7395573),Ricardo Louis,BAL,WR,0.0,0.0,1.14733314346,0.0,0.0,,8.0,0.0,3000,CLE,0.0,0.0
0.0,Rashard,0.0,Bal@Cle 01:00PM ET,7395575,Higgins,Rashard Higgins,Rashard Higgins (7395575),Rashard Higgins,BAL,WR,0.0,3.3,3.3,0.0,1.61145276541,,8.0,0.0,3000,CLE,0.0,0.0
0.0,Chase,0.0,Sea@LA 04:05PM ET,7395438,Reynolds,Chase Reynolds,Chase Reynolds (7395438),Chase Reynolds,SEA,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,LA,0.0,0.0
0.0,Malcolm,0.0,Sea@LA 04:05PM ET,7395441,Brown,Malcolm Brown,Malcolm Brown (7395441),Malcolm Brown,SEA,RB,0.0,1.6,1.6,0.0,0.781310431716,,7.0,0.0294117647059,3000,LA,0.0,0.0
0.0,Tani,0.0,Sea@LA 04:05PM ET,7395443,Tupou,Tani Tupou,Tani Tupou (7395443),Tani Tupou,LA,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,SEA,0.0,0.0
0.0,Alex,0.0,Sea@LA 04:05PM ET,7395446,Collins,Alex Collins,Alex Collins (7395446),Alex Collins,LA,RB,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,SEA,0.0,0.0
6.5,Paul,0.0,Sea@LA 04:05PM ET,7395581,Richardson,Paul Richardson,Paul Richardson (7395581),Paul Richardson,LA,WR,3.7,2.0,0.256817759629,2.68,3.03706265376,,5.0,0.0697674418605,3000,SEA,0.0,0.0
0.0,Tanner,0.0,Sea@LA 04:05PM ET,7395582,McEvoy,Tanner McEvoy,Tanner McEvoy (7395582),Tanner McEvoy,LA,WR,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,3000,SEA,0.0,0.0
0.0,Bradley,0.0,Sea@LA 04:05PM ET,7395584,Marquez,Bradley Marquez,Bradley Marquez (7395584),Bradley Marquez,SEA,WR,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,3000,LA,0.0,0.0
0.0,Nelson,0.0,Sea@LA 04:05PM ET,7395585,Spruce,Nelson Spruce,Nelson Spruce (7395585),Nelson Spruce,SEA,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,LA,0.0,0.0
0.0,Mike,0.0,Sea@LA 04:05PM ET,7395587,Thomas,Mike Thomas,Mike Thomas (7395587),Mike Thomas,SEA,WR,0.0,2.0,2.0,0.0,0.976638039645,,9.0,0.0,3000,LA,0.0,0.0
0.0,Stepfan,0.0,TB@Ari 04:05PM ET,7395450,Taylor,Stepfan Taylor,Stepfan Taylor (7395450),Stepfan Taylor,TB,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,ARI,0.0,0.0
0.0,Peyton,0.0,TB@Ari 04:05PM ET,7395453,Barber,Peyton Barber,Peyton Barber (7395453),Peyton Barber,ARI,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,TB,0.0,0.0
3.6,Russell,0.0,TB@Ari 04:05PM ET,7395593,Shepard,Russell Shepard,Russell Shepard (7395593),Russell Shepard,ARI,WR,1.53,0.0,0.0,0.0,0.852013421513,,8.0,0.0,3000,TB,0.0,0.0
0.0,J.J.,0.0,TB@Ari 04:05PM ET,7395594,Nelson,J.J. Nelson,J.J. Nelson (7395594),J.J. Nelson,TB,WR,0.0,0.0,0.0,0.0,0.0,,6.0,0.0512820512821,3000,ARI,0.0,0.0
0.0,Cecil,0.0,TB@Ari 04:05PM ET,7395595,Shorts III,Cecil Shorts III,Cecil Shorts III (7395595),Cecil Shorts III,ARI,WR,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,TB,0.0,0.0
0.0,Andre,0.0,Jax@SD 04:25PM ET,7395457,Williams,Andre Williams,Andre Williams (7395457),Andre Williams,JAX,RB,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3000,SD,0.0,0.0
8.5,Corey,0.0,Jax@SD 04:25PM ET,7395458,Grant,Corey Grant,Corey Grant (7395458),Corey Grant,SD,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,JAX,0.0,0.0
0.0,Derek,0.0,Jax@SD 04:25PM ET,7395460,Watt,Derek Watt,Derek Watt (7395460),Derek Watt,JAX,RB,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,3000,SD,0.0,0.0
