"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,936432133,"Daddy545427 (2/2)",0,327.75,"SF LeBron James F Kevin Love PG Kris Dunn SG Justin Holiday G Ricky Rubio PF Willie Cauley-Stein C Robin Lopez UTIL Alex Len",NA,"Tim Frazier","PG","49.30%",9.25
2,936457248,"Toastjones21",0,326.5,"SG Jimmy Butler PF Kevin Love G Eric Bledsoe SF Otto Porter UTIL Derrick Favors F Justin Holiday PG Ricky Rubio C Marcin Gortat",NA,"Bradley Beal","G","49.14%",21
3,936510157,"bigdavetrucking",0,324.5,"UTIL Bradley Beal PF Kevin Love SG Eric Bledsoe C Derrick Favors SF Dion Waiters PG Kris Dunn G Justin Holiday F J.R. Smith",NA,"Willie Cauley-Stein","PF","39.73%",23.5
4,935771748,"EmileHeskey (129/150)",0,321,"SG Jimmy Butler F Kevin Love PF Lauri Markkanen UTIL Eric Bledsoe G Kris Dunn SF Justin Holiday PG Dwyane Wade C Marcin Gortat",NA,"Nikola Jokic","C","38.57%",27
5,936279216,"srn828 (49/150)",0,317.5,"SF Giannis Antetokounmpo C Kevin Love F Derrick Favors SG Dion Waiters PF Taj Gibson G Justin Holiday UTIL Joe Ingles PG Frank Mason III",NA,"Denzel Valentine","F","38.32%",24.5
6,935992255,"smac3470 (2/4)",0,316.5,"SG Jimmy Butler C Kevin Love PG Eric Bledsoe F Derrick Favors SF Justin Holiday G Ricky Rubio PF Willie Cauley-Stein UTIL Marcin Gortat",NA,"Eric Bledsoe","UTIL","33.22%",42.25
7,935827380,"aidanxxx (1/2)",0,316,"SG Devin Booker UTIL Jimmy Butler PF Lauri Markkanen C Derrick Favors PG Kris Dunn SF Justin Holiday F Willie Cauley-Stein G Mike James",NA,"Otto Porter","SF","30.63%",33.5
8,936034259,"Horseplayer",0,315.75,"G Devin Booker PF Kevin Love F Lauri Markkanen SG Eric Bledsoe C Derrick Favors UTIL Justin Holiday SF Joe Ingles PG Mike James",NA,"Giannis Antetokounmpo","F","30.14%",57.25
8,936353624,"zombobo",0,315.75,"SG Jimmy Butler PF Kevin Love PG Eric Bledsoe G Donovan Mitchell C Derrick Favors F Dion Waiters UTIL Dwyane Wade SF Kelly Oubre Jr.",NA,"Markieff Morris","PF","29.01%",7
10,935771763,"EmileHeskey (144/150)",0,315,"C Karl-Anthony Towns PF Kevin Love G Eric Bledsoe PG Kris Dunn F Taj Gibson SG Justin Holiday UTIL Robin Lopez SF Joe Ingles",NA,"LeBron James","SF","25.55%",58
10,936359006,"btwice80 (27/40)",0,315,"SG Devin Booker G Jimmy Butler PF T.J. Warren PG Kris Dunn SF Denzel Valentine F Justin Holiday UTIL Bobby Portis C Alex Len",NA,"Kevin Love","PF","24.85%",56.75
12,935771677,"EmileHeskey (58/150)",0,312.25,"C Karl-Anthony Towns SG Jimmy Butler PF Kevin Love G Eric Bledsoe PG Kris Dunn SF Justin Holiday UTIL George Hill F Tony Snell",NA,"Joe Ingles","G","23.88%",18
13,936101542,"cheddabisque (82/150)",0,311.5,"PF Giannis Antetokounmpo SG Jimmy Butler UTIL Kevin Love PG Eric Bledsoe SF Justin Holiday C Marcin Gortat F Kenneth Faried G Frank Mason III",NA,"Karl-Anthony Towns","C","22.46%",43.75
14,936359004,"btwice80 (25/40)",0,308.75,"SG Devin Booker PF T.J. Warren G Eric Bledsoe PG Kris Dunn UTIL Taj Gibson SF Denzel Valentine F Justin Holiday C Marcin Gortat",NA,"Kenneth Faried","PF","21.89%",20
15,935771660,"EmileHeskey (41/150)",0,307.75,"C Karl-Anthony Towns SG Jimmy Butler PF Kevin Love PG Eric Bledsoe SF Justin Holiday G Gary Harris UTIL Robin Lopez F Kenneth Faried",NA,"Gary Harris","SG","21.55%",26.25
16,936453506,"underjones (145/150)",0,307,"UTIL Karl-Anthony Towns C Kevin Love F Lauri Markkanen G Kris Dunn SF Justin Holiday PG Dwyane Wade PF Willie Cauley-Stein SG Malcolm Brogdon",NA,"Will Barton","G","21.19%",14.5
17,936281049,"high_v (6/6)",0,306.75,"SF Giannis Antetokounmpo UTIL Kevin Love PG Eric Bledsoe PF Otto Porter G Justin Holiday C Willie Cauley-Stein SG J.R. Smith F Kenneth Faried",NA,"Jimmy Butler","SG","19.86%",45.25
18,936129026,"Kobe4MVP (70/150)",0,306,"SF Giannis Antetokounmpo F Kevin Love PG Eric Bledsoe UTIL Justin Holiday G Ricky Rubio SG Gary Harris C Robin Lopez PF Kenneth Faried",NA,"Marcin Gortat","C","19.80%",19.25
19,936001024,"jzieg2313",0,305.75,"SG Devin Booker UTIL Bradley Beal PF Kevin Love C Derrick Favors G Denzel Valentine SF Justin Holiday PG Ricky Rubio F Kenneth Faried",NA,"Ricky Rubio","PG","17.77%",30
20,936359005,"btwice80 (26/40)",0,305.25,"SG Devin Booker PF T.J. Warren G Eric Bledsoe PG Kris Dunn UTIL James Johnson SF Denzel Valentine F Justin Holiday C John Henson",NA,"Justin Holiday","G","17.76%",49.25
21,936129069,"Kobe4MVP (113/150)",0,305,"C Karl-Anthony Towns SF T.J. Warren PF Kevin Love SG Eric Bledsoe G Justin Holiday PG Ricky Rubio UTIL Robin Lopez F Kenneth Faried",NA,"Donovan Mitchell","PG","16.53%",26.75
