"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"RB","Jeremy Langford (0000000)","Jeremy Langford",0,4700,"Chi@Hou 00:00PM ET","Chi","Jeremy","Langford","Hou",11.37,9.9
"RB","Justin Forsett (0000000)","Justin Forsett",0,4600,"Buf@Bal 00:00PM ET","Bal","Justin","Forsett","Buf",12.47,8.5
"WR","Marvin Jones (0000000)","Marvin Jones",0,4600,"Det@Ind 00:00PM ET","Det","Marvin","Jones","Ind",13.25,13.2
"WR","Robert Woods (0000000)","Robert Woods",0,4600,"Buf@Bal 00:00PM ET","Buf","Robert","Woods","Bal",10.44,8
"RB","Jerick McKinnon (0000000)","Jerick McKinnon",0,4600,"Min@Ten 00:00PM ET","Min","Jerick","McKinnon","Ten",5.03,7.4
"RB","Melvin Gordon (0000000)","Melvin Gordon",0,4600,"SD@KC 00:00PM ET","SD","Melvin","Gordon","KC",10.54,10.4
"RB","Jeremy Hill (0000000)","Jeremy Hill",0,4600,"Cin@NYJ 00:00PM ET","Cin","Jeremy","Hill","NYJ",9.63,8
"WR","Phillip Dorsett (0000000)","Phillip Dorsett",0,4500,"Det@Ind 00:00PM ET","Ind","Phillip","Dorsett","Det",10.9,11
"WR","Anquan Boldin (0000000)","Anquan Boldin",0,4500,"Det@Ind 00:00PM ET","Det","Anquan","Boldin","Ind",10.93,7.7
"TE","Delanie Walker (0000000)","Delanie Walker",0,4500,"Min@Ten 00:00PM ET","Ten","Delanie","Walker","Min",13.8,12
"WR","Laquon Treadwell (0000000)","Laquon Treadwell",0,4500,"Min@Ten 00:00PM ET","Min","Laquon","Treadwell","Ten",6.78,10.9
"WR","Vincent Jackson (0000000)","Vincent Jackson",0,4400,"TB@Atl 00:00PM ET","TB","Vincent","Jackson","Atl",12.38,12.5
"WR","Pierre Garcon (0000000)","Pierre Garcon",0,4400,"Pit@Was 00:00PM ET","Was","Pierre","Garcon","Pit",11.6,12.7
"RB","Spencer Ware (0000000)","Spencer Ware",0,4400,"SD@KC 00:00PM ET","KC","Spencer","Ware","SD",16.67,13.1
"RB","Charles Sims (0000000)","Charles Sims",0,4400,"TB@Atl 00:00PM ET","TB","Charles","Sims","Atl",10.45,10.4
"RB","Rob Kelley (0000000)","Rob Kelley",0,4300,"Pit@Was 00:00PM ET","Was","Rob","Kelley","Pit",0,3.6
"RB","Bilal Powell (0000000)","Bilal Powell",0,4300,"Cin@NYJ 00:00PM ET","NYJ","Bilal","Powell","Cin",10.02,7.6
"TE","Zach Ertz (0000000)","Zach Ertz",0,4300,"Cle@Phi 00:00PM ET","Phi","Zach","Ertz","Cle",14.12,12.4
"WR","Davante Adams (0000000)","Davante Adams",0,4300,"GB@Jax 00:00PM ET","GB","Davante","Adams","Jax",7.32,8.4
"RB","Tim Hightower (0000000)","Tim Hightower",0,4300,"Oak@NO 00:00PM ET","NO","Tim","Hightower","Oak",4.92,3.9
"RB","Chris Ivory (0000000)","Chris Ivory",0,4300,"GB@Jax 00:00PM ET","Jax","Chris","Ivory","GB",0,8.7
"WR","Danny Amendola (0000000)","Danny Amendola",0,4200,"NE@Ari 00:00PM ET","NE","Danny","Amendola","Ari",7.35,4.3
"WR","Mike Wallace (0000000)","Mike Wallace",0,4200,"Buf@Bal 00:00PM ET","Bal","Mike","Wallace","Buf",11.63,7.3
"RB","Jay Ajayi (0000000)","Jay Ajayi",0,4200,"Mia@Sea 00:00PM ET","Mia","Jay","Ajayi","Sea",0,0
"RB","Isaiah Crowell (0000000)","Isaiah Crowell",0,4200,"Cle@Phi 00:00PM ET","Cle","Isaiah","Crowell","Phi",8.57,9.1
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,4200,"TB@Atl 00:00PM ET","Atl","Tevin","Coleman","TB",6.8,6.4
"TE","Antonio Gates (0000000)","Antonio Gates",0,4200,"SD@KC 00:00PM ET","SD","Antonio","Gates","KC",11.85,10.2
"RB","Darren McFadden (0000000)","Darren McFadden",0,4200,"NYG@Dal 00:00PM ET","Dal","Darren","McFadden","NYG",0,0
"WR","Eli Rogers (0000000)","Eli Rogers",0,4200,"Pit@Was 00:00PM ET","Pit","Eli","Rogers","Was",8.73,9.9
"RB","Darren Sproles (0000000)","Darren Sproles",0,4200,"Cle@Phi 00:00PM ET","Phi","Darren","Sproles","Cle",10.5,9.8
"RB","Terrance West (0000000)","Terrance West",0,4100,"Buf@Bal 00:00PM ET","Bal","Terrance","West","Buf",6.36,8.3
"TE","Jason Witten (0000000)","Jason Witten",0,4100,"NYG@Dal 00:00PM ET","Dal","Jason","Witten","NYG",12.15,11.1
"RB","Andre Ellington (0000000)","Andre Ellington",0,4100,"NE@Ari 00:00PM ET","Ari","Andre","Ellington","NE",5.16,3.5
"WR","Ted Ginn (0000000)","Ted Ginn",0,4100,"Car@Den 00:00PM ET","Car","Ted","Ginn","Den",7.85,7.2
"WR","Travis Benjamin (0000000)","Travis Benjamin",0,4100,"SD@KC 00:00PM ET","SD","Travis","Benjamin","KC",10.28,10.5
"RB","T.J. Yeldon (0000000)","T.J. Yeldon",0,4100,"GB@Jax 00:00PM ET","Jax","T.J.","Yeldon","GB",13.57,10.3
"RB","Derrick Henry (0000000)","Derrick Henry",0,4000,"Min@Ten 00:00PM ET","Ten","Derrick","Henry","Min",6.69,8.1
"WR","Michael Thomas (0000000)","Michael Thomas",0,4000,"Oak@NO 00:00PM ET","NO","Michael","Thomas","Oak",7.31,10.5
"WR","Quinton Patton (0000000)","Quinton Patton",0,4000,"LA@SF 00:00PM ET","SF","Quinton","Patton","LA",9.97,7.4
"RB","Chris Thompson (0000000)","Chris Thompson",0,4000,"Pit@Was 00:00PM ET","Was","Chris","Thompson","Pit",6.53,6.4
"RB","Theo Riddick (0000000)","Theo Riddick",0,4000,"Det@Ind 00:00PM ET","Det","Theo","Riddick","Ind",11.1,11.4
"WR","Victor Cruz (0000000)","Victor Cruz",0,4000,"NYG@Dal 00:00PM ET","NYG","Victor","Cruz","Dal",7.73,6.5
"WR","Kenny Britt (0000000)","Kenny Britt",0,3900,"LA@SF 00:00PM ET","LA","Kenny","Britt","SF",8.1,10.5
"WR","Andre Johnson (0000000)","Andre Johnson",0,3900,"Min@Ten 00:00PM ET","Ten","Andre","Johnson","Min",4.42,3.9
"WR","Brandon LaFell (0000000)","Brandon LaFell",0,3900,"Cin@NYJ 00:00PM ET","Cin","Brandon","LaFell","NYJ",9.82,6.7
"TE","Eric Ebron (0000000)","Eric Ebron",0,3900,"Det@Ind 00:00PM ET","Det","Eric","Ebron","Ind",9.86,11.4
"RB","C.J. Prosise (0000000)","C.J. Prosise",0,3900,"Mia@Sea 00:00PM ET","Sea","C.J.","Prosise","Mia",4.7,4.3
"RB","Alfred Morris (0000000)","Alfred Morris",0,3800,"NYG@Dal 00:00PM ET","Dal","Alfred","Morris","NYG",3.01,4.1
"TE","Julius Thomas (0000000)","Julius Thomas",0,3800,"GB@Jax 00:00PM ET","Jax","Julius","Thomas","GB",10.5,10.2
"WR","Jaelen Strong (0000000)","Jaelen Strong",0,3800,"Chi@Hou 00:00PM ET","Hou","Jaelen","Strong","Chi",3.91,4.6
"WR","Quincy Enunwa (0000000)","Quincy Enunwa",0,3800,"Cin@NYJ 00:00PM ET","NYJ","Quincy","Enunwa","Cin",4.82,3.1
"RB","Mike Gillislee (0000000)","Mike Gillislee",0,3800,"Buf@Bal 00:00PM ET","Buf","Mike","Gillislee","Bal",4.73,1.7
"RB","Shane Vereen (0000000)","Shane Vereen",0,3800,"NYG@Dal 00:00PM ET","NYG","Shane","Vereen","Dal",9.89,9.3
"WR","Seth Roberts (0000000)","Seth Roberts",0,3800,"Oak@NO 00:00PM ET","Oak","Seth","Roberts","NO",7.56,6.8
"TE","Jimmy Graham (0000000)","Jimmy Graham",0,3800,"Mia@Sea 00:00PM ET","Sea","Jimmy","Graham","Mia",9.94,8.9
"WR","Andrew Hawkins (0000000)","Andrew Hawkins",0,3800,"Cle@Phi 00:00PM ET","Cle","Andrew","Hawkins","Phi",4.83,4.1
"WR","Jamison Crowder (0000000)","Jamison Crowder",0,3800,"Pit@Was 00:00PM ET","Was","Jamison","Crowder","Pit",7.73,11.6
"WR","Chris Conley (0000000)","Chris Conley",0,3700,"SD@KC 00:00PM ET","KC","Chris","Conley","SD",6.21,6.1
"RB","DeAndre Washington (0000000)","DeAndre Washington",0,3700,"Oak@NO 00:00PM ET","Oak","DeAndre","Washington","NO",4.32,5.4
"WR","Breshad Perriman (0000000)","Breshad Perriman",0,3700,"Buf@Bal 00:00PM ET","Bal","Breshad","Perriman","Buf",4.92,6.4
"WR","Will Fuller (0000000)","Will Fuller",0,3700,"Chi@Hou 00:00PM ET","Hou","Will","Fuller","Chi",10.52,10.7
"RB","Jordan Howard (0000000)","Jordan Howard",0,3700,"Chi@Hou 00:00PM ET","Chi","Jordan","Howard","Hou",4.61,6
"WR","Jeff Janis (0000000)","Jeff Janis",0,3700,"GB@Jax 00:00PM ET","GB","Jeff","Janis","Jax",0,0
"RB","Christine Michael (0000000)","Christine Michael",0,3700,"Mia@Sea 00:00PM ET","Sea","Christine","Michael","Mia",12.44,11.5
"TE","Zach Miller (0000000)","Zach Miller",0,3700,"Chi@Hou 00:00PM ET","Chi","Zach","Miller","Hou",10.2,9.3
"RB","Chris Johnson (0000000)","Chris Johnson",0,3700,"NE@Ari 00:00PM ET","Ari","Chris","Johnson","NE",3.52,2.9
"RB","Shaun Draughn (0000000)","Shaun Draughn",0,3700,"LA@SF 00:00PM ET","SF","Shaun","Draughn","LA",5.25,6.1
"RB","Benny Cunningham (0000000)","Benny Cunningham",0,3700,"LA@SF 00:00PM ET","LA","Benny","Cunningham","SF",4.98,5.4
"WR","Sammie Coates (0000000)","Sammie Coates",0,3700,"Pit@Was 00:00PM ET","Pit","Sammie","Coates","Was",11.01,12.1
"RB","LeGarrette Blount (0000000)","LeGarrette Blount",0,3700,"NE@Ari 00:00PM ET","NE","LeGarrette","Blount","Ari",8.95,11.5
"WR","Marquess Wilson (0000000)","Marquess Wilson",0,3700,"Chi@Hou 00:00PM ET","Chi","Marquess","Wilson","Hou",0,1.9
"RB","Javorius Allen (0000000)","Javorius Allen",0,3600,"Buf@Bal 00:00PM ET","Bal","Javorius","Allen","Buf",0,5.1
"WR","Tyler Boyd (0000000)","Tyler Boyd",0,3600,"Cin@NYJ 00:00PM ET","Cin","Tyler","Boyd","NYJ",8.39,8.6
"WR","Dwayne Harris (0000000)","Dwayne Harris",0,3600,"NYG@Dal 00:00PM ET","NYG","Dwayne","Harris","Dal",2.65,2.2
"WR","Pharoh Cooper (0000000)","Pharoh Cooper",0,3600,"LA@SF 00:00PM ET","LA","Pharoh","Cooper","SF",0,0
"WR","Darrius Heyward-Bey (0000000)","Darrius Heyward-Bey",0,3600,"Pit@Was 00:00PM ET","Pit","Darrius","Heyward-Bey","Was",3.11,2.9
"RB","C.J. Spiller (0000000)","C.J. Spiller",0,3600,"Oak@NO 00:00PM ET","NO","C.J.","Spiller","Oak",0,6.9
"RB","Alfred Blue (0000000)","Alfred Blue",0,3600,"Chi@Hou 00:00PM ET","Hou","Alfred","Blue","Chi",4.43,3.1
"RB","James White (0000000)","James White",0,3600,"NE@Ari 00:00PM ET","NE","James","White","Ari",12.44,11.8
"WR","Albert Wilson (0000000)","Albert Wilson",0,3600,"SD@KC 00:00PM ET","KC","Albert","Wilson","SD",7.29,5.4
"WR","Chris Hogan (0000000)","Chris Hogan",0,3600,"NE@Ari 00:00PM ET","NE","Chris","Hogan","Ari",7.88,7.9
"WR","Ty Montgomery (0000000)","Ty Montgomery",0,3600,"GB@Jax 00:00PM ET","GB","Ty","Montgomery","Jax",0,2.4
"WR","Jermaine Kearse (0000000)","Jermaine Kearse",0,3500,"Mia@Sea 00:00PM ET","Sea","Jermaine","Kearse","Mia",7.84,7.5
"WR","Brian Quick (0000000)","Brian Quick",0,3500,"LA@SF 00:00PM ET","LA","Brian","Quick","SF",4.43,4.5
"RB","Reggie Bush (0000000)","Reggie Bush",0,3500,"Buf@Bal 00:00PM ET","Buf","Reggie","Bush","Bal",4.57,4.5
"WR","James Jones (0000000)","James Jones",0,3500,"SD@KC 00:00PM ET","SD","James","Jones","KC",0,0
"TE","Ben Watson (0000000)","Ben Watson",0,3500,"Buf@Bal 00:00PM ET","Bal","Ben","Watson","Buf",0,0
"RB","Fitzgerald Toussaint (0000000)","Fitzgerald Toussaint",0,3500,"Pit@Was 00:00PM ET","Pit","Fitzgerald","Toussaint","Was",3.42,4
"RB","Ka'Deem Carey (0000000)","Ka'Deem Carey",0,3500,"Chi@Hou 00:00PM ET","Chi","Ka'Deem","Carey","Hou",4.37,4.4
"WR","Rashad Greene (0000000)","Rashad Greene",0,3500,"GB@Jax 00:00PM ET","Jax","Rashad","Greene","GB",4.19,4.8
"RB","Josh Ferguson (0000000)","Josh Ferguson",0,3500,"Det@Ind 00:00PM ET","Ind","Josh","Ferguson","Det",0,3.6
"RB","Terrell Watson (0000000)","Terrell Watson",0,3500,"Cle@Phi 00:00PM ET","Cle","Terrell","Watson","Phi",0,0
"WR","Nelson Agholor (0000000)","Nelson Agholor",0,3500,"Cle@Phi 00:00PM ET","Phi","Nelson","Agholor","Cle",7.36,8.4
"RB","Charcandrick West (0000000)","Charcandrick West",0,3500,"SD@KC 00:00PM ET","KC","Charcandrick","West","SD",6.32,10
"RB","Kenneth Dixon (0000000)","Kenneth Dixon",0,3400,"Buf@Bal 00:00PM ET","Bal","Kenneth","Dixon","Buf",0,0
"WR","Kenny Bell (0000000)","Kenny Bell",0,3400,"TB@Atl 00:00PM ET","TB","Kenny","Bell","Atl",0,0
"TE","Jesse James (0000000)","Jesse James",0,3400,"Pit@Was 00:00PM ET","Pit","Jesse","James","Was",10.64,7.6
"WR","Kendall Wright (0000000)","Kendall Wright",0,3400,"Min@Ten 00:00PM ET","Ten","Kendall","Wright","Min",0,0
"TE","Charles Clay (0000000)","Charles Clay",0,3400,"Buf@Bal 00:00PM ET","Buf","Charles","Clay","Bal",10.46,9.4
"WR","Dontrelle Inman (0000000)","Dontrelle Inman",0,3400,"SD@KC 00:00PM ET","SD","Dontrelle","Inman","KC",5.81,5.4
"TE","Martellus Bennett (0000000)","Martellus Bennett",0,3400,"NE@Ari 00:00PM ET","NE","Martellus","Bennett","Ari",12.08,12.3
"WR","Harry Douglas (0000000)","Harry Douglas",0,3400,"Min@Ten 00:00PM ET","Ten","Harry","Douglas","Min",7.96,3.8
"WR","Jaron Brown (0000000)","Jaron Brown",0,3400,"NE@Ari 00:00PM ET","Ari","Jaron","Brown","NE",2.93,0
"WR","Terrance Williams (0000000)","Terrance Williams",0,3300,"NYG@Dal 00:00PM ET","Dal","Terrance","Williams","NYG",9.18,8.9
"RB","Matt Asiata (0000000)","Matt Asiata",0,3300,"Min@Ten 00:00PM ET","Min","Matt","Asiata","Ten",0,1.9
"WR","Rueben Randle (0000000)","Rueben Randle",0,3300,"Cle@Phi 00:00PM ET","Phi","Rueben","Randle","Cle",0,0
"WR","Jared Abbrederis (0000000)","Jared Abbrederis",0,3300,"GB@Jax 00:00PM ET","GB","Jared","Abbrederis","Jax",5.58,1.9
"TE","Will Tye (0000000)","Will Tye",0,3300,"NYG@Dal 00:00PM ET","NYG","Will","Tye","Dal",7.54,6.1
"WR","Rishard Matthews (0000000)","Rishard Matthews",0,3300,"Min@Ten 00:00PM ET","Ten","Rishard","Matthews","Min",10.47,15.1
"WR","Cecil Shorts (0000000)","Cecil Shorts",0,3300,"Chi@Hou 00:00PM ET","Hou","Cecil","Shorts","Chi",0,0
"RB","Devontae Booker (0000000)","Devontae Booker",0,3300,"Car@Den 00:00PM ET","Den","Devontae","Booker","Car",6.9,5.5
"WR","Eddie Royal (0000000)","Eddie Royal",0,3200,"Chi@Hou 00:00PM ET","Chi","Eddie","Royal","Hou",6.9,5.2
"TE","Lance Kendricks (0000000)","Lance Kendricks",0,3200,"LA@SF 00:00PM ET","LA","Lance","Kendricks","SF",8.29,7.1
"TE","Dwayne Allen (0000000)","Dwayne Allen",0,3200,"Det@Ind 00:00PM ET","Ind","Dwayne","Allen","Det",9.96,10.9
"WR","Kenny Stills (0000000)","Kenny Stills",0,3200,"Mia@Sea 00:00PM ET","Mia","Kenny","Stills","Sea",9.97,13.5
"WR","J.J. Nelson (0000000)","J.J. Nelson",0,3200,"NE@Ari 00:00PM ET","Ari","J.J.","Nelson","NE",0,4
"WR","Andre Holmes (0000000)","Andre Holmes",0,3200,"Oak@NO 00:00PM ET","Oak","Andre","Holmes","NO",4.48,3.9
"RB","Paul Perkins (0000000)","Paul Perkins",0,3200,"NYG@Dal 00:00PM ET","NYG","Paul","Perkins","Dal",0,3.8
"WR","Leonte Carroo (0000000)","Leonte Carroo",0,3200,"Mia@Sea 00:00PM ET","Mia","Leonte","Carroo","Sea",4.4,2.9
"RB","Lorenzo Taliaferro (0000000)","Lorenzo Taliaferro",0,3200,"Buf@Bal 00:00PM ET","Bal","Lorenzo","Taliaferro","Buf",0,0
"WR","Cole Beasley (0000000)","Cole Beasley",0,3200,"NYG@Dal 00:00PM ET","Dal","Cole","Beasley","NYG",7.31,7.4
"WR","Justin Hardy (0000000)","Justin Hardy",0,3100,"TB@Atl 00:00PM ET","Atl","Justin","Hardy","TB",6.01,7.4
"TE","Vance McDonald (0000000)","Vance McDonald",0,3100,"LA@SF 00:00PM ET","SF","Vance","McDonald","LA",7.2,6.9
"RB","Jacquizz Rodgers (0000000)","Jacquizz Rodgers",0,3100,"Chi@Hou 00:00PM ET","Chi","Jacquizz","Rodgers","Hou",0,0
"WR","Steve Johnson (0000000)","Steve Johnson",0,3100,"SD@KC 00:00PM ET","SD","Steve","Johnson","KC",0,0
"RB","Denard Robinson (0000000)","Denard Robinson",0,3100,"GB@Jax 00:00PM ET","Jax","Denard","Robinson","GB",3.63,0
"WR","Marqise Lee (0000000)","Marqise Lee",0,3100,"GB@Jax 00:00PM ET","Jax","Marqise","Lee","GB",4.97,3.1
"RB","Kyle Juszczyk (0000000)","Kyle Juszczyk",0,3100,"Buf@Bal 00:00PM ET","Bal","Kyle","Juszczyk","Buf",0,2
"RB","Alex Collins (0000000)","Alex Collins",0,3100,"Mia@Sea 00:00PM ET","Sea","Alex","Collins","Mia",0,0
"RB","Knile Davis (0000000)","Knile Davis",0,3100,"SD@KC 00:00PM ET","KC","Knile","Davis","SD",0,0
"TE","Richard Rodgers (0000000)","Richard Rodgers",0,3100,"GB@Jax 00:00PM ET","GB","Richard","Rodgers","Jax",7,3.3
"RB","Jonas Gray (0000000)","Jonas Gray",0,3000,"GB@Jax 00:00PM ET","Jax","Jonas","Gray","GB",0,0
"TE","Kyle Rudolph (0000000)","Kyle Rudolph",0,3000,"Min@Ten 00:00PM ET","Min","Kyle","Rudolph","Ten",8.39,11
"WR","Russell Shepard (0000000)","Russell Shepard",0,3000,"TB@Atl 00:00PM ET","TB","Russell","Shepard","Atl",0,0
"RB","Matthew Tucker (0000000)","Matthew Tucker",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Matthew","Tucker","Cin",0,0
"RB","Mike James (0000000)","Mike James",0,3000,"TB@Atl 00:00PM ET","TB","Mike","James","Atl",0,0
"RB","Tommy Bohanon (0000000)","Tommy Bohanon",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Tommy","Bohanon","Cin",0,0
"RB","Rex Burkhead (0000000)","Rex Burkhead",0,3000,"Cin@NYJ 00:00PM ET","Cin","Rex","Burkhead","NYJ",0,1.5
"WR","Michael Campanaro (0000000)","Michael Campanaro",0,3000,"Buf@Bal 00:00PM ET","Bal","Michael","Campanaro","Buf",0,0
"RB","Nikita Whitlock (0000000)","Nikita Whitlock",0,3000,"NYG@Dal 00:00PM ET","NYG","Nikita","Whitlock","Dal",0,0
"RB","Tyler Gaffney (0000000)","Tyler Gaffney",0,3000,"NE@Ari 00:00PM ET","NE","Tyler","Gaffney","Ari",0,0
"RB","Stepfan Taylor (0000000)","Stepfan Taylor",0,3000,"NE@Ari 00:00PM ET","Ari","Stepfan","Taylor","NE",0,0
"WR","Tony Washington (0000000)","Tony Washington",0,3000,"GB@Jax 00:00PM ET","Jax","Tony","Washington","GB",0,0
"RB","Branden Oliver (0000000)","Branden Oliver",0,3000,"SD@KC 00:00PM ET","SD","Branden","Oliver","KC",0,0
"WR","Marquise Goodwin (0000000)","Marquise Goodwin",0,3000,"Buf@Bal 00:00PM ET","Buf","Marquise","Goodwin","Bal",0,6.7
"WR","Mitch Mathews (0000000)","Mitch Mathews",0,3000,"SD@KC 00:00PM ET","KC","Mitch","Mathews","SD",0,0
"RB","Kerwynn Williams (0000000)","Kerwynn Williams",0,3000,"NE@Ari 00:00PM ET","Ari","Kerwynn","Williams","NE",0,0
"WR","Shaq Evans (0000000)","Shaq Evans",0,3000,"GB@Jax 00:00PM ET","Jax","Shaq","Evans","GB",0,0
"WR","Rodney Smith (0000000)","Rodney Smith",0,3000,"NYG@Dal 00:00PM ET","Dal","Rodney","Smith","NYG",0,0
"WR","Ed Williams (0000000)","Ed Williams",0,3000,"GB@Jax 00:00PM ET","GB","Ed","Williams","Jax",0,0
"WR","Josh Lenz (0000000)","Josh Lenz",0,3000,"Chi@Hou 00:00PM ET","Hou","Josh","Lenz","Chi",0,0
"WR","Nick Williams (0000000)","Nick Williams",0,3000,"TB@Atl 00:00PM ET","Atl","Nick","Williams","TB",2.12,1.3
"WR","Devin Street (0000000)","Devin Street",0,3000,"NYG@Dal 00:00PM ET","Dal","Devin","Street","NYG",0,0
"WR","Chris Matthews (0000000)","Chris Matthews",0,3000,"Buf@Bal 00:00PM ET","Bal","Chris","Matthews","Buf",0,0
"WR","Aaron Dobson (0000000)","Aaron Dobson",0,3000,"NE@Ari 00:00PM ET","NE","Aaron","Dobson","Ari",0,0
"RB","Daniel Thomas (0000000)","Daniel Thomas",0,3000,"Mia@Sea 00:00PM ET","Mia","Daniel","Thomas","Sea",0,0
"WR","Terrell Sinkfield (0000000)","Terrell Sinkfield",0,3000,"Min@Ten 00:00PM ET","Min","Terrell","Sinkfield","Ten",0,0
"RB","Dominique Williams (0000000)","Dominique Williams",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Dominique","Williams","Cin",0,0
"WR","A.J. Cruz (0000000)","A.J. Cruz",0,3000,"Mia@Sea 00:00PM ET","Mia","A.J.","Cruz","Sea",0,0
"WR","Kadron Boone (0000000)","Kadron Boone",0,3000,"NYG@Dal 00:00PM ET","NYG","Kadron","Boone","Dal",0,0
"WR","James Wright (0000000)","James Wright",0,3000,"Cin@NYJ 00:00PM ET","Cin","James","Wright","NYJ",0,0
"RB","Storm Johnson (0000000)","Storm Johnson",0,3000,"TB@Atl 00:00PM ET","TB","Storm","Johnson","Atl",0,0
"WR","Justin Hunter (0000000)","Justin Hunter",0,3000,"Min@Ten 00:00PM ET","Ten","Justin","Hunter","Min",0,0
"RB","Rajion Neal (0000000)","Rajion Neal",0,3000,"Cle@Phi 00:00PM ET","Cle","Rajion","Neal","Phi",0,0
"RB","Trey Millard (0000000)","Trey Millard",0,3000,"SD@KC 00:00PM ET","KC","Trey","Millard","SD",0,0
"RB","Jay Prosch (0000000)","Jay Prosch",0,3000,"Chi@Hou 00:00PM ET","Hou","Jay","Prosch","Chi",0,0
"RB","Jalston Fowler (0000000)","Jalston Fowler",0,3000,"Min@Ten 00:00PM ET","Ten","Jalston","Fowler","Min",0,0
"RB","Jeff Luc (0000000)","Jeff Luc",0,3000,"Cin@NYJ 00:00PM ET","Cin","Jeff","Luc","NYJ",0,0
"WR","T.J. Jones (0000000)","T.J. Jones",0,3000,"Det@Ind 00:00PM ET","Det","T.J.","Jones","Ind",0,0
"WR","Kenbrell Thompkins (0000000)","Kenbrell Thompkins",0,3000,"Cin@NYJ 00:00PM ET","NYJ","Kenbrell","Thompkins","Cin",0,0
"RB","Joey Iosefa (0000000)","Joey Iosefa",0,3000,"NE@Ari 00:00PM ET","NE","Joey","Iosefa","Ari",0,0
"WR","Kain Colter (0000000)","Kain Colter",0,3000,"Buf@Bal 00:00PM ET","Buf","Kain","Colter","Bal",0,0
"WR","Rashad Lawrence (0000000)","Rashad Lawrence",0,3000,"GB@Jax 00:00PM ET","Jax","Rashad","Lawrence","GB",0,0
"RB","Orleans Darkwa (0000000)","Orleans Darkwa",0,3000,"NYG@Dal 00:00PM ET","NYG","Orleans","Darkwa","Dal",0,2.1
"WR","Rod Streater (0000000)","Rod Streater",0,3000,"SD@KC 00:00PM ET","KC","Rod","Streater","SD",0,0
"WR","Jamel Johnson (0000000)","Jamel Johnson",0,3000,"GB@Jax 00:00PM ET","GB","Jamel","Johnson","Jax",0,0
"WR","R.J. Harris (0000000)","R.J. Harris",0,3000,"Oak@NO 00:00PM ET","NO","R.J.","Harris","Oak",0,0
"WR","Michael Bennett (0000000)","Michael Bennett",0,3000,"Cin@NYJ 00:00PM ET","Cin","Michael","Bennett","NYJ",0,0
"RB","Marcus Murphy (0000000)","Marcus Murphy",0,3000,"Oak@NO 00:00PM ET","NO","Marcus","Murphy","Oak",0,0
"RB","Andre Williams (0000000)","Andre Williams",0,3000,"NYG@Dal 00:00PM ET","NYG","Andre","Williams","Dal",0,0
"TE","Clive Walford (0000000)","Clive Walford",0,3000,"Oak@NO 00:00PM ET","Oak","Clive","Walford","NO",8.36,8.8
"RB","Rod Smith (0000000)","Rod Smith",0,3000,"NYG@Dal 00:00PM ET","Dal","Rod","Smith","NYG",0,0
"WR","Josh Bellamy (0000000)","Josh Bellamy",0,3000,"Chi@Hou 00:00PM ET","Chi","Josh","Bellamy","Hou",2.9,0
"RB","Senorise Perry (0000000)","Senorise Perry",0,3000,"Chi@Hou 00:00PM ET","Chi","Senorise","Perry","Hou",0,0
"WR","Jordan Leslie (0000000)","Jordan Leslie",0,3000,"TB@Atl 00:00PM ET","Atl","Jordan","Leslie","TB",0,0
"WR","Neal Sterling (0000000)","Neal Sterling",0,3000,"GB@Jax 00:00PM ET","Jax","Neal","Sterling","GB",0,0
"WR","Walt Powell (0000000)","Walt Powell",0,3000,"Buf@Bal 00:00PM ET","Buf","Walt","Powell","Bal",0,0
"WR","Javontee Herndon (0000000)","Javontee Herndon",0,3000,"SD@KC 00:00PM ET","SD","Javontee","Herndon","KC",0,0
"RB","Malcolm Johnson (0000000)","Malcolm Johnson",0,3000,"Cle@Phi 00:00PM ET","Cle","Malcolm","Johnson","Phi",0,1.1
"WR","Jonathan Krause (0000000)","Jonathan Krause",0,3000,"TB@Atl 00:00PM ET","TB","Jonathan","Krause","Atl",0,0
"WR","Josh Huff (0000000)","Josh Huff",0,3000,"Cle@Phi 00:00PM ET","Phi","Josh","Huff","Cle",0,3.4
"RB","Soma Vainuku (0000000)","Soma Vainuku",0,3000,"Chi@Hou 00:00PM ET","Hou","Soma","Vainuku","Chi",0,0
"WR","Andrew Turzilli (0000000)","Andrew Turzilli",0,3000,"Min@Ten 00:00PM ET","Ten","Andrew","Turzilli","Min",0,0
"WR","Brandon Coleman (0000000)","Brandon Coleman",0,3000,"Oak@NO 00:00PM ET","NO","Brandon","Coleman","Oak",4.45,1.2
"RB","Sam Bergen (0000000)","Sam Bergen",0,3000,"Min@Ten 00:00PM ET","Ten","Sam","Bergen","Min",0,0
"RB","Mike Burton (0000000)","Mike Burton",0,3000,"Det@Ind 00:00PM ET","Det","Mike","Burton","Ind",0,0
"RB","Corey Grant (0000000)","Corey Grant",0,3000,"GB@Jax 00:00PM ET","Jax","Corey","Grant","GB",0,0
"WR","Kaelin Clay (0000000)","Kaelin Clay",0,3000,"Buf@Bal 00:00PM ET","Bal","Kaelin","Clay","Buf",0,0
