"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,938636299,"bshaw154367",0,321.5,"G Eric Bledsoe SF Khris Middleton F Giannis Antetokounmpo C Jusuf Nurkic PG Ricky Rubio PF Jonas Jerebko UTIL Alec Burks SG Austin Rivers",NA,"Giannis Antetokounmpo","F","68.90%",50.75
2,938106241,"BMWILSON91 (11/18)",0,319.25,"SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors PG Ricky Rubio UTIL Jonas Jerebko G Alec Burks SG Austin Rivers",NA,"Damian Lillard","PG","53.08%",35.75
2,938395165,"Moose5454 (14/20)",0,319.25,"F Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors PG Ricky Rubio UTIL Jonas Jerebko SG Alec Burks G Austin Rivers",NA,"Derrick Favors","PF","53.03%",35.5
2,938898032,"Money713 (2/2)",0,319.25,"SG Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors PG Ricky Rubio F Jonas Jerebko UTIL Alec Burks G Austin Rivers",NA,"Lou Williams","SG","49.02%",34.5
5,938018868,"jefri1220",0,318.25,"F Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic SG Thabo Sefolosha PF Derrick Favors G Ricky Rubio PG Alec Burks UTIL Austin Rivers",NA,"Jusuf Nurkic","C","47.89%",46.75
6,938395154,"Moose5454 (3/20)",0,316.5,"F Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic G Lou Williams PG Ricky Rubio UTIL Alec Burks SG Austin Rivers PF Montrezl Harrell",NA,"Joe Ingles","SF","46.91%",24
7,938423894,"lukagirl (14/20)",0,316.25,"C John Henson SF Khris Middleton PF Giannis Antetokounmpo UTIL Jusuf Nurkic PG Lou Williams F Wesley Johnson SG Alec Burks G Austin Rivers",NA,"Eric Bledsoe","SG","44.66%",37.75
7,938488495,"JaredSt",0,316.25,"UTIL John Henson SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic PG Lou Williams F Wesley Johnson G Alec Burks SG Austin Rivers",NA,"Wesley Johnson","F","39.82%",21.25
9,938091565,"geeze85",0,314,"UTIL John Henson SG Eric Bledsoe PF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors G Alec Burks SF Joe Ingles PG Austin Rivers",NA,"C.J. McCollum","SG","37.15%",31.5
9,938233827,"Bigrandal22",0,314,"UTIL John Henson PG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors G Alec Burks F Joe Ingles SG Austin Rivers",NA,"Khris Middleton","G","36.49%",43.75
9,938513219,"RememberSammyJenkins (2/15)",0,314,"G Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo C Jusuf Nurkic F Wesley Johnson SG Alec Burks UTIL Joe Ingles PG Austin Rivers",NA,"Austin Rivers","SG","32.99%",36.5
9,938910162,"tsteel1",0,314,"UTIL John Henson PG Eric Bledsoe PF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors SG Alec Burks SF Joe Ingles G Austin Rivers",NA,"Ricky Rubio","UTIL","25.44%",31.25
13,937913786,"imperialsho",0,313.25,"SG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors UTIL Ricky Rubio F Jonas Jerebko G Alec Burks PG Austin Rivers",NA,"Noah Vonleh","PF","24.78%",11
13,937990786,"sethypoo2121 (3/8)",0,313.25,"UTIL Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors PG Ricky Rubio PF Jonas Jerebko SG Alec Burks G Austin Rivers",NA,"DeAndre Jordan","UTIL","24.73%",31
13,938204093,"Tampa56 (2/3)",0,313.25,"SG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors PG Ricky Rubio F Jonas Jerebko UTIL Alec Burks G Austin Rivers",NA,"John Henson","C","20.36%",29.5
13,938395171,"Moose5454 (20/20)",0,313.25,"G Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors PG Ricky Rubio F Jonas Jerebko UTIL Alec Burks SG Austin Rivers",NA,"Donovan Mitchell","G","20.35%",36.5
13,938611279,"stvwllc (5/6)",0,313.25,"SG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors UTIL Ricky Rubio F Jonas Jerebko PG Alec Burks G Austin Rivers",NA,"Jonas Jerebko","PF","20.00%",21.5
13,938971166,"Jdules",0,313.25,"SG Eric Bledsoe PF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors PG Ricky Rubio SF Jonas Jerebko G Alec Burks UTIL Austin Rivers",NA,"Al-Farouq Aminu","SF","18.10%",11.75
19,938316994,"kingsbell25 (1/10)",0,312.75,"UTIL John Henson F Khris Middleton G Malcolm Brogdon SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors PG Alec Burks SG Austin Rivers",NA,"Malcolm Brogdon","G","18.03%",16.75
19,938529924,"dallasguy23 (3/20)",0,312.75,"C John Henson SF Khris Middleton SG Malcolm Brogdon F Giannis Antetokounmpo UTIL Jusuf Nurkic PF Derrick Favors G Alec Burks PG Austin Rivers",NA,"Montrezl Harrell","C","16.94%",19.75
19,938756138,"tommy42o (1/20)",0,312.75,"SF Khris Middleton UTIL Giannis Antetokounmpo C Jusuf Nurkic PF Wesley Johnson PG Alec Burks F Joe Ingles SG Austin Rivers G Donovan Mitchell",NA,"Alec Burks","UTIL","14.16%",53.25
22,938103508,"Flatline (12/20)",0,312.5,"PG Eric Bledsoe SG Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic G Alec Burks F Joe Ingles PF Montrezl Harrell UTIL Donovan Mitchell",NA,"Pat Connaughton","F","13.64%",7.25
22,938395798,"jadbear94 (3/20)",0,312.5,"SG Eric Bledsoe G Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic UTIL Alec Burks F Joe Ingles PF Montrezl Harrell PG Donovan Mitchell",NA,"Evan Turner","F","12.96%",19.25
22,938635872,"ralphy78 (3/20)",0,312.5,"PG Eric Bledsoe SG Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic G Alec Burks F Joe Ingles PF Montrezl Harrell UTIL Donovan Mitchell",NA,"Tony Snell","F","11.52%",8
22,938801316,"Notadaygoesby (19/20)",0,312.5,"UTIL John Henson SG Khris Middleton PG C.J. McCollum PF Giannis Antetokounmpo C Jusuf Nurkic F Derrick Favors SF Jonas Jerebko G Alec Burks",NA,"Sam Dekker","PF","10.51%",11.75
26,938028424,"perilous (17/20)",0,312,"C John Henson SG Eric Bledsoe SF Khris Middleton PF Giannis Antetokounmpo UTIL Alec Burks F Joe Ingles G Austin Rivers PG Donovan Mitchell",NA,"Ed Davis","F","7.44%",3.25
27,938011762,"deuce0121 (3/4)",0,311.5,"SG Eric Bledsoe G Khris Middleton SF Giannis Antetokounmpo C Jusuf Nurkic PF Wesley Johnson F Jonas Jerebko UTIL Alec Burks PG Donovan Mitchell",NA,"Thabo Sefolosha","SF","6.48%",20.5
27,938721460,"thechampkr (17/20)",0,311.5,"PG Eric Bledsoe SF Giannis Antetokounmpo C Jusuf Nurkic PF Derrick Favors UTIL Ricky Rubio G Alec Burks SG Austin Rivers F Montrezl Harrell",NA,"Ekpe Udoh","F","3.84%",12
