"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",5,"SP",13500,"BOS","@TOR","61%",3.71,9,0.341,"17.7%",4.22,"30.1%",2.9,3.01,"L",0.241,0.277,"0%","0%","0%",29.5,29.7,29.7,22.9,36.5,22.2,1.6,37.5,2.8
"Carlos Carrasco",6,"SP",12000,"CLE","@DET","63%",4.07,NA,0.325,"21.7%",4.76,"27.4%",3.17,3.07,"R",0.284,0.284,"2%","-1%","0%",15.1,19.5,19.5,8.3,30.7,17.8,1.5,28.1,2.3
"Zack Greinke",7,"SP",11900,"ARI","COL","61%",3.73,7,0.313,"22.9%",5.06,"23.5%",3.55,3.46,"R",0.276,0.26,"-2%","0%","0%",20.8,22.9,22.9,12,33.7,18.4,1.5,29.9,2.5
"Gio Gonzalez",2,"SP",11700,"WAS","@STL","52%",4.41,5.5,0.313,"26.3%",4.47,"22.4%",4.04,3.87,"L",0.271,0.324,"2%","-1%","0%",23.4,18.9,18.9,11.6,26.2,20.1,1.7,29.4,2.5
"Rich Hill",11,"SP",11300,"LAD","@SD","67%",3.42,6,0.289,"21.2%",3.63,"28.6%",3.55,3.72,"L",0.277,0.254,"0%","1%","-1%",14.3,13.1,13.1,3,23.1,18.3,1.6,38.8,3.4
"Cole Hamels",1,"SP",8400,"TEX","@CWS","54%",5.04,NA,0.327,"20.2%",4.53,"22.9%",3.87,3.78,"L",0.281,0.308,"4%","-1%","0%",8.8,9.2,9.2,-2.1,20.5,15,1.8,25.2,3
"Tyler Chatwood",2,"SP",8000,"COL","@ARI","39%",4.77,NA,0.309,"23.5%",5.24,"18.3%",4.7,4.34,"R",0.319,0.311,"4%","0%","0%",16.5,14.1,14.1,2,26.2,14.7,1.8,12.3,1.5
"Zack Wheeler",4,"SP",7700,"NYM","PHI","62%",3.91,5.5,0.296,"24.5%",3.87,"20.9%",4.6,4.34,"R",0.343,0.329,"2%","-1%","-2%",4.8,11,11,0.2,21.7,16.6,2.2,13.3,1.7
"Michael Wacha",NA,"SP",7600,"STL","WAS","48%",4.59,5,0.316,"22.0%",5.65,"19.9%",4.19,3.98,"R",0.295,0.33,"1%","-2%","0%",9.4,12.8,12.8,4.8,20.7,12.8,1.7,32.5,4.3
"Sam Gaviglio",NA,"SP",7200,"SEA","@LAA","50%",4.23,NA,0.313,"15.6%",4.27,"15.1%",4.91,4.7,"R",NA,NA,"3%","3%","0%",13.8,11.6,11.6,5.1,18.1,10.1,1.4,10.7,1.5
