"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",4,"SP",12800,"BOS","@BAL","63%",3.63,9.5,0.322,"22.4%",4.51,"29.9%",2.89,3.01,"L",0.243,0.278,"2%","-1%","0%",25.2,29.8,29.8,22.3,37.3,25.4,2,0,0
"Justin Verlander",5,"SP",9600,"DET","CWS","69%",3.71,5.5,0.311,"20.7%",4.58,"24.8%",3.78,4.09,"R",0.284,0.291,"0%","-2%","0%",14.7,15.5,15.5,4,26.9,19.3,2,0,0
"Luis Severino",3,"SP",9100,"NYY","@TOR","47%",4.11,6,0.332,"20.4%",4.47,"23.4%",3.68,3.56,"R",0.301,0.322,"-2%","0%","0%",21,21.2,21.2,8,34.4,16.2,1.8,0,0
"Tanner Roark",NA,"SP",8700,"WAS","@OAK","49%",4.28,4.5,NA,"",3.94,"18.7%",4.26,4.16,"R",0.311,0.284,"4%","0%","-1%",15.9,15.5,15.5,6.3,24.7,15.3,1.8,0,0
"Marcus Stroman",0,"SP",8400,"TOR","NYY","53%",3.89,5,0.335,"20.6%",5.48,"19.4%",3.59,3.41,"R",0.3,0.312,"-2%","0%","0%",18.8,17.2,17.2,6.3,28.2,14,1.7,0,0
"Trevor Bauer",7,"SP",8200,"CLE","@KC","56%",4.19,6,0.317,"20.5%",3.43,"22.9%",4.1,4.05,"R",0.318,0.318,"-1%","-1%","0%",23.1,17.5,17.5,5.3,29.6,19,2.3,0,0
"Matt Moore",6,"SP",8100,"SF","@PHI","52%",4.41,5,0.3,"22.4%",3.94,"19.8%",4.5,4.68,"L",0.345,0.321,"2%","-1%","-1%",15.8,12,12,-0.2,24.2,18.5,2.3,0,0
"Jose Berrios",NA,"SP",8000,"MIN","@LAA","52%",3.93,NA,NA,"",4.03,"19.8%",4.88,5.22,"R",0.33,0.386,"5%","0%","0%",23.8,23.8,23.8,10.2,37.3,17.4,2.2,0,0
"Julio Teheran",NA,"SP",7900,"ATL","@CIN","48%",4.84,4.5,0.309,"23.4%",4.96,"20.6%",4.21,4.32,"R",0.341,0.255,"0%","-3%","0%",10.2,11.7,11.7,-0.6,23.9,13.3,1.7,0,0
"Kyle Hendricks",1,"SP",7800,"CHC","STL","61%",3.71,4.5,NA,"",4.12,"22.4%",3.61,3.48,"R",0.298,0.255,"1%","-2%","0%",16.9,15.3,15.3,9.1,21.5,15.7,2,0,0
"Sonny Gray",NA,"SP",7600,"OAK","WAS","51%",4.22,5,NA,"",5.64,"19.7%",3.96,3.79,"R",0.288,0.305,"3%","0%","-1%",15.2,14.2,14.2,-0.2,28.7,13.4,1.8,0,0
"Kenta Maeda",1,"SP",7400,"LAD","@MIL","56%",4.45,5.5,0.303,"25.6%",4.96,"24.4%",3.77,3.8,"R",0.32,0.264,"-4%","-2%","0%",17.9,13.7,13.7,4.2,23.1,17,2.3,0,0
"Ariel Miranda",NA,"SP",7000,"SEA","TB","54%",4.05,NA,NA,"",4.72,"20.0%",4.61,4.9,"L",NA,0.306,"3%","1%","0%",12.5,13.8,13.8,1.8,25.9,12.5,1.8,0,0
"Jeremy Hellickson",NA,"SP",6900,"PHI","SF","48%",4.59,NA,0.316,"18.0%",3.45,"18.0%",4.36,4.33,"R",0.314,0.313,"2%","-1%","-2%",5.4,9,9,-0.3,18.4,11.2,1.6,0,0
"Ricky Nolasco",NA,"SP",6800,"LAA","MIN","48%",4.07,NA,NA,"",4.73,"18.6%",4.34,4.39,"R",0.347,0.348,"3%","0%","0%",13.1,12.7,12.7,5.6,19.8,13.1,1.9,0,0
"Michael Wacha",NA,"SP",6700,"STL","@CHC","39%",4.79,5,NA,"",4.58,"20.0%",4.13,3.93,"R",0.292,0.327,"1%","-3%","0%",10.6,14.6,14.6,6.9,22.3,13.7,2,0,0
"Jeff Hoffman",2,"SP",6300,"COL","@SD","56%",3.96,NA,NA,"",3.54,"19.5%",4.56,4.45,"R",NA,NA,"9%","0%","0%",25.6,25.6,25.6,19.4,31.8,18.2,2.9,0,0
"Chris Tillman",NA,"SP",6300,"BAL","BOS","37%",4.87,3.5,0.328,"19.5%",4.8,"17.6%",4.69,4.6,"R",0.312,0.335,"0%","-3%","-1%",6.3,6.3,6.3,-3.7,16.3,8,1.3,0,0
"Zach Davies",NA,"SP",6200,"MIL","LAD","44%",5.05,4,0.316,"25.3%",4.88,"18.4%",4.31,4.16,"R",0.324,0.328,"-1%","-3%","0%",10.7,9.5,9.5,0.8,18.3,13.5,2.2,0,0
"Eric Skoglund",1,"SP",5900,"KC","CLE","44%",4.81,NA,0.325,"18.0%",4.43,"",NA,NA,"L",NA,NA,"-3%","-2%","0%",26.5,26.5,26.5,26.5,26.5,9.5,1.6,0,0
"Erasmo Ramirez",1,"SP",5800,"TB","@SEA","46%",4.45,NA,NA,"",4.52,"18.2%",3.95,4.02,"R",0.303,0.311,"4%","1%","0%",11.4,11.4,11.4,-0.1,22.8,11.3,1.9,0,0
"Brad Peacock",2,"SP",5600,"HOU","@TEX","54%",4.53,NA,NA,"",4.73,"27.6%",3.87,4.23,"R",0.334,0.253,"-7%","0%","0%",19.7,19.7,19.7,13.7,25.7,13.8,2.5,0,0
"Tyler Pill",1,"RP",5500,"NYM","PIT","54%",4.32,NA,0.305,"20.5%",4.07,"",NA,NA,"R",NA,NA,"3%","1%","0%",12,12,12,12,12,12.5,2.3,0,0
"Braden Shipley",0,"SP",5300,"ARI","@MIA","43%",4.83,NA,0.302,"22.5%",4.51,"13.7%",5.4,5.19,"R",0.371,0.393,"10%","0%","1%",0.4,0.4,0.4,0.4,0.4,13.1,2.5,0,0
"Martin Perez",NA,"SP",5100,"TEX","HOU","46%",4.97,NA,NA,"",5.44,"13.4%",4.81,4.5,"L",0.277,0.337,"-4%","1%","0%",14.6,11.3,11.3,2.6,19.9,10.6,2.1,0,0
"Trevor Williams",NA,"RP",5000,"PIT","@NYM","46%",4.68,NA,0.315,"21.6%",4.98,"16.3%",4.56,4.8,"R",NA,NA,"6%","1%","0%",8.5,8.5,8.5,-1.4,18.3,10.7,2.1,0,0
"Amir Garrett",0,"SP",4800,"CIN","ATL","52%",4.66,NA,0.293,"24.3%",4.35,"18.1%",4.83,4.81,"L",NA,0.366,"0%","-3%","0%",2.1,10.8,10.8,-4.8,26.3,15.8,3.3,0,0
"Vance Worley",1,"SP",4500,"MIA","ARI","56%",4.17,NA,0.292,"24.9%",4.88,"15.2%",4.57,4.66,"R",0.323,0.314,"3%","0%","1%",6.1,6.1,6.1,1.4,10.8,12.6,2.8,0,0
"David Holmberg",NA,"SP",4300,"CWS","@DET","31%",5.79,NA,0.342,"21.9%",4.81,"12.2%",5.61,5.86,"L",NA,0.415,"-2%","-5%","0%",3.4,3.4,3.4,3.4,3.4,8.6,2,0,0
"Jarred Cosart",NA,"SP",4200,"SD","COL","44%",4.54,NA,NA,"",5.04,"14.5%",5.29,4.93,"R",0.32,0.34,"3%","0%","0%",5.4,5.4,5.4,-0.9,11.8,7.8,1.9,0,0
