"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",15,"SP",12600,"BOS","@MIN","63%",3.01,9,0.321,"24.8%",4.67,"29.4%",2.91,3.03,"L",0.22,0.278,"0%","1%","0%",34.9,33.6,33.6,27.9,39.4,31.3,2.5,0,0
"Johnny Cueto",1,"SP",10900,"SF","@CIN","53%",4.09,5,0.302,"20.2%",5,"21.2%",3.76,3.64,"R",0.271,0.284,"-1%","2%","-1%",14.6,14.2,14.2,3.7,24.7,16.1,1.5,0,0
"Jon Lester",6,"SP",10300,"CHC","NYY","54%",3.35,5.5,NA,"",5.59,"24.6%",3.43,3.31,"L",0.28,0.284,"1%","4%","2%",13.2,14,14,6.6,21.4,17.4,1.7,0,0
"Jose Quintana",5,"SP",9800,"CWS","@BAL","47%",4.37,5,0.318,"21.4%",4.36,"21.2%",3.86,3.82,"L",0.299,0.307,"-1%","3%","0%",20.7,17,17,3.2,30.8,18.4,1.9,0,0
"Ervin Santana",3,"SP",9700,"MIN","BOS","37%",3.99,4.5,0.327,"17.6%",3.79,"19.4%",4.33,4.27,"R",0.307,0.291,"-1%","2%","0%",27.7,26.6,26.6,17.3,35.9,14.9,1.5,0,0
"Tanner Roark",5,"SP",8700,"WAS","@PHI","51%",4.18,NA,0.301,"23.0%",4.61,"18.2%",4.26,4.18,"R",0.307,0.277,"3%","4%","0%",14,15.2,15.2,11.6,18.8,16.2,1.9,0,0
"Danny Duffy",1,"SP",8400,"KC","CLE","49%",4.55,4.5,0.338,"17.1%",4.43,"21.7%",4.05,4.22,"L",0.228,0.321,"-2%","0%","0%",11.5,13.6,13.6,-0.1,27.2,13.8,1.6,0,0
"Matt Shoemaker",5,"SP",8400,"LAA","HOU","47%",4.13,NA,0.334,"19.2%",4.9,"21.0%",3.94,4.04,"R",0.311,0.311,"2%","3%","0%",12.7,12.4,12.4,2.4,22.4,14,1.7,0,0
"Luis Severino",1,"SP",8300,"NYY","@CHC","46%",3.65,6,0.317,"24.4%",4.97,"23.2%",3.69,3.61,"R",0.301,0.327,"2%","3%","1%",21.4,21.4,21.4,7.7,35.1,21.8,2.6,0,0
"Chris Tillman",1,"SP",8200,"BAL","CWS","53%",4.13,NA,0.304,"22.5%",4.14,"17.9%",4.65,4.56,"R",0.312,0.323,"0%","4%","0%",0,0,0,0,0,14.7,1.8,0,0
"Daniel Norris",1,"SP",8100,"DET","@OAK","45%",4.49,5,0.329,"20.7%",3.66,"20.1%",4.32,4.4,"L",0.331,0.323,"4%","-1%","0%",12.6,12.6,12.6,1.2,24,15.2,1.9,0,0
"Sonny Gray",1,"SP",7800,"OAK","DET","55%",4.01,4.5,0.309,"19.1%",4.96,"19.5%",4,3.85,"R",0.286,0.296,"3%","-1%","-1%",9.3,9.3,9.3,9.3,9.3,14.3,1.8,0,0
"Alex Cobb",0,"SP",7700,"TB","TOR","53%",3.85,NA,0.321,"19.9%",3.97,"16.1%",4.24,4.05,"R",0.307,0.298,"2%","0%","0%",10.5,12,12,3,21,14.2,1.8,0,0
"Michael Wacha",1,"SP",7600,"STL","@ATL","50%",4.49,4.5,0.303,"19.9%",4.56,"19.8%",4.13,3.95,"R",0.277,0.324,"-1%","3%","0%",17.9,17.9,17.9,12.7,23.1,15.5,2,0,0
