"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jacob deGrom",1,"SP",12100,"NYM","SD","66%",3.06,NA,NA,NA,3.43,"26.6%",3.26,3.12,"R",0.285,0.269,"1%","1%","0%",22.7,22.3,22.3,12,32.6,22.4,1.9,0,0
"Justin Verlander",NA,"SP",9900,"DET","@HOU","48%",4.6,NA,NA,NA,4.93,"25.2%",3.72,4.03,"R",0.287,0.314,"2%","-1%","-3%",20.2,16.5,16.5,4.9,28.2,18.9,1.9,0,0
"Jeff Samardzija",1,"SP",9800,"SF","@CHC","50%",NA,NA,NA,NA,5.02,"20.1%",4.01,3.99,"R",0.336,0.283,"1%","1%","0%",25.1,19.7,19.7,9.7,29.8,19.7,2,0,0
"Gio Gonzalez",NA,"SP",9100,"WAS","SEA","57%",4.34,NA,NA,NA,4.5,"22.0%",3.99,3.82,"L",0.274,0.315,"0%","1%","0%",12.7,16.5,16.5,7.6,25.3,15.6,1.7,0,0
"Masahiro Tanaka",NA,"SP",8900,"NYY","KC","64%",3.61,NA,NA,NA,3.4,"21.0%",3.67,3.56,"R",0.287,0.298,"0%","2%","1%",10,10.8,10.8,-4.3,25.8,15.9,1.8,0,0
"Kenta Maeda",NA,"SP",8800,"LAD","STL","56%",3.45,NA,NA,NA,4.45,"24.9%",3.67,3.69,"R",0.321,0.259,"3%","2%","-1%",17.4,15.6,15.6,5.9,25.2,17.9,2,0,0
"Tyler Anderson",1,"SP",8700,"COL","@PHI","52%",4.16,NA,NA,NA,4.33,"21.3%",3.88,3.66,"L",0.296,0.352,"10%","0%","-1%",16.1,12.4,12.4,0.9,24,16.6,1.9,0,0
"Robbie Ray",1,"SP",8600,"ARI","@MIL","51%",4.45,NA,NA,NA,5.24,"26.1%",3.78,3.68,"L",0.306,0.345,"2%","3%","0%",17.8,18.7,18.7,8.5,29,18.6,2.2,0,0
"Michael Wacha",NA,"SP",8200,"STL","@LAD","43%",4.05,NA,NA,NA,5,"19.9%",4.11,3.91,"R",0.28,0.323,"7%","2%","-2%",16.8,18,18,13.7,22.3,15.5,1.9,0,0
"Vince Velasquez",NA,"SP",7900,"PHI","COL","48%",4.34,NA,NA,NA,5.13,"26.3%",3.74,3.88,"R",0.332,0.324,"1%","1%","-2%",13.5,12.5,12.5,8.5,16.4,16.7,2.1,0,0
"Mike Clevinger",NA,"SP",7800,"CLE","CIN","64%",3.99,NA,NA,NA,5.11,"22.0%",4.91,4.83,"R",0.241,0.387,"-3%","3%","1%",22,22,22,9.7,34.3,14,1.8,0,0
"Ivan Nova",NA,"SP",7700,"PIT","@ATL","53%",4.34,NA,NA,NA,4.63,"17.0%",4.04,3.97,"R",0.343,0.311,"-1%","2%","0%",16.8,17.6,17.6,5.8,29.3,15.7,2,0,0
"Drew Pomeranz",NA,"SP",7600,"BOS","TEX","64%",3.81,NA,NA,NA,4.8,"25.4%",3.77,3.77,"L",0.276,0.292,"-3%","2%","3%",12,14,14,4.2,23.8,13.7,1.8,0,0
"Matt Andriese",1,"SP",7500,"TB","LAA","55%",4.02,NA,NA,NA,4.15,"20.0%",3.98,4.03,"R",0.304,0.315,"2%","0%","0%",17.7,15.6,15.6,7.7,23.5,16.1,2.1,0,0
"Zach Davies",NA,"SP",7200,"MIL","ARI","49%",4.55,NA,NA,NA,5.02,"19.1%",4.22,4.09,"R",0.32,0.328,"-1%","5%","0%",14.7,10.5,10.5,1,20,12.6,1.8,0,0
"Bartolo Colon",NA,"SP",6800,"ATL","PIT","47%",4.66,NA,NA,NA,3.78,"16.4%",4.23,4.12,"R",0.314,0.316,"0%","2%","0%",3.3,7.9,7.9,-4.3,20,11.6,1.7,0,0
