Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Zack Greinke,3,SP,12700,ARI,@MIA,54%,3.83,,,,4.40,23.3%,3.54,3.46,R,0.277,0.258,5%,-1%,1%,28.4,23.8,23.8,11.1,36.5,21.6,1.7,0.0,0.0
Corey Kluber,7,SP,11100,CLE,OAK,66%,3.50,,0.322,22.9%,4.06,26.9%,3.28,3.30,R,0.306,0.260,-2%,0%,0%,20.1,18.4,18.4,3.1,33.7,21.8,2.0,0.0,0.0
Marco Estrada,1,SP,9600,TOR,NYY,57%,4.13,,,,5.39,21.6%,4.28,4.61,R,0.282,0.290,-2%,3%,0%,23.0,21.1,21.1,11.2,31.1,16.1,1.7,0.0,0.0
Brandon McCarthy,3,SP,9000,LAD,@STL,52%,3.93,,,,4.24,25.3%,3.89,3.71,R,0.317,0.308,-1%,0%,0%,16.7,17.7,17.7,9.1,26.3,16.0,1.8,0.0,0.0
Eduardo Rodriguez,2,SP,8900,BOS,@BAL,53%,4.34,,,,4.38,21.4%,4.20,4.30,L,0.335,0.296,3%,0%,0%,19.8,20.0,20.0,13.5,26.4,17.5,2.0,0.0,0.0
Adam Wainwright,2,SP,8400,STL,LAD,48%,4.07,,,,5.09,19.0%,4.24,3.97,R,0.319,0.311,1%,-1%,0%,16.5,13.7,13.7,2.6,24.8,14.4,1.7,0.0,0.0
Zack Wheeler,6,SP,8300,NYM,MIL,57%,3.88,,0.299,23.7%,5.06,21.5%,4.34,4.10,R,0.330,0.276,2%,0%,-2%,15.4,14.5,14.5,9.2,19.9,16.3,2.0,0.0,0.0
Chase Anderson,,SP,7600,MIL,@NYM,42%,4.62,,0.309,21.2%,5.10,18.6%,4.46,4.46,R,0.313,0.355,7%,0%,-3%,11.9,14.9,14.9,1.9,27.9,11.9,1.6,0.0,0.0
Kyle Freeland,,SP,7300,COL,@SEA,43%,4.57,,,,4.40,14.6%,4.80,4.61,L,,0.304,20%,0%,0%,13.1,12.9,12.9,5.0,20.7,13.4,1.8,0.0,0.0
CC Sabathia,,SP,7200,NYY,@TOR,42%,4.87,,,,4.46,19.2%,4.27,4.19,L,0.270,0.340,-3%,3%,0%,14.8,13.4,13.4,2.5,24.3,12.8,1.8,0.0,0.0
Alex Meyer,1,SP,6900,LAA,MIN,52%,4.15,,,,4.58,25.1%,4.87,5.00,R,,0.326,2%,1%,0%,12.5,12.5,12.5,1.3,23.7,16.6,2.4,0.0,0.0
Adalberto Mejia,2,SP,6600,MIN,@LAA,48%,4.35,,,,4.09,,,,L,,,6%,1%,0%,9.4,9.4,9.4,1.6,17.2,13.7,2.1,0.0,0.0
Wade Miley,,SP,6500,BAL,BOS,47%,4.66,,,,4.86,18.8%,4.26,4.07,L,0.302,0.344,0%,0%,0%,6.4,14.2,14.2,2.6,25.7,10.4,1.6,0.0,0.0
Jharel Cotton,,SP,6300,OAK,@CLE,34%,5.00,,0.333,15.0%,4.52,20.7%,4.39,4.75,R,0.273,0.323,-10%,1%,0%,12.8,12.2,12.2,1.4,22.9,10.3,1.6,0.0,0.0
Yovani Gallardo,,SP,5900,SEA,COL,56%,3.93,,,,5.11,15.8%,4.89,4.64,R,0.317,0.334,4%,0%,0%,7.0,9.0,9.0,-0.9,18.9,10.9,1.8,0.0,0.0
Jeff Locke,,SP,4700,MIA,ARI,46%,4.17,,,,4.89,15.5%,4.56,4.36,L,0.309,0.337,3%,-2%,2%,0.0,0.0,0.0,0.0,0.0,11.0,2.3,0.0,0.0
