Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Lance McCullers Jr.,14,SP,11200,HOU,@KC,64%,3.81,6,0.319,20.9%,3.67,27.3%,3.45,3.16,R,0.283,0.308,-3%,0%,0%,22.3,21.0,21.0,12.8,29.3,18.7,1.7,27.4,2.4
Johnny Cueto,7,SP,10800,SF,@MIL,53%,4.10,7.5,0.306,26.7%,4.95,21.8%,3.70,3.58,R,0.275,0.296,-2%,-1%,0%,19.4,17.5,17.5,8.5,26.5,19.7,1.8,9.3,0.9
Jon Lester,8,SP,9700,CHC,COL,63%,3.83,6.5,0.315,23.9%,5.23,24.7%,3.48,3.33,L,0.276,0.290,1%,-1%,0%,16.9,16.5,16.5,4.4,28.5,19.1,2.0,9.1,0.9
David Price,10,SP,9400,BOS,@NYY,47%,4.13,6.5,0.336,23.5%,5.46,24.6%,3.45,3.40,L,0.299,0.284,2%,2%,0%,19.5,19.5,19.5,5.6,33.4,20.2,2.1,0.0,0.0
Michael Fulmer,7,SP,9200,DET,LAA,65%,3.51,5,0.309,16.0%,4.00,20.0%,4.02,3.93,R,0.266,0.294,0%,-1%,0%,18.3,19.2,19.2,12.0,26.3,16.7,1.8,-3.6,-0.4
Michael Pineda,7,SP,8900,NYY,BOS,53%,3.87,5.5,0.329,19.2%,4.76,25.4%,3.28,3.17,R,0.311,0.325,0%,2%,0%,14.5,18.5,18.5,7.2,29.9,17.5,2.0,32.2,3.6
Gerrit Cole,6,SP,8500,PIT,MIA,56%,3.96,5.5,0.305,22.4%,4.43,22.0%,3.68,3.55,R,0.319,0.288,0%,1%,0%,9.0,14.4,14.4,3.6,25.1,17.2,2.0,-0.7,-0.1
Edinson Volquez,1,SP,8200,MIA,@PIT,44%,4.54,4,0.304,20.5%,4.20,17.9%,4.56,4.40,R,0.327,0.317,-1%,1%,0%,19.8,15.1,15.1,0.9,29.4,15.9,1.9,32.1,3.9
Mike Leake,1,SP,8000,STL,@CIN,53%,4.37,5,0.311,20.8%,5.16,16.3%,4.02,3.81,R,0.324,0.292,-2%,0%,0%,17.0,18.8,18.8,12.3,25.4,14.1,1.8,9.4,1.2
Jake Odorizzi,9,SP,7900,TB,CWS,62%,3.46,5.5,0.309,20.9%,4.44,21.3%,4.11,4.25,R,0.278,0.331,2%,0%,0%,12.1,13.7,13.7,4.7,22.6,14.7,1.9,23.6,3.0
J.C. Ramirez,,SP,7500,LAA,@DET,35%,4.99,4,0.337,21.1%,4.90,17.7%,4.07,4.21,R,0.311,0.315,-3%,-2%,0%,11.8,14.5,14.5,4.3,24.7,12.3,1.6,8.7,1.2
Tyler Chatwood,0,SP,7200,COL,@CHC,37%,5.17,5,0.322,23.7%,4.71,18.3%,4.57,4.22,R,0.320,0.304,12%,-1%,0%,15.6,14.7,14.7,1.5,27.9,15.5,2.2,19.9,2.8
Patrick Corbin,1,SP,7000,ARI,SD,56%,4.37,5.5,0.292,20.9%,3.43,19.3%,4.11,3.97,L,0.300,0.363,-2%,-4%,0%,7.0,10.6,10.6,-0.9,22.1,13.6,1.9,20.1,2.9
Joe Ross,3,SP,6900,WAS,BAL,59%,4.06,5,0.304,24.9%,4.54,21.2%,3.93,3.82,R,0.366,0.262,0%,1%,1%,6.3,9.2,9.2,-4.3,22.7,15.4,2.2,40.1,5.8
Derek Holland,0,SP,6600,CWS,@TB,38%,4.54,5.5,0.315,25.6%,4.54,16.6%,4.82,4.92,L,0.263,0.354,3%,0%,0%,10.4,14.2,14.2,1.5,26.8,14.1,2.1,-4.7,-0.7
Scott Feldman,1,SP,6200,CIN,STL,47%,4.63,,0.320,22.7%,4.04,15.9%,4.37,4.16,R,0.321,0.331,0%,0%,0%,9.1,12.4,12.4,-0.6,25.5,11.8,1.9,25.4,4.1
Jason Hammel,,SP,5900,KC,HOU,36%,5.19,4,0.340,16.6%,5.52,21.8%,4.01,4.12,R,0.316,0.313,-4%,-1%,0%,9.2,9.0,9.0,-0.3,18.3,9.2,1.6,19.4,3.3
Christian Bergman,,SP,5800,SEA,MIN,53%,4.60,3.5,0.324,25.5%,4.62,14.6%,4.52,4.71,R,0.312,0.421,4%,2%,0%,11.5,11.5,11.5,-10.0,33.1,12.7,2.2,17.6,3.0
Kyle Gibson,,SP,5700,MIN,@SEA,47%,4.90,3.5,0.322,20.2%,4.78,16.7%,4.49,4.29,R,0.337,0.322,8%,2%,0%,8.2,5.4,5.4,-2.3,13.1,12.2,2.1,18.7,3.3
Clayton Richard,,SP,5600,SD,@ARI,43%,5.13,4.5,0.305,22.5%,4.92,14.4%,3.97,3.83,L,0.280,0.353,-11%,-8%,0%,16.5,12.8,12.8,1.0,24.6,11.6,2.1,9.1,1.6
R.A. Dickey,,SP,5500,ATL,PHI,53%,4.57,,0.316,23.0%,4.11,14.9%,4.94,4.87,R,0.313,0.338,0%,1%,0%,3.2,7.7,7.7,1.1,14.3,13.8,2.5,31.9,5.8
Ben Lively,0,SP,5000,PHI,@ATL,47%,4.93,,0.301,22.7%,4.63,,,,R,,,-2%,1%,0%,12.9,12.9,12.9,12.9,12.9,15.1,3.0,9.2,1.8
Paolo Espino,,SP,4800,MIL,SF,47%,4.40,,0.309,19.9%,3.52,,,,R,,,0%,-1%,0%,8.0,8.0,8.0,8.0,8.0,15.6,3.3,4.2,0.9
Alec Asher,,SP,4700,BAL,@WAS,41%,4.94,,0.311,22.7%,5.53,14.2%,4.86,5.20,R,0.343,0.325,0%,3%,2%,10.7,10.7,10.7,-4.1,25.4,9.2,2.0,4.4,0.9
