"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Mike Trout",NA,"OF",5700,"LAA","BAL",4.66,"Bundy",0.311,"-2%","R","R",0.426,"1%",0.289,"7%",NA,"2",NA,"-3%","1%","0%",12.7,12.3,12.3,5.3,19.2,10.8,1.9,0,0
"Bryce Harper",NA,"OF",5600,"WAS","MIA",NA,"O'Grady",NA,"-5%","L","L",0.347,"-13%",0.179,"-29%",NA,"3",NA,"-2%","-1%","-3%",8.2,10.4,11.1,1.1,21.2,8,1.4,0,0
"Justin Upton",NA,"OF",5400,"DET","@PIT",4.01,"Williams",0.317,"0%","R","R",0.351,"-2%",0.228,"-2%",NA,"3",NA,"-7%","-2%","0%",14,9.4,9.4,1.4,17.4,8.2,1.5,0,0
"Anthony Rizzo",1,"1B",5400,"CHC","@SF",4.61,"Moore",0.357,"6%","L","L",0.364,"-4%",0.203,"-13%",NA,"3",NA,"-8%","-1%","0%",11,9.3,9.4,1.3,17.4,9.3,1.7,0,0
"Kris Bryant",NA,"3B",5300,"CHC","@SF",4.61,"Moore",0.326,"1%","L","R",0.401,"5%",0.27,"13%",NA,"2",NA,"-10%","-1%","0%",7.1,8.8,9,0.4,17.7,9.1,1.7,0,0
"Joey Votto",1,"1B",5300,"CIN","SD",4.93,"Chacin",0.343,"5%","R","L",0.424,"3%",0.247,"5%",NA,"3",NA,"2%","0%","1%",11.9,9.7,9.9,2.8,17,10.2,1.9,0,0
"Daniel Murphy",NA,"2B",5000,"WAS","MIA",NA,"O'Grady",NA,"-5%","L","L",0.317,"-12%",0.119,"-37%",NA,"5",NA,"-1%","-1%","-3%",8.4,9.9,9.9,1.2,18.6,6.3,1.3,0,0
"Willson Contreras",2,"C",4900,"CHC","@SF",4.61,"Moore",0.326,"1%","L","R",0.382,"4%",0.219,"5%",NA,"4",NA,"-9%","-1%","0%",15.5,8.9,8.6,0.1,17.1,7.8,1.6,0,0
"Miguel Sano",NA,"3B",4900,"MIN","MIL",4.67,"Suter",0.295,"-2%","L","R",0.379,"4%",0.265,"9%",NA,"x",NA,"2%","1%","0%",7.2,9,9.1,1,17.2,0,0,0,0
"Tommy Pham",NA,"OF",4800,"STL","@KC",4.61,"Kennedy",0.319,"0%","R","R",0.367,"1%",0.202,"-2%",NA,"2",NA,"3%","-1%","0%",8.5,10.1,10.1,1.3,18.9,9.2,1.9,0,0
"Brian Dozier",NA,"2B",4800,"MIN","MIL",4.67,"Suter",0.295,"-2%","L","R",0.375,"8%",0.245,"7%",NA,"1",NA,"2%","1%","0%",9.2,8.8,8.7,1.5,15.9,9.6,2,0,0
"Andrew McCutchen",NA,"OF",4700,"PIT","DET",4.99,"Zimmermann",0.32,"0%","R","R",0.353,"-5%",0.182,"-10%",NA,"3",NA,"-4%","-2%","0%",11.1,9.8,9.2,0.6,17.8,8.2,1.7,0,0
"Adam Duvall",NA,"OF",4700,"CIN","SD",4.93,"Chacin",0.282,"-8%","R","R",0.333,"-1%",0.255,"1%",NA,"4",NA,"1%","0%","1%",9,8.6,8.9,1,16.9,7.6,1.6,0,0
"Tim Beckham",1,"SS",4600,"BAL","@LAA",4.34,"Ramirez",0.308,"-3%","R","R",0.317,"-1%",0.189,"2%",NA,"6",NA,"-6%","1%","0%",11,7.8,7.2,-0.3,14.7,6.4,1.4,0,0
"Paul DeJong",NA,"2B/SS",4600,"STL","@KC",4.61,"Kennedy",0.319,"0%","R","R",0.335,"-1%",0.241,"8%",NA,"3",NA,"2%","-2%","0%",6.8,7.9,7.9,0.4,15.4,8,1.7,0,0
"Ryan Zimmerman",1,"1B",4500,"WAS","MIA",NA,"O'Grady",NA,"2%","L","R",0.37,"11%",0.249,"20%",NA,"4",NA,"1%","-2%","-4%",9.7,9.3,9.5,0.3,18.7,8.8,2,0,0
"Trea Turner",NA,"SS",4500,"WAS","MIA",NA,"O'Grady",NA,"2%","L","R",0.258,"-5%",0.061,"-12%",NA,"x",NA,"0%","0%","0%",13.4,10.9,10.9,1,20.8,0,0,0,0
"Manny Machado",NA,"3B",4500,"BAL","@LAA",4.34,"Ramirez",0.308,"-3%","R","R",0.359,"2%",0.23,"11%",NA,"2",NA,"-7%","1%","0%",11.1,8.1,8.1,-0.4,16.7,8.9,2,0,0
"Anthony Rendon",NA,"3B",4500,"WAS","MIA",NA,"O'Grady",NA,"2%","L","R",0.375,"5%",0.171,"-5%",NA,"6",NA,"0%","-1%","-3%",7.7,10.7,9.6,-0.8,20,8.1,1.8,0,0
"Andrelton Simmons",NA,"SS",4400,"LAA","BAL",4.66,"Bundy",0.311,"-2%","R","R",0.315,"2%",0.103,"-6%",NA,"5",NA,"-3%","1%","0%",10,8.7,8,1.5,14.6,6.7,1.5,0,0
"Billy Hamilton",NA,"OF",4400,"CIN","SD",4.93,"Chacin",0.343,"5%","R","S",0.284,"2%",0.07,"-12%",NA,"1",NA,"-1%","0%","0%",7.1,9.1,8.7,1.1,16.3,8.8,2,0,0
"Ian Happ",NA,"2B/OF",4400,"CHC","@SF",4.61,"Moore",0.326,"1%","L","S",0.337,"3%",0.203,"7%",NA,"5",NA,"-8%","-1%","0%",6.2,8.5,8.5,0,17,7.5,1.7,0,0
"Javier Baez",1,"2B/SS",4400,"CHC","@SF",4.61,"Moore",0.326,"1%","L","R",0.348,"8%",0.216,"17%",NA,"7",NA,"-9%","-1%","0%",9.2,7.7,7.7,-0.5,15.9,7.4,1.7,0,0
"Lorenzo Cain",NA,"OF",4400,"KC","STL",4.39,"Martinez",0.254,"-14%","R","R",0.324,"-4%",0.123,"-15%",NA,"2",NA,"2%","-1%","0%",13.5,8.6,8.2,0.9,15.6,7,1.6,0,0
"Dexter Fowler",NA,"OF",4300,"STL","@KC",4.61,"Kennedy",0.321,"0%","R","S",0.341,"-3%",0.181,"7%",NA,"x",NA,"0%","0%","0%",5.1,7.9,7.9,0.2,15.5,0,0,0,0
"Howie Kendrick",NA,"2B/OF",4300,"WAS","MIA",NA,"O'Grady",NA,"2%","L","R",0.339,"2%",0.128,"2%",NA,"2",NA,"1%","-1%","-3%",7.2,8.4,8.4,0.3,16.6,8.6,2,0,0
"Melky Cabrera",NA,"OF",4300,"KC","STL",4.39,"Martinez",0.336,"4%","R","S",0.329,"2%",0.137,"0%",NA,"3",NA,"0%","-2%","0%",8.1,8.2,7.7,0.4,14.9,7.7,1.8,0,0
"Ryan Braun",NA,"OF",4300,"MIL","@MIN",4.33,"Santana",0.299,"-5%","R","R",0.358,"-4%",0.224,"-3%",NA,"3",NA,"5%","1%","0%",4.9,9.3,9.3,1.1,17.5,9,2.1,0,0
"Yadier Molina",NA,"C",4200,"STL","@KC",4.61,"Kennedy",0.319,"0%","R","R",0.314,"-2%",0.112,"-7%",NA,"5",NA,"3%","-2%","0%",9.2,7.5,7.2,0.6,13.8,6.8,1.6,0,0
"Kyle Schwarber",NA,"OF",4200,"CHC","@SF",4.61,"Moore",0.357,"6%","L","L",0.27,"-10%",0.153,"-25%",NA,"x",NA,"0%","0%","0%",10.4,7.3,7.3,-0.2,14.8,0,0,0,0
"Starling Marte",NA,"OF",4200,"PIT","DET",4.99,"Zimmermann",0.32,"0%","R","R",0.348,"1%",0.148,"2%",NA,"1",NA,"-2%","-2%","0%",6.7,8.2,8.2,0,16.3,9.1,2.2,0,0
"Mark Trumbo",NA,"OF",4200,"BAL","@LAA",4.34,"Ramirez",0.308,"-3%","R","R",0.343,"1%",0.223,"-2%",NA,"x",NA,"0%","0%","0%",4.7,7.6,7.3,-0.4,14.9,0,0,0,0
"Whit Merrifield",NA,"2B",4200,"KC","STL",4.39,"Martinez",0.254,"-14%","R","R",0.308,"-6%",0.134,"-10%",NA,"1",NA,"2%","-1%","0%",9.7,9.2,8.9,1.3,16.6,6.8,1.6,0,0
"Giancarlo Stanton",NA,"OF",4200,"MIA","@WAS",NA,"Scherzer",0.208,"-24%","R","R",0.365,"-6%",0.278,"-8%",NA,"2",NA,"5%","-2%","-4%",13.3,10.9,10.5,0.6,20.4,7.6,1.8,0,0
"Jonathan Schoop",NA,"2B",4100,"BAL","@LAA",4.34,"Ramirez",0.308,"-3%","R","R",0.352,"6%",0.218,"11%",NA,"3",NA,"-7%","1%","0%",11.8,9.6,9.1,1.6,16.5,8.3,2,0,0
"Mike Moustakas",NA,"3B",4100,"KC","STL",4.39,"Martinez",0.336,"4%","R","L",0.354,"6%",0.231,"11%",NA,"5",NA,"-1%","-2%","0%",7.6,8.7,8.8,1,16.6,8.5,2.1,0,0
"Aledmys Diaz",NA,"SS",4000,"STL","@KC",4.61,"Kennedy",0.319,"0%","R","R",0.354,"4%",0.202,"12%",NA,"x",NA,"0%","0%","0%",3.5,6.2,6.2,-0.9,13.4,0,0,0,0
"Ian Kinsler",NA,"2B",4000,"DET","@PIT",4.01,"Williams",0.317,"0%","R","R",0.331,"-2%",0.148,"-5%",NA,"1",NA,"-5%","-2%","0%",6.6,7.7,7.7,0.6,14.9,7.6,1.9,0,0
"Adam Eaton",NA,"OF",4000,"WAS","MIA",NA,"O'Grady",NA,"-5%","L","L",0.313,"-9%",0.063,"-53%",NA,"x",NA,"0%","0%","0%",10.9,10.6,10.6,3,18.2,0,0,0,0
"Scooter Gennett",NA,"2B/OF",4000,"CIN","SD",4.93,"Chacin",0.343,"5%","R","L",0.335,"8%",0.176,"14%",NA,"5",NA,"1%","0%","1%",3.8,9,9,-1.3,19.3,7.9,2,0,0
"Josh Harrison",NA,"2B/3B",3900,"PIT","DET",4.99,"Zimmermann",0.32,"0%","R","R",0.307,"-5%",0.11,"-10%",NA,"2",NA,"-2%","-2%","0%",7.9,7.9,7.8,1,14.6,7.2,1.8,0,0
"Alex Presley",NA,"OF",3900,"DET","@PIT",4.01,"Williams",0.343,"4%","R","L",0.285,"-1%",0.098,"2%",NA,"x",NA,"0%","0%","0%",7.2,7.2,7.2,0.3,14,0,0,0,0
"David Freese",NA,"3B",3900,"PIT","DET",4.99,"Zimmermann",0.32,"0%","R","R",0.323,"-5%",0.13,"-14%",NA,"5",NA,"-3%","-2%","0%",8.5,6.9,6.9,1.3,12.5,6.3,1.6,0,0
"Josh Bell",1,"1B",3900,"PIT","DET",4.99,"Zimmermann",0.325,"1%","R","S",0.346,"2%",0.204,"2%",NA,"4",NA,"1%","-2%","0%",5.9,8.3,7.9,0.5,15.3,8.1,2.1,0,0
"Ryan Schimpf",NA,"3B",3900,"SD","@CIN",4.57,"Adleman",0.36,"8%","R","L",0.351,"3%",0.303,"3%",NA,"x",NA,"0%","0%","0%",7.5,6.9,6.9,-0.4,14.2,0,0,0,0
"Eric Thames",1,"1B/OF",3900,"MIL","@MIN",4.33,"Santana",0.31,"-2%","R","L",0.393,"5%",0.288,"10%",NA,"1",NA,"-9%","1%","0%",6.6,8.1,9.1,0.3,17.8,8.9,2.3,0,0
"Luke Voit",NA,"1B",3900,"STL","@KC",4.61,"Kennedy",0.319,"0%","R","R",0.389,"1%",0.239,"7%",NA,"x",NA,"2%","-2%","0%",5.8,7.2,7.2,-0.5,14.9,0,0,0,0
"Cory Spangenberg",NA,"3B/OF",3900,"SD","@CIN",4.57,"Adleman",0.36,"8%","R","L",0.319,"2%",0.141,"12%",NA,"6",NA,"3%","0%","1%",7.3,7,7,0.7,13.4,7.8,2,0,0
"Jordan Luplow",NA,"OF",3800,"PIT","DET",4.99,"Zimmermann",0.32,"0%","R","R",NA,"-1%",NA,"2%",NA,"x",NA,"0%","0%","0%",0.7,0.7,0.7,-0.5,1.8,0,0,0,0
"Adam Jones",NA,"OF",3800,"BAL","@LAA",4.34,"Ramirez",0.308,"-3%","R","R",0.335,"1%",0.195,"4%",NA,"1",NA,"-7%","1%","0%",6.5,7.7,7.8,0.1,15.5,8.2,2.2,0,0
"Trey Mancini",1,"1B/OF",3800,"BAL","@LAA",4.34,"Ramirez",0.308,"-3%","R","R",0.397,"4%",0.257,"9%",NA,"5",NA,"-7%","1%","0%",7.8,7.9,8,-0.5,16.5,7.5,2,0,0
"Brandon Belt",NA,"1B/OF",3800,"SF","CHC",3.39,"Arrieta",0.259,"-13%","R","L",0.368,"3%",0.211,"5%",NA,"x",NA,"0%","0%","0%",9.8,8.4,8.4,1.1,15.8,0,0,0,0
"Ben Revere",1,"OF",3800,"LAA","BAL",4.66,"Bundy",0.336,"3%","R","L",0.293,"-1%",0.083,"9%",NA,"7",NA,"-5%","0%","0%",9.8,6.3,6.3,0.9,11.7,6,1.6,0,0
"Dee Gordon",NA,"2B",3800,"MIA","@WAS",NA,"Scherzer",0.303,"-4%","R","L",0.316,"1%",0.078,"5%",NA,"1",NA,"0%","-1%","-1%",11.3,9.2,8.8,1.5,16,8.4,2.2,0,0
"Brian Goodwin",NA,"OF",3800,"WAS","MIA",NA,"O'Grady",NA,"-5%","L","L",0.454,"-3%",0.3,"-15%",NA,"1",NA,"-1%","-1%","-3%",9.8,8,8,-0.7,16.7,6.6,1.7,0,0
"Robbie Grossman",NA,"OF",3800,"MIN","MIL",4.67,"Suter",0.295,"-2%","L","S",0.345,"3%",0.128,"-2%",NA,"2",NA,"2%","1%","0%",8.4,7.3,7.3,0.9,13.7,7.7,2,0,0
"Manuel Margot",NA,"OF",3800,"SD","@CIN",4.57,"Adleman",0.339,"4%","R","R",0.307,"-2%",0.15,"-1%",NA,"1",NA,"1%","0%","0%",11.7,7.4,7.4,-0.2,15.1,8.4,2.2,0,0
"Adam Frazier",NA,"OF",3800,"PIT","DET",4.99,"Zimmermann",0.325,"1%","R","L",0.323,"-1%",0.118,"11%",NA,"x",NA,"0%","0%","0%",6.8,8.1,8.1,1,15.2,0,0,0,0
"Alex Mejia",NA,"SS",3800,"STL","@KC",4.61,"Kennedy",0.319,"0%","R","R",NA,"-1%",NA,"2%",NA,"x",NA,"0%","0%","0%",4.8,4.8,4.8,-4.8,14.3,0,0,0,0
"Travis Shaw",NA,"3B",3800,"MIL","@MIN",4.33,"Santana",0.31,"-2%","R","L",0.349,"2%",0.213,"-2%",NA,"4",NA,"-9%","1%","0%",5.5,9.6,9.5,1,18.1,7.4,1.9,0,0
