Player Name,Likes,Inj,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Albert Almora,,,OF,2800,CHC,@STL,3.78,Wainwright,0.275,-10%,R,R,0.314,-1%,0.114,-3,9,x,0,2%,-6%,-1%,0.0,0.0,0.0,0.0,0.0,5.2,1.9,3.0,1.1
Kelby Tomlinson,0,,2B/SS,2800,SF,@ARI,4.84,Corbin,0.355,8%,L,R,0.353,5%,0.104,5,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Nieuwenhuis,,,OF,2800,MIL,COL,4.00,Anderson,,-3%,L,L,0.205,-11%,0.079,-27,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Bird,11,,1B,2800,NYY,@TB,3.75,Odorizzi,0.280,-9%,R,L,0.387,5%,0.304,19,3,5,0,-4%,0%,0%,2.0,2.0,2.0,2.0,2.0,7.8,2.8,7.0,2.5
Robinson Chirinos,1,,C,2800,TEX,CLE,3.96,Carrasco,0.278,-9%,R,R,0.314,-2%,0.193,-4,9,x,0,2%,-3%,0%,0.0,0.0,0.0,0.0,0.0,5.3,1.9,0.0,0.0
Erik Gonzalez,,,SS,2800,CLE,@TEX,5.04,Perez,0.339,4%,L,R,,3%,,8,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonny Peralta,,,3B/SS,2800,STL,CHC,3.22,Arrieta,0.242,-17%,R,R,0.330,-1%,0.145,-10,4,6,0,0%,-6%,-1%,3.0,3.0,3.0,3.0,3.0,5.1,1.8,3.0,1.1
Didi Gregorius,,,SS,2800,NYY,@TB,3.75,Odorizzi,0.280,-9%,R,L,0.308,2%,0.151,15,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trayce Thompson,1,,OF,2700,LAD,SD,4.48,Richard,0.346,4%,L,R,0.356,4%,0.252,12,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Barnes,,,2B/C,2700,LAD,SD,4.48,Richard,0.346,4%,L,R,,3%,,8,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Renfroe,0,,OF,2700,SD,@LAD,3.02,Maeda,0.253,-13%,R,R,,-1%,,2,6,5,-2,-4%,-4%,0%,0.0,0.0,0.0,0.0,0.0,5.4,2.0,3.0,1.1
Miguel Montero,,,C,2700,CHC,@STL,3.78,Wainwright,0.303,-4%,R,L,0.321,5%,0.147,10,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yandy Diaz,,,3B,2700,CLE,@TEX,5.04,Perez,0.339,4%,L,R,,3%,,8,7,x,1,5%,-2%,0%,7.0,7.0,7.0,7.0,7.0,7.0,2.6,0.0,0.0
Matt Adams,,,1B,2700,STL,CHC,3.22,Arrieta,0.250,-15%,R,L,0.341,5%,0.191,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7
Josh Phegley,,,C,2700,OAK,LAA,3.63,Shoemaker,0.311,-2%,R,R,0.299,-3%,0.191,3,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Revere,0,,OF,2700,LAA,@OAK,3.87,Manaea,,-4%,L,L,0.313,5%,0.069,-1,x,8,-,3%,-1%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Nicholas,,,C,2700,TEX,CLE,3.96,Carrasco,0.293,-6%,R,L,0.351,2%,0.281,11,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Toles,,,OF,2700,LAD,SD,4.48,Richard,0.275,-7%,L,L,,-7%,,-22,x,8,-,-3%,-3%,0%,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0
Marwin Gonzalez,3,,1B/3B,2700,HOU,SEA,4.73,Iwakuma,0.298,-5%,R,S,0.305,-3%,0.132,-8,9,x,0,0%,1%,3%,0.0,0.0,0.0,0.0,0.0,5.9,2.2,14.0,5.2
Jarrod Dyson,,,OF,2700,SEA,@HOU,3.77,McCullers,0.287,-6%,R,L,0.303,1%,0.101,8,9,1,0,2%,1%,3%,0.0,0.0,0.0,0.0,0.0,7.1,2.6,5.0,1.9
Willie Calhoun,,,2B,2700,LAD,SD,4.48,Richard,,%,L,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Dickerson,,,OF,2700,SD,@LAD,3.02,Maeda,0.313,-4%,R,L,0.341,3%,0.216,13,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunel Escobar,4,,3B/SS,2700,LAA,@OAK,3.87,Manaea,0.322,1%,L,R,0.337,3%,0.106,13,1,1,0,0%,-2%,0%,6.0,6.0,6.0,6.0,6.0,7.4,2.7,5.0,1.9
Jon Jay,,,OF,2700,CHC,@STL,3.78,Wainwright,0.303,-4%,R,L,0.306,-1%,0.083,5,x,8,-,0%,-5%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preston Tucker,,,OF,2700,HOU,SEA,4.73,Iwakuma,0.298,-5%,R,L,0.315,5%,0.211,13,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Socrates Brito,,,OF,2700,ARI,SF,4.16,Cueto,0.268,-11%,R,L,0.284,-1%,0.196,9,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Canha,,,1B/OF,2700,OAK,LAA,3.63,Shoemaker,0.311,-2%,R,R,0.339,6%,0.210,14,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Hill,2,,3B,2600,SF,@ARI,4.84,Corbin,0.355,8%,L,R,0.316,5%,0.133,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Gamel,,,OF,2600,SEA,@HOU,3.77,McCullers,0.287,-6%,R,L,0.188,-2%,0.026,-1,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Beckham,6,,2B/SS,2600,TB,NYY,3.75,Sabathia,0.350,7%,L,R,0.322,4%,0.198,6,5,7,2,-4%,0%,0%,7.0,7.0,7.0,7.0,7.0,6.5,2.5,3.0,1.2
Yonder Alonso,1,,1B,2600,OAK,LAA,3.63,Shoemaker,0.307,-3%,R,L,0.313,2%,0.127,8,8,8,0,-3%,-2%,0%,7.0,7.0,7.0,7.0,7.0,5.8,2.2,7.0,2.7
Cory Spangenberg,,,2B/3B,2600,SD,@LAD,3.02,Maeda,0.313,-4%,R,L,0.310,-1%,0.149,10,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Segedin,,,3B/OF,2600,LAD,SD,4.48,Richard,0.346,4%,L,R,0.279,2%,0.154,8,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorkys Hernandez,8,,OF,2600,SF,@ARI,4.84,Corbin,0.355,8%,L,R,0.313,3%,0.167,8,1,x,0,9%,-2%,0%,0.0,0.0,0.0,0.0,0.0,8.9,3.4,20.0,7.7
J.D. Davis,,,3B,2600,HOU,SEA,4.73,Iwakuma,,%,R,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Bauers,,,1B,2600,TB,NYY,3.75,Sabathia,,%,L,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolten Wong,,,2B,2600,STL,CHC,3.22,Arrieta,0.250,-15%,R,L,0.311,3%,0.141,11,8,8,0,-1%,-6%,-1%,2.0,2.0,2.0,2.0,2.0,5.2,2.0,3.0,1.2
Derek Norris,6,,C,2600,TB,NYY,3.75,Sabathia,0.350,7%,L,R,0.363,15%,0.183,17,7,9,2,-4%,0%,0%,3.0,3.0,3.0,3.0,3.0,7.2,2.8,0.0,0.0
Joe Wendle,,,2B,2600,OAK,LAA,3.63,Shoemaker,0.307,-3%,R,L,0.251,-2%,0.049,-6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Zagunis,,,OF,2600,CHC,@STL,3.78,Wainwright,0.275,-10%,R,R,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Verdugo,,,OF,2600,LAD,SD,4.48,Richard,0.275,-7%,L,L,,-7%,,-22,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Headley,,,3B,2600,NYY,@TB,3.75,Odorizzi,0.280,-9%,R,S,0.308,-2%,0.128,-1,7,7,0,-3%,0%,0%,13.0,13.0,13.0,13.0,13.0,5.7,2.2,24.0,9.2
Andrelton Simmons,3,,SS,2600,LAA,@OAK,3.87,Manaea,0.322,1%,L,R,0.296,3%,0.122,35,7,7,0,0%,-2%,0%,5.0,5.0,5.0,5.0,5.0,6.5,2.5,7.0,2.7
Mike Zunino,1,,C,2600,SEA,@HOU,3.77,McCullers,0.320,-1%,R,R,0.272,-3%,0.202,10,8,8,0,6%,1%,4%,0.0,0.0,0.0,0.0,0.0,6.8,2.6,3.0,1.2
Andy Ibanez,,,2B,2600,TEX,CLE,3.96,Carrasco,,%,R,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Rua,,,1B/OF,2600,TEX,CLE,3.96,Carrasco,0.278,-9%,R,R,0.292,-4%,0.131,-6,6,x,0,2%,-3%,0%,0.0,0.0,0.0,0.0,0.0,5.9,2.3,2.0,0.8
Jeimer Candelario,,,3B,2600,CHC,@STL,3.78,Wainwright,0.303,-4%,R,S,,2%,,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hanser Alberto,,,2B/SS,2500,TEX,CLE,3.96,Carrasco,0.278,-9%,R,R,0.221,-5%,0.050,-10,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Ray,,,OF,2500,MIL,COL,4.00,Anderson,,%,L,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy La Stella,,,2B/3B,2500,CHC,@STL,3.78,Wainwright,0.303,-4%,R,L,0.298,-3%,0.091,-3,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Gillaspie,,,3B,2500,SF,@ARI,4.84,Corbin,0.280,-8%,L,L,0.234,-14%,0.098,-25,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Marisnick,,,OF,2500,HOU,SEA,4.73,Iwakuma,0.294,-6%,R,R,0.258,-4%,0.090,-24,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manny Pina,,,C,2500,MIL,COL,4.00,Anderson,0.333,3%,L,R,0.275,2%,0.000,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
Roberto Perez,,,C,2500,CLE,@TEX,5.04,Perez,0.339,4%,L,R,0.307,3%,0.130,5,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Bourjos,,,OF,2500,TB,NYY,3.75,Sabathia,0.350,7%,L,R,0.279,0%,0.104,-8,9,x,0,-4%,0%,0%,0.0,0.0,0.0,0.0,0.0,5.7,2.3,2.0,0.8
Alexi Amarista,,,3B/SS,2500,COL,@MIL,4.00,Davies,0.312,-2%,R,L,0.263,4%,0.080,18,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Hicks,,,OF,2500,NYY,@TB,3.75,Odorizzi,0.280,-9%,R,S,0.285,-3%,0.106,-14,x,x,-,0%,0%,0%,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
Danny Espinosa,7,,2B/SS,2500,LAA,@OAK,3.87,Manaea,0.322,1%,L,S,0.322,8%,0.202,23,8,6,0,-2%,-2%,0%,0.0,0.0,0.0,0.0,0.0,6.2,2.5,18.0,7.2
Matt Szczur,,,OF,2500,CHC,@STL,3.78,Wainwright,0.275,-10%,R,R,0.280,-4%,0.097,-11,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Martinez,,,1B/OF,2500,STL,CHC,3.22,Arrieta,0.242,-17%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8
Jacob Nottingham,,,C,2500,MIL,COL,4.00,Anderson,,%,L,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristhian Adames,,,2B/SS,2500,COL,@MIL,4.00,Davies,0.312,-2%,R,S,0.253,-4%,0.066,-13,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Heredia,,,OF,2500,SEA,@HOU,3.77,McCullers,0.320,-1%,R,R,0.328,-1%,0.000,-4,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Bethancourt,,,C,2500,SD,@LAD,3.02,Maeda,0.253,-13%,R,R,0.243,-3%,0.103,4,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Hernandez,,,C,2500,ARI,SF,4.16,Cueto,0.281,-9%,R,R,0.211,-4%,0.028,-5,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Martinez,,,2B/OF,2500,CLE,@TEX,5.04,Perez,0.339,4%,L,S,0.210,-1%,0.031,-3,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Marrero,5,,1B/OF,2500,SF,@ARI,4.84,Corbin,0.355,8%,L,R,,3%,,8,7,x,0,12%,-3%,0%,0.0,0.0,0.0,0.0,0.0,7.9,3.2,2.0,0.8
Jed Lowrie,1,,2B,2500,OAK,LAA,3.63,Shoemaker,0.307,-3%,R,S,0.294,-3%,0.105,-2,6,9,0,-3%,-2%,0%,8.0,8.0,8.0,8.0,8.0,5.4,2.2,24.0,9.6
Tyler Austin,,,OF,2500,NYY,@TB,3.75,Odorizzi,0.332,3%,R,R,0.266,-3%,0.183,4,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Jankowski,0,,OF,2500,SD,@LAD,3.02,Maeda,0.313,-4%,R,L,0.310,7%,0.093,8,1,1,8,-5%,-2%,0%,5.0,5.0,5.0,5.0,5.0,7.2,2.9,4.0,1.6
Ian Happ,,,2B,2500,CHC,@STL,3.78,Wainwright,0.303,-4%,R,S,,2%,,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Smolinski,,,OF,2500,OAK,LAA,3.63,Shoemaker,0.311,-2%,R,R,0.256,-11%,0.087,-26,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jett Bandy,2,,C,2500,MIL,COL,4.00,Anderson,0.333,3%,L,R,0.318,3%,0.262,16,7,8,0,-1%,-9%,0%,5.0,5.0,5.0,5.0,5.0,5.8,2.3,6.0,2.4
Harrison Bader,,,OF,2500,STL,CHC,3.22,Arrieta,0.242,-17%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrique Hernandez,0,,2B/OF,2400,LAD,SD,4.48,Richard,0.346,4%,L,R,,3%,,8,8,x,0,-4%,-3%,0%,0.0,0.0,0.0,0.0,0.0,6.0,2.5,2.0,0.8
Allen Cordoba,,,SS,2400,SD,@LAD,3.02,Maeda,0.253,-13%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Van Slyke,,,OF,2400,LAD,SD,4.48,Richard,0.346,4%,L,R,0.377,10%,0.215,21,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector Sanchez,,,C,2300,SD,@LAD,3.02,Maeda,0.313,-4%,R,S,0.267,-2%,0.149,7,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesus Sucre,,,C,2300,TB,NYY,3.75,Sabathia,0.350,7%,L,R,0.341,6%,0.123,8,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Urias,,,2B,2300,SD,@LAD,3.02,Maeda,0.253,-13%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Cardullo,,,1B,2300,COL,@MIL,4.00,Davies,0.303,-4%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9
Carlos Ruiz,,,C,2300,SEA,@HOU,3.77,McCullers,0.320,-1%,R,R,0.279,-9%,0.075,-27,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Descalso,,,2B/SS,2300,ARI,SF,4.16,Cueto,0.268,-11%,R,L,0.296,0%,0.125,4,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rickie Weeks,5,,OF,2300,TB,NYY,3.75,Sabathia,0.350,7%,L,R,0.359,8%,0.227,28,4,x,0,-4%,0%,0%,0.0,0.0,0.0,0.0,0.0,7.6,3.3,0.0,0.0
Greg Garcia,,,3B/SS,2300,STL,CHC,3.22,Arrieta,0.250,-15%,R,L,0.335,2%,0.111,-2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9
Ryan LaMarre,,,OF,2300,LAA,@OAK,3.87,Manaea,0.322,1%,L,R,,3%,,8,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Brown,,,C,2300,SF,@ARI,4.84,Corbin,0.355,8%,L,R,0.259,0%,0.107,3,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Iannetta,,,C,2300,ARI,SF,4.16,Cueto,0.281,-9%,R,R,0.277,-11%,0.114,-20,x,7,-,2%,-2%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn O'Malley,,,2B/SS,2300,SEA,@HOU,3.77,McCullers,0.287,-6%,R,S,0.277,-1%,0.082,-5,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Joyce,3,,OF,2300,OAK,LAA,3.63,Shoemaker,0.307,-3%,R,L,0.329,4%,0.154,3,2,5,0,-3%,-2%,0%,2.0,2.0,2.0,2.0,2.0,7.0,3.0,0.0,0.0
Daniel Robertson,,,OF,2300,CLE,@TEX,5.04,Perez,0.339,4%,L,R,0.330,5%,0.074,-1,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Aybar,0,,SS,2300,SD,@LAD,3.02,Maeda,0.313,-4%,R,S,0.300,3%,0.089,2,8,x,-1,-5%,-3%,0%,0.0,0.0,0.0,0.0,0.0,5.1,2.2,15.0,6.5
Drew Robinson,,,2B/OF,2300,TEX,CLE,3.96,Carrasco,0.293,-6%,R,L,,2%,,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pete Kozma,,,2B/SS,2300,NYY,@TB,3.75,Odorizzi,0.332,3%,R,R,0.218,-5%,0.023,-13,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Robertson,0,,SS,2300,TB,NYY,3.75,Sabathia,0.350,7%,L,R,,3%,,8,8,x,0,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0
Gleyber Torres,,,SS,2300,NYY,@TB,3.75,Odorizzi,,%,R,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Maxwell,,,C,2300,OAK,LAA,3.63,Shoemaker,0.307,-3%,R,L,,2%,,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yadiel Rivera,,,2B/3B,2300,MIL,COL,4.00,Anderson,0.333,3%,L,R,0.224,1%,0.074,5,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curt Casali,,,C,2300,TB,NYY,3.75,Sabathia,0.350,7%,L,R,0.323,5%,0.210,11,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Hedges,,,C,2300,SD,@LAD,3.02,Maeda,0.253,-13%,R,R,0.189,-9%,0.054,-13,7,7,-1,-4%,-4%,0%,0.0,0.0,0.0,0.0,0.0,4.5,2.0,0.0,0.0
Nick Ahmed,,,SS,2200,ARI,SF,4.16,Cueto,0.281,-9%,R,R,0.245,-6%,0.103,-5,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Rosales,,,2B/3B,2200,OAK,LAA,3.63,Shoemaker,0.311,-2%,R,R,0.305,-3%,0.179,1,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fletcher,,,SS,2200,LAA,@OAK,3.87,Manaea,0.322,1%,L,R,,3%,,8,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuffy Gosewisch,,,C,2200,SEA,@HOU,3.77,McCullers,0.320,-1%,R,R,0.220,-8%,0.076,-14,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Maile,,,C,2200,TB,NYY,3.75,Sabathia,0.350,7%,L,R,0.274,2%,0.167,9,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Torrens,,,C,2200,SD,@LAD,3.02,Maeda,0.253,-13%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Romine,,,C,2200,NYY,@TB,3.75,Odorizzi,0.332,3%,R,R,0.225,-5%,0.098,-4,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carson Kelly,,,C,2200,STL,CHC,3.22,Arrieta,0.242,-17%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Tucker,,,OF,2200,HOU,SEA,4.73,Iwakuma,,%,R,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Maldonado,2,,C,2200,LAA,@OAK,3.87,Manaea,0.322,1%,L,R,0.292,4%,0.155,18,9,9,0,-1%,-2%,0%,0.0,0.0,0.0,0.0,0.0,5.6,2.5,9.0,4.1
Eric Fryer,,,C,2100,STL,CHC,3.22,Arrieta,0.242,-17%,R,R,0.300,-2%,0.085,-9,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Sardinas,,,3B/SS,2100,SD,@LAD,3.02,Maeda,0.313,-4%,R,S,0.237,-7%,0.039,-30,x,8,-,-5%,-3%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Torreyes,2,,3B/SS,2100,NYY,@TB,3.75,Odorizzi,0.332,3%,R,R,0.324,0%,0.153,3,9,8,0,-3%,0%,0%,2.0,2.0,2.0,2.0,2.0,5.9,2.8,16.0,7.6
Kyle Lewis,,,OF,2000,SEA,@HOU,3.77,McCullers,,%,R,,,%,,,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Mathis,,,C,2000,ARI,SF,4.16,Cueto,0.281,-9%,R,R,0.217,-9%,0.077,-17,8,x,0,4%,-2%,0%,18.0,18.0,18.0,18.0,18.0,4.5,2.3,0.0,0.0
Carlos Perez,,,C,2000,LAA,@OAK,3.87,Manaea,0.322,1%,L,R,0.221,-2%,0.050,-8,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Vogelbach,,,1B,2000,SEA,@HOU,3.77,McCullers,0.287,-6%,R,L,,2%,,6,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cliff Pennington,,,2B/SS,2000,LAA,@OAK,3.87,Manaea,0.322,1%,L,S,0.266,0%,0.076,-1,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eloy Jimenez,,,OF,2000,CHC,@STL,3.78,Wainwright,0.275,-10%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
