"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Zack Greinke",3,"SP",12000,"ARI","CWS","63%",4.06,NA,NA,NA,4.51,"22.9%",3.55,3.46,"R",0.287,0.272,"-2%","-3%","0%",28.8,23.3,23.3,11.7,34.9,18.3,1.5,0,0
"Michael Pineda",4,"SP",10500,"NYY","KC","62%",3.45,NA,NA,NA,3.29,"26.0%",3.18,3.06,"R",0.309,0.311,"0%","1%","0%",19.1,20.8,20.8,10.8,30.8,19.9,1.9,0,0
"Michael Fulmer",NA,"SP",9900,"DET","@HOU","44%",4.54,NA,NA,NA,4.98,"20.9%",3.96,3.89,"R",0.255,0.304,"3%","0%","0%",22.3,20.4,20.4,12.3,28.6,17.8,1.8,0,0
"Gerrit Cole",2,"SP",9700,"PIT","@ATL","53%",4.09,NA,NA,NA,4.65,"22.6%",3.58,3.45,"R",0.304,0.287,"0%","1%","0%",23.1,18.4,18.4,9.4,27.4,19.2,2,0,0
"John Lackey",0,"SP",9000,"CHC","SF","65%",4.17,NA,NA,NA,3.43,"22.0%",3.82,3.74,"R",0.309,0.29,"1%","1%","-7%",16.6,16.9,16.9,6.6,27.3,16.2,1.8,0,0
"Jake Odorizzi",NA,"SP",8300,"TB","LAA","53%",3.87,NA,NA,NA,4,"21.4%",4.06,4.2,"R",0.282,0.325,"2%","0%","0%",15.9,15.3,15.3,6.8,23.7,16.1,1.9,0,0
"Jason Vargas",NA,"SP",7700,"KC","@NYY","38%",4.55,NA,NA,NA,5.72,"19.3%",4.13,4.22,"L",0.321,0.299,"2%","2%","0%",14,20.4,20.4,8.2,32.5,12.5,1.6,0,0
"Mike Foltynewicz",NA,"SP",7500,"ATL","PIT","47%",4.41,NA,NA,NA,3.86,"20.3%",4.18,4.33,"R",0.367,0.334,"0%","1%","0%",14.7,12.3,12.3,0.9,23.8,15.5,2.1,0,0
"J.C. Ramirez",NA,"SP",7300,"LAA","@TB","47%",4.13,NA,NA,NA,4.76,"18.4%",4.01,4.19,"R",0.314,0.327,"2%","0%","0%",16.8,15.3,15.3,6,24.6,14.4,2,0,0
"Josh Tomlin",NA,"SP",7200,"CLE","@CIN","55%",4.23,NA,NA,NA,5.1,"17.8%",4.01,3.94,"R",0.275,0.363,"4%","2%","0%",13.1,8.3,8.3,-4.4,20.9,12.6,1.8,0,0
"Jerad Eickhoff",NA,"SP",6900,"PHI","COL","53%",3.89,NA,NA,NA,4.98,"21.1%",4.03,4.14,"R",0.35,0.254,"2%","1%","0%",9.7,12.7,12.7,3,22.5,13.3,1.9,0,0
"Miguel Gonzalez",NA,"SP",6400,"CWS","@ARI","37%",5.44,NA,NA,NA,5.11,"16.8%",4.61,4.65,"R",0.326,0.319,"-15%","-8%","0%",7.8,11.5,11.5,-1.9,25,8.2,1.3,0,0
"Jeff Hoffman",NA,"SP",6300,"COL","@PHI","47%",4.11,NA,NA,NA,4.58,"18.2%",4.82,4.69,"R",NA,NA,"11%","1%","0%",21.2,21.2,21.2,21.2,21.2,16.5,2.6,0,0
"Ubaldo Jimenez",NA,"SP",6100,"BAL","MIN","56%",4.44,NA,NA,NA,4.34,"20.1%",4.39,4.28,"R",0.331,0.316,"0%","1%","0%",9.2,6.7,6.7,-3.3,16.7,11.4,1.9,0,0
"Ty Blach",NA,"SP",6000,"SF","@CHC","35%",5.83,NA,NA,NA,4.88,"9.5%",5.29,5,"L",NA,NA,"2%","2%","-16%",8.1,8.1,8.1,-6.5,22.6,9.2,1.5,0,0
"Scott Feldman",NA,"SP",5900,"CIN","CLE","45%",4.77,NA,NA,NA,4.29,"15.4%",4.35,4.13,"R",0.309,0.328,"0%","2%","0%",9.7,12.6,12.6,-0.1,25.3,12,2,0,0
"Brad Peacock",2,"SP",5700,"HOU","DET","56%",3.96,NA,NA,NA,4.98,"24.6%",4.24,4.7,"R",0.358,0.33,"2%","0%","0%",0,0,0,0,0,15.1,2.6,0,0
"Kyle Gibson",NA,"SP",5200,"MIN","@BAL","44%",5.06,NA,NA,NA,4.78,"16.5%",4.47,4.28,"R",0.342,0.311,"2%","1%","0%",0.1,1.9,1.9,-3.7,7.5,10.7,2.1,0,0
