Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Rich Hill,4,SP,12000,LAD,@NYM,54%,3.57,6,0.301,24.2%,4.80,29.3%,3.42,3.58,L,0.278,0.246,1%,-1%,0%,28.0,18.0,18.0,6.5,29.6,21.0,1.8,17.1,1.4
Gerrit Cole,10,SP,11000,PIT,SD,63%,3.83,6,0.302,24.8%,3.79,22.1%,3.73,3.59,R,0.318,0.287,0%,0%,-1%,22.9,16.2,16.2,5.8,26.6,21.0,1.9,10.9,1.0
Taijuan Walker,3,SP,9800,ARI,@SF,43%,4.31,,0.331,18.4%,3.94,21.6%,4.00,4.09,R,0.312,0.317,5%,0%,0%,17.1,16.1,16.1,6.8,25.4,13.9,1.4,15.9,1.6
Charlie Morton,7,SP,9500,HOU,TOR,62%,3.91,5.5,0.329,20.0%,4.23,21.0%,3.88,3.78,R,0.324,0.303,1%,0%,-2%,21.6,19.2,19.2,11.4,26.9,17.2,1.8,18.4,1.9
Danny Salazar,5,SP,9400,CLE,NYY,51%,4.45,6.5,0.332,20.3%,5.28,27.5%,3.58,3.56,R,0.309,0.298,-2%,0%,0%,20.0,18.2,18.2,9.3,27.1,16.6,1.8,33.5,3.6
Drew Pomeranz,9,SP,9000,BOS,CWS,67%,3.86,6,0.314,20.3%,4.32,25.1%,3.89,3.81,L,0.290,0.296,-3%,-1%,-2%,16.8,16.9,16.9,7.7,26.0,17.6,2.0,27.5,3.1
Cole Hamels,1,SP,8600,TEX,@MIN,51%,5.19,5,0.310,22.3%,4.51,22.7%,3.87,3.80,L,0.279,0.307,0%,0%,0%,16.5,13.6,13.6,1.6,25.6,17.0,2.0,31.3,3.6
Dinelson Lamet,7,SP,8400,SD,@PIT,37%,5.17,,0.307,19.5%,4.20,30.0%,3.59,3.88,R,,0.226,0%,1%,-1%,18.0,16.6,16.6,3.9,29.4,16.4,2.0,23.8,2.8
Zach Davies,1,SP,8200,MIL,@TB,40%,4.99,4.5,0.324,21.4%,4.59,18.0%,4.36,4.18,R,0.323,0.318,5%,0%,0%,18.7,12.2,12.2,2.7,21.7,14.4,1.8,21.9,2.7
Lance Lynn,,SP,8100,STL,@CIN,47%,4.90,5,0.307,22.2%,4.60,21.8%,4.21,4.18,R,0.334,0.264,-1%,0%,0%,18.9,16.4,16.4,7.2,25.7,15.7,1.9,19.9,2.5
Luis Castillo,10,RP,8000,CIN,STL,53%,4.60,,0.317,23.4%,4.45,26.2%,3.80,3.59,R,,,0%,0%,0%,19.6,18.2,18.2,8.7,27.7,17.3,2.2,10.3,1.3
Tyler Skaggs,11,SP,7900,LAA,OAK,55%,4.27,,0.326,22.0%,4.31,23.2%,4.24,4.16,L,0.322,0.318,2%,0%,0%,15.8,15.8,15.8,5.6,26.1,17.4,2.2,4.2,0.5
Mike Foltynewicz,1,SP,7600,ATL,MIA,54%,4.53,,0.310,19.6%,4.76,20.4%,4.32,4.46,R,0.369,0.328,0%,0%,0%,14.2,14.5,14.5,1.3,27.6,13.7,1.8,35.9,4.7
Dan Straily,1,SP,7500,MIA,@ATL,46%,4.97,,0.314,19.1%,4.59,20.8%,4.55,4.89,R,0.303,0.321,-2%,-1%,0%,9.1,15.1,15.1,3.8,26.4,13.2,1.8,19.1,2.5
John Lackey,3,SP,7400,CHC,WAS,61%,3.95,4.5,0.322,20.6%,5.48,21.2%,4.01,3.98,R,0.326,0.279,2%,-2%,-8%,10.2,13.3,13.3,3.6,23.0,11.8,1.6,13.1,1.8
