Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Alex Cobb,4,SP,7100,TB,MIL,60%,4.01,5,0.333,24.2%,4.72,15.4%,4.73,4.54,R,0.301,0.313,2%,0%,0%,15.0,13.8,13.8,2.4,25.2,15.3,2.2,19.9,2.8
Jon Gray,4,SP,7000,COL,PHI,60%,5.14,,0.301,22.5%,4.02,24.8%,3.79,3.65,R,0.322,0.328,-7%,0%,1%,11.2,12.0,12.0,-1.0,24.9,16.6,2.4,21.6,3.1
Edwin Jackson,1,SP,6400,WAS,@CHC,39%,5.05,,0.319,23.1%,4.72,16.3%,4.96,5.09,R,0.360,0.348,4%,-2%,-9%,17.1,17.1,17.1,6.4,27.9,9.9,1.5,15.7,2.5
Marco Estrada,,SP,6300,TOR,@HOU,38%,5.09,4.5,0.337,15.4%,5.86,21.4%,4.47,4.80,R,0.289,0.308,8%,0%,-4%,8.2,13.5,13.5,1.4,25.7,9.8,1.6,19.6,3.1
Jordan Montgomery,1,SP,6000,NYY,@CLE,49%,4.55,4,0.340,16.3%,4.91,22.3%,4.27,4.49,L,,0.306,-7%,0%,0%,9.3,14.9,14.9,6.6,23.3,8.7,1.4,21.4,3.6
Paul Blackburn,,SP,5600,OAK,@LAA,45%,4.73,,0.323,17.6%,4.22,10.6%,5.32,4.92,R,,,4%,0%,0%,11.1,12.3,12.3,6.0,18.6,9.9,1.8,18.0,3.2
Seth Lugo,,SP,5400,NYM,LAD,46%,3.93,,0.333,24.5%,5.06,16.5%,4.69,4.66,R,0.305,0.314,4%,-1%,0%,10.0,12.5,12.5,4.3,20.6,12.0,2.2,13.2,2.4
Wade Miley,,SP,5400,BAL,DET,60%,3.98,4.5,0.352,18.7%,4.83,18.5%,4.42,4.21,L,0.304,0.353,0%,0%,0%,7.5,9.3,9.3,-2.7,21.2,9.8,1.8,13.1,2.4
Kyle Gibson,,SP,5100,MIN,TEX,49%,5.31,,0.332,22.5%,4.93,16.3%,4.58,4.34,R,0.339,0.327,-2%,0%,0%,9.4,7.5,7.5,-1.0,16.0,10.8,2.1,8.6,1.7
James Shields,,SP,4500,CWS,@BOS,33%,5.64,3.5,0.328,18.1%,4.73,20.3%,4.54,4.64,R,0.359,0.334,-15%,-3%,-7%,2.6,8.0,8.0,-0.3,16.3,6.9,1.5,15.9,3.5
Nick Pivetta,,SP,4400,PHI,@COL,40%,6.36,,0.332,21.6%,5.31,24.0%,4.35,4.47,R,0.279,0.408,-29%,-1%,1%,14.4,13.2,13.2,2.6,23.8,9.3,2.1,-9.4,-2.1
Chris Stratton,1,RP,4200,SF,ARI,56%,3.69,,0.321,23.0%,5.00,,,,R,,,1%,0%,0%,0.4,0.4,0.4,0.4,0.4,14.1,3.4,9.3,2.2
Drew VerHagen,,RP,4000,DET,@BAL,40%,5.02,,0.337,23.6%,4.65,11.4%,4.29,4.63,R,,0.313,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,8.8,2.2,9.7,2.4
