"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Aaron Nola",5,"SP",6600,"PHI","STL","41%",4.68,5.5,0.316,"23.4%",4.35,"23.2%",3.58,3.41,"R",0.332,0.286,"1%","-2%","-2%",12.6,13.9,13.9,5.6,22.1,17.6,2.7,30.9,4.7
"Antonio Senzatela",NA,"SP",6500,"COL","ARI","56%",5.51,4.5,0.292,"25.3%",5.1,"17.6%",4.55,4.33,"R",0.339,0.296,"-11%","-6%","0%",15.4,14.6,14.6,8.1,21.1,11.8,1.8,-7.4,-1.1
"David Paulino",0,"SP",6300,"HOU","@OAK","51%",4.94,NA,0.325,"24.2%",4.27,"",NA,NA,"R",NA,NA,"3%","-3%","0%",12.5,12.5,12.5,4.1,21,15.1,2.4,16.6,2.6
"Wade Miley",NA,"SP",5900,"BAL","CLE","45%",5.56,NA,0.334,"19.3%",4.81,"18.8%",4.31,4.1,"L",0.301,0.346,"0%","-3%","-1%",5.2,11.9,11.9,-0.6,24.4,9.7,1.6,3.3,0.6
"Mike Clevinger",4,"SP",5700,"CLE","@BAL","55%",4.94,NA,0.331,"20.8%",4.56,"24.2%",4.52,4.51,"R",0.271,0.35,"3%","-2%","-1%",16.4,16.4,16.4,6.8,25.9,13.2,2.3,12.1,2.1
"Jesse Hahn",1,"SP",5600,"OAK","HOU","49%",5.06,NA,0.337,"17.7%",5.43,"15.8%",4.47,4.22,"R",0.333,0.256,"4%","-6%","0%",10.6,14,14,5.1,22.8,8.3,1.5,-19.5,-3.5
"Jesse Chavez",1,"SP",5200,"LAA","@NYY","30%",5.54,NA,0.343,"20.9%",5.68,"20.1%",4.08,4.15,"R",0.328,0.31,"-5%","-1%","0%",8.3,12.3,12.3,3.1,21.4,10.4,2,-0.4,-0.1
"Martin Perez",NA,"SP",5000,"TEX","TOR","47%",5.44,4,0.327,"18.4%",4.27,"13.6%",4.85,4.55,"L",0.281,0.341,"-3%","0%","0%",8,10.4,10.4,1.8,19,9.7,1.9,10.3,2.1
"Jeff Locke",1,"SP",4800,"MIA","CHC","42%",4.9,NA,0.326,"23.1%",4.71,"15.9%",4.53,4.34,"L",0.315,0.332,"3%","0%","2%",11.2,11.2,11.2,3.1,19.2,11.8,2.5,-3,-0.6
"Andrew Moore",1,"SP",4700,"SEA","DET","54%",4.55,NA,0.333,"23.1%",4.8,"",NA,NA,"R",NA,NA,"4%","0%","0%",0,0,0,0,0,10.5,2.2,18.1,3.9
"Matt Cain",0,"SP",4500,"SF","@ATL","39%",5.03,NA,0.3,"20.0%",4.67,"15.8%",4.97,4.99,"R",0.366,0.354,"-2%","0%","0%",5.5,8.3,8.3,-3.6,20.2,10.1,2.2,-9,-2
"Nik Turley",NA,"SP",4300,"MIN","CWS","47%",5.44,NA,0.329,"21.5%",4.65,"",NA,NA,"L",NA,NA,"-1%","1%","1%",-1.8,-1.8,-1.8,-10.4,6.7,13.7,3.2,-12.1,-2.8
