Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Archer,16,SP,10800,TB,KC,62%,3.25,7,0.318,19.9%,2.87,28.0%,3.33,3.26,R,0.297,0.294,1%,0%,0%,18.2,19.5,19.5,13.3,25.6,21.7,2.0,40.4,3.7
Yu Darvish,16,SP,10700,TEX,SD,64%,3.58,7,0.317,21.3%,3.70,29.9%,3.36,3.35,R,0.297,0.274,-1%,1%,0%,24.8,21.4,21.4,10.5,32.4,23.4,2.2,15.3,1.4
Stephen Strasburg,9,SP,10400,WAS,BAL,61%,3.28,7,0.308,23.3%,4.45,29.1%,3.08,3.04,R,0.272,0.301,0%,1%,0%,21.4,20.8,20.8,14.0,27.7,23.2,2.2,14.9,1.4
Danny Salazar,10,SP,9700,CLE,@TOR,61%,3.30,6.5,0.309,20.7%,3.81,27.2%,3.55,3.56,R,0.301,0.311,0%,0%,0%,20.2,19.8,19.8,14.5,25.0,19.3,2.0,-0.2,-0.0
Kenta Maeda,10,SP,9200,LAD,PIT,66%,3.06,,0.306,20.4%,3.69,25.2%,3.66,3.69,R,0.329,0.257,3%,1%,0%,14.9,13.9,13.9,4.5,23.3,17.7,1.9,25.8,2.8
Andrew Triggs,4,SP,8500,OAK,LAA,59%,3.61,4,0.311,17.7%,3.76,21.5%,3.42,3.44,R,0.287,0.276,2%,0%,-1%,18.4,17.8,17.8,6.5,29.1,13.9,1.6,19.9,2.3
Lance Lynn,8,SP,8400,STL,@MIA,47%,4.62,5,0.316,22.6%,4.48,22.1%,4.01,3.94,R,0.337,0.273,3%,-1%,1%,20.8,19.4,19.4,10.9,27.8,16.8,2.0,5.6,0.7
Jesse Chavez,3,SP,8300,LAA,@OAK,41%,4.39,4.5,0.320,20.5%,3.84,20.7%,3.93,3.99,R,0.322,0.306,2%,0%,-1%,12.2,14.1,14.1,4.7,23.5,16.2,2.0,15.2,1.8
Yovani Gallardo,3,SP,8000,SEA,@PHI,53%,4.33,4.5,0.305,24.9%,4.57,15.8%,4.85,4.60,R,0.320,0.326,1%,2%,0%,12.4,11.5,11.5,2.3,20.8,14.9,1.9,3.1,0.4
Kyle Hendricks,2,SP,7800,CHC,@COL,54%,4.76,4.5,0.317,22.4%,4.75,22.5%,3.61,3.48,R,0.299,0.260,-20%,7%,1%,13.6,14.3,14.3,8.2,20.4,12.4,1.6,20.6,2.6
Francisco Liriano,2,SP,7700,TOR,CLE,39%,4.20,5,0.335,17.6%,4.19,24.7%,3.92,3.71,L,0.268,0.307,-2%,0%,0%,16.8,12.1,12.1,-2.7,26.8,12.8,1.7,-14.3,-1.9
Joe Musgrove,6,SP,7700,HOU,ATL,65%,3.74,4.5,0.315,17.1%,4.48,20.0%,4.16,4.23,R,0.336,0.330,2%,0%,-4%,10.2,9.6,9.6,4.0,15.2,12.1,1.6,17.3,2.2
Jaime Garcia,,SP,7600,ATL,@HOU,35%,5.26,,0.338,18.3%,4.78,19.2%,3.86,3.72,L,0.315,0.305,3%,0%,-4%,10.8,10.8,10.8,4.1,17.5,12.3,1.6,6.9,0.9
Jason Hammel,,SP,7600,KC,@TB,38%,4.25,5.5,0.320,24.5%,4.21,22.3%,3.93,3.99,R,0.332,0.303,5%,0%,0%,9.9,8.8,8.8,0.1,17.5,12.9,1.7,6.8,0.9
Wade Miley,1,SP,6500,BAL,@WAS,39%,4.22,5,0.330,22.7%,6.19,19.2%,4.20,4.03,L,0.304,0.338,0%,3%,0%,18.6,18.2,18.2,5.9,30.6,12.1,1.9,11.8,1.8
Tom Koehler,,SP,6300,MIA,STL,53%,4.38,,0.317,22.4%,4.52,18.0%,4.77,4.65,R,0.325,0.321,2%,-1%,1%,8.2,9.0,9.0,2.3,15.7,12.2,1.9,8.6,1.4
Matt Cain,,SP,6300,SF,@NYM,45%,4.24,4,0.294,19.5%,5.03,17.0%,4.74,4.87,R,0.338,0.333,6%,3%,0%,12.4,10.7,10.7,-4.2,25.6,10.8,1.7,9.7,1.5
Chase Anderson,2,SP,6200,MIL,BOS,53%,4.60,,0.308,20.3%,4.45,18.3%,4.45,4.41,R,0.312,0.353,-1%,0%,0%,16.3,16.4,16.4,7.3,25.4,13.2,2.1,8.5,1.4
Luis Perdomo,,SP,6000,SD,@TEX,36%,4.92,,0.327,22.7%,4.33,16.3%,3.92,3.91,R,0.372,0.333,-9%,1%,0%,12.1,12.1,12.1,5.5,18.6,11.2,1.9,14.9,2.5
Zach Eflin,,SP,5900,PHI,SEA,47%,4.67,,0.304,19.7%,4.84,11.5%,5.20,5.20,R,0.333,0.311,3%,3%,0%,12.9,12.9,12.9,7.5,18.3,11.0,1.9,10.9,1.8
Matthew Boyd,,SP,5900,DET,@ARI,44%,5.61,,0.321,22.5%,4.82,18.4%,4.63,4.94,L,0.356,0.350,-9%,1%,0%,15.9,12.2,12.2,1.0,23.5,12.9,2.2,12.9,2.2
Chad Kuhl,,SP,5800,PIT,@LAD,34%,4.44,,0.328,23.5%,4.97,17.6%,4.59,4.70,R,0.401,0.272,9%,2%,0%,6.4,7.7,7.7,-6.4,21.7,10.7,1.8,6.5,1.1
Tommy Milone,,SP,5800,NYM,SF,55%,3.76,,0.311,19.6%,3.27,16.5%,4.42,4.27,L,0.315,0.346,2%,2%,0%,9.4,9.4,9.4,-0.1,18.8,12.5,2.2,12.5,2.2
Kyle Kendrick,,SP,5200,BOS,@MIL,47%,4.90,,0.300,25.8%,4.84,12.4%,5.10,5.14,R,0.355,0.344,4%,0%,0%,-7.0,-7.0,-7.0,-7.0,-7.0,11.5,2.2,-4.8,-0.9
Zack Godley,4,SP,4800,ARI,DET,56%,4.89,,0.293,22.9%,5.00,19.7%,4.16,4.17,R,0.346,0.337,-3%,1%,0%,15.1,15.1,15.1,15.1,15.1,14.1,2.9,26.8,5.6
German Marquez,,SP,4500,COL,CHC,46%,5.24,,0.303,23.5%,4.97,16.2%,4.35,4.27,R,,,-10%,6%,1%,6.6,6.6,6.6,-11.2,24.4,13.2,2.9,35.6,7.9
