"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Corey Dickerson",0,"OF",4300,"TB","@CHC",3.49,"Lester",0.271,"-11%","L","L",0.31,"-10%",0.136,"-36%","2","2","0","-5%","3%","-7%",7.8,9.7,9.7,2.1,17.3,6.1,1.4,2,0.5
"Trevor Story",3,"SS",4300,"COL","CIN",6.44,"Bailey",0.298,"-4%","R","R",0.333,"-5%",0.229,"-9%","6","7","0","12%","5%","-2%",5.1,6.7,6.7,0.9,12.5,8.3,1.9,0,0
"Gary Sanchez",1,"C",4300,"NYY","TOR",5.08,"Happ",0.298,"-5%","L","R",0.326,"-1%",0.289,"7%","3","3","0","0%","5%","0%",8,10.1,10.1,0.7,19.5,8.8,2,5,1.2
"Dustin Pedroia",2,"2B",4300,"BOS","@TEX",4.52,"Darvish",0.277,"-9%","R","R",0.346,"-2%",0.123,"-7%","2","3","0","0%","2%","0%",10.4,7.6,7.6,2,13.2,7.5,1.7,5,1.2
"Max Kepler",4,"OF",4300,"MIN","LAA",5.06,"Ramirez",0.332,"2%","R","L",0.343,"9%",0.215,"19%","4","5","1","0%","5%","0%",8.9,7.8,7.8,-0.1,15.8,8.9,2.1,5,1.2
"Miguel Cabrera",4,"1B",4300,"DET","SF",5.9,"Cain",0.356,"8%","R","R",0.391,"-3%",0.222,"-4%","4","3","0","0%","4%","0%",8.3,7.6,7.6,0.8,14.5,9.8,2.3,5,1.2
"Freddie Freeman",2,"1B",4300,"ATL","HOU",4.42,"Peacock",0.335,"3%","R","L",0.414,"8%",0.287,"27%","3","3","0","-3%","0%","0%",12.1,12.5,12.5,2.5,22.6,9.9,2.3,3,0.7
"Andrelton Simmons",0,"SS",4200,"LAA","@MIN",4.94,"Gibson",0.327,"2%","R","R",0.306,"1%",0.097,"-8%","6","6","-1","7%","4%","0%",8.3,7.8,7.7,1.2,14.3,7.7,1.8,5,1.2
"Eddie Rosario",1,"OF",4200,"MIN","LAA",5.06,"Ramirez",0.332,"2%","R","L",0.321,"1%",0.193,"10%","6","9","1","0%","5%","0%",8.9,7.1,7.1,-1.2,15.3,7.8,1.9,12,2.9
"Franklin Barreto",2,"SS",4200,"OAK","CWS",5.12,"Shields",0.332,"3%","R","R",NA,"-1%",NA,"2%","8","2","-1","-2%","1%","1%",5.8,5.8,5.8,-0.8,12.3,6.3,1.5,24,5.7
"Francisco Lindor",4,"SS",4200,"CLE","SD",5.14,"Cahill",0.336,"3%","R","S",0.337,"-1%",0.16,"-2%","2","2","0","4%","1%","-2%",5.2,7.9,7.9,0.4,15.5,8.9,2.1,2,0.5
"Carlos Gonzalez",7,"OF",4200,"COL","CIN",6.44,"Bailey",0.366,"7%","R","L",0.377,"9%",0.244,"14%","4","5","1","11%","5%","-2%",4.3,6.2,6.2,-0.1,12.5,11.5,2.7,8,1.9
"Paul DeJong",0,"2B",4200,"STL","MIA",5,"Urena",0.332,"3%","R","R",0.301,"-2%",0.22,"7%","7","7","0","-1%","3%","-1%",7,6.5,6.5,-0.2,13.2,6.5,1.5,5,1.2
"Lorenzo Cain",1,"OF",4200,"KC","@SEA",4.32,"Hernandez",0.315,"-1%","R","R",0.332,"-2%",0.13,"-11%","3","3","0","-11%","2%","0%",6,8.2,8.2,0.8,15.5,7.1,1.7,0,0
"Gerardo Parra",NA,"OF",4200,"COL","CIN",6.44,"Bailey",0.366,"7%","R","L",0.328,"8%",0.168,"30%","x","x","-","0%","0%","0%",12.6,8.1,8.1,0.6,15.7,0,0,0,0
"J.T. Realmuto",NA,"C",4200,"MIA","@STL",4.5,"Lynn",0.274,"-10%","R","R",0.319,"-1%",0.128,"-10%","x","x","-","0%","0%","0%",8.1,7.8,7.8,0.9,14.6,0,0,0,0
"Stephen Piscotty",1,"OF",4200,"STL","MIA",5,"Urena",0.332,"3%","R","R",0.338,"-3%",0.169,"-6%","3","3","0","0%","3%","-1%",7.8,7.2,7.2,0.8,13.7,7.8,1.9,0,0
"J.D. Martinez",5,"OF",4200,"DET","SF",5.9,"Cain",0.356,"8%","R","R",0.374,"-1%",0.246,"-3%","5","4","-1","0%","4%","0%",8.4,9.9,9.9,-0.4,20.2,9.3,2.2,0,0
"Cameron Maybin",1,"OF",4200,"LAA","@MIN",4.94,"Gibson",0.327,"2%","R","R",0.327,"2%",0.112,"1%","1","1","0","6%","4%","0%",4.4,9.1,9.1,0.1,18.1,9.6,2.3,3,0.7
"Jarrod Dyson",NA,"OF",4200,"SEA","KC",4.68,"Duffy",0.225,"-19%","L","L",0.27,"-9%",0.053,"-35%","x","x","-","0%","0%","0%",6.2,7.1,7.1,1.1,13.2,0,0,0,0
"Yoan Moncada",NA,"2B/3B",4200,"CWS","@OAK",4.38,"Gossett",NA,"1%","R","S",NA,"2%",NA,"6%","x","x","-","0%","0%","0%",0,0,0,0,0,0,0,0,0
"Josh Bell",2,"1B",4200,"PIT","@PHI",4.65,"Leiter",NA,"1%","R","S",0.339,"2%",0.195,"2%","x","x","-","0%","0%","0%",6.8,7.5,7.5,0.3,14.6,0,0,0,0
"Hanley Ramirez",1,"1B",4200,"BOS","@TEX",4.52,"Darvish",0.277,"-9%","R","R",0.333,"-6%",0.18,"-14%","5","5","0","0%","2%","0%",11,7.8,7.8,0.9,14.7,7.7,1.8,12,2.9
"Denard Span",0,"OF",4200,"SF","@DET",4.1,"Fulmer",0.272,"-10%","R","L",0.352,"12%",0.153,"35%","1","1","0","-7%","3%","0%",11.6,8.4,8.4,0.5,16.2,7.6,1.8,0,0
"Chris Owings",1,"OF/SS",4200,"ARI","@LAD",2.76,"Kershaw",0.23,"-20%","L","R",0.3,"1%",0.148,"7%","4","2","1","-11%","1%","2%",13.1,9.1,9.1,1.3,16.9,5.7,1.4,3,0.7
"Matt Chapman",0,"3B",4200,"OAK","CWS",5.12,"Shields",0.332,"3%","R","R",NA,"-1%",NA,"2%","6","7","-4","-3%","2%","1%",5,5,5,0.2,9.8,7.1,1.7,3,0.7
"Steven Souza Jr.",NA,"OF",4200,"TB","@CHC",3.49,"Lester",0.29,"-7%","L","R",0.316,"-2%",0.159,"-9%","1","1","3","6%","3%","-9%",9.4,8.9,8.9,0.1,17.6,7.4,1.8,19,4.5
"Evan Gattis",1,"C",4200,"HOU","@ATL",5.08,"Newcomb",NA,"2%","L","R",0.337,"1%",0.232,"1%","x","x","-","0%","0%","0%",8.5,7.5,7.5,0.8,14.2,0,0,0,0
"Melky Cabrera",1,"OF",4100,"CWS","@OAK",4.38,"Gossett",NA,"1%","R","S",0.326,"1%",0.134,"-2%","2","2","0","-4%","1%","1%",10.1,7.6,7.6,1,14.2,7.9,1.9,23,5.6
"DJ LeMahieu",1,"2B",4100,"COL","CIN",6.44,"Bailey",0.298,"-4%","R","R",0.343,"0%",0.102,"2%","x","x","-","0%","0%","0%",6.1,7.5,7.5,0.5,14.5,0,0,0,0
"David Peralta",NA,"OF",4100,"ARI","@LAD",2.76,"Kershaw",0.224,"-21%","L","L",0.29,"-12%",0.138,"-23%","2","7","0","-10%","1%","2%",9.5,9,9,0.6,17.5,5.4,1.3,0,0
"Scott Schebler",1,"OF",4100,"CIN","@COL",5.56,"Freeland",NA,"-3%","L","L",0.34,"-5%",0.227,"-16%","6","6","0","24%","5%","-2%",3.8,7.7,7.7,-0.4,15.9,8.9,2.2,24,5.9
"Randal Grichuk",0,"OF",4100,"STL","MIA",5,"Urena",0.332,"3%","R","R",0.335,"1%",0.244,"3%","6","6","-1","-1%","4%","-2%",8.6,7.3,7.3,-0.9,15.6,8,2,2,0.5
"Kyle Seager",NA,"3B",4100,"SEA","KC",4.68,"Duffy",0.225,"-19%","L","L",0.313,"-6%",0.173,"-6%","5","5","0","-2%","3%","0%",7.4,7,7,-0.1,14.2,6,1.5,0,0
"Arismendy Alcantara",NA,"2B/OF",4100,"CIN","@COL",5.56,"Freeland",0.337,"4%","L","S",0.281,"1%",0.125,"4%","x","x","-","0%","0%","0%",3.8,3.8,3.8,-1.4,9,0,0,0,0
"Yasiel Puig",3,"OF",4100,"LAD","ARI",4.74,"Corbin",0.358,"8%","L","R",0.35,"4%",0.178,"2%","8","8","0","-4%","1%","3%",9.5,8.1,8.1,-0.7,16.9,8.7,2.1,0,0
"Josh Harrison",2,"2B/3B",4100,"PIT","@PHI",4.65,"Leiter",NA,"-1%","R","R",0.309,"-5%",0.109,"-12%","2","2","0","1%","4%","0%",7.4,7.9,7.9,1.1,14.6,8,2,2,0.5
"Matt Carpenter",3,"1B",4100,"STL","MIA",5,"Urena",0.331,"3%","R","L",0.387,"7%",0.254,"20%","1","1","0","-1%","3%","-1%",6.7,8.3,8.3,1.3,15.3,9.2,2.2,8,2
"Ian Kinsler",3,"2B",4100,"DET","SF",5.9,"Cain",0.356,"8%","R","R",0.336,"-2%",0.155,"-3%","1","1","0","1%","3%","0%",8.2,8,8,0.4,15.5,9,2.2,0,0
"Yonder Alonso",4,"1B",4100,"OAK","CWS",5.12,"Shields",0.353,"7%","R","L",0.333,"3%",0.146,"5%","4","5","1","-3%","1%","1%",4.3,8.7,8.7,0.6,16.8,8,2,30,7.3
"Mike Moustakas",4,"3B",4100,"KC","@SEA",4.32,"Hernandez",0.282,"-8%","R","L",0.355,"7%",0.222,"9%","6","6","0","-1%","3%","0%",7.9,8.8,8.8,1.1,16.5,7.9,1.9,16,3.9
"Brett Gardner",2,"OF",4100,"NYY","TOR",5.08,"Happ",0.318,"-1%","L","L",0.309,"-5%",0.123,"-11%","1","1","0","2%","3%","0%",10.6,9.8,9.8,1.2,18.5,8.4,2,2,0.5
"Jedd Gyorko",NA,"3B",4100,"STL","MIA",5,"Urena",0.332,"3%","R","R",0.328,"-1%",0.21,"4%","x","x","-","0%","0%","0%",10.4,8.5,8.5,1,16,0,0,0,0
"Carlos Santana",5,"1B",4000,"CLE","SD",5.14,"Cahill",0.336,"3%","R","S",0.356,"2%",0.232,"19%","7","7","0","4%","1%","-3%",8.5,7.7,7.8,0.5,15,8.3,2.1,8,2
"Josh Donaldson",3,"3B",4000,"TOR","@NYY",4.92,"Sabathia",0.335,"3%","L","R",0.422,"5%",0.301,"9%","3","3","0","-2%","4%","0%",3.8,7.7,7.7,0.2,15.1,10.1,2.5,4,1
"Joey Gallo",NA,"1B/3B",4000,"TEX","BOS",4.48,"Price",0.298,"-5%","L","L",0.276,"-8%",0.245,"-18%","x","x","-","0%","0%","0%",8.1,8.2,8.2,-0.2,16.6,0,0,2,0.5
"Aaron Altherr",0,"OF",4000,"PHI","PIT",3.85,"Taillon",0.308,"-3%","R","R",0.329,"0%",0.176,"-7%","3","3","0","0%","4%","0%",8.1,9,9,0.9,17,7.7,1.9,8,2
"Brian Dozier",0,"2B",4000,"MIN","LAA",5.06,"Ramirez",0.311,"-2%","R","R",0.334,"-4%",0.224,"-2%","x","x","-","0%","0%","0%",6.6,8.5,8.5,1.9,15.1,0,0,0,0
"Alex Avila",6,"1B/C",4000,"DET","SF",5.9,"Cain",0.369,"11%","R","L",0.359,"11%",0.191,"25%","2","2","0","-5%","3%","0%",7.3,8.9,8.9,1.7,16.1,9.1,2.3,3,0.8
"Kris Bryant",2,"3B",4000,"CHC","TB",4.01,"Archer",0.287,"-7%","R","R",0.377,"-2%",0.228,"-5%","2","2","1","1%","3%","-8%",7.8,9,9,0.7,17.4,7.7,1.9,9,2.3
"Ben Gamel",NA,"OF",4000,"SEA","KC",4.68,"Duffy",0.225,"-19%","L","L",0.388,"-4%",0.23,"-10%","x","x","-","0%","0%","0%",7.1,8.2,8.2,0.5,15.8,0,0,3,0.8
"Jose Bautista",3,"OF",4000,"TOR","@NYY",4.92,"Sabathia",0.335,"3%","L","R",0.368,"-1%",0.229,"-6%","1","1","0","-1%","4%","0%",8.2,7.8,7.7,0.3,15,9.5,2.4,13,3.3
"Stephen Vogt",2,"C",4000,"MIL","BAL",5.37,"Jimenez",0.35,"7%","R","L",0.331,"5%",0.186,"10%","6","x","1","8%","0%","-2%",7.9,5.7,5.7,-0.7,12.2,7.8,1.9,16,4
"Eric Thames",8,"1B/OF",4000,"MIL","BAL",5.37,"Jimenez",0.35,"7%","R","L",0.394,"5%",0.302,"13%","2","2","0","9%","0%","-3%",4.2,9.7,9.7,0.5,18.9,11.1,2.8,30,7.5
"Tyler Saladino",NA,"2B/SS",4000,"CWS","@OAK",4.38,"Gossett",NA,"-1%","R","R",0.274,"-4%",0.111,"0%","x","x","-","0%","0%","0%",4.6,5.3,5.3,0.6,10.1,0,0,0,0
"Adrian Gonzalez",NA,"1B",4000,"LAD","ARI",4.74,"Corbin",0.297,"-3%","L","L",0.297,"-9%",0.118,"-27%","x","x","-","0%","0%","0%",4.8,5.2,5.2,0.5,9.8,0,0,0,0
"Salvador Perez",2,"C",4000,"KC","@SEA",4.32,"Hernandez",0.315,"-1%","R","R",0.324,"3%",0.195,"5%","5","5","0","-9%","3%","0%",7.6,8,8,0.1,15.9,6.9,1.7,11,2.8
"A.J. Pollock",NA,"OF",4000,"ARI","@LAD",2.76,"Kershaw",0.23,"-20%","L","R",0.361,"0%",0.209,"11%","1","1","0","-9%","1%","2%",6.9,9.6,9.6,1.8,17.4,7.1,1.8,5,1.3
"Whit Merrifield",1,"2B",4000,"KC","@SEA",4.32,"Hernandez",0.315,"-1%","R","R",0.303,"-4%",0.129,"-3%","1","1","0","-12%","2%","0%",10.3,8.1,8.1,0.7,15.5,6.7,1.7,14,3.5
"Tommy Joseph",0,"1B",4000,"PHI","PIT",3.85,"Taillon",0.308,"-3%","R","R",0.324,"-3%",0.206,"-9%","6","4","-2","2%","5%","0%",9.6,7.1,7.1,-0.2,14.4,7.5,1.9,0,0
"Adam Frazier",4,"OF",4000,"PIT","@PHI",4.65,"Leiter",NA,"1%","R","L",0.323,"0%",0.125,"7%","1","1","0","-5%","3%","0%",6.5,8.5,8.5,0.8,16.2,7.8,1.9,4,1
"Hunter Renfroe",NA,"OF",4000,"SD","@CLE",2.86,"Kluber",0.248,"-16%","R","R",0.299,"-6%",0.222,"1%","4","4","0","7%","2%","-3%",7.9,7.2,7.2,-0.2,14.6,5.9,1.5,0,0
