"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Stephen Strasburg",0,"SP",12600,"WAS","NYM","63%",3.65,7.5,0.312,"20.9%",4.9,"29.8%",3.09,3.05,"R",0.272,0.296,"0%","-2%","0%",19.8,22.5,22.5,11.3,33.8,20.4,1.6,24.8,2
"Marcus Stroman",1,"SP",10900,"TOR","@NYY","42%",4.88,5,0.34,"21.5%",5.71,"19.6%",3.6,3.41,"R",0.296,0.315,"1%","-2%","-3%",17.6,17.4,17.4,6.2,28.5,13.6,1.2,8.4,0.8
"Masahiro Tanaka",9,"SP",9900,"NYY","TOR","57%",4.12,5.5,0.321,"20.9%",4.17,"21.8%",3.67,3.55,"R",0.293,0.299,"0%","-1%","-2%",18.4,14.1,14.1,-0.7,29,16.5,1.7,29.6,3
"Steven Matz",1,"SP",8800,"NYM","@WAS","37%",4.85,4.5,0.314,"24.6%",5.53,"22.5%",3.68,3.5,"L",0.298,0.294,"-3%","-3%","0%",17.8,17.8,17.8,12.6,23,17.2,2,20.1,2.3
"Aaron Nola",17,"SP",8800,"PHI","PIT","52%",4.15,NA,0.304,"20.2%",4.22,"23.6%",3.58,3.41,"R",0.328,0.285,"1%","-1%","0%",22,16.7,16.7,6.9,26.5,19.7,2.2,32.8,3.7
"Ivan Nova",1,"SP",8600,"PIT","@PHI","48%",4.35,NA,0.292,"23.2%",3.86,"16.3%",4.17,4.05,"R",0.354,0.297,"2%","-2%","0%",14.9,15.9,15.9,6.2,25.6,16.4,1.9,2.7,0.3
"Adam Wainwright",3,"SP",8400,"STL","MIA","57%",4.58,NA,0.309,"21.1%",4.51,"19.0%",4.29,4.01,"R",0.321,0.317,"1%","-2%","0%",6,12.1,12.1,-2.2,26.3,13.4,1.6,13.8,1.6
"Jharel Cotton",12,"SP",8000,"OAK","CWS","53%",4.1,NA,0.31,"25.0%",4.56,"20.1%",4.62,4.97,"R",0.294,0.32,"2%","0%","-1%",13.4,12.6,12.6,3.7,21.6,18.2,2.3,7.8,1
"Jeff Hoffman",1,"SP",7800,"COL","CIN","60%",5.31,NA,0.313,"22.8%",4.88,"20.4%",4.47,4.45,"R",0.279,0.365,"-9%","-4%","1%",15.1,18.1,18.1,2.2,34,13.3,1.7,17.6,2.3
"Rick Porcello",0,"SP",7500,"BOS","@TEX","53%",5.06,5.5,0.332,"21.8%",5.02,"20.9%",3.84,3.91,"R",0.315,0.321,"-2%","-2%","0%",9.5,13.9,13.9,5.8,22,15.1,2,10.7,1.4
"Ian Kennedy",1,"SP",7300,"KC","@SEA","45%",4.77,4.5,0.333,"20.5%",4.85,"22.9%",4.12,4.42,"R",0.321,0.32,"8%","0%","0%",14.3,12,12,1.5,22.5,14.4,2,27.4,3.8
"Alex Meyer",4,"SP",6900,"LAA","@MIN","48%",4.85,NA,0.316,"24.6%",4.56,"25.1%",4.86,4.67,"R",0.357,0.299,"-3%","-1%","1%",17.6,15.1,15.1,3.7,26.5,17.9,2.6,6.7,1
"Adalberto Mejia",1,"SP",6600,"MIN","LAA","52%",4.65,NA,0.309,"18.6%",4.21,"17.6%",5.33,5.51,"L",NA,0.338,"-1%","-2%","1%",10.1,10.4,10.4,1.9,19,11.1,1.7,17.8,2.7
"Carlos Rodon",4,"SP",6500,"CWS","@OAK","47%",4.4,NA,0.317,"22.5%",4.32,"23.0%",4.1,4,"L",0.251,0.346,"3%","0%","0%",10.4,10.4,10.4,10.4,10.4,18.6,2.9,30.1,4.6
"Wade Miley",0,"SP",6200,"BAL","@MIL","50%",5,4.5,0.323,"26.4%",4.84,"18.7%",4.34,4.13,"L",0.301,0.348,"-1%","1%","0%",3.5,11.2,11.2,-0.7,23.1,12.7,2,-12.2,-2
"Luis Castillo",2,"RP",5900,"CIN","@COL","40%",6.69,NA,0.33,"22.4%",5.04,"",NA,NA,"R",NA,NA,"-23%","-6%","1%",16.6,16.6,16.6,9,24.2,9.8,1.7,14.8,2.5
"Martin Perez",NA,"SP",5700,"TEX","BOS","47%",5.44,NA,0.336,"19.9%",4.74,"13.6%",4.86,4.55,"L",0.281,0.343,"-4%","-3%","0%",7.8,10.4,10.4,2.1,18.7,9.2,1.6,8.2,1.4
"Andrew Moore",11,"SP",5500,"SEA","KC","55%",4.23,NA,0.32,"19.3%",4.12,"",NA,NA,"R",NA,NA,"3%","0%","0%",18.1,18.1,18.1,18.1,18.1,12.9,2.3,17,3.1
"Jeff Locke",NA,"SP",4900,"MIA","@STL","42%",5.42,4,0.316,"24.2%",4.49,"15.8%",4.57,4.39,"L",0.315,0.333,"0%","-2%","0%",6,8.8,8.8,0.3,17.3,11.4,2.3,-21,-4.3
"Brent Suter",0,"SP",4100,"MIL","BAL","50%",5,NA,0.308,"23.7%",4.45,"17.2%",4.41,4.65,"L",NA,NA,"0%","1%","0%",4.9,4.9,4.9,4.9,4.9,15.6,3.8,30.5,7.4
