Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Corey Kluber,8,SP,10800,CLE,@CWS,57%,3.18,,,,3.50,26.8%,3.26,3.30,R,0.310,0.255,3%,3%,0%,13.2,13.2,13.2,10.1,16.3,20.9,1.9,0.0,0.0
Jon Lester,2,SP,10600,CHC,@CIN,64%,3.60,,,,4.73,24.9%,3.40,3.28,L,0.283,0.278,-1%,2%,0%,19.5,19.5,19.5,16.9,22.1,19.4,1.8,0.0,0.0
Justin Verlander,7,SP,10300,DET,@MIN,56%,3.47,,,,4.14,25.4%,3.61,3.92,R,0.289,0.312,-2%,3%,0%,14.0,14.0,14.0,-5.7,33.7,19.3,1.9,0.0,0.0
Jacob deGrom,2,SP,10200,NYM,WAS,56%,3.00,,,,5.50,25.9%,3.24,3.12,R,0.280,0.262,2%,2%,0%,23.1,23.1,23.1,11.0,35.1,20.1,2.0,0.0,0.0
Cole Hamels,4,SP,9300,TEX,KC,59%,3.83,,,,2.93,23.6%,3.75,3.68,L,0.290,0.300,-2%,1%,0%,11.2,11.2,11.2,3.9,18.4,15.8,1.7,0.0,0.0
Johnny Cueto,,SP,8100,SF,@COL,53%,4.62,,,,3.38,21.5%,3.71,3.61,R,0.268,0.282,-18%,9%,1%,18.8,18.8,18.8,12.8,24.8,15.6,1.9,0.0,0.0
Tanner Roark,1,SP,8000,WAS,@NYM,43%,3.50,,,,4.53,18.2%,4.22,4.15,R,0.303,0.279,6%,4%,0%,15.9,15.9,15.9,10.8,21.0,15.2,1.9,0.0,0.0
Taijuan Walker,,SP,7900,ARI,LAD,43%,5.09,,,,4.31,21.6%,3.89,4.03,R,0.306,0.321,-3%,-1%,0%,16.1,16.1,16.1,6.3,25.8,13.8,1.7,0.0,0.0
Sean Manaea,3,SP,7800,OAK,SEA,54%,3.58,,,,4.31,21.7%,3.97,3.94,L,0.235,0.315,2%,1%,0%,14.7,14.7,14.7,9.5,19.9,15.6,2.0,0.0,0.0
Jose Quintana,2,SP,7700,CWS,CLE,42%,3.82,,,,4.93,20.9%,3.88,3.84,L,0.297,0.308,1%,4%,0%,7.9,7.9,7.9,-3.6,19.3,16.9,2.2,0.0,0.0
Hisashi Iwakuma,2,SP,7500,SEA,@OAK,46%,3.92,,,,3.93,18.7%,4.10,4.04,R,0.301,0.292,3%,1%,0%,5.3,5.3,5.3,-4.7,15.2,12.8,1.7,0.0,0.0
CC Sabathia,,SP,7400,NYY,@PIT,51%,3.95,,,,3.27,19.1%,4.24,4.16,L,0.275,0.345,2%,4%,-2%,17.8,17.8,17.8,8.7,26.8,14.5,2.0,0.0,0.0
Jeremy Hellickson,1,SP,7300,PHI,ATL,51%,3.94,,,,3.93,19.0%,4.20,4.13,R,0.320,0.324,2%,3%,0%,13.8,13.8,13.8,10.6,16.9,13.7,1.9,0.0,0.0
Mike Fiers,,SP,7200,HOU,@TB,52%,3.91,,,,4.50,21.0%,4.07,4.08,R,0.303,0.327,2%,0%,0%,8.8,8.8,8.8,3.2,14.3,14.1,2.0,0.0,0.0
Alex Cobb,2,SP,7100,TB,HOU,48%,4.09,,,,4.33,15.0%,4.37,4.25,R,0.303,0.296,2%,0%,0%,11.4,11.4,11.4,-1.9,24.7,13.7,1.9,0.0,0.0
