"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Paul Goldschmidt",NA,"1B",5600,"ARI","@MIL",4.51,"Guerra",0.292,"-7%","R","R",0.391,"-3%",0.23,-2,NA,"3",NA,"-3%","0%","-2%",12.2,11.9,11.9,3.6,20.1,8.8,1.6,0,0
"Mike Trout",0,"OF",5500,"LAA","@MIA",NA,"Straily",0.328,"2%","R","R",0.416,"0%",0.282,5,NA,"2",NA,"-2%","0%","-1%",13.8,12.6,12.6,5.4,19.8,11,2,0,0
"Charlie Blackmon",NA,"OF",5500,"COL","STL",4.97,"Martinez",0.329,"2%","R","L",0.372,"3%",0.208,11,NA,"1",NA,"11%","-3%","0%",14,11.3,11.3,2.8,19.7,10.6,1.9,0,0
"Jake Lamb",0,"3B",5400,"ARI","@MIL",4.51,"Guerra",0.268,"-9%","R","L",0.352,"6%",0.213,8,NA,"4",NA,"13%","0%","-2%",15.2,10.4,10.4,2.2,18.7,8.8,1.6,0,0
"Bryce Harper",NA,"OF",5300,"WAS","SD",4.86,"Perdomo",0.378,"11%","R","L",0.408,"4%",0.258,11,NA,"3",NA,"-2%","-2%","0%",7.1,12.1,12.1,1.3,22.9,10.3,1.9,0,0
"Mookie Betts",NA,"OF",5200,"BOS","SEA",5.37,"Gallardo",0.328,"2%","R","R",0.371,"1%",0.198,-1,NA,"1",NA,"4%","-3%","0%",9.2,9.8,9.8,0.6,19,10.8,2.1,0,0
"Billy Hamilton",NA,"OF",5100,"CIN","@PHI",NA,"Nola",0.326,"1%","R","S",0.281,"1%",0.08,-8,NA,"1",NA,"-4%","-1%","0%",9.3,9.9,9.9,1.7,18.1,9,1.8,0,0
"Trea Turner",NA,"SS",5000,"WAS","SD",4.86,"Perdomo",0.33,"3%","R","R",0.375,"2%",0.238,13,NA,"1",NA,"-1%","-2%","0%",9.2,9.6,9.6,0,19.2,9.5,1.9,0,0
"Aaron Judge",NA,"OF",5000,"NYY","OAK",5.03,"Graveman",0.32,"0%","R","R",0.393,"3%",0.325,16,NA,"5",NA,"0%","-1%","8%",9.3,11.5,11.5,1.3,21.7,8.9,1.8,0,0
"Michael Conforto",NA,"OF",5000,"NYM","@PIT",NA,"Kuhl",0.406,"8%","R","L",0.373,"6%",0.259,11,NA,"1",NA,"4%","-3%","1%",15.4,12.1,12.1,1.1,23.1,10.2,2,0,0
"A.J. Pollock",NA,"OF",4900,"ARI","@MIL",4.51,"Guerra",0.292,"-7%","R","R",0.364,"0%",0.169,-7,NA,"x",NA,"0%","0%","0%",6.9,9.6,9.6,1.8,17.4,0,0,0,0
"Xander Bogaerts",0,"SS",4900,"BOS","SEA",5.37,"Gallardo",0.328,"2%","R","R",0.32,"-4%",0.118,-4,NA,"3",NA,"4%","-3%","0%",12.7,9.2,9.2,2.4,16,8.5,1.7,0,0
"Daniel Murphy",NA,"2B",4900,"WAS","SD",4.86,"Perdomo",0.378,"11%","R","L",0.364,"5%",0.189,15,NA,"5",NA,"-1%","-2%","0%",7.7,9.5,9.5,0.7,18.4,8.5,1.7,0,0
"Ryan Braun",NA,"OF",4900,"MIL","ARI",4.49,"Godley",0.331,"2%","R","R",0.352,"-4%",0.206,-5,NA,"x",NA,"0%","0%","0%",6.7,9.9,9.9,1.7,18,0,0,0,0
"Joey Votto",NA,"1B",4900,"CIN","@PHI",NA,"Nola",0.326,"1%","R","L",0.412,"2%",0.224,3,NA,"3",NA,"-5%","-2%","0%",10.6,10.4,10.4,3,17.8,9,1.8,0,0
"Nolan Arenado",NA,"3B",4800,"COL","STL",4.97,"Martinez",0.267,"-12%","R","R",0.373,"-1%",0.268,3,NA,"3",NA,"13%","-3%","0%",8.5,9.5,9.5,1.3,17.7,9.2,1.9,0,0
"Jose Bautista",NA,"OF",4800,"TOR","TEX",5.13,"Griffin",0.293,"-4%","R","R",0.377,"0%",0.246,1,NA,"3",NA,"2%","-3%","0%",13,8.3,8.3,0.8,15.9,8.7,1.8,0,0
"Jonathan Villar",NA,"2B",4800,"MIL","ARI",4.49,"Godley",0.339,"4%","R","S",0.318,"-2%",0.14,-8,NA,"1",NA,"6%","0%","-1%",10.2,8.2,8.2,-0.1,16.5,9.1,1.9,0,0
"Eric Thames",NA,"1B",4800,"MIL","ARI",4.49,"Godley",0.339,"4%","R","L",0.427,"5%",0.323,15,NA,"2",NA,"9%","0%","-2%",8.4,11.3,11.3,1.9,20.6,10.2,2.1,0,0
"Josh Donaldson",NA,"3B",4800,"TOR","TEX",5.13,"Griffin",0.293,"-4%","R","R",0.375,"-4%",0.228,-9,NA,"x",NA,"0%","0%","0%",9.4,9.4,9.4,2.7,16.1,0,0,0,0
"Anthony Rizzo",NA,"1B",4700,"CHC","@LAD",3.75,"Wood",0.274,"-10%","L","L",0.354,"-6%",0.184,-20,NA,"4",NA,"-1%","-5%","2%",12.7,9.3,9.3,1.2,17.3,7.7,1.6,0,0
"Jose Altuve",NA,"2B",4700,"HOU","BAL",4.95,"Gausman",0.35,"7%","R","R",0.351,"-3%",0.141,-5,NA,"3",NA,"0%","3%","5%",10.5,9.4,9.4,1.3,17.5,9.9,2.1,0,0
"Mark Reynolds",NA,"1B",4700,"COL","STL",4.97,"Martinez",0.267,"-12%","R","R",0.346,"4%",0.208,10,NA,"4",NA,"13%","-3%","0%",5.9,9.7,9.7,1.2,18.3,8.5,1.8,0,0
"Robinson Cano",NA,"2B",4700,"SEA","@BOS",4.13,"Rodriguez",0.336,"-2%","L","L",0.323,"-9%",0.136,-24,NA,"3",NA,"12%","-3%","0%",12.4,9.3,9.3,1,17.6,8.3,1.8,0,0
"Kris Bryant",NA,"3B",4700,"CHC","@LAD",3.75,"Wood",0.304,"-3%","L","R",0.415,"6%",0.292,18,NA,"3",NA,"-7%","-4%","2%",10.3,10.4,10.4,1.4,19.4,8.1,1.7,0,0
"Corey Dickerson",NA,"OF",4700,"TB","@MIN",4.55,"Santiago",0.313,"-2%","L","L",0.307,"-13%",0.128,-38,NA,"2",NA,"0%","-1%","0%",13.7,10.1,10.1,2,18.3,7.5,1.6,0,0
"Gary Sanchez",NA,"C",4700,"NYY","OAK",5.03,"Graveman",0.32,"0%","R","R",0.425,"6%",0.306,12,NA,"2",NA,"0%","-2%","8%",8.4,8.1,8.1,0.4,15.8,9.7,2.1,0,0
"Randal Grichuk",NA,"OF",4600,"STL","@COL",5.53,"Senzatela",NA,"-1%","R","R",0.337,"1%",0.232,0,NA,"7",NA,"32%","-3%","0%",7.7,7.2,7.2,0.1,14.4,10.6,2.3,0,0
"Edwin Encarnacion",NA,"1B",4600,"CLE","KC",NA,"Kennedy",0.321,"0%","R","R",0.383,"1%",0.277,6,NA,"5",NA,"2%","-2%","0%",10.3,7.3,7.3,-0.1,14.6,8,1.7,0,0
"DJ LeMahieu",NA,"2B",4600,"COL","STL",4.97,"Martinez",0.267,"-12%","R","R",0.333,"-1%",0.104,4,NA,"2",NA,"12%","-2%","0%",9.3,7.2,7.2,0.1,14.3,8,1.7,0,0
"Miguel Sano",NA,"3B",4600,"MIN","TB",3.95,"Archer",0.295,"-5%","R","R",0.369,"-1%",0.254,-1,NA,"4",NA,"2%","-1%","0%",8,10.4,10.4,1.5,19.2,7.6,1.7,0,0
"Jedd Gyorko",NA,"3B",4600,"STL","@COL",5.53,"Senzatela",NA,"-1%","R","R",0.311,"-2%",0.194,2,NA,"4",NA,"33%","-4%","0%",7.5,9.3,9.3,1.2,17.4,11.2,2.4,0,0
"Carlos Gonzalez",NA,"OF",4600,"COL","STL",4.97,"Martinez",0.329,"2%","R","L",0.373,"7%",0.246,12,NA,"5",NA,"11%","-3%","0%",10.6,6.8,6.8,1.1,12.4,9.4,2,0,0
"Matt Carpenter",NA,"1B",4600,"STL","@COL",5.53,"Senzatela",NA,"1%","R","L",0.377,"4%",0.206,8,NA,"3",NA,"26%","-3%","0%",6,8.6,8.6,1.2,16.1,11.9,2.6,0,0
"Hanley Ramirez",NA,"1B",4600,"BOS","SEA",5.37,"Gallardo",0.328,"2%","R","R",0.339,"-4%",0.172,-13,NA,"5",NA,"4%","-3%","0%",7.6,7.5,7.5,0.8,14.2,8.6,1.9,0,0
"Travis Shaw",NA,"3B",4600,"MIL","ARI",4.49,"Godley",0.339,"4%","R","L",0.328,"0%",0.193,-5,NA,"4",NA,"8%","0%","-2%",8.9,9.2,9.2,0.8,17.5,7.8,1.7,0,0
"Ryan Zimmerman",NA,"1B",4600,"WAS","SD",4.86,"Perdomo",0.33,"3%","R","R",0.319,"-5%",0.184,-11,NA,"4",NA,"0%","-3%","0%",4.7,10.9,10.9,1.8,20,7.5,1.6,0,0
"Brett Gardner",NA,"OF",4600,"NYY","OAK",5.03,"Graveman",0.323,"1%","R","L",0.338,"3%",0.159,9,NA,"1",NA,"2%","-1%","7%",11.8,10.6,10.6,1.2,20,8.8,1.9,0,0
"Trevor Story",NA,"SS",4600,"COL","STL",4.97,"Martinez",0.267,"-12%","R","R",0.338,"-5%",0.248,-8,NA,"7",NA,"12%","-3%","0%",8.2,7.4,7.4,1.2,13.6,7.3,1.6,0,0
"Khris Davis",1,"OF",4500,"OAK","@NYY",3.97,"Tanaka",0.298,"-5%","R","R",0.344,"0%",0.255,0,NA,"4",NA,"5%","-2%","9%",9.4,8.4,8.4,0,16.8,8.9,2,0,0
"David Dahl",NA,"OF",4500,"COL","STL",4.97,"Martinez",0.329,"2%","R","L",0.38,"5%",0.218,15,NA,"x",NA,"0%","0%","0%",0,0,0,0,0,0,0,0,0
