"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jose Quintana",1,"SP",11600,"CHC","CIN","65%",3.72,6.5,NA,NA,4.68,"22.1%",3.86,3.82,"L",0.285,0.314,"1%","-1%","-5%",19.3,16.4,16.4,4,28.7,17.5,1.5,0,0
"Zack Greinke",4,"SP",10800,"ARI","HOU","59%",4.06,6,NA,NA,5.78,"23.8%",3.54,3.45,"R",0.274,0.264,"-3%","-4%","0%",19.3,22.8,22.8,12.2,33.3,16.7,1.5,0,0
"Trevor Bauer",NA,"SP",9200,"CLE","@BOS","50%",5,5.5,NA,NA,4.8,"22.7%",4.15,4.06,"R",0.319,0.316,"-4%","-2%","0%",18.1,15.9,15.9,4.1,27.6,14.2,1.5,0,0
"Kevin Gausman",3,"SP",8500,"BAL","@SEA","51%",4.45,NA,NA,NA,4.72,"22.1%",4.01,3.98,"R",0.312,0.351,"5%","1%","0%",25.5,11.9,11.9,-1.7,25.5,16.9,2,0,0
"Collin McHugh",1,"SP",8300,"HOU","@ARI","41%",4.94,5.5,NA,NA,4.97,"21.2%",3.99,4.05,"R",0.304,0.33,"-10%","-6%","0%",12.2,12.2,12.2,1.9,22.6,11.5,1.4,0,0
"Jerad Eickhoff",4,"SP",8000,"PHI","@SD","48%",4.1,NA,NA,NA,3.82,"21.0%",4.17,4.26,"R",0.351,0.268,"2%","1%","0%",16,12.8,12.8,4.2,21.4,15.3,1.9,0,0
"Michael Fulmer",1,"SP",7900,"DET","@TEX","50%",5.5,5,NA,NA,4.94,"19.0%",4.17,4.02,"R",0.279,0.28,"-6%","-2%","0%",10.7,16.6,16.6,6.4,26.7,12.8,1.6,0,0
"Jake Odorizzi",1,"SP",7600,"TB","@TOR","50%",4.98,4.5,NA,NA,4.28,"21.1%",4.23,4.39,"R",0.283,0.331,"-5%","-1%","0%",10.5,12.7,12.7,4.2,21.2,13.4,1.8,0,0
"Ty Blach",NA,"SP",6900,"SF","@MIA","42%",4.62,NA,NA,NA,4.66,"12.3%",5.01,4.67,"L",0.258,0.323,"4%","-3%","1%",16,11.9,11.9,-0.1,24,13.2,1.9,0,0
"Asher Wojciechowski",NA,"SP",6700,"CIN","@CHC","35%",5.28,NA,NA,NA,4.7,"23.8%",4.01,4.59,"R",0.377,0.324,"3%","-1%","-6%",11.5,10.2,10.2,1.3,19,13.4,2,0,0
"Martin Perez",NA,"SP",6500,"TEX","DET","50%",5.5,NA,NA,NA,4.85,"13.3%",4.9,4.6,"L",0.274,0.35,"-4%","-2%","0%",6.2,9.3,9.3,-0.1,18.7,10.4,1.6,0,0
"Julio Teheran",NA,"SP",6400,"ATL","@COL","44%",6.37,5,NA,NA,5.2,"20.2%",4.31,4.39,"R",0.339,0.27,"-27%","-1%","-7%",8.5,11.1,11.1,0.5,21.7,8.4,1.3,0,0
"Doug Fister",NA,"SP",6100,"BOS","CLE","50%",5,NA,NA,NA,4.78,"15.0%",4.8,4.75,"R",0.353,0.301,"-5%","-3%","0%",10.6,11.1,11.1,0.5,21.6,9.6,1.6,0,0
"Chad Bettis",NA,"SP",6000,"COL","ATL","56%",5.63,NA,NA,NA,4.54,"17.9%",4.27,4.04,"R",0.318,0.356,"-10%","-1%","-5%",0,0,0,0,0,11,1.8,0,0
"Adam Conley",NA,"SP",5800,"MIA","SF","57%",3.88,NA,NA,NA,3.98,"20.0%",4.59,4.79,"L",0.339,0.321,"2%","-2%","1%",13.5,9.9,9.9,-3.7,23.5,13.6,2.3,0,0
"Jake Junis",NA,"SP",5600,"KC","@OAK","49%",4.55,NA,NA,NA,4.36,"",NA,NA,"R",NA,NA,"7%","2%","-1%",15.8,11.1,11.1,-2.2,24.4,11.1,2,0,0
"Yovani Gallardo",NA,"SP",5600,"SEA","BAL","49%",4.55,NA,NA,NA,4.74,"15.8%",4.98,4.77,"R",0.321,0.331,"4%","1%","0%",7.3,8.4,8.4,-0.1,17,10.8,1.9,0,0
"Jharel Cotton",1,"SP",5500,"OAK","KC","51%",4.45,NA,NA,NA,4.36,"19.5%",4.75,5.12,"R",0.314,0.338,"2%","2%","-1%",7.4,10.7,10.7,2.1,19.3,15.3,2.8,0,0
"Luis Cessa",NA,"RP",5400,"NYY","NYM","62%",4.33,NA,NA,NA,4.7,"16.6%",4.62,4.79,"R",0.295,0.35,"-1%","0%","0%",6.8,6.8,6.8,-0.8,14.3,15.5,2.9,0,0
"Travis Wood",NA,"SP",5300,"SD","PHI","52%",3.9,NA,NA,NA,3.98,"22.7%",4.04,4.4,"L",0.264,0.337,"2%","1%","0%",8.5,8.2,8.2,-1.7,18,11.7,2.2,0,0
"Rafael Montero",NA,"SP",5000,"NYM","@NYY","38%",5.67,NA,NA,NA,5.18,"22.5%",4.62,4.67,"R",0.393,0.358,"-4%","0%","0%",9.1,9.6,9.6,2,17.1,12.8,2.6,0,0
"Nick Tepesch",NA,"SP",4800,"TOR","TB","50%",5.02,NA,NA,NA,4.35,"",NA,NA,"R",0.326,0.382,"-3%","-1%","0%",1.9,1.9,1.9,1.4,2.5,9.1,1.9,0,0
