Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,20,SP,13500,LAD,ARI,47%,,8.5,0.307,21.8%,5.89,32.8%,2.30,2.19,L,0.215,0.230,2%,1%,0%,22.6,22.6,22.6,8.6,36.7,26.7,2.0,33.8,2.5
Johnny Cueto,9,SP,11600,SF,COL,60%,2.88,6,0.315,22.9%,3.78,21.4%,3.71,3.62,R,0.269,0.283,1%,1%,0%,18.4,18.4,18.4,10.0,26.8,18.8,1.6,19.6,1.7
Noah Syndergaard,15,SP,11400,NYM,@MIA,45%,4.23,7,0.290,20.5%,5.00,28.7%,2.90,2.72,R,0.302,0.253,1%,0%,0%,28.6,28.6,28.6,22.8,34.5,22.5,2.0,15.9,1.4
Stephen Strasburg,4,SP,10800,WAS,PHI,,,7,0.292,23.2%,5.25,29.7%,3.01,2.99,R,0.274,0.302,0%,1%,0%,19.5,19.5,19.5,17.6,21.5,23.2,2.1,23.6,2.2
Dallas Keuchel,7,SP,9600,HOU,@OAK,,,5,0.332,19.6%,3.62,22.2%,3.24,3.10,L,0.258,0.295,3%,2%,0%,22.4,22.4,22.4,19.0,25.7,17.2,1.8,28.1,2.9
Rick Porcello,9,SP,9400,BOS,TB,62%,3.68,6,0.324,23.9%,4.25,20.9%,3.74,3.81,R,0.319,0.306,-3%,4%,0%,17.2,17.2,17.2,15.9,18.4,18.1,1.9,-2.3,-0.2
Kyle Hendricks,3,SP,9200,CHC,PIT,53%,4.11,5.5,0.312,21.2%,3.29,22.8%,3.54,3.43,R,0.302,0.254,1%,1%,0%,17.9,17.9,17.9,17.9,17.9,16.5,1.8,6.5,0.7
Masahiro Tanaka,3,SP,9100,NYY,STL,56%,,5,0.346,18.9%,3.50,21.4%,3.64,3.53,R,0.291,0.287,0%,4%,0%,1.9,1.9,1.9,-6.8,10.6,15.3,1.7,18.1,2.0
Danny Duffy,7,SP,8900,KC,LAA,56%,3.83,5,0.324,19.8%,5.12,22.0%,4.00,4.18,L,0.228,0.322,-2%,1%,0%,19.5,19.5,19.5,13.3,25.7,16.1,1.8,26.8,3.0
Zack Greinke,3,SP,8800,ARI,@LAD,,,5.5,0.331,22.9%,5.25,22.1%,3.63,3.54,R,0.286,0.274,9%,2%,0%,18.8,18.8,18.8,8.7,29.0,18.3,2.1,1.4,0.2
