Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,,SP,13600,LAD,ATL,70%,3.29,9.5,,,4.64,32.5%,2.46,2.32,L,0.227,0.227,2%,-1%,-1%,36.9,28.5,28.5,18.1,38.9,27.1,2.0,0.0,0.0
Corey Kluber,2,SP,12400,CLE,TOR,52%,4.43,9.5,,,4.17,28.4%,3.14,3.14,R,0.300,0.250,-1%,-1%,0%,33.2,27.4,27.4,13.7,41.2,23.9,1.9,0.0,0.0
Stephen Strasburg,,SP,11300,WAS,@ARI,53%,5.10,,,,5.06,29.6%,3.14,3.12,R,0.270,0.297,-4%,0%,0%,19.8,21.9,21.9,9.4,34.5,19.2,1.7,0.0,0.0
Rick Porcello,1,SP,10500,BOS,@LAA,55%,3.78,5.5,,,4.07,20.8%,3.85,3.94,R,0.316,0.318,6%,-1%,0%,18.3,14.6,14.6,6.4,22.8,18.0,1.7,0.0,0.0
Lance McCullers Jr.,2,SP,10400,HOU,@BAL,53%,5.56,6.5,,,4.60,27.2%,3.47,3.17,R,0.278,0.313,-1%,-2%,0%,14.6,19.1,19.1,9.4,28.9,17.2,1.7,0.0,0.0
Jose Quintana,,SP,9700,CHC,STL,60%,3.77,,,,4.49,22.1%,3.85,3.80,L,0.288,0.312,1%,-1%,1%,25.9,17.0,17.0,3.7,30.3,18.3,1.9,0.0,0.0
Robbie Ray,,SP,9400,ARI,WAS,47%,5.40,,,,5.59,27.0%,3.79,3.74,L,0.300,0.325,-3%,0%,0%,19.1,23.4,23.4,11.4,35.5,18.1,1.9,0.0,0.0
Michael Wacha,,SP,9000,STL,@CHC,40%,4.73,,,,4.71,20.5%,4.13,3.92,R,0.291,0.325,1%,-2%,2%,25.5,16.4,16.4,5.1,27.8,15.8,1.8,0.0,0.0
Jake Odorizzi,2,SP,8700,TB,TEX,62%,3.68,,0.329,22.8%,4.88,21.2%,4.20,4.37,R,0.281,0.332,2%,0%,0%,11.5,13.2,13.2,4.4,22.1,14.3,1.6,0.0,0.0
J.A. Happ,,SP,8600,TOR,@CLE,48%,4.57,4,0.336,16.3%,4.70,20.9%,4.05,3.95,L,0.311,0.304,-5%,-3%,0%,13.0,15.2,15.2,6.2,24.3,9.8,1.1,0.0,0.0
Kyle Freeland,,SP,8400,COL,PIT,52%,5.86,,,,4.19,14.6%,4.95,4.81,L,,0.324,-13%,-7%,-3%,11.5,12.5,12.5,2.3,22.7,9.2,1.1,0.0,0.0
Ivan Nova,,SP,7900,PIT,@COL,48%,6.14,,,,5.31,16.4%,4.18,4.05,R,0.359,0.293,-31%,-11%,-5%,12.2,15.7,15.7,6.1,25.3,6.7,0.8,0.0,0.0
Adalberto Mejia,,SP,7700,MIN,DET,53%,5.09,,,,4.83,18.0%,5.04,5.08,L,,0.328,-2%,-2%,0%,16.8,11.5,11.5,3.7,19.3,11.9,1.5,0.0,0.0
Jerad Eickhoff,2,SP,7600,PHI,MIL,45%,5.01,,0.316,25.8%,4.84,21.1%,4.13,4.21,R,0.355,0.268,2%,-1%,0%,15.1,11.8,11.8,2.8,20.8,15.9,2.1,0.0,0.0
Dinelson Lamet,,SP,7500,SD,@SF,48%,4.35,,,,3.87,31.2%,3.57,4.05,R,,,0%,-1%,0%,18.0,15.2,15.2,1.4,29.0,16.6,2.2,0.0,0.0
Junior Guerra,,SP,7400,MIL,@PHI,55%,4.49,,,,3.92,19.3%,4.79,4.76,R,0.302,0.314,4%,-1%,0%,6.2,9.4,9.4,1.6,17.2,12.6,1.7,0.0,0.0
Rafael Montero,4,SP,7200,NYM,OAK,51%,4.44,,0.305,24.8%,4.33,22.8%,4.60,4.59,R,0.403,0.320,2%,-1%,0%,10.9,10.9,10.9,1.2,20.6,19.0,2.6,0.0,0.0
Tyson Ross,1,SP,7100,TEX,@TB,38%,4.82,,0.319,21.2%,4.67,24.4%,3.67,3.50,R,0.307,0.283,8%,0%,0%,4.8,7.3,7.3,-5.5,20.0,12.1,1.7,0.0,0.0
Parker Bridwell,,SP,6900,LAA,BOS,45%,4.22,,,,4.73,16.9%,4.77,4.83,R,,,4%,-2%,0%,14.7,14.7,14.7,5.9,23.5,12.0,1.7,0.0,0.0
Ty Blach,,SP,6700,SF,SD,52%,4.15,,,,3.68,11.7%,5.06,4.73,L,0.250,0.329,1%,-1%,0%,9.5,10.8,10.8,-2.5,24.1,11.3,1.7,0.0,0.0
Dylan Bundy,,SP,6400,BAL,HOU,47%,5.94,4.5,0.335,16.9%,5.87,20.4%,4.53,4.88,R,0.336,0.316,0%,-7%,0%,10.3,14.5,14.5,5.4,23.6,7.5,1.2,0.0,0.0
Daniel Gossett,,RP,6200,OAK,@NYM,49%,4.56,,0.307,20.9%,4.80,14.0%,4.61,4.40,R,,,4%,-2%,0%,8.5,7.9,7.9,-3.2,19.0,11.2,1.8,0.0,0.0
Derek Holland,,SP,5800,CWS,@KC,38%,6.24,,0.315,20.6%,4.19,16.6%,4.87,4.96,L,0.276,0.365,-7%,-4%,0%,3.5,10.4,10.4,-2.5,23.4,10.5,1.8,0.0,0.0
Sean Newcomb,,RP,5700,ATL,@LAD,30%,5.21,,,,5.12,21.0%,4.63,4.43,L,,,8%,-2%,-2%,9.8,11.7,11.7,-1.4,24.8,14.3,2.5,0.0,0.0
Yovani Gallardo,,SP,5600,SEA,NYY,44%,4.51,,,,5.33,15.9%,4.91,4.67,R,0.316,0.335,4%,-2%,0%,7.3,8.4,8.4,-1.1,18.0,10.6,1.9,0.0,0.0
Matthew Boyd,,SP,5500,DET,@MIN,47%,5.41,,,,4.55,17.4%,4.76,5.00,L,0.356,0.363,-3%,-2%,0%,0.7,7.5,7.5,-3.6,18.6,11.5,2.1,0.0,0.0
