"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",4,"SP",12500,"BOS","BAL","69%",3.35,NA,NA,NA,4.39,"29.4%",2.91,3.03,"L",0.22,0.278,"-2%","1%","-2%",33,33,33,26.8,39.1,25.7,2.1,0,0
"Corey Kluber",1,"SP",11600,"CLE","@DET","53%",3.86,NA,NA,NA,4.92,"27.0%",3.27,3.29,"R",0.31,0.254,"2%","3%","0%",22.1,22.1,22.1,8.3,35.9,21.9,1.9,0,0
"Jon Lester",2,"SP",10600,"CHC","PHI","67%",3.04,NA,NA,NA,4.61,"24.6%",3.43,3.31,"L",0.28,0.284,"1%","3%","0%",13.6,13.6,13.6,5.4,21.9,18.6,1.8,0,0
"Justin Verlander",NA,"SP",10400,"DET","CLE","47%",4.14,NA,NA,NA,4.88,"25.4%",3.65,3.96,"R",0.288,0.312,"0%","4%","0%",15.1,15.1,15.1,-0.9,31.1,18.2,1.8,0,0
"Masahiro Tanaka",2,"SP",9800,"NYY","TOR","65%",3.74,NA,NA,NA,3.56,"21.2%",3.66,3.54,"R",0.284,0.288,"0%","2%","-5%",16.1,16.1,16.1,1.4,30.7,17.5,1.8,0,0
"James Paxton",3,"SP",9200,"SEA","LAA","57%",3.18,NA,NA,NA,3.67,"22.8%",3.7,3.56,"L",0.333,0.279,"2%","0%","0%",27.3,27.3,27.3,15.7,38.9,20.6,2.2,0,0
"Jose Quintana",1,"SP",9100,"CWS","@KC","48%",3.85,NA,NA,NA,2.74,"21.2%",3.86,3.82,"L",0.299,0.307,"-3%","2%","0%",13.9,13.9,13.9,0.9,26.9,17.7,1.9,0,0
"Cole Hamels",NA,"SP",9000,"TEX","@HOU","43%",4.59,NA,NA,NA,4.48,"23.1%",3.82,3.73,"L",0.288,0.3,"6%","0%","-4%",13,13,13,5.6,20.4,15.9,1.8,0,0
"Carlos Martinez",1,"SP",8900,"STL","MIL","63%",3.19,NA,NA,NA,5.19,"23.4%",3.7,3.54,"R",0.332,0.267,"1%","3%","0%",17.5,17.5,17.5,5.1,30,17.6,2,0,0
"Danny Duffy",2,"SP",8800,"KC","CWS","52%",3.65,NA,NA,NA,4.26,"21.7%",4.05,4.22,"L",0.228,0.321,"-2%","3%","0%",16.7,16.7,16.7,4,29.4,17.5,2,0,0
"Ervin Santana",3,"SP",8600,"MIN","OAK","55%",3.76,NA,NA,NA,3.64,"19.4%",4.33,4.27,"R",0.307,0.291,"-1%","3%","0%",26.4,26.4,26.4,16,36.8,17.9,2.1,0,0
"Matt Shoemaker",NA,"SP",8400,"LAA","@SEA","42%",3.82,NA,NA,NA,4.58,"21.0%",3.94,4.04,"R",0.311,0.311,"3%","0%","0%",12.8,12.8,12.8,1.7,23.9,14.3,1.7,0,0
"Matt Moore",3,"SP",8200,"SF","@LAD","39%",4.2,NA,NA,NA,4.31,"20.0%",4.43,4.58,"L",0.304,0.324,"6%","0%","-1%",12.9,12.9,12.9,-0.5,26.2,17.2,2.1,0,0
"Tanner Roark",2,"SP",8000,"WAS","ARI","56%",3.98,NA,NA,NA,5.22,"18.2%",4.26,4.18,"R",0.307,0.277,"0%","3%","0%",14.9,14.9,14.9,11,18.8,13.5,1.7,0,0
"Alex Wood",NA,"SP",7900,"LAD","SF","61%",3.3,NA,NA,NA,3.35,"19.7%",3.97,3.74,"L",0.272,0.308,"2%","0%","-1%",13.8,13.8,13.8,6.5,21.2,17.1,2.2,0,0
"Taijuan Walker",NA,"SP",7800,"ARI","@WAS","44%",4.52,NA,NA,NA,6.8,"22.0%",3.83,3.97,"R",0.31,0.315,"5%","3%","0%",19.4,19.4,19.4,7.3,31.6,14.1,1.8,0,0
"Matt Harvey",1,"SP",7700,"NYM","@ATL","50%",4.23,NA,NA,NA,4.52,"22.1%",3.7,3.62,"R",0.277,0.269,"-3%","2%","0%",12.3,12.3,12.3,0.9,23.8,14.7,1.9,0,0
"Sonny Gray",NA,"SP",7600,"OAK","@MIN","45%",4.24,NA,NA,NA,4.39,"19.5%",4,3.85,"R",0.286,0.296,"-5%","4%","0%",0,0,0,0,0,14.9,2,0,0
"Jeremy Hellickson",1,"SP",7400,"PHI","@CHC","33%",4.46,NA,NA,NA,5.08,"18.8%",4.22,4.17,"R",0.319,0.32,"1%","7%","0%",15.6,15.6,15.6,10.7,20.5,13.1,1.8,0,0
"Edinson Volquez",NA,"SP",7200,"MIA","TB","55%",3.53,NA,NA,NA,4.27,"17.5%",4.56,4.42,"R",0.336,0.31,"2%","0%","1%",10.4,10.4,10.4,2.5,18.4,12.4,1.7,0,0
"Alex Cobb",1,"SP",7100,"TB","@MIA","45%",3.97,NA,NA,NA,4.52,"16.1%",4.24,4.05,"R",0.307,0.298,"3%","0%","1%",11,11,11,1.3,20.6,13.8,1.9,0,0
"Tyler Chatwood",2,"SP",6900,"COL","@SD","51%",3.71,NA,NA,NA,3.78,"17.4%",4.56,4.29,"R",0.313,0.334,"12%","1%","0%",13.7,13.7,13.7,1,26.4,16.9,2.4,0,0
"R.A. Dickey",NA,"SP",6800,"ATL","NYM","50%",4.27,NA,NA,NA,4.29,"15.6%",4.77,4.71,"R",0.316,0.329,"0%","2%","0%",13.2,13.2,13.2,7.8,18.6,13.9,2,0,0
"Scott Feldman",NA,"SP",6600,"CIN","PIT","56%",3.98,NA,NA,NA,3.75,"15.6%",4.34,4.15,"R",0.31,0.328,"0%","3%","-1%",14.4,14.4,14.4,6.1,22.7,13.2,2,0,0
"Mike Fiers",NA,"SP",6500,"HOU","TEX","56%",3.91,NA,NA,NA,4.56,"21.0%",4.08,4.09,"R",0.307,0.33,"2%","0%","-4%",8.7,8.7,8.7,5.2,12.3,12.2,1.9,0,0
"Tyler Glasnow",NA,"SP",6200,"PIT","@CIN","44%",4.52,NA,NA,NA,4.75,"21.7%",4.76,4.92,"R",NA,NA,"-1%","3%","-1%",4.6,4.6,4.6,-6,15.1,13.4,2.2,0,0
"Wily Peralta",NA,"SP",6100,"MIL","@STL","37%",4.31,NA,NA,NA,4.12,"15.1%",4.65,4.43,"R",0.36,0.32,"3%","5%","0%",12.1,12.1,12.1,-0.5,24.7,12.2,2,0,0
"Mat Latos",1,"SP",5800,"TOR","@NYY","35%",5.26,NA,NA,NA,5.57,"17.3%",4.55,4.44,"R",0.312,0.315,"2%","5%","-12%",8.3,8.3,8.3,-4.5,21,8.8,1.5,0,0
"Trevor Cahill",3,"SP",5000,"SD","COL","49%",3.79,NA,NA,NA,4.58,"23.0%",3.62,3.62,"R",0.343,0.299,"2%","1%","0%",17.4,17.4,17.4,12.9,21.9,15.7,3.1,0,0
"Alec Asher",NA,"SP",4500,"BAL","@BOS","31%",5.15,NA,NA,NA,3.88,"12.4%",5.15,5.37,"R",0.341,0.327,"-12%","5%","-6%",19.3,19.3,19.3,19.3,19.3,8.1,1.8,0,0
