"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"James Paxton",2,"SP",12200,"SEA","NYM","65%",3.72,NA,NA,NA,4.82,"23.8%",3.74,3.56,"L",0.313,0.283,"2%","-1%","0%",28.7,21.8,21.8,9.6,34,19.9,1.6,0,0
"Gerrit Cole",2,"SP",10900,"PIT","@SD","61%",3.73,NA,NA,NA,3.83,"22.0%",3.74,3.57,"R",0.319,0.286,"2%","0%","0%",18.1,15.6,15.6,5.4,25.9,17.9,1.6,0,0
"Lance McCullers Jr.",NA,"SP",10200,"HOU","@DET","56%",4.43,NA,NA,NA,4.8,"26.9%",3.49,3.2,"R",0.28,0.317,"-1%","-1%","-1%",8.5,17.9,17.9,7.1,28.7,16.4,1.6,0,0
"Madison Bumgarner",NA,"SP",9700,"SF","@LAD","28%",5.6,NA,NA,NA,5.15,"26.8%",3.25,3.35,"L",0.234,0.277,"5%","-1%","-2%",15.8,18.4,18.4,13.1,23.6,18.5,1.9,0,0
"Josh Tomlin",1,"SP",8900,"CLE","@CWS","63%",4.04,NA,NA,NA,4.35,"18.0%",4.11,4.07,"R",0.294,0.354,"6%","-2%","0%",15.6,11.2,11.2,-0.2,22.6,13.9,1.6,0,0
"Drew Pomeranz",3,"SP",8700,"BOS","KC","60%",4,NA,NA,NA,4.37,"25.2%",3.88,3.81,"L",0.29,0.295,"-3%","-1%","2%",17.1,16.9,16.9,7.6,26.3,17.2,2,0,0
"Jake Faria",NA,"SP",8600,"TB","@NYY","40%",5.25,NA,NA,NA,5.37,"21.6%",4.35,4.53,"R",NA,0.284,"-3%","-1%","0%",15.1,19.4,19.4,11.6,27.2,15.1,1.8,0,0
"Lance Lynn",2,"SP",8400,"STL","ARI","52%",4.17,NA,NA,NA,5.04,"22.1%",4.16,4.13,"R",0.333,0.267,"1%","-1%","0%",18.8,16.5,16.5,7.1,26,15,1.8,0,0
"Zach Davies",NA,"SP",8200,"MIL","CHC","47%",5.18,NA,NA,NA,4.69,"17.9%",4.38,4.21,"R",0.323,0.32,"-1%","-1%","0%",18.3,12,12,2.3,21.6,13.1,1.6,0,0
"Jordan Montgomery",2,"SP",8000,"NYY","TB","60%",4.25,NA,NA,NA,4.57,"22.0%",4.31,4.55,"L",NA,0.304,"0%","-1%","0%",10.7,15.5,15.5,7.4,23.7,13.7,1.7,0,0
"Hyun-Jin Ryu",NA,"SP",8000,"LAD","SF","71%",3.4,NA,NA,NA,3.95,"21.7%",4.19,4.07,"L",0.362,0.326,"3%","-1%","-2%",13.6,13.1,13.1,6,20.2,15.8,2,0,0
"Jharel Cotton",NA,"SP",8000,"OAK","MIN","64%",3.82,NA,NA,NA,4.55,"20.2%",4.63,4.94,"R",0.299,0.323,"2%","-2%","0%",12.1,12.3,12.3,3.6,21,16,2,0,0
"Justin Verlander",1,"SP",7900,"DET","HOU","44%",5.07,NA,NA,NA,5.93,"24.6%",3.9,4.14,"R",0.288,0.293,"0%","-2%","-1%",13.4,14.6,14.6,2.9,26.2,15.1,1.9,0,0
"Dan Straily",NA,"SP",7700,"MIA","CIN","55%",4.27,NA,NA,NA,4.55,"21.0%",4.54,4.88,"R",0.305,0.32,"2%","-3%","0%",9.8,15.2,15.2,3.7,26.8,14.6,1.9,0,0
"Taijuan Walker",NA,"SP",7600,"ARI","@STL","48%",4.33,NA,NA,NA,4.51,"21.3%",4.02,4.11,"R",0.313,0.317,"5%","0%","0%",13,15.7,15.7,6.2,25.1,15.4,2,0,0
"Vince Velasquez",1,"SP",7400,"PHI","ATL","50%",4.5,NA,NA,NA,4.65,"25.8%",3.84,3.93,"R",0.331,0.336,"1%","0%","3%",8,10.9,10.9,4,17.9,15.5,2.1,0,0
"Seth Lugo",NA,"SP",7100,"NYM","@SEA","35%",5.28,NA,NA,NA,4.69,"16.3%",4.74,4.68,"R",0.291,0.315,"3%","-2%","0%",12.2,13.2,13.2,4.8,21.6,11.6,1.6,0,0
"Luis Castillo",2,"RP",7000,"CIN","@MIA","45%",4.73,NA,NA,NA,4.75,"26.8%",3.87,3.7,"R",NA,NA,"4%","-3%","0%",16.6,16.6,16.6,7.6,25.6,15.3,2.2,0,0
"Carlos Rodon",NA,"SP",6900,"CWS","CLE","37%",5.46,NA,NA,NA,4.93,"23.5%",4.1,3.99,"L",0.268,0.348,"1%","-1%","0%",12.2,12.2,12.2,0.3,24.1,14.4,2.1,0,0
"Kyle Freeland",NA,"SP",6600,"COL","@WAS","",NA,NA,NA,NA,5.63,"14.4%",4.92,4.78,"L",NA,0.324,"19%","0%","0%",11.4,12.6,12.6,2.7,22.6,11,1.7,0,0
"R.A. Dickey",NA,"SP",6400,"ATL","@PHI","50%",4.5,NA,NA,NA,4.08,"15.6%",4.87,4.83,"R",0.309,0.335,"3%","0%","3%",13.2,11.9,11.9,2,21.9,14.5,2.3,0,0
"Cesar Valdez",1,"SP",6300,"TOR","LAA","56%",4.66,NA,NA,NA,4.1,"",NA,NA,"R",NA,NA,"-2%","-3%","0%",13.3,13.3,13.3,4.1,22.6,12,1.9,0,0
"John Lackey",NA,"SP",6200,"CHC","@MIL","53%",4.82,NA,NA,NA,4.8,"21.1%",4.02,3.98,"R",0.327,0.279,"-3%","-1%","0%",8.9,12.8,12.8,3.2,22.5,13.1,2.1,0,0
