Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Luis Severino,2,SP,11800,NYY,BOS,59%,3.84,7,,,4.76,25.1%,3.60,3.48,R,0.294,0.303,0%,-1%,0%,28.2,22.3,22.3,11.1,33.5,19.3,1.6,0.0,0.0
Carlos Martinez,2,SP,11200,STL,ATL,68%,3.60,,,,4.54,23.7%,3.76,3.57,R,0.336,0.253,1%,0%,0%,17.4,20.2,20.2,8.9,31.4,19.8,1.8,0.0,0.0
Aaron Nola,2,SP,10400,PHI,NYM,55%,4.01,,,,4.71,24.3%,3.54,3.38,R,0.317,0.280,1%,0%,-2%,23.0,20.0,20.0,9.9,30.2,18.6,1.8,0.0,0.0
Chris Archer,2,SP,10300,TB,CLE,56%,3.73,,,,4.79,28.5%,3.33,3.25,R,0.290,0.290,1%,0%,0%,22.8,21.1,21.1,12.6,29.7,21.1,2.0,0.0,0.0
Hyun-Jin Ryu,5,SP,9700,LAD,SD,69%,3.14,,,,3.82,23.0%,3.95,3.78,L,0.346,0.307,3%,0%,-1%,20.6,15.3,15.3,6.2,24.3,17.2,1.8,0.0,0.0
Jon Lester,,SP,9600,CHC,@ARI,51%,4.69,,,,4.98,24.9%,3.50,3.35,L,0.266,0.295,-7%,0%,0%,23.6,17.3,17.3,5.1,29.4,17.3,1.8,0.0,0.0
Drew Pomeranz,,SP,9500,BOS,@NYY,41%,4.66,5.5,,,5.19,25.1%,3.87,3.78,L,0.291,0.295,2%,-1%,0%,18.5,17.4,17.4,8.2,26.5,17.0,1.8,0.0,0.0
Dylan Bundy,1,SP,8400,BAL,@OAK,49%,4.53,,,,4.35,20.7%,4.48,4.81,R,0.330,0.312,6%,1%,-1%,16.8,15.3,15.3,4.9,25.7,14.3,1.7,0.0,0.0
Patrick Corbin,,SP,8100,ARI,CHC,49%,4.81,,,,4.69,20.4%,4.05,3.89,L,0.305,0.361,-3%,0%,0%,14.3,13.5,13.5,3.0,24.1,13.1,1.6,0.0,0.0
Mike Fiers,,SP,7800,HOU,@TEX,52%,5.15,,,,4.90,21.6%,4.12,4.17,R,0.297,0.345,-8%,-1%,0%,17.8,15.2,15.2,5.5,24.9,12.8,1.6,0.0,0.0
Jose Berrios,,SP,7500,MIN,@DET,52%,4.67,,,,4.80,20.2%,4.67,4.95,R,0.339,0.339,1%,0%,-1%,10.5,17.3,17.3,6.2,28.4,13.2,1.8,0.0,0.0
Edwin Jackson,,SP,7300,WAS,SF,64%,4.23,,,,4.01,16.9%,4.85,5.00,R,0.359,0.349,0%,0%,0%,16.8,16.8,16.8,8.0,25.5,15.0,2.1,0.0,0.0
