Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Kenta Maeda,,SP,7200,LAD,@CIN,62%,4.55,,,,4.92,25.0%,3.75,3.81,R,0.323,0.262,-4%,-1%,0%,15.4,13.8,13.8,4.9,22.7,15.1,2.1,0.0,0.0
Joe Ross,,SP,6900,WAS,@NYM,44%,4.54,,,,4.88,21.5%,3.91,3.78,R,0.366,0.263,6%,-1%,-4%,13.6,11.8,11.8,-4.7,28.3,13.6,2.0,0.0,0.0
John Lackey,0,SP,6800,CHC,@PIT,49%,4.55,,,,4.24,21.7%,3.92,3.86,R,0.324,0.278,0%,-3%,0%,8.6,13.7,13.7,3.8,23.7,15.1,2.2,0.0,0.0
J.C. Ramirez,,SP,6600,LAA,KC,50%,4.25,,,,3.97,17.9%,4.12,4.24,R,0.319,0.316,2%,-2%,0%,13.4,14.5,14.5,5.0,24.1,13.6,2.1,0.0,0.0
Joe Musgrove,,SP,6500,HOU,BOS,52%,4.64,,,,4.70,19.9%,4.30,4.32,R,0.342,0.334,1%,-3%,-4%,13.4,11.3,11.3,1.8,20.9,12.7,2.0,0.0,0.0
James Shields,,SP,6400,CWS,@TOR,39%,5.35,,,,4.27,21.0%,4.42,4.46,R,0.350,0.331,-6%,0%,0%,18.7,18.7,18.7,17.0,20.4,11.7,1.8,0.0,0.0
Trevor Bauer,,SP,6200,CLE,@MIN,56%,4.89,,,,4.77,22.6%,4.16,4.09,R,0.317,0.322,1%,1%,0%,13.6,14.6,14.6,2.3,26.8,14.5,2.3,0.0,0.0
Luis Perdomo,,SP,5900,SD,@MIL,40%,4.70,,,,4.93,16.8%,3.98,3.97,R,0.368,0.339,-4%,0%,0%,6.1,10.5,10.5,-0.3,21.3,10.8,1.8,0.0,0.0
Buck Farmer,,RP,5800,DET,TB,50%,4.75,,,,4.73,18.8%,4.59,4.87,R,0.402,0.348,0%,-2%,0%,19.9,19.9,19.9,-1.6,41.4,11.0,1.9,0.0,0.0
Christian Bergman,,SP,5600,SEA,@TEX,36%,5.78,,,,4.82,15.1%,4.50,4.69,R,0.332,0.411,-15%,-6%,0%,4.9,9.0,9.0,-11.0,29.1,6.7,1.2,0.0,0.0
Jose Urena,,SP,5500,MIA,@ATL,50%,4.75,,,,4.58,13.7%,5.03,5.11,R,0.338,0.338,-3%,-1%,0%,11.4,12.4,12.4,3.8,21.0,9.9,1.8,0.0,0.0
Kyle Gibson,,SP,5300,MIN,CLE,44%,5.61,,,,4.61,16.6%,4.49,4.29,R,0.339,0.322,-2%,1%,0%,12.4,6.7,6.7,-1.2,14.6,11.0,2.1,0.0,0.0
Jharel Cotton,,SP,5200,OAK,NYY,49%,5.04,,,,5.82,20.0%,4.65,4.95,R,0.277,0.339,3%,-6%,0%,9.5,11.4,11.4,2.1,20.7,13.0,2.5,0.0,0.0
Ben Lively,,SP,5100,PHI,ARI,40%,4.98,,,,5.13,,,,R,,,3%,-4%,-7%,9.8,9.8,9.8,6.8,12.7,10.8,2.1,0.0,0.0
Ubaldo Jimenez,,SP,4900,BAL,STL,48%,5.35,,,,4.24,20.4%,4.35,4.24,R,0.350,0.318,0%,-3%,-2%,3.8,5.4,5.4,-4.6,15.4,11.5,2.3,0.0,0.0
Ty Blach,,SP,4800,SF,@COL,40%,6.41,,,,5.30,11.5%,4.94,4.67,L,,0.307,-37%,-6%,0%,14.8,11.4,11.4,-2.2,25.1,7.0,1.5,0.0,0.0
Luis Cessa,,RP,4700,NYY,@OAK,51%,4.96,,,,4.31,15.8%,4.45,4.50,R,0.327,0.316,7%,-6%,0%,0.0,0.0,0.0,0.0,0.0,11.7,2.5,0.0,0.0
Bronson Arroyo,,SP,4200,CIN,LAD,38%,5.95,,,,4.85,13.7%,5.41,5.80,R,0.345,0.393,0%,-3%,0%,2.8,6.0,6.0,-3.7,15.8,8.1,1.9,0.0,0.0
