Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Robbie Ray,2,SP,13500,ARI,@PHI,60%,4.02,,,,3.91,26.9%,3.72,3.64,L,0.298,0.321,3%,-1%,-2%,37.6,25.1,25.1,11.9,38.3,23.8,1.8,0.0,0.0
Yu Darvish,,SP,12000,TEX,SEA,64%,4.22,,,,4.74,29.0%,3.53,3.58,R,0.297,0.280,-2%,-2%,0%,18.8,20.8,20.8,11.8,29.9,18.9,1.6,0.0,0.0
Jacob deGrom,1,SP,10600,NYM,WAS,56%,3.96,,,,5.52,26.3%,3.36,3.21,R,0.292,0.272,2%,-1%,-3%,18.1,19.9,19.9,5.1,34.6,19.4,1.8,0.0,0.0
Jason Vargas,0,SP,9300,KC,@LAA,50%,4.25,,,,4.18,18.6%,4.41,4.54,L,0.324,0.262,6%,-2%,0%,19.7,20.1,20.1,9.7,30.5,16.2,1.7,0.0,0.0
Jameson Taillon,,SP,8300,PIT,CHC,51%,4.45,,,,4.74,20.4%,3.77,3.55,R,0.302,0.307,0%,-2%,0%,15.1,16.1,16.1,8.1,24.0,16.5,2.0,0.0,0.0
Jacob Faria,1,SP,8100,TB,@DET,50%,4.75,,,,4.95,,,,R,,,-2%,-1%,0%,25.6,25.6,25.6,22.3,29.0,15.1,1.9,0.0,0.0
Jimmy Nelson,2,SP,7900,MIL,SD,60%,3.80,,,,3.65,19.3%,4.38,4.33,R,0.348,0.309,0%,0%,0%,19.5,16.4,16.4,3.3,29.4,16.3,2.1,0.0,0.0
Lance Lynn,,SP,7800,STL,@BAL,52%,5.15,,,,4.39,22.6%,4.09,4.04,R,0.336,0.253,-1%,-2%,-1%,19.3,17.9,17.9,8.6,27.2,14.8,1.9,0.0,0.0
J.A. Happ,,SP,7700,TOR,CWS,61%,4.15,,,,4.64,21.2%,4.01,3.91,L,0.323,0.299,-2%,0%,0%,13.4,15.3,15.3,5.7,24.9,14.4,1.9,0.0,0.0
David Price,,SP,7500,BOS,@HOU,48%,4.86,,,,5.40,24.5%,3.50,3.45,L,0.299,0.287,5%,-2%,-3%,13.4,13.4,13.4,1.2,25.7,17.2,2.3,0.0,0.0
Tyler Chatwood,0,SP,7400,COL,SF,60%,5.09,,,,3.75,18.4%,4.56,4.22,R,0.315,0.308,-8%,-2%,0%,20.0,15.2,15.2,3.0,27.5,14.1,1.9,0.0,0.0
Mike Foltynewicz,,SP,7300,ATL,MIA,50%,4.75,,,,4.72,19.9%,4.28,4.38,R,0.376,0.329,0%,-1%,0%,12.1,12.2,12.2,-2.3,26.8,13.3,1.8,0.0,0.0
