"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",8,"SP",12600,"WAS","@ATL","64%",3.78,7.5,0.3,"21.9%",4.58,"31.3%",2.83,3.14,"R",0.3,0.233,"0%","-1%","0%",25.7,26.5,26.5,18.2,34.8,26.1,2.1,0,0
"Carlos Martinez",2,"SP",11100,"STL","SF","56%",3.72,NA,NA,"",3.38,"23.4%",3.7,3.54,"R",0.329,0.267,"1%","0%","-1%",19.4,19.5,19.5,9.6,29.4,19.6,1.8,0,0
"Justin Verlander",2,"SP",10500,"DET","TEX","59%",3.84,NA,NA,"",4.81,"25.2%",3.72,4.03,"R",0.287,0.314,"0%","1%","0%",17.3,16.1,16.1,3.7,28.5,18.9,1.8,0,0
"Masahiro Tanaka",6,"SP",9700,"NYY","@TB","52%",3.91,5.5,0.318,"24.1%",4.65,"21.0%",3.67,3.56,"R",0.287,0.298,"4%","0%","0%",15.9,12.7,12.7,-2.2,27.5,18.1,1.9,0,0
"Jeff Samardzija",1,"SP",9500,"SF","@STL","44%",4.28,NA,NA,"",4.53,"20.1%",4.01,3.99,"R",0.336,0.283,"1%","0%","-1%",19.8,18.4,18.4,8.5,28.2,18.3,1.9,0,0
"Vince Velasquez",3,"SP",9200,"PHI","@PIT","46%",4.42,NA,0.308,"20.6%",3.85,"26.3%",3.74,3.88,"R",0.332,0.324,"0%","0%","0%",13.2,13,13,9.1,17,17.8,1.9,0,0
"Robbie Ray",3,"SP",8900,"ARI","@SD","54%",3.59,NA,NA,"",3.51,"26.1%",3.78,3.68,"L",0.306,0.345,"3%","0%","0%",14.1,17.3,17.3,7.4,27.2,19.2,2.2,0,0
"Ivan Nova",5,"SP",8700,"PIT","PHI","54%",4.08,NA,0.299,"24.7%",4.55,"17.0%",4.04,3.97,"R",0.343,0.311,"1%","0%","0%",19.5,17.9,17.9,5.4,30.4,17.6,2,0,0
"Drew Pomeranz",4,"SP",8300,"BOS","@OAK","53%",4.13,5.5,0.332,"20.4%",3.95,"25.4%",3.77,3.77,"L",0.276,0.292,"6%","-2%","0%",11.4,13.9,13.9,3.3,24.4,14.9,1.8,0,0
"Julio Urias",2,"SP",8200,"LAD","MIA","63%",3.23,NA,NA,"",4.08,"22.6%",4.25,4.05,"L",NA,0.304,"3%","0%","0%",9.1,9.1,9.1,-2.3,20.6,17.3,2.1,0,0
"Zack Wheeler",4,"SP",8000,"NYM","LAA","53%",3.87,NA,NA,"",4.07,"21.6%",4.1,3.85,"R",0.334,0.276,"2%","2%","0%",17,14.8,14.8,8.7,20.9,16.9,2.1,0,0
"Sean Manaea",NA,"SP",8000,"OAK","BOS","47%",4.37,NA,0.339,"18.0%",4.47,"21.6%",3.99,3.95,"L",0.231,0.319,"3%","-3%","0%",13.1,12.3,12.3,4.4,20.3,12.7,1.6,0,0
"Dan Straily",NA,"SP",7900,"MIA","@LAD","37%",4.27,NA,NA,"",4.98,"20.8%",4.62,4.96,"R",0.307,0.328,"7%","0%","0%",18,14.9,14.9,1.9,27.8,14.8,1.9,0,0
"Matt Andriese",0,"SP",7700,"TB","NYY","48%",4.09,NA,NA,"",5.79,"20.0%",3.98,4.03,"R",0.304,0.315,"2%","0%","0%",17.3,16.3,16.3,8,24.5,13.9,1.8,0,0
"A.J. Griffin",NA,"SP",7600,"TEX","@DET","41%",4.66,NA,NA,"",4.92,"21.2%",4.55,4.96,"R",0.333,0.293,"4%","2%","0%",21.9,18.8,18.8,5.2,32.4,12.8,1.7,0,0
"Yovani Gallardo",1,"SP",7100,"SEA","CWS","60%",3.78,NA,NA,"",4.28,"15.6%",4.87,4.61,"R",0.318,0.328,"3%","0%","0%",15.3,11.3,11.3,2.5,20.1,13.3,1.9,0,0
"Mike Fiers",NA,"SP",7000,"HOU","CLE","53%",4.34,NA,0.342,"16.0%",4.31,"21.1%",4.08,4.1,"R",0.304,0.338,"2%","0%","-3%",11.1,10.5,10.5,5.9,15,10.5,1.5,0,0
