Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Madison Bumgarner,14,SP,12500,SF,COL,50%,6.67,7,0.302,23.0%,3.88,27.2%,3.17,3.28,L,0.227,0.284,1%,1%,0%,24.6,24.6,24.6,19.6,29.6,24.0,1.9,19.3,1.5
Yu Darvish,4,SP,11500,TEX,@LAA,44%,4.54,6.5,0.323,18.1%,5.00,30.2%,3.29,3.37,R,0.298,0.278,5%,1%,0%,13.1,13.1,13.1,7.1,19.1,19.0,1.7,35.5,3.1
Jon Gray,6,SP,10000,COL,@SF,60%,4.25,5.5,0.308,20.0%,4.75,24.8%,3.77,3.65,R,0.311,0.329,9%,1%,0%,8.0,8.0,8.0,7.7,8.3,17.1,1.7,7.0,0.7
Hyun-Jin Ryu,2,SP,9000,LAD,@CHC,45%,3.68,,0.304,31.0%,4.71,,,,L,0.313,0.298,-1%,2%,1%,12.3,12.3,12.3,12.3,12.3,20.1,2.2,7.1,0.8
Kevin Gausman,4,SP,8700,BAL,@TOR,43%,5.05,5.5,0.327,18.0%,3.33,22.3%,3.82,3.84,R,0.300,0.337,-4%,5%,0%,7.3,7.3,7.3,2.5,12.0,14.4,1.7,17.3,2.0
Francisco Liriano,7,SP,8000,TOR,BAL,67%,4.39,6,0.321,21.6%,4.00,24.7%,3.89,3.69,L,0.272,0.305,-1%,4%,0%,-11.5,-11.5,-11.5,-11.5,-11.5,16.5,2.1,26.8,3.4
Ricky Nolasco,1,SP,7800,LAA,TEX,56%,3.96,4.5,0.327,22.6%,5.50,17.9%,4.36,4.39,R,0.336,0.346,3%,1%,0%,10.9,10.9,10.9,8.7,13.2,14.6,1.9,10.4,1.3
Wei-Yin Chen,5,SP,7700,MIA,NYM,51%,3.87,4.5,0.297,23.6%,3.57,19.3%,4.03,4.07,L,0.289,0.336,2%,0%,0%,20.7,20.7,20.7,20.7,20.7,16.6,2.2,-3.4,-0.4
Jordan Zimmermann,1,SP,7300,DET,MIN,56%,3.95,4,0.321,25.0%,5.00,17.9%,4.17,4.19,R,0.310,0.293,0%,5%,0%,17.9,17.9,17.9,17.9,17.9,15.0,2.1,1.1,0.2
Robert Gsellman,3,SP,7000,NYM,@MIA,47%,4.04,,0.300,22.5%,4.50,23.5%,3.65,3.33,R,,,2%,0%,0%,14.4,14.4,14.4,14.4,14.4,14.1,2.0,-0.3,-0.0
Brett Anderson,1,SP,7000,CHC,LAD,55%,3.32,3.5,0.331,22.2%,5.25,15.0%,3.58,3.58,L,0.333,0.322,1%,4%,1%,15.2,15.2,15.2,15.2,15.2,12.8,1.8,15.1,2.2
Jimmy Nelson,,SP,6700,MIL,@CIN,33%,3.61,4,0.296,22.2%,4.71,18.7%,4.49,4.47,R,0.352,0.309,0%,1%,0%,23.3,23.3,23.3,23.3,23.3,14.7,2.2,24.8,3.7
Eduardo Rodriguez,2,SP,6600,BOS,PIT,56%,4.39,4.5,0.343,16.9%,3.50,20.3%,4.29,4.37,L,0.336,0.307,-4%,4%,0%,8.4,8.4,8.4,8.4,8.4,11.9,1.8,19.2,2.9
Jason Vargas,2,SP,6300,KC,OAK,51%,4.21,3.5,0.331,19.8%,3.62,17.4%,4.37,4.44,L,0.325,0.312,-3%,2%,0%,23.3,23.3,23.3,23.3,23.3,11.8,1.9,34.3,5.4
Josh Tomlin,1,SP,6200,CLE,CWS,71%,3.03,5,0.301,22.6%,4.40,18.1%,4.00,4.00,R,0.277,0.360,-3%,4%,1%,5.1,5.1,5.1,5.1,5.1,14.9,2.4,-15.7,-2.5
Luis Severino,11,SP,6200,NYY,TB,54%,4.05,5.5,0.321,21.8%,4.25,21.7%,3.92,3.85,R,0.317,0.344,0%,3%,-3%,11.1,11.1,11.1,11.1,11.1,15.2,2.5,34.1,5.5
Phil Hughes,,SP,6100,MIN,@DET,43%,4.55,3.5,0.315,18.9%,4.17,14.0%,4.58,4.54,R,0.325,0.337,2%,6%,0%,18.5,18.5,18.5,18.5,18.5,11.6,1.9,13.9,2.3
Miguel Gonzalez,,SP,5800,CWS,@CLE,28%,4.97,3.5,0.333,17.4%,4.67,17.3%,4.53,4.55,R,0.324,0.320,-12%,9%,2%,20.1,20.1,20.1,20.1,20.1,9.6,1.7,7.3,1.3
Matt Andriese,3,SP,5800,TB,@NYY,46%,4.45,4.5,0.311,20.9%,4.71,19.5%,3.94,4.06,R,0.316,0.311,-3%,3%,-3%,4.2,4.2,4.2,4.2,4.2,13.4,2.3,16.7,2.9
Jesse Hahn,1,SP,5700,OAK,@KC,49%,4.29,,0.313,20.3%,3.00,14.2%,4.45,4.26,R,0.336,0.265,-10%,2%,0%,0.0,0.0,0.0,0.0,0.0,9.7,1.7,16.7,2.9
Bronson Arroyo,,SP,5500,CIN,MIL,41%,3.45,,0.299,30.1%,4.14,,,,R,0.341,0.404,0%,2%,0%,-2.4,-2.4,-2.4,-2.4,-2.4,12.8,2.3,3.3,0.6
Chad Kuhl,,SP,5500,PIT,@BOS,59%,5.11,,0.325,16.5%,3.67,17.8%,4.62,4.68,R,0.364,0.302,-12%,5%,0%,14.1,14.1,14.1,14.1,14.1,9.0,1.6,21.3,3.9
