"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Yu Darvish",NA,"SP",13700,"LAD","CWS","74%",2.72,NA,NA,NA,4.34,"29.2%",3.44,3.46,"R",0.309,0.273,"2%","1%","-1%",21.2,19.7,19.7,7.8,31.7,22.2,1.6,0,0
"Gerrit Cole",1,"SP",11800,"PIT","@MIL","47%",4.4,NA,NA,NA,4.62,"22.1%",3.75,3.61,"R",0.317,0.29,"-1%","0%","1%",22.3,16.4,16.4,6.2,26.6,17.3,1.5,0,0
"Marcus Stroman",NA,"SP",11600,"TOR","TB","56%",3.92,NA,NA,NA,4.31,"19.4%",3.68,3.49,"R",0.298,0.308,"-1%","0%","0%",16.5,17.2,17.2,7.4,27,16.7,1.4,0,0
"Carlos Carrasco",NA,"SP",11100,"CLE","@MIN","62%",3.91,NA,NA,NA,4.68,"27.5%",3.21,3.12,"R",0.291,0.281,"0%","0%","0%",14.4,19.3,19.3,6.9,31.6,18.1,1.6,0,0
"Jimmy Nelson",1,"SP",9900,"MIL","PIT","53%",4.1,NA,NA,NA,4.19,"20.8%",4.18,4.1,"R",0.344,0.303,"0%","0%","1%",15.9,19,19,5.3,32.7,16.9,1.7,0,0
"Danny Duffy",1,"SP",9600,"KC","@OAK","55%",4.24,NA,NA,NA,4.38,"21.5%",4.1,4.25,"L",0.217,0.333,"6%","0%","0%",16.9,16.2,16.2,5.4,27.1,17.2,1.8,0,0
"Cole Hamels",NA,"SP",9200,"TEX","DET","62%",4.55,NA,NA,NA,4.82,"22.6%",3.88,3.79,"L",0.276,0.302,"-3%","-2%","0%",17.1,15.8,15.8,3.4,28.2,14.7,1.6,0,0
"Jake Faria",NA,"SP",8600,"TB","@TOR","43%",4.58,NA,NA,NA,4.28,"24.5%",4.18,4.3,"R",NA,0.293,"-5%","0%","0%",15.3,18.9,18.9,11.5,26.3,15.5,1.8,0,0
"Ubaldo Jimenez",NA,"SP",8400,"BAL","@SEA","50%",5,NA,NA,NA,4.68,"20.7%",4.37,4.27,"R",0.353,0.324,"6%","-1%","0%",18.6,9.6,9.6,-3.9,23.2,14.1,1.7,0,0
"Charlie Morton",NA,"SP",8300,"HOU","ARI","57%",4.09,NA,NA,NA,4.92,"21.1%",3.87,3.75,"R",0.318,0.309,"1%","-2%","-4%",19.9,18.8,18.8,11.4,26.2,16.3,2,0,0
"Jon Gray",NA,"SP",7600,"COL","ATL","60%",5.13,NA,NA,NA,4.52,"24.4%",3.82,3.66,"R",0.322,0.328,"-8%","0%","0%",17.1,12.5,12.5,0.5,24.6,15.3,2,0,0
"Jose Urena",NA,"SP",7400,"MIA","SF","61%",3.97,NA,NA,NA,3.96,"14.6%",5.02,5.14,"R",0.339,0.318,"2%","-3%","1%",16.2,13.1,13.1,5,21.3,13,1.8,0,0
"Eduardo Rodriguez",NA,"SP",7300,"BOS","STL","56%",4.43,NA,NA,NA,4.66,"21.8%",4.23,4.35,"L",0.344,0.3,"-3%","-1%","0%",14.5,17.2,17.2,9.7,24.7,13.7,1.9,0,0
"Tanner Roark",NA,"SP",7200,"WAS","LAA","54%",4.32,NA,NA,NA,4.29,"18.7%",4.36,4.24,"R",0.316,0.288,"0%","-2%","0%",20.4,13.5,13.5,2.6,24.4,14.1,2,0,0
"Nick Pivetta",NA,"SP",7100,"PHI","@SD","45%",4.74,NA,NA,NA,3.85,"22.9%",4.46,4.63,"R",0.301,0.417,"1%","0%","0%",8.9,11.3,11.3,-0.2,22.8,14.1,2,0,0
"Mike Foltynewicz",NA,"SP",7000,"ATL","@COL","40%",6.37,NA,NA,NA,5.16,"20.6%",4.3,4.45,"R",0.369,0.33,"-24%","1%","0%",13.2,14.3,14.3,-0.2,28.7,9.7,1.4,0,0
"John Lackey",NA,"SP",6900,"CHC","CIN","65%",NA,NA,NA,NA,4.68,"21.2%",4.02,3.99,"R",0.328,0.278,"1%","-2%","0%",16.3,13.6,13.6,4.3,22.9,13.9,2,0,0
"Clayton Richard",NA,"SP",6800,"SD","PHI","55%",4.26,NA,NA,NA,3.97,"14.9%",4.15,4,"L",0.301,0.37,"2%","0%","0%",7.8,10.4,10.4,-1,21.8,13.5,2,0,0
"Carlos Rodon",NA,"SP",6700,"CWS","@LAD","26%",4.78,NA,NA,NA,5.11,"23.8%",4.02,3.92,"L",0.268,0.344,"7%","1%","-2%",18.2,16.8,16.8,5,28.7,16.3,2.4,0,0
