"Player.Name","Likes","Pos","Salary","Team","Opp","RS","Pitcher.Name","Pitcher.wOBA","Pitcher.wOBA.Diff","Pitcher.Handedness","Hitter.Handedness","Hitter.wOBA","Hitter.wOBA.Diff","Hitter.ISO","Hitter.ISO.Diff","Batting.Order..Confirmed.","Batting.Order..Projected.","Batting.Order.Diff","Park.Factor","Temperature.Factor","Wind.Factor","L10.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Anthony Rizzo",1,"1B",4800,"CHC","SF",5.83,"Blach",NA,"-5%","L","L",0.354,"-6%",0.184,-20,NA,"3",NA,"-3%","-2%","22%",8,8.7,8.7,1.3,16.1,11.3,2.4,0,0
"Michael Brantley",1,"OF",4800,"CLE","@CIN",4.77,"Feldman",0.309,"-2%","R","L",0.387,"6%",0.188,19,NA,"3",NA,"-2%","-2%","0%",6.4,8.2,8.2,1.8,14.7,8.6,1.8,0,0
"Manny Machado",1,"3B",4800,"BAL","MIN",5.06,"Gibson",0.311,"-2%","R","R",0.363,"2%",0.225,9,NA,"3",NA,"1%","-2%","0%",6.7,8.2,8.2,0.3,16,9.6,2,0,0
"Jose Altuve",1,"2B",4800,"HOU","DET",4.54,"Fulmer",0.304,"-5%","R","R",0.351,"-3%",0.141,-5,NA,"3",NA,"0%","0%","0%",10.6,9.8,9.8,1.5,18.2,8.3,1.7,0,0
"Miguel Cabrera",1,"1B",4700,"DET","@HOU",3.96,"Peacock",0.33,"3%","R","R",0.391,"-2%",0.215,-5,NA,"3",NA,"1%","0%","0%",7.5,7.7,7.7,0.6,14.7,8.7,1.9,0,0
"Miguel Sano",1,"3B",4700,"MIN","@BAL",4.44,"Jimenez",0.316,"-1%","R","R",0.369,"-1%",0.254,-1,NA,"3",NA,"-1%","-2%","0%",8.9,10.3,10.3,2.1,18.6,8.5,1.8,0,0
"Corey Dickerson",1,"OF",4700,"TB","LAA",4.13,"Ramirez",0.314,"0%","R","L",0.379,"5%",0.268,15,NA,"1",NA,"0%","0%","0%",16.3,10.4,10.4,2,18.7,8.3,1.8,0,0
"Billy Hamilton",NA,"OF",4700,"CIN","CLE",4.23,"Tomlin",0.275,"-10%","R","S",0.281,"1%",0.08,-8,NA,"1",NA,"-1%","-2%","0%",9.8,10.2,10.2,1.8,18.5,8.1,1.7,0,0
"Gary Sanchez",1,"C",4700,"NYY","KC",4.55,"Vargas",0.299,"-5%","L","R",0.345,"2%",0.333,12,NA,"2",NA,"0%","-3%","0%",10.5,8.4,8.4,0.6,16.3,7.9,1.7,0,0
"Chris Davis",2,"1B",4700,"BAL","MIN",5.06,"Gibson",0.342,"5%","R","L",0.362,"4%",0.275,11,NA,"4",NA,"4%","-2%","0%",12.6,8,8,-1.1,17.1,9.4,2,0,0
"Eugenio Suarez",NA,"3B",4600,"CIN","CLE",4.23,"Tomlin",0.363,"9%","R","R",0.314,"-3%",0.146,-8,NA,"5",NA,"1%","-3%","0%",8.6,9.7,9.7,1.1,18.2,7.4,1.6,0,0
"Freddie Freeman",NA,"1B",4600,"ATL","PIT",4.09,"Cole",0.304,"-3%","R","L",0.405,"5%",0.25,16,NA,"x",NA,"0%","0%","0%",12.1,12.5,12.5,2.5,22.6,0,0,0,0
"Francisco Lindor",1,"SS",4600,"CLE","@CIN",4.77,"Feldman",0.309,"-2%","R","S",0.35,"0%",0.163,1,NA,"2",NA,"-2%","-2%","0%",6.6,8.9,8.9,0.5,17.2,8.3,1.8,0,0
"Carlos Correa",1,"SS",4600,"HOU","DET",4.54,"Fulmer",0.304,"-5%","R","R",0.364,"2%",0.2,1,NA,"4",NA,"0%","0%","0%",11,8.4,8.4,2.1,14.8,8.1,1.8,0,0
"Mark Trumbo",1,"OF",4600,"BAL","MIN",5.06,"Gibson",0.311,"-2%","R","R",0.336,"0%",0.215,-4,NA,"5",NA,"1%","-2%","0%",11.2,7.6,7.6,-0.3,15.5,8.3,1.8,0,0
"Trevor Story",NA,"SS",4500,"COL","@PHI",3.89,"Eickhoff",0.254,"-14%","R","R",0.338,"-5%",0.248,-8,NA,"x",NA,"0%","0%","0%",7.3,7,7,0.9,13.1,0,0,0,0
"Brett Gardner",NA,"OF",4500,"NYY","KC",4.55,"Vargas",0.321,"-1%","L","L",0.313,"-5%",0.122,-16,NA,"x",NA,"0%","0%","0%",12.4,10.6,10.6,1.1,20.2,0,0,0,0
"Jose Abreu",NA,"1B",4500,"CWS","@ARI",4.06,"Greinke",0.272,"-10%","R","R",0.37,"0%",0.211,-1,NA,"3",NA,"6%","5%","0%",9.8,8.2,8.2,0.4,16,8.5,1.9,0,0
"David Peralta",1,"OF",4500,"ARI","CWS",5.44,"Gonzalez",0.326,"1%","R","L",0.373,"6%",0.202,9,NA,"2",NA,"5%","4%","0%",9.4,9.3,9.3,0.3,18.2,9.9,2.2,0,0
"Adam Duvall",NA,"OF",4500,"CIN","CLE",4.23,"Tomlin",0.363,"9%","R","R",0.329,"-1%",0.259,3,NA,"4",NA,"1%","-3%","0%",5.7,8.9,8.9,0.4,17.5,7.8,1.7,0,0
"Mark Reynolds",0,"1B",4500,"COL","@PHI",3.89,"Eickhoff",0.254,"-14%","R","R",0.346,"4%",0.208,10,NA,"4",NA,"-9%","-2%","0%",8,10.1,10.1,1.6,18.7,6.6,1.5,0,0
"Chris Owings",NA,"OF/SS",4500,"ARI","CWS",5.44,"Gonzalez",0.319,"0%","R","R",0.289,"-1%",0.12,-5,NA,"7",NA,"4%","4%","0%",7.9,9.1,9.1,0.4,17.8,7.5,1.7,0,0
"Avisail Garcia",NA,"OF",4400,"CWS","@ARI",4.06,"Greinke",0.272,"-10%","R","R",0.301,"-3%",0.131,-6,NA,"4",NA,"9%","4%","0%",12.1,9.7,9.7,-0.2,19.5,7.4,1.7,0,0
"Matt Kemp",NA,"OF",4400,"ATL","PIT",4.09,"Cole",0.287,"-7%","R","R",0.34,"-1%",0.205,-3,NA,"4",NA,"0%","-2%","0%",10.8,10.6,10.6,0.6,20.6,7.3,1.7,0,0
"Ian Desmond",NA,"1B/OF",4400,"COL","@PHI",3.89,"Eickhoff",0.254,"-14%","R","R",0.312,"-3%",0.16,-1,NA,"6",NA,"-10%","-2%","0%",6.9,7.4,7.4,-0.5,15.3,6,1.4,0,0
"Brian Dozier",1,"2B",4400,"MIN","@BAL",4.44,"Jimenez",0.316,"-1%","R","R",0.339,"-3%",0.21,-4,NA,"1",NA,"-1%","-1%","0%",7.6,8.2,8.2,1.7,14.7,8.7,2,0,0
"Carlos Santana",NA,"1B",4400,"CLE","@CIN",4.77,"Feldman",0.309,"-2%","R","S",0.353,"0%",0.225,14,NA,"x",NA,"0%","0%","0%",7.2,7.7,7.7,1.1,14.3,0,0,0,0
"Zack Cozart",NA,"SS",4400,"CIN","CLE",4.23,"Tomlin",0.363,"9%","R","R",0.294,"-3%",0.13,-11,NA,"2",NA,"0%","-2%","0%",11.4,9.8,9.8,3.4,16.2,7.2,1.6,0,0
"Jason Kipnis",1,"2B",4300,"CLE","@CIN",4.77,"Feldman",0.309,"-2%","R","L",0.347,"4%",0.157,6,NA,"1",NA,"-2%","-2%","0%",11.2,6.5,6.5,-2.1,15,8.3,1.9,0,0
"Gregory Polanco",NA,"OF",4300,"PIT","@ATL",4.41,"Foltynewicz",0.367,"10%","R","L",0.326,"5%",0.158,6,NA,"x",NA,"0%","0%","0%",7.4,6.7,6.7,0.8,12.5,0,0,0,0
"DJ LeMahieu",NA,"2B",4300,"COL","@PHI",3.89,"Eickhoff",0.254,"-14%","R","R",0.333,"-1%",0.104,4,NA,"2",NA,"-14%","-1%","0%",10,7.4,7.4,0,14.7,5.8,1.3,0,0
"Starlin Castro",NA,"2B",4300,"NYY","KC",4.55,"Vargas",0.299,"-5%","L","R",0.306,"-3%",0.118,-17,NA,"4",NA,"-1%","-3%","0%",8.4,9.2,9.2,1.9,16.5,6.4,1.5,0,0
"Kyle Schwarber",NA,"OF",4300,"CHC","SF",5.83,"Blach",NA,"-5%","L","L",0.247,"-11%",0.126,-25,NA,"x",NA,"0%","0%","0%",7,7.1,7.1,0.9,13.3,0,0,0,0
"Ian Kinsler",1,"2B",4300,"DET","@HOU",3.96,"Peacock",0.33,"3%","R","R",0.33,"-2%",0.148,-4,NA,"1",NA,"0%","0%","0%",8.2,7.5,7.5,0.5,14.6,7.7,1.8,0,0
"Yasmany Tomas",NA,"OF",4200,"ARI","CWS",5.44,"Gonzalez",0.319,"0%","R","R",0.311,"-6%",0.176,-10,NA,"5",NA,"3%","5%","0%",9.2,8.7,8.7,0.8,16.7,8.3,2,0,0
"Josh Bell",1,"1B",4200,"PIT","@ATL",4.41,"Foltynewicz",0.367,"10%","R","S",0.352,"3%",0.168,3,NA,"4",NA,"-6%","-1%","0%",10,7.7,7.7,0.4,14.9,7.8,1.9,0,0
"Buster Posey",NA,"1B/C",4200,"SF","@CHC",4.17,"Lackey",0.29,"-7%","R","R",0.355,"-3%",0.148,-9,NA,"4",NA,"5%","-2%","23%",12.8,8.8,8.8,2.6,15,10.4,2.5,0,0
"George Springer",NA,"OF",4200,"HOU","DET",4.54,"Fulmer",0.304,"-5%","R","R",0.343,"-4%",0.186,-10,NA,"1",NA,"0%","0%","0%",8.1,8.6,8.6,0.9,16.2,8,1.9,0,0
"Andrew McCutchen",1,"OF",4200,"PIT","@ATL",4.41,"Foltynewicz",0.334,"3%","R","R",0.364,"-3%",0.192,-5,NA,"3",NA,"3%","-1%","0%",7.4,7,7,0.3,13.7,8.8,2.1,0,0
"Justin Upton",NA,"OF",4200,"DET","@HOU",3.96,"Peacock",0.33,"3%","R","R",0.35,"-1%",0.221,-1,NA,"6",NA,"1%","0%","0%",7,8.3,8.3,1.2,15.4,8,1.9,0,0
"Adam Jones",1,"OF",4200,"BAL","MIN",5.06,"Gibson",0.311,"-2%","R","R",0.33,"0%",0.187,3,NA,"2",NA,"1%","-2%","0%",9.6,7.6,7.6,1,14.2,8.2,2,0,0
"Tim Anderson",NA,"SS",4200,"CWS","@ARI",4.06,"Greinke",0.272,"-10%","R","R",0.288,"-3%",0.14,6,NA,"6",NA,"11%","4%","0%",11.3,7.3,7.3,-0.5,15.1,6.8,1.6,0,0
"Aaron Altherr",NA,"OF",4100,"PHI","COL",4.11,"Hoffman",NA,"-1%","R","R",0.334,"-1%",0.19,-2,NA,"3",NA,"1%","-2%","0%",8.7,10.9,10.9,2.4,19.3,7.1,1.7,0,0
"Welington Castillo",NA,"C",4100,"BAL","MIN",5.06,"Gibson",0.311,"-2%","R","R",0.302,"-4%",0.152,-9,NA,"6",NA,"1%","-2%","0%",13.6,9.2,9.2,0.5,17.9,6.9,1.7,0,0
"Maikel Franco",NA,"3B",4100,"PHI","COL",4.11,"Hoffman",NA,"-1%","R","R",0.312,"-1%",0.169,-3,NA,"6",NA,"2%","-2%","0%",6,7,7,-0.2,14.3,7.1,1.7,0,0
"David Dahl",NA,"OF",4100,"COL","@PHI",3.89,"Eickhoff",0.35,"7%","R","L",0.38,"5%",0.218,15,NA,"x",NA,"0%","0%","0%",0,0,0,0,0,0,0,0,0
"Evan Longoria",NA,"3B",4100,"TB","LAA",4.13,"Ramirez",0.327,"1%","R","R",0.323,"-4%",0.186,-4,NA,"3",NA,"-4%","0%","0%",8.8,7.4,7.4,0.4,14.3,7.3,1.8,0,0
"Logan Morrison",1,"1B",4100,"TB","LAA",4.13,"Ramirez",0.314,"0%","R","L",0.324,"4%",0.198,18,NA,"4",NA,"0%","0%","0%",9.6,8.6,8.6,0.9,16.4,7.5,1.8,0,0
"Jose Ramirez",NA,"2B/3B",4100,"CLE","@CIN",4.77,"Feldman",0.309,"-2%","R","S",0.326,"1%",0.142,5,NA,"5",NA,"-3%","-2%","0%",5.1,8,8,-0.4,16.4,7.7,1.9,0,0
"Edwin Encarnacion",1,"1B",4100,"CLE","@CIN",4.77,"Feldman",0.328,"2%","R","R",0.383,"1%",0.277,6,NA,"4",NA,"1%","-3%","0%",7.2,6.8,6.8,0.3,13.3,8.9,2.2,0,0
"Max Kepler",1,"OF",4000,"MIN","@BAL",4.44,"Jimenez",0.331,"2%","R","L",0.339,"7%",0.207,13,NA,"4",NA,"3%","-1%","0%",8.3,8,8,1.3,14.7,8.5,2.1,0,0
"Ender Inciarte",NA,"OF",4000,"ATL","PIT",4.09,"Cole",0.304,"-3%","R","L",0.328,"4%",0.115,16,NA,"1",NA,"-2%","-1%","0%",6.6,8.5,8.5,1,15.9,7.3,1.8,0,0
"Brandon Belt",1,"1B/OF",4000,"SF","@CHC",4.17,"Lackey",0.309,"-2%","R","L",0.363,"2%",0.213,6,NA,"3",NA,"-1%","-2%","20%",9.7,8.3,8.3,0.8,15.9,10,2.5,0,0
"Starling Marte",NA,"OF",4000,"PIT","@ATL",4.41,"Foltynewicz",0.334,"3%","R","R",0.354,"1%",0.16,3,NA,"x",NA,"0%","0%","0%",8.2,7.8,7.8,-1.9,17.4,0,0,0,0
"Javier Baez",2,"2B/SS",4000,"CHC","SF",5.83,"Blach",NA,"2%","L","R",0.322,"6%",0.17,9,NA,"9",NA,"0%","-2%","23%",8.5,8,8,-1.5,17.6,9.3,2.3,0,0
"Brandon Drury",NA,"2B",4000,"ARI","CWS",5.44,"Gonzalez",0.319,"0%","R","R",0.341,"1%",0.163,-6,NA,"6",NA,"3%","5%","0%",8.8,7.1,7.1,0.2,14,7.5,1.9,0,0
"Josh Harrison",1,"2B/3B",4000,"PIT","@ATL",4.41,"Foltynewicz",0.334,"3%","R","R",0.321,"-3%",0.129,-5,NA,"2",NA,"0%","-1%","0%",8.2,7.5,7.5,1,13.9,7.7,1.9,0,0
"Matt Holliday",0,"1B",4000,"NYY","KC",4.55,"Vargas",0.299,"-5%","L","R",0.382,"8%",0.212,20,NA,"3",NA,"-1%","-2%","0%",7.2,9,9,0.4,17.7,7.7,1.9,0,0
"Brandon Phillips",NA,"2B",3900,"ATL","PIT",4.09,"Cole",0.287,"-7%","R","R",0.319,"2%",0.116,1,NA,"2",NA,"0%","-1%","0%",7.2,7.6,7.6,0.5,14.7,6.5,1.7,0,0
"Scott Schebler",NA,"OF",3900,"CIN","CLE",4.23,"Tomlin",0.275,"-10%","R","L",0.35,"3%",0.21,3,NA,"6",NA,"1%","-3%","0%",9.3,8.5,8.5,-0.3,17.2,6.7,1.7,0,0
"Ben Zobrist",2,"2B/OF",3900,"CHC","SF",5.83,"Blach",NA,"2%","L","S",0.349,"3%",0.138,-6,NA,"1",NA,"0%","-2%","19%",5.9,7.1,7.1,1.6,12.6,10.5,2.7,0,0
"Cameron Maybin",1,"OF",3900,"LAA","@TB",3.87,"Odorizzi",0.325,"1%","R","R",0.309,"0%",0.091,-7,NA,"1",NA,"-2%","0%","0%",10.2,7.5,7.5,0.8,14.2,7.6,1.9,0,0
"Ian Happ",2,"2B",3900,"CHC","SF",5.83,"Blach",NA,"2%","L","S",NA,"3%",NA,8,NA,"4",NA,"0%","-2%","24%",11.9,11.9,11.9,5.2,18.6,9.7,2.5,0,0
"Joe Mauer",1,"1B",3900,"MIN","@BAL",4.44,"Jimenez",0.331,"2%","R","L",0.328,"2%",0.124,7,NA,"2",NA,"3%","-1%","0%",6.6,6.6,6.6,2.2,10.9,8,2.1,0,0
"Aaron Hicks",NA,"OF",3900,"NYY","KC",4.55,"Vargas",0.299,"-5%","L","S",0.315,"3%",0.159,16,NA,"8",NA,"-1%","-2%","0%",11.3,10.8,10.8,0.8,20.8,6.5,1.7,0,0
"Eduardo Nunez",NA,"3B/OF",3900,"SF","@CHC",4.17,"Lackey",0.29,"-7%","R","R",0.322,"5%",0.122,-8,NA,"6",NA,"2%","-2%","18%",11.2,7.1,7.1,0.5,13.7,8.9,2.3,0,0
"Cesar Hernandez",NA,"2B",3900,"PHI","COL",4.11,"Hoffman",NA,"1%","R","S",0.316,"-1%",0.095,7,NA,"1",NA,"-3%","-1%","0%",5.1,8.8,8.8,1.8,15.7,7.1,1.8,0,0
"Todd Frazier",NA,"3B",3900,"CWS","@ARI",4.06,"Greinke",0.272,"-10%","R","R",0.332,"-1%",0.207,-6,NA,"5",NA,"4%","5%","0%",6.9,6.8,6.8,0.2,13.4,7.6,1.9,0,0
"Kennys Vargas",NA,"1B",3900,"MIN","@BAL",4.44,"Jimenez",0.331,"2%","R","S",0.313,"-2%",0.208,9,NA,"5",NA,"7%","-2%","0%",6.1,7.4,7.4,0,14.7,8,2.1,0,0
"Jacoby Ellsbury",NA,"OF",3900,"NYY","KC",4.55,"Vargas",0.321,"-1%","L","L",0.304,"-2%",0.098,-14,NA,"1",NA,"2%","-2%","0%",7,8.5,8.5,2.1,14.8,7.3,1.9,0,0
"Chris Carter",NA,"1B",3900,"NYY","KC",4.55,"Vargas",0.299,"-5%","L","R",0.344,"2%",0.249,0,NA,"9",NA,"0%","-3%","0%",5.3,5.1,5.1,-0.5,10.7,6.3,1.6,0,0
"Colby Rasmus",NA,"OF",3900,"TB","LAA",4.13,"Ramirez",0.314,"0%","R","L",0.321,"1%",0.216,5,NA,"6",NA,"0%","0%","0%",9.5,9,9,-0.9,18.9,6.5,1.7,0,0
"Nicholas Castellanos",NA,"3B",3800,"DET","@HOU",3.96,"Peacock",0.33,"3%","R","R",0.315,"-1%",0.16,-4,NA,"2",NA,"0%","0%","0%",4.9,7.4,7.4,0.8,14.1,7.8,2.1,0,0
"Michael Saunders",NA,"OF",3800,"PHI","COL",4.11,"Hoffman",NA,"1%","R","L",0.33,"0%",0.19,1,NA,"7",NA,"-2%","-2%","0%",7.2,6.3,6.3,-0.5,13,6.3,1.7,0,0
"Tommy Joseph",NA,"1B",3800,"PHI","COL",4.11,"Hoffman",NA,"-1%","R","R",0.326,"-3%",0.207,-7,NA,"4",NA,"2%","-2%","0%",10.8,7.1,7.1,0.1,14.2,6.9,1.8,0,0
"Jose Peraza",NA,"2B",3800,"CIN","CLE",4.23,"Tomlin",0.363,"9%","R","R",0.301,"-1%",0.07,-14,NA,"7",NA,"-1%","-2%","0%",7.8,6.9,6.9,0.1,13.7,6.6,1.7,0,0
"Jonathan Schoop",NA,"2B",3700,"BAL","MIN",5.06,"Gibson",0.311,"-2%","R","R",0.327,"5%",0.204,14,NA,"8",NA,"1%","-2%","0%",4.5,7,7,1.8,12.1,7.1,1.9,0,0
"Victor Martinez",1,"1B",3700,"DET","@HOU",3.96,"Peacock",0.358,"8%","R","S",0.337,"-3%",0.168,-1,NA,"4",NA,"6%","0%","0%",9.9,6.8,6.8,0.6,12.9,7.9,2.1,0,0
"Albert Pujols",NA,"1B",3700,"LAA","@TB",3.87,"Odorizzi",0.325,"1%","R","R",0.333,"1%",0.195,-2,NA,"4",NA,"-4%","0%","0%",6.3,7,7,0.4,13.6,7.8,2.1,0,0
"Chase Headley",NA,"3B",3700,"NYY","KC",4.55,"Vargas",0.299,"-5%","L","S",0.317,"1%",0.129,-1,NA,"6",NA,"-1%","-2%","0%",5.3,7.9,7.9,1.9,13.9,6.1,1.6,0,0
"Carlos Gonzalez",3,"OF",3700,"COL","@PHI",3.89,"Eickhoff",0.35,"7%","R","L",0.373,"7%",0.246,12,NA,"5",NA,"-14%","-2%","0%",9.3,6.1,6.1,1,11.2,7.3,2,0,0
"Robbie Grossman",NA,"OF",3700,"MIN","@BAL",4.44,"Jimenez",0.331,"2%","R","S",0.322,"-2%",0.123,-3,NA,"x",NA,"0%","0%","0%",10,8.1,8.1,1.7,14.5,0,0,0,0
"Hunter Pence",NA,"OF",3700,"SF","@CHC",4.17,"Lackey",0.29,"-7%","R","R",0.342,"-1%",0.164,-8,NA,"x",NA,"0%","0%","0%",6,6.2,6.2,0.9,11.5,0,0,0,0
"Kevin Kiermaier",1,"OF",3700,"TB","LAA",4.13,"Ramirez",0.314,"0%","R","L",0.329,"4%",0.173,9,NA,"2",NA,"0%","0%","0%",8.8,6.6,6.6,0.1,13.2,7.6,2.1,0,0
"Lonnie Chisenhall",NA,"OF",3700,"CLE","@CIN",4.77,"Feldman",0.309,"-2%","R","L",0.326,"2%",0.157,7,NA,"6",NA,"-2%","-3%","0%",11.1,8.2,8.2,0.2,16.2,7.2,1.9,0,0
"Eric Hosmer",1,"1B",3700,"KC","@NYY",3.45,"Pineda",0.309,"-2%","R","L",0.35,"5%",0.164,11,NA,"4",NA,"10%","-3%","0%",9.2,7.4,7.4,1.4,13.5,8.7,2.4,0,0
"Addison Russell",2,"SS",3700,"CHC","SF",5.83,"Blach",NA,"2%","L","R",0.3,"0%",0.197,18,NA,"6",NA,"0%","-2%","21%",6.9,7.5,7.5,0.4,14.5,9.7,2.6,0,0
"Phillip Ervin",NA,"OF",3700,"CIN","CLE",4.23,"Tomlin",0.363,"9%","R","R",NA,"-1%",NA,2,NA,"x",NA,"0%","0%","0%",0,0,0,0,0,0,0,0,0
"Bradley Zimmer",NA,"OF",3700,"CLE","@CIN",4.77,"Feldman",0.309,"-2%","R","L",NA,"2%",NA,6,NA,"8",NA,"-1%","-2%","0%",8.4,8.4,8.4,-0.7,17.5,7.1,1.9,0,0
"Adam Frazier",1,"2B/OF",3700,"PIT","@ATL",4.41,"Foltynewicz",0.367,"10%","R","L",0.332,"1%",0.135,4,NA,"1",NA,"-4%","-1%","0%",10.2,9.7,9.7,2,17.5,8.4,2.3,0,0
"Seth Smith",1,"OF",3600,"BAL","MIN",5.06,"Gibson",0.342,"5%","R","L",0.35,"3%",0.189,8,NA,"1",NA,"2%","-1%","0%",7.9,8.9,8.9,1.2,16.5,8.8,2.4,0,0
"Brian McCann",NA,"C",3600,"HOU","DET",4.54,"Fulmer",0.255,"-14%","R","L",0.315,"-1%",0.177,-1,NA,"x",NA,"0%","0%","0%",9.4,8.2,8.2,1,15.3,0,0,0,0
"Mike Moustakas",2,"3B",3600,"KC","@NYY",3.45,"Pineda",0.309,"-2%","R","L",0.327,"3%",0.185,4,NA,"2",NA,"14%","-3%","0%",9.7,8.1,8.1,1.6,14.6,9,2.5,0,0
"Jorge Polanco",NA,"SS",3600,"MIN","@BAL",4.44,"Jimenez",0.331,"2%","R","S",0.314,"0%",0.122,-5,NA,"7",NA,"2%","-1%","0%",7,6.4,6.4,1.8,11.1,7.1,2,0,0
"Brad Miller",NA,"2B",3600,"TB","LAA",4.13,"Ramirez",0.314,"0%","R","L",0.33,"5%",0.197,15,NA,"x",NA,"0%","0%","0%",6.9,7.1,7.1,0.6,13.5,0,0,0,0
"Evan Gattis",NA,"C",3600,"HOU","DET",4.54,"Fulmer",0.304,"-5%","R","R",0.335,"-1%",0.231,0,NA,"6",NA,"1%","0%","0%",5.4,7,7,1.1,12.8,7,1.9,0,0
"Yoan Moncada",NA,"2B/3B",3600,"CWS","@ARI",4.06,"Greinke",0.287,"-7%","R","S",NA,"2%",NA,6,NA,"x",NA,"0%","0%","0%",0,0,0,0,0,0,0,0,0
"Byron Buxton",NA,"OF",3600,"MIN","@BAL",4.44,"Jimenez",0.316,"-1%","R","R",0.29,"3%",0.17,5,NA,"9",NA,"-2%","-1%","0%",5,4.8,4.8,-0.6,10.3,6.2,1.7,0,0
"Odubel Herrera",0,"OF",3600,"PHI","COL",4.11,"Hoffman",NA,"1%","R","L",0.34,"2%",0.144,12,NA,"5",NA,"-2%","-1%","0%",3.6,6.5,6.5,1.8,11.2,6.8,1.9,0,0
"Alex Avila",NA,"1B/C",3600,"DET","@HOU",3.96,"Peacock",0.358,"8%","R","L",0.333,"7%",0.161,16,NA,"x",NA,"0%","0%","0%",8.6,9.8,9.8,0.9,18.6,0,0,0,0
"Josh Reddick",NA,"OF",3600,"HOU","DET",4.54,"Fulmer",0.255,"-14%","R","L",0.365,"10%",0.198,21,NA,"2",NA,"1%","0%","0%",9,7.6,7.6,0.3,14.9,7.5,2.1,0,0
"Nick Markakis",NA,"OF",3600,"ATL","PIT",4.09,"Cole",0.304,"-3%","R","L",0.34,"6%",0.126,24,NA,"3",NA,"-2%","-1%","0%",8.3,7.4,7.4,2.7,12,6.5,1.8,0,0
"Melky Cabrera",1,"OF",3600,"CWS","@ARI",4.06,"Greinke",0.287,"-7%","R","S",0.335,"3%",0.142,3,NA,"2",NA,"12%","4%","0%",7.1,6.1,6.1,1.3,10.9,8.3,2.3,0,0
"Matt Davidson",NA,"1B/3B",3600,"CWS","@ARI",4.06,"Greinke",0.272,"-10%","R","R",0.361,"0%",0.34,12,NA,"7",NA,"6%","5%","0%",8,8.1,8.1,-1.6,17.8,6.3,1.8,0,0
"Trey Mancini",NA,"1B/OF",3600,"BAL","MIN",5.06,"Gibson",0.311,"-2%","R","R",0.467,"2%",0.459,12,NA,"x",NA,"0%","0%","0%",6.5,8.3,8.3,-1.4,18.1,0,0,0,0
"Willson Contreras",2,"C",3600,"CHC","SF",5.83,"Blach",NA,"2%","L","R",0.36,"4%",0.18,5,NA,"5",NA,"0%","-2%","21%",9.4,7,7,-1.2,15.3,10,2.8,0,0
