Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
A.J. Griffin,0,SP,7200,TEX,@LAA,44%,4.54,4,0.319,17.7%,5.00,21.1%,4.62,5.03,R,0.337,0.304,10%,3%,0%,3.3,3.3,3.3,3.3,3.3,12.1,1.7,16.5,2.3
Jaime Garcia,2,SP,7100,ATL,@MIA,49%,4.04,4,0.301,22.2%,4.50,19.4%,3.77,3.65,L,0.320,0.303,3%,0%,0%,0.7,0.7,0.7,0.7,0.7,16.3,2.3,7.8,1.1
Tom Koehler,,SP,6900,MIA,ATL,51%,3.96,4,0.304,20.5%,3.00,18.1%,4.76,4.64,R,0.318,0.322,2%,0%,0%,13.1,13.1,13.1,13.1,13.1,13.4,1.9,5.3,0.8
Chase Anderson,,SP,6800,MIL,@TOR,33%,5.05,3.5,0.333,18.0%,3.33,17.9%,4.48,4.47,R,0.308,0.361,-4%,10%,0%,16.5,16.5,16.5,16.5,16.5,11.4,1.7,30.8,4.5
Yovani Gallardo,,SP,6700,SEA,HOU,47%,4.39,3.5,0.332,16.6%,2.62,15.6%,4.89,4.66,R,0.322,0.327,4%,0%,0%,7.3,7.3,7.3,7.3,7.3,10.0,1.5,0.7,0.1
Ubaldo Jimenez,,SP,6100,BAL,@BOS,43%,5.11,4,0.325,17.3%,3.67,20.6%,4.28,4.18,R,0.327,0.320,-10%,6%,0%,5.0,5.0,5.0,5.0,5.0,9.9,1.6,-4.3,-0.7
Kyle Gibson,,SP,6000,MIN,@DET,43%,4.55,4,0.317,18.1%,4.17,17.0%,4.38,4.18,R,0.336,0.308,2%,5%,-2%,11.1,11.1,11.1,11.1,11.1,11.4,1.9,-0.6,-0.1
Amir Garrett,1,SP,5800,CIN,@PIT,41%,4.39,,0.336,20.0%,3.50,,,,L,,,2%,4%,-1%,23.1,23.1,23.1,23.1,23.1,12.7,2.2,21.4,3.7
Jordan Montgomery,1,SP,5800,NYY,TB,54%,4.05,,0.330,25.1%,4.25,,,,L,,,-1%,2%,-4%,0.0,0.0,0.0,0.0,0.0,13.5,2.3,15.7,2.7
Mike Leake,,SP,5600,STL,@WAS,37%,4.28,3.5,0.329,20.3%,5.71,16.0%,4.04,3.83,R,0.325,0.297,-2%,0%,0%,23.8,23.8,23.8,23.8,23.8,12.1,2.2,31.4,5.6
Andrew Triggs,7,SP,5300,OAK,@KC,49%,4.29,,0.313,19.8%,3.00,21.4%,3.54,3.56,R,,0.278,-9%,2%,0%,14.6,14.6,14.6,14.6,14.6,10.5,2.0,20.5,3.9
Matt Cain,1,SP,5100,SF,ARI,50%,4.25,4,0.303,24.8%,6.12,16.8%,4.74,4.90,R,0.336,0.341,1%,1%,0%,2.4,2.4,2.4,2.4,2.4,13.1,2.6,20.4,4.0
Kyle Freeland,1,SP,4700,COL,SD,60%,5.33,,0.294,25.3%,3.38,,,,L,,,-10%,0%,0%,23.9,23.9,23.9,23.9,23.9,12.3,2.6,-4.1,-0.9
Derek Holland,,SP,4500,CWS,@CLE,28%,4.97,3,0.342,16.9%,4.67,15.5%,4.82,4.87,L,0.287,0.335,-13%,10%,0%,15.9,15.9,15.9,15.9,15.9,8.4,1.9,22.5,5.0
Zach Lee,,RP,4000,SD,@COL,40%,6.67,,0.305,20.1%,3.88,,,,R,,,-26%,-1%,0%,0.0,0.0,0.0,0.0,0.0,7.1,1.8,18.4,4.6
