Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Max Scherzer,7,SP,12600,WAS,STL,63%,3.22,7.5,0.310,22.4%,3.57,31.1%,2.84,3.14,R,0.299,0.236,0%,0%,0%,25.4,25.4,25.4,25.4,25.4,25.0,2.0,27.3,2.2
John Lackey,6,SP,9900,CHC,LAD,55%,3.32,5.5,0.326,22.5%,5.25,21.7%,3.86,3.77,R,0.309,0.285,1%,4%,1%,20.7,20.7,20.7,20.7,20.7,18.3,1.8,27.3,2.8
Michael Fulmer,1,SP,9500,DET,MIN,56%,3.95,5,0.324,24.2%,5.00,20.3%,4.05,3.99,R,0.274,0.295,0%,3%,-1%,17.3,17.3,17.3,17.3,17.3,17.4,1.8,21.9,2.3
Marcus Stroman,22,SP,9300,TOR,MIL,67%,3.45,5.5,0.316,27.6%,4.14,19.3%,3.57,3.38,R,0.300,0.293,-1%,4%,0%,21.4,21.4,21.4,21.4,21.4,20.7,2.2,21.9,2.4
Vincent Velasquez,15,SP,9200,PHI,NYM,53%,3.87,6,0.315,21.2%,3.57,27.4%,3.60,3.76,R,0.330,0.325,1%,1%,0%,16.2,16.2,16.2,16.2,16.2,18.4,2.0,9.3,1.0
Danny Salazar,9,SP,8700,CLE,CWS,71%,3.03,6.5,0.304,22.6%,4.40,26.7%,3.58,3.57,R,0.296,0.312,-2%,2%,0%,17.4,17.4,17.4,17.4,17.4,20.5,2.4,27.3,3.1
Zack Wheeler,3,SP,8300,NYM,@PHI,47%,4.13,4.5,0.292,23.2%,5.43,,,,R,0.340,0.278,1%,1%,0%,2.8,2.8,2.8,2.8,2.8,15.9,1.9,15.8,1.9
Mike Fiers,6,SP,8200,HOU,@SEA,53%,4.11,4.5,0.322,20.0%,3.50,21.0%,4.08,4.09,R,0.302,0.326,4%,0%,0%,12.7,12.7,12.7,12.7,12.7,14.2,1.7,4.8,0.6
Ivan Nova,12,SP,8000,PIT,CIN,59%,3.61,3.5,0.296,22.2%,4.71,17.3%,4.05,4.03,R,0.347,0.318,1%,3%,-1%,21.3,21.3,21.3,21.3,21.3,15.0,1.9,4.7,0.6
Brandon McCarthy,1,SP,7800,LAD,@CHC,45%,3.68,5,0.322,22.8%,4.71,26.7%,3.91,3.88,R,0.319,0.324,-1%,4%,1%,18.5,18.5,18.5,18.5,18.5,16.8,2.2,21.3,2.7
Jason Hammel,0,SP,7700,KC,OAK,51%,4.21,4.5,0.318,19.6%,3.62,22.3%,3.90,3.96,R,0.335,0.299,-2%,2%,0%,3.3,3.3,3.3,3.3,3.3,12.8,1.7,5.1,0.7
Steven Wright,5,SP,7600,BOS,BAL,56%,4.39,4.5,0.333,22.0%,4.00,18.4%,4.58,4.65,R,0.290,0.310,-4%,4%,0%,8.4,8.4,8.4,8.4,8.4,14.0,1.8,-16.4,-2.2
Jesse Chavez,7,SP,7500,LAA,TEX,56%,3.96,,0.333,21.7%,5.50,21.0%,3.85,3.93,R,0.324,0.297,2%,2%,0%,23.8,23.8,23.8,23.8,23.8,16.1,2.1,1.6,0.2
Shelby Miller,3,SP,7400,ARI,@SF,50%,4.25,4,0.313,19.6%,4.75,18.4%,4.47,4.39,R,0.336,0.293,5%,1%,0%,19.2,19.2,19.2,19.2,19.2,14.8,2.0,10.6,1.4
Blake Snell,2,SP,7300,TB,@NYY,46%,4.45,5.5,0.329,21.3%,4.71,24.0%,4.61,4.46,L,,0.326,-2%,1%,-3%,9.6,9.6,9.6,9.6,9.6,16.0,2.2,9.5,1.3
