"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Yu Darvish",NA,"SP",11200,"TEX","@SEA","54%",3.6,NA,NA,NA,4.68,"30.5%",3.28,3.3,"R",0.296,0.274,"5%","2%","0%",24.7,22.1,22.1,10.2,33.9,22.7,2,0,0
"Stephen Strasburg",NA,"SP",10600,"WAS","@PHI","61%",3.49,NA,NA,NA,4.73,"29.3%",3.04,3,"R",0.272,0.302,"2%","0%","-2%",20.8,20.8,20.8,13.2,28.4,21.9,2.1,0,0
"Michael Pineda",NA,"SP",10500,"NYY","@CHC","47%",NA,NA,NA,NA,5.07,"26.0%",3.18,3.07,"R",0.31,0.31,"2%","2%","2%",22.5,22.5,22.5,9.7,35.3,19.1,1.8,0,0
"Dallas Keuchel",1,"SP",10400,"HOU","@LAA","",NA,NA,NA,NA,3.86,"22.3%",3.25,3.09,"L",0.259,0.293,"3%","2%","0%",27.2,26.8,26.8,22.1,31.5,20.9,2,0,0
"Danny Salazar",NA,"SP",10000,"CLE","@KC","",NA,NA,NA,NA,2.88,"27.1%",3.56,3.57,"R",0.298,0.311,"-1%","2%","0%",20.8,20.8,20.8,15.7,25.9,18.9,1.9,0,0
"Kyle Hendricks",NA,"SP",10000,"CHC","NYY","53%",NA,NA,NA,NA,5.69,"22.5%",3.61,3.49,"R",0.299,0.257,"1%","4%","3%",13.7,13.7,13.7,7,20.4,14.5,1.4,0,0
"Kenta Maeda",NA,"SP",9800,"LAD","@SD","59%",3.37,NA,NA,NA,3.83,"24.9%",3.68,3.72,"R",0.327,0.261,"0%","1%","0%",12.3,12.3,12.3,2.7,21.9,17.2,1.8,0,0
"Chris Archer",1,"SP",9600,"TB","TOR","57%",3.44,NA,NA,NA,3.82,"27.7%",3.36,3.29,"R",0.296,0.296,"1%","0%","0%",17.8,18.3,18.3,12.5,24.2,21.6,2.3,0,0
"Francisco Liriano",NA,"SP",8200,"TOR","@TB","42%",4.06,NA,NA,NA,4.28,"24.8%",3.9,3.69,"L",0.268,0.304,"4%","0%","0%",13.4,13.4,13.4,-2.7,29.5,13.5,1.6,0,0
"Michael Fulmer",NA,"SP",8000,"DET","@OAK","51%",3.72,NA,NA,NA,3.56,"20.5%",4.02,3.94,"R",0.258,0.31,"3%","1%","0%",17.5,17.5,17.5,10.3,24.6,17.9,2.2,0,0
