"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",NA,"SP",12700,"WAS","NYM","",NA,NA,NA,NA,4.05,"31.1%",2.83,3.14,"R",0.299,0.232,"0%","0%","0%",28.5,28.5,28.5,25.9,31,24.3,1.9,0,0
"Jacob deGrom",NA,"SP",10500,"NYM","@WAS","",NA,NA,NA,NA,5.86,"26.1%",3.26,3.13,"R",0.283,0.262,"-2%","1%","0%",21.9,21.9,21.9,11.8,32,19.2,1.8,0,0
"Carlos Carrasco",NA,"SP",10200,"CLE","SEA","64%",3.58,NA,NA,NA,4.86,"27.5%",3.05,2.95,"R",0.292,0.274,"-2%","2%","0%",24.9,24.9,24.9,16.7,33.2,19.5,1.9,0,0
"Jake Arrieta",1,"SP",9600,"CHC","@BOS","52%",4.16,NA,NA,NA,3.9,"25.8%",3.28,3.1,"R",0.252,0.244,"-6%","1%","-2%",22.5,22.5,22.5,15,29.9,17.3,1.8,0,0
"Marcus Stroman",1,"SP",9100,"TOR","TB","57%",3.85,NA,NA,NA,4.43,"18.8%",3.56,3.38,"R",0.299,0.296,"-2%","3%","0%",18,18,18,5,31,17.1,1.9,0,0
"Jeff Samardzija",1,"SP",9000,"SF","SD","60%",3.58,NA,NA,NA,3.48,"19.5%",4.1,4.07,"R",0.337,0.284,"1%","1%","0%",13,13,13,6.3,19.7,17.6,2,0,0
"Kenta Maeda",NA,"SP",8700,"LAD","PHI","61%",3.52,NA,NA,NA,4.84,"24.7%",3.7,3.76,"R",0.331,0.263,"3%","1%","0%",8.3,8.3,8.3,4.1,12.6,15.6,1.8,0,0
"Jerad Eickhoff",1,"SP",8600,"PHI","@LAD","39%",4.48,NA,NA,NA,4.14,"21.7%",3.91,4.03,"R",0.344,0.253,"6%","1%","0%",18.5,18.5,18.5,14.1,22.8,16.6,1.9,0,0
"Robbie Ray",0,"SP",8200,"ARI","COL","56%",4.61,NA,NA,NA,4.73,"25.8%",3.76,3.66,"L",0.303,0.345,"-2%","1%","0%",19.9,19.9,19.9,12.1,27.7,17.9,2.2,0,0
"Ian Kennedy",NA,"SP",8000,"KC","MIN","56%",3.99,NA,NA,NA,4.19,"23.3%",3.98,4.25,"R",0.327,0.32,"-2%","3%","0%",18.6,18.6,18.6,7,30.1,16.6,2.1,0,0
"Lance Lynn",1,"SP",7800,"STL","CIN","57%",3.63,NA,NA,NA,4.73,"22.1%",3.99,3.92,"R",0.335,0.276,"1%","2%","0%",17.7,17.7,17.7,7.4,28,15.3,2,0,0
"Tyler Skaggs",1,"SP",7700,"LAA","@TEX","52%",4.62,NA,NA,NA,4.68,"22.7%",4.24,4.21,"L",0.327,0.303,"-7%","0%","0%",15.1,15.1,15.1,3.4,26.8,14.8,1.9,0,0
"Drew Pomeranz",NA,"SP",7600,"BOS","CHC","48%",4.34,NA,NA,NA,5.19,"25.6%",3.73,3.73,"L",0.268,0.288,"-3%","1%","-2%",17.3,17.3,17.3,10.8,23.8,15.1,2,0,0
"Jameson Taillon",NA,"SP",7400,"PIT","@MIA","50%",3.77,NA,NA,NA,4.74,"20.2%",3.67,3.48,"R",0.301,0.296,"3%","-1%","2%",17.3,17.3,17.3,8.6,26,16.6,2.2,0,0
"Jharel Cotton",NA,"SP",7300,"OAK","@HOU","41%",4.66,NA,NA,NA,4.38,"18.1%",4.51,4.69,"R",NA,NA,"0%","-1%","-4%",11.3,11.3,11.3,-1.2,23.8,13.8,1.9,0,0
"Blake Snell",1,"SP",7200,"TB","@TOR","42%",4.65,NA,NA,NA,3.5,"22.9%",4.75,4.57,"L",NA,0.324,"-3%","2%","0%",10.3,10.3,10.3,8,12.7,16.1,2.2,0,0
"Chase Anderson",NA,"SP",7100,"MIL","ATL","55%",4,NA,NA,NA,3.84,"18.3%",4.42,4.41,"R",0.309,0.355,"0%","5%","0%",21.1,21.1,21.1,14.4,27.8,15.6,2.2,0,0
"Kevin Gausman",1,"SP",7000,"BAL","@NYY","46%",4.71,NA,NA,NA,5,"21.8%",3.89,3.91,"R",0.303,0.343,"-1%","2%","-4%",4.4,4.4,4.4,-7,15.8,11.4,1.6,0,0
"Charlie Morton",1,"SP",6900,"HOU","OAK","59%",3.84,NA,NA,NA,3.9,"18.3%",3.86,3.79,"R",0.346,0.305,"1%","-1%","-3%",12.2,12.2,12.2,8.1,16.3,15.1,2.2,0,0
