"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jacob deGrom",1,"SP",12700,"NYM","@PHI","57%",3.63,NA,NA,"",4.02,"26.6%",3.36,3.22,"R",0.289,0.266,"0%","0%","-1%",25.8,23,23,10,35.9,21.7,1.7,0,0
"James Paxton",1,"SP",12300,"SEA","LAA","64%",3.17,NA,NA,"",4.25,"24.1%",3.67,3.49,"L",0.307,0.281,"2%","-2%","0%",29.3,22.3,22.3,10.7,33.9,19.6,1.6,0,0
"Gerrit Cole",NA,"SP",12000,"PIT","@DET","60%",4.23,NA,0.309,"20.4%",4.75,"22.1%",3.75,3.61,"R",0.317,0.29,"-1%","-2%","0%",20.1,16,16,5.8,26.2,16.8,1.4,0,0
"Danny Salazar",1,"SP",11700,"CLE","@TB","56%",3.69,NA,NA,"",4.45,"27.8%",3.56,3.53,"R",0.31,0.295,"4%","0%","0%",23.8,19.4,19.4,9.9,28.9,19.8,1.7,0,0
"Yu Darvish",1,"SP",11400,"LAD","@ARI","63%",3.86,NA,NA,"",5,"28.9%",3.48,3.51,"R",0.306,0.275,"-7%","0%","0%",19.9,19.4,19.4,7.3,31.5,19.9,1.7,0,0
"Sonny Gray",1,"SP",10900,"NYY","@TOR","56%",3.92,NA,NA,"",4.27,"20.5%",3.93,3.72,"R",0.282,0.303,"-2%","-1%","0%",22.3,17.9,17.9,7.6,28.2,16.2,1.5,0,0
"Brad Peacock",1,"SP",9500,"HOU","@CWS","60%",4.22,NA,NA,"",4.3,"28.1%",4.04,4.2,"R",0.338,0.256,"0%","0%","0%",18.4,19,19,8.4,29.6,15.7,1.7,0,0
"Luis Castillo",1,"SP",9400,"CIN","SD","56%",3.93,NA,0.298,"23.1%",3.84,"24.8%",4.05,3.87,"R",NA,NA,"0%","-1%","0%",15.1,17.3,17.3,8.1,26.6,19.2,2,0,0
"Dinelson Lamet",1,"SP",8900,"SD","@CIN","43%",4.57,NA,0.317,"22.7%",4.55,"29.5%",3.67,3.95,"R",NA,0.22,"-2%","-1%","0%",16.2,17.2,17.2,4.9,29.5,16.6,1.9,0,0
"Zach Davies",1,"SP",8400,"MIL","MIN","60%",4.25,NA,NA,"",4.56,"17.9%",4.38,4.2,"R",0.32,0.313,"-1%","0%","0%",20.1,12.6,12.6,3.1,22.2,14.6,1.7,0,0
"Lance Lynn",1,"SP",7800,"STL","KC","56%",3.9,NA,NA,"",4.35,"21.8%",4.24,4.2,"R",0.333,0.264,"1%","-1%","-1%",18.6,16.6,16.6,7.5,25.6,15.4,2,0,0
"Vince Velasquez",NA,"SP",7700,"PHI","NYM","42%",4.37,NA,NA,"",4.7,"25.4%",3.93,4.01,"R",0.333,0.33,"2%","0%","-2%",8.8,11.5,11.5,4.3,18.8,14.5,1.9,0,0
"Tanner Roark",NA,"SP",7500,"WAS","MIA","60%",4.25,NA,NA,"",4.71,"18.8%",4.33,4.22,"R",0.315,0.288,"0%","0%","0%",17.9,13.6,13.6,2.4,24.8,14.1,1.9,0,0
"Carlos Rodon",NA,"SP",7000,"CWS","HOU","40%",5.28,NA,NA,"",5.9,"24.0%",4.02,3.92,"L",0.266,0.345,"1%","0%","0%",15.7,17,17,4.2,29.8,15.2,2.2,0,0
"Dan Straily",NA,"SP",6600,"MIA","@WAS","40%",5.25,NA,NA,"",5.44,"21.0%",4.52,4.86,"R",0.303,0.319,"-3%","0%","0%",8,15.3,15.3,4.2,26.4,11.9,1.8,0,0
"Marco Estrada",NA,"SP",6500,"TOR","NYY","43%",4.58,NA,NA,"",5.18,"21.4%",4.47,4.8,"R",0.29,0.307,"-2%","-1%","0%",11.5,13.8,13.8,1.8,25.7,13,2,0,0
"Wade Miley",NA,"SP",6300,"BAL","@OAK","50%",4.73,NA,NA,"",4.38,"18.6%",4.42,4.2,"L",0.303,0.353,"5%","1%","-1%",6.8,9.5,9.5,-2.2,21.2,12.9,2,0,0
"Tyler Skaggs",NA,"SP",6200,"LAA","@SEA","36%",4.33,NA,NA,"",4.74,"22.8%",4.3,4.2,"L",0.322,0.321,"3%","-2%","0%",15.2,13.9,13.9,3.6,24.2,13.5,2.2,0,0
"Chris Smith",NA,"SP",6000,"OAK","BAL","50%",4.77,NA,NA,"",4.69,"20.3%",4.61,4.58,"R",NA,0.278,"3%","1%","-1%",10.4,10.4,10.4,4.1,16.6,14,2.3,0,0
