Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,2,SP,12900,BOS,NYY,62%,3.02,7.5,,,5.11,29.4%,2.91,3.04,L,0.221,0.278,-2%,2%,0%,34.0,34.0,34.0,27.5,40.6,22.8,1.8,0.0,0.0
Justin Verlander,1,SP,10100,DET,SEA,56%,4.14,5.5,0.325,16.6%,4.71,25.3%,3.65,3.95,R,0.289,0.312,0%,0%,0%,12.0,12.0,12.0,-4.6,28.6,15.7,1.6,0.0,0.0
Corey Kluber,5,SP,10000,CLE,HOU,59%,3.81,6.5,,,4.30,26.9%,3.25,3.29,R,0.309,0.253,-2%,2%,-2%,21.0,21.0,21.0,5.3,36.7,20.2,2.0,0.0,0.0
Masahiro Tanaka,1,SP,9400,NYY,@BOS,38%,3.98,4.5,,,4.05,21.4%,3.64,3.53,R,0.289,0.289,-6%,3%,0%,11.7,11.7,11.7,-1.0,24.4,15.3,1.6,0.0,0.0
Taijuan Walker,1,SP,8900,ARI,SD,62%,4.57,,,,3.27,21.7%,3.87,4.01,R,0.309,0.319,-2%,-1%,0%,15.0,15.0,15.0,6.8,23.3,15.6,1.8,0.0,0.0
Julio Urias,2,SP,8800,LAD,@SF,54%,3.59,,,,3.43,25.0%,3.88,3.69,L,,0.322,-1%,0%,0%,0.0,0.0,0.0,0.0,0.0,17.7,2.0,0.0,0.0
Matt Harvey,4,SP,8600,NYM,ATL,61%,3.30,,0.302,19.9%,3.61,22.4%,3.62,3.55,R,0.276,0.267,2%,1%,-1%,17.0,17.0,17.0,11.5,22.5,17.2,2.0,0.0,0.0
Adam Wainwright,3,SP,8500,STL,TOR,61%,3.73,,,,3.50,19.4%,4.14,3.88,R,0.307,0.280,1%,3%,0%,10.6,10.6,10.6,-2.2,23.4,15.6,1.8,0.0,0.0
Ricky Nolasco,1,SP,8300,LAA,OAK,53%,3.85,,,,3.85,18.1%,4.31,4.35,R,0.336,0.350,2%,1%,0%,11.8,11.8,11.8,9.4,14.1,14.6,1.8,0.0,0.0
Jeremy Hellickson,3,SP,7900,PHI,MIA,50%,4.25,,0.305,21.0%,4.78,19.0%,4.19,4.16,R,0.320,0.320,2%,0%,-2%,16.2,16.2,16.2,10.7,21.6,12.9,1.6,0.0,0.0
Kendall Graveman,,SP,7900,OAK,@LAA,47%,4.15,,,,3.41,14.5%,4.51,4.34,R,0.321,0.318,2%,1%,0%,17.7,17.7,17.7,6.1,29.3,13.5,1.7,0.0,0.0
Hisashi Iwakuma,,SP,7700,SEA,@DET,43%,4.86,,,,5.42,18.6%,4.13,4.07,R,0.302,0.294,-5%,1%,0%,5.6,5.6,5.6,-2.5,13.7,9.8,1.3,0.0,0.0
Matt Moore,2,SP,7500,SF,LAD,46%,3.91,,,,4.19,19.7%,4.44,4.61,L,0.302,0.329,1%,-1%,0%,9.4,9.4,9.4,-3.1,21.9,15.7,2.1,0.0,0.0
Edinson Volquez,,SP,7000,MIA,@PHI,50%,4.25,,0.302,22.9%,4.72,17.6%,4.52,4.39,R,0.335,0.310,1%,0%,-2%,11.3,11.3,11.3,2.5,20.2,13.3,1.9,0.0,0.0
R.A. Dickey,3,SP,6700,ATL,@NYM,39%,4.20,,0.314,21.1%,4.16,15.6%,4.76,4.71,R,0.315,0.329,5%,1%,-1%,13.3,13.3,13.3,6.7,19.9,14.7,2.2,0.0,0.0
Jered Weaver,,SP,6600,SD,@ARI,38%,5.93,,,,5.50,13.5%,5.11,5.32,R,0.324,0.325,-20%,-4%,0%,10.8,10.8,10.8,4.2,17.4,6.9,1.0,0.0,0.0
Gio Gonzalez,1,SP,6500,WAS,@COL,52%,5.41,,,,4.76,22.2%,3.88,3.71,L,0.271,0.313,-20%,7%,1%,21.1,21.1,21.1,14.7,27.6,13.5,2.1,0.0,0.0
Mike Fiers,1,SP,5200,HOU,@CLE,41%,4.69,,,,4.68,21.1%,4.06,4.08,R,0.307,0.327,-9%,3%,-4%,9.3,9.3,9.3,5.2,13.4,11.3,2.2,0.0,0.0
Casey Lawrence,,SP,5200,TOR,@STL,39%,4.77,,,,3.70,,,,,,,5%,5%,-1%,7.7,7.7,7.7,7.7,7.7,11.6,2.2,0.0,0.0
Antonio Senzatela,,SP,4900,COL,WAS,48%,5.59,,,,5.60,,,,R,,,-17%,12%,1%,19.5,19.5,19.5,16.7,22.4,10.1,2.1,0.0,0.0
