"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Stephen Strasburg",0,"SP",11900,"WAS","@CIN","60%",4.01,6.5,0.316,"21.5%",4.79,"29.4%",3.16,3.12,"R",0.271,0.296,"0%","-1%","0%",15.9,21.2,21.2,8.8,33.6,19.6,1.6,0,0
"Lance McCullers Jr.",8,"SP",11500,"HOU","SEA","68%",3.57,7,0.333,"19.7%",4.77,"27.3%",3.45,3.14,"R",0.276,0.312,"1%","0%","-1%",16.3,19.9,19.9,10.5,29.4,17,1.5,0,0
"Jon Lester",5,"SP",9800,"CHC","@ATL","62%",3.9,5.5,0.3,"21.3%",4.69,"24.7%",3.52,3.36,"L",0.27,0.297,"-1%","0%","0%",11.2,15.6,15.6,2.9,28.3,17.2,1.8,0,0
"Adam Wainwright",NA,"SP",9100,"STL","@NYM","51%",4.45,5,0.318,"20.6%",4.88,"19.5%",4.23,3.96,"R",0.319,0.317,"4%","-1%","-3%",14.1,13,13,-0.9,27,13.5,1.5,0,0
"Marcus Stroman",1,"SP",8900,"TOR","@BOS","49%",4.55,5,0.334,"17.4%",4.8,"19.6%",3.62,3.44,"R",0.298,0.311,"-6%","-2%","-4%",16.3,17.3,17.3,6.4,28.1,11.8,1.3,0,0
"Jason Vargas",1,"SP",8800,"KC","DET","54%",5,NA,0.349,"20.7%",4.74,"17.6%",4.59,4.73,"L",0.318,0.278,"-3%","-4%","0%",15.3,18.3,18.3,8.1,28.6,11.3,1.3,0,0
"Julio Teheran",NA,"SP",8400,"ATL","CHC","38%",5.1,4.5,0.324,"23.6%",4.64,"20.2%",4.31,4.39,"R",0.338,0.264,"0%","-1%","0%",14,11.8,11.8,0.2,23.4,14.7,1.7,0,0
"Eduardo Rodriguez",1,"SP",8200,"BOS","TOR","51%",4.45,NA,0.352,"16.9%",4.16,"21.4%",4.22,4.33,"L",0.338,0.299,"-4%","-2%","-3%",18.2,18.6,18.6,11.1,26.1,10.4,1.3,0,0
"Josh Tomlin",2,"SP",8000,"CLE","@SF","55%",4.02,4,0.307,"18.4%",3.93,"17.8%",4.12,4.09,"R",0.292,0.36,"5%","0%","0%",11.3,9.9,9.9,-1.5,21.4,14.2,1.8,0,0
"German Marquez",4,"SP",7600,"COL","SD","60%",4.88,NA,0.29,"25.3%",3.57,"19.0%",4.47,4.48,"R",0.346,0.347,"-7%","-3%","0%",11.2,13.5,13.5,2.2,24.7,16.4,2.2,0,0
"Jake Odorizzi",3,"SP",7400,"TB","@OAK","51%",4.69,NA,0.325,"22.5%",4.31,"21.2%",4.19,4.35,"R",0.283,0.334,"3%","0%","-1%",7.7,12.4,12.4,3.9,21,15.2,2.1,0,0
"Zack Wheeler",1,"SP",6900,"NYM","STL","49%",4.55,5,0.317,"23.4%",4.53,"21.0%",4.5,4.23,"R",0.343,0.331,"2%","-1%","-2%",4.8,11.3,11.3,1.4,21.3,14.5,2.1,0,0
"Adalberto Mejia",NA,"SP",6700,"MIN","NYY","51%",4.94,NA,0.327,"20.2%",5.51,"17.9%",5.15,5.2,"L",NA,0.328,"-2%","-6%","0%",15.4,11.3,11.3,3.2,19.4,10,1.5,0,0
"Scott Feldman",NA,"SP",6600,"CIN","WAS","40%",4.99,NA,0.32,"22.7%",5.57,"16.7%",4.31,4.08,"R",0.319,0.322,"0%","-3%","0%",17.9,14.7,14.7,2.8,26.5,11.7,1.8,0,0
"Jerad Eickhoff",0,"SP",6400,"PHI","@MIA","41%",4.67,NA,0.31,"21.0%",4.66,"20.9%",4.13,4.2,"R",0.356,0.262,"3%","-2%","2%",11.5,11.7,11.7,2.4,21,15.1,2.4,0,0
"Brent Suter",1,"SP",6200,"MIL","@PIT","48%",4.61,NA,0.325,"19.2%",4.21,"19.6%",4.13,4.26,"L",NA,0.296,"2%","-2%","0%",17.3,17.3,17.3,4.5,30.2,12.7,2,0,0
"Andrew Cashner",NA,"SP",6100,"TEX","@BAL","52%",5.41,4,0.34,"22.3%",4.48,"18.2%",4.57,4.4,"R",0.353,0.312,"5%","-3%","-2%",10.1,10.3,10.3,2.2,18.4,9.1,1.5,0,0
"Tom Koehler",5,"SP",5900,"MIA","PHI","59%",3.83,NA,0.298,"23.3%",3.82,"18.2%",4.81,4.71,"R",0.33,0.321,"2%","-1%","1%",3.4,6.4,6.4,-2.3,15.1,15.9,2.7,0,0
"Chad Kuhl",2,"SP",5600,"PIT","MIL","52%",4.39,NA,0.317,"25.2%",4.98,"18.2%",4.7,4.63,"R",0.377,0.301,"1%","-1%","0%",13.8,9.5,9.5,0,18.9,13.6,2.4,0,0
"Jordan Zimmermann",NA,"SP",5500,"DET","@KC","46%",5.5,NA,0.32,"20.2%",4.1,"17.5%",4.39,4.43,"R",0.325,0.322,"-5%","-4%","0%",9.9,9.1,9.1,0.8,17.3,10.4,1.9,0,0
"Daniel Gossett",NA,"RP",5400,"OAK","TB","49%",4.81,NA,0.32,"22.1%",4.74,"14.8%",4.44,4.14,"R",NA,NA,"3%","0%","-1%",10.2,7.4,7.4,-4.6,19.5,11.4,2.1,0,0
"Matt Moore",0,"SP",5300,"SF","CLE","45%",4.48,4.5,0.315,"18.9%",4.76,"19.4%",4.62,4.8,"L",0.359,0.327,"1%","0%","0%",5.6,9.1,9.1,-2.7,20.9,13.2,2.5,0,0
"Chris Tillman",NA,"SP",5100,"BAL","TEX","48%",5.59,4,0.334,"20.9%",5,"17.4%",4.78,4.69,"R",0.318,0.347,"0%","-3%","-2%",-0.4,3.3,3.3,-7.5,14.1,8.5,1.7,0,0
"Ariel Miranda",1,"SP",5000,"SEA","@HOU","32%",5.43,NA,0.336,"17.9%",5.92,"18.8%",4.91,5.22,"L",NA,0.301,"1%","0%","-4%",9.8,14,14,1.3,26.6,8.8,1.8,0,0
"Luis Perdomo",NA,"SP",4900,"SD","@COL","40%",6.12,NA,0.321,"23.4%",5.01,"17.0%",3.97,3.92,"R",0.375,0.335,"-30%","-9%","0%",15.8,11.9,11.9,2,21.8,7.8,1.6,0,0
"Bryan Mitchell",1,"RP",4400,"NYY","@MIN","49%",5.06,NA,0.324,"24.3%",4.58,"15.5%",4.79,4.67,"R",0.34,0.334,"-2%","-4%","0%",0,0,0,0,0,13.9,3.2,0,0
