Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nate Karns,1,SP,8000,KC,@CWS,44%,4.25,,0.310,23.1%,3.72,23.4%,4.07,4.06,R,0.312,0.339,3%,0%,0%,10.5,10.5,10.5,6.2,14.8,16.3,2.0,0.0,0.0
Dylan Bundy,22,SP,7800,BAL,TB,56%,3.68,,0.321,23.9%,4.57,21.7%,4.13,4.40,R,0.311,0.315,0%,2%,0%,21.9,21.9,21.9,12.3,31.5,16.9,2.2,0.0,0.0
Luis Severino,5,SP,7600,NYY,@BOS,47%,3.89,5,0.327,19.9%,4.05,23.2%,3.69,3.61,R,0.307,0.334,-5%,3%,0%,25.1,25.1,25.1,12.8,37.5,16.2,2.1,0.0,0.0
Sean Manaea,3,SP,7600,OAK,@LAA,44%,4.28,,0.326,19.5%,3.48,21.8%,3.96,3.91,L,0.233,0.316,2%,1%,0%,15.7,15.7,15.7,11.0,20.4,15.8,2.1,0.0,0.0
Matt Shoemaker,7,SP,7500,LAA,OAK,56%,3.72,,0.321,20.4%,4.00,21.0%,3.94,4.05,R,0.310,0.311,2%,1%,0%,11.5,11.5,11.5,-0.9,23.9,16.1,2.1,0.0,0.0
Alex Wood,2,SP,7400,LAD,@SF,50%,3.25,,0.312,21.0%,3.55,19.6%,3.98,3.75,L,0.273,0.311,-1%,1%,0%,9.6,9.6,9.6,9.4,9.8,15.7,2.1,0.0,0.0
Wei-Yin Chen,2,SP,7100,MIA,@PHI,51%,3.94,,0.297,23.7%,4.72,19.1%,4.06,4.11,L,0.287,0.336,1%,3%,0%,13.1,13.1,13.1,-1.3,27.4,15.4,2.2,0.0,0.0
Daniel Norris,,SP,6900,DET,SEA,46%,4.45,,0.327,17.6%,4.50,20.2%,4.29,4.36,L,0.328,0.317,0%,0%,0%,11.5,11.5,11.5,0.8,22.3,12.4,1.8,0.0,0.0
Wily Peralta,1,SP,6800,MIL,CIN,53%,4.57,,0.301,21.5%,4.95,14.8%,4.66,4.43,R,0.357,0.320,-1%,0%,1%,11.3,11.3,11.3,-3.1,25.7,11.2,1.6,0.0,0.0
Robert Gsellman,7,SP,6700,NYM,ATL,56%,3.23,,0.306,21.7%,3.61,23.5%,3.56,3.28,R,,0.331,2%,2%,0%,10.8,10.8,10.8,1.0,20.7,15.7,2.3,0.0,0.0
Alex Cobb,3,SP,6400,TB,@BAL,43%,4.32,,0.334,21.8%,4.11,16.4%,4.13,3.97,R,0.305,0.298,-2%,3%,0%,11.9,11.9,11.9,1.0,22.8,14.4,2.3,0.0,0.0
Tyler Glasnow,1,SP,6300,PIT,CHC,41%,4.40,,0.318,24.5%,5.42,21.9%,4.54,4.61,R,,,1%,0%,0%,5.1,5.1,5.1,-7.7,17.9,15.6,2.5,0.0,0.0
Tanner Roark,,SP,6000,WAS,@COL,49%,5.58,,0.326,22.5%,4.40,18.2%,4.24,4.16,R,0.306,0.277,-22%,8%,0%,15.2,15.2,15.2,10.7,19.6,12.0,2.0,0.0,0.0
Hector Santiago,0,SP,5500,MIN,@TEX,43%,4.82,,0.326,25.1%,4.40,19.5%,4.74,5.20,L,0.302,0.324,-5%,7%,0%,17.3,17.3,17.3,11.3,23.3,14.7,2.7,0.0,0.0
Tyler Chatwood,1,SP,5400,COL,WAS,51%,5.42,,0.321,21.3%,5.11,17.5%,4.53,4.27,R,0.311,0.327,-13%,8%,0%,16.4,16.4,16.4,3.6,29.2,12.2,2.3,0.0,0.0
Rookie Davis,,SP,4400,CIN,@MIL,47%,4.93,,0.293,24.5%,4.86,,,,R,,,-1%,0%,1%,6.0,6.0,6.0,1.1,10.8,11.3,2.6,0.0,0.0
Trevor Cahill,4,SP,4200,SD,@ARI,46%,5.24,,0.327,22.4%,5.33,22.6%,3.61,3.63,R,0.341,0.299,-10%,-1%,0%,19.1,19.1,19.1,15.4,22.8,12.6,3.0,0.0,0.0
