Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jon Lester,9,SP,11600,CHC,@PIT,59%,3.60,5.5,0.317,20.4%,3.42,24.7%,3.41,3.30,L,0.281,0.280,0%,0%,0%,15.7,15.7,15.7,7.7,23.6,19.1,1.6,0.0,0.0
Johnny Cueto,9,SP,11100,SF,LAD,50%,3.25,5.5,0.334,21.1%,4.30,21.2%,3.74,3.63,R,0.270,0.284,1%,1%,0%,12.9,12.9,12.9,0.2,25.6,16.4,1.5,0.0,0.0
Jose Quintana,0,SP,10500,CWS,KC,56%,3.75,,0.322,17.0%,2.47,21.0%,3.88,3.84,L,0.299,0.308,1%,0%,0%,9.6,9.6,9.6,-0.4,19.5,16.7,1.6,0.0,0.0
Lance McCullers,,SP,10300,HOU,@CLE,48%,4.34,5,0.342,16.9%,4.83,27.3%,3.47,3.21,R,0.289,0.318,-7%,0%,-3%,22.1,22.1,22.1,11.3,33.0,14.3,1.4,0.0,0.0
Rick Porcello,1,SP,9300,BOS,NYY,53%,3.61,5,0.319,20.4%,5.11,20.8%,3.75,3.82,R,0.320,0.306,-4%,4%,0%,13.4,13.4,13.4,2.7,24.1,14.9,1.6,0.0,0.0
Cole Hamels,5,SP,9300,TEX,MIN,56%,4.18,5.5,0.330,25.4%,4.05,23.4%,3.77,3.70,L,0.288,0.299,-2%,4%,0%,14.0,14.0,14.0,5.8,22.1,19.5,2.1,0.0,0.0
Vincent Velasquez,6,SP,8900,PHI,MIA,49%,4.06,,0.305,21.0%,4.78,26.9%,3.67,3.83,R,0.334,0.324,1%,2%,0%,10.7,10.7,10.7,5.8,15.6,17.3,1.9,0.0,0.0
Julio Teheran,2,SP,8600,ATL,@NYM,43%,3.77,5,0.314,21.1%,4.16,21.0%,4.12,4.20,R,0.343,0.253,5%,3%,0%,13.3,13.3,13.3,1.0,25.7,16.3,1.9,0.0,0.0
Trevor Bauer,1,SP,8200,CLE,HOU,52%,4.16,5,0.332,16.9%,4.32,22.0%,4.19,4.16,R,0.316,0.321,-3%,0%,-3%,14.8,14.8,14.8,5.1,24.5,12.3,1.5,0.0,0.0
James Paxton,15,SP,8200,SEA,@DET,54%,4.05,,0.332,20.6%,4.67,22.4%,3.73,3.59,L,0.333,0.282,-2%,0%,0%,25.5,25.5,25.5,13.0,37.9,17.0,2.1,0.0,0.0
