Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Max Scherzer,3,SP,12800,WAS,@ATL,64%,3.16,,,,4.09,31.2%,2.83,3.14,R,0.298,0.298,0%,1%,0%,26.4,26.4,26.4,25.0,27.7,24.1,1.9,0.0,0.0
Yu Darvish,6,SP,10700,TEX,@OAK,55%,3.31,,,,3.83,30.6%,3.24,3.28,R,0.298,0.298,5%,1%,0%,20.6,20.6,20.6,6.9,34.2,21.2,2.0,0.0,0.0
Michael Fulmer,3,SP,8900,DET,@TB,48%,3.84,,,,4.31,20.6%,4.00,3.94,R,0.270,0.270,3%,0%,0%,19.6,19.6,19.6,16.3,22.9,15.5,1.7,0.0,0.0
Marcus Stroman,3,SP,8300,TOR,BOS,62%,3.70,,,,4.42,19.0%,3.57,3.37,R,0.299,0.299,-2%,5%,0%,21.7,21.7,21.7,21.3,22.1,16.4,2.0,0.0,0.0
Hyun-Jin Ryu,1,SP,8000,LAD,COL,61%,3.28,,,,3.43,,,,L,0.321,0.321,3%,2%,-2%,9.7,9.7,9.7,6.0,13.4,15.1,1.9,0.0,0.0
Zack Wheeler,1,SP,7800,NYM,PHI,61%,3.28,,,,4.67,,,,R,0.339,0.339,2%,3%,-2%,9.3,9.3,9.3,0.1,18.4,14.9,1.9,0.0,0.0
Wei-Yin Chen,0,SP,7700,MIA,@SEA,50%,4.25,,,,4.08,19.3%,4.03,4.07,L,0.290,0.290,3%,3%,0%,8.6,8.6,8.6,-8.5,25.7,14.9,1.9,0.0,0.0
Mike Leake,-1,SP,7600,STL,PIT,56%,3.75,,,,3.83,16.2%,4.01,3.80,R,0.324,0.324,1%,2%,-1%,27.6,27.6,27.6,22.2,32.9,14.4,1.9,0.0,0.0
Shelby Miller,2,SP,7500,ARI,@SD,53%,3.87,,,,3.15,18.4%,4.47,4.38,R,0.336,0.336,6%,1%,0%,14.9,14.9,14.9,8.8,21.0,15.7,2.1,0.0,0.0
Ricky Nolasco,,SP,7400,LAA,@HOU,42%,4.61,,,,4.58,18.2%,4.31,4.36,R,0.337,0.337,1%,0%,0%,10.8,10.8,10.8,9.2,12.4,13.3,1.8,0.0,0.0
Joe Musgrove,1,SP,7200,HOU,LAA,57%,3.89,,,,3.85,19.6%,4.17,4.24,R,0.332,0.332,1%,0%,0%,7.5,7.5,7.5,6.0,9.0,13.9,1.9,0.0,0.0
Jason Hammel,0,SP,7100,KC,SF,55%,4.26,,,,4.21,22.2%,3.91,3.97,R,0.334,0.334,-2%,2%,0%,4.2,4.2,4.2,2.9,5.5,12.6,1.8,0.0,0.0
Kevin Gausman,1,SP,7100,BAL,@CIN,61%,3.96,,,,4.77,22.2%,3.84,3.84,R,0.299,0.299,0%,1%,1%,10.6,10.6,10.6,3.9,17.3,16.0,2.3,0.0,0.0
Jimmy Nelson,,SP,7000,MIL,@CHC,39%,5.32,,,,3.92,18.7%,4.47,4.45,R,0.349,0.349,3%,1%,-11%,24.0,24.0,24.0,23.0,25.1,12.3,1.8,0.0,0.0
Josh Tomlin,,SP,6700,CLE,@MIN,53%,4.34,,,,4.42,17.9%,4.04,4.03,R,0.279,0.279,0%,5%,0%,-5.3,-5.3,-5.3,-19.9,9.4,12.5,1.9,0.0,0.0
Brett Anderson,,SP,6600,CHC,MIL,61%,4.18,,,,4.54,14.8%,3.67,3.65,L,0.333,0.333,1%,1%,-10%,15.1,15.1,15.1,15.0,15.2,11.4,1.7,0.0,0.0
Luis Severino,7,SP,6500,NYY,CWS,65%,3.11,,,,3.64,22.6%,3.80,3.73,R,0.312,0.312,0%,3%,0%,22.6,22.6,22.6,6.3,38.9,16.4,2.5,0.0,0.0
Mike Foltynewicz,,SP,6400,ATL,WAS,36%,4.34,,,,5.00,20.2%,4.21,4.39,R,0.369,0.369,0%,2%,0%,0.3,0.3,0.3,0.3,0.3,14.6,2.3,0.0,0.0
Miguel Gonzalez,,SP,6300,CWS,@NYY,35%,4.39,,,,5.00,17.3%,4.54,4.56,R,0.326,0.326,-3%,6%,0%,13.7,13.7,13.7,4.6,22.8,11.5,1.8,0.0,0.0
Yovani Gallardo,,SP,6200,SEA,MIA,50%,4.25,,,,4.92,15.5%,4.91,4.68,R,0.323,0.323,3%,3%,0%,4.0,4.0,4.0,-0.7,8.6,12.3,2.0,0.0,0.0
Matt Andriese,1,SP,6100,TB,DET,52%,3.66,,,,4.50,19.5%,3.96,4.06,R,0.317,0.317,2%,0%,0%,10.4,10.4,10.4,1.6,19.3,14.2,2.3,0.0,0.0
Chad Kuhl,1,SP,5800,PIT,@STL,44%,4.25,,,,3.50,18.3%,4.50,4.59,R,0.363,0.363,2%,2%,-1%,17.6,17.6,17.6,12.6,22.7,12.7,2.2,0.0,0.0
Phil Hughes,,SP,5500,MIN,CLE,47%,4.66,,,,4.58,14.2%,4.57,4.54,R,0.324,0.324,-2%,7%,0%,16.2,16.2,16.2,13.0,19.4,11.7,2.1,0.0,0.0
Kyle Freeland,1,SP,5400,COL,@LAD,39%,4.22,,,,4.62,,,,L,,,24%,2%,-2%,9.9,9.9,9.9,-9.9,29.7,12.8,2.4,0.0,0.0
Zach Eflin,,SP,5100,PHI,@NYM,39%,4.22,,,,4.69,11.4%,5.41,5.36,R,,0.306,6%,6%,-4%,0.0,0.0,0.0,0.0,0.0,10.9,2.1,0.0,0.0
Andrew Triggs,3,SP,5000,OAK,TEX,45%,3.69,,,,5.17,20.7%,3.60,3.61,R,0.289,0.289,3%,2%,0%,17.5,17.5,17.5,13.3,21.7,11.9,2.4,0.0,0.0
Matt Cain,,SP,4800,SF,@KC,45%,4.74,,,,3.17,17.1%,4.71,4.87,R,0.338,0.338,-8%,2%,0%,11.4,11.4,11.4,-1.4,24.2,10.2,2.1,0.0,0.0
Jarred Cosart,,SP,4500,SD,ARI,47%,4.13,,,,4.85,14.9%,5.09,4.72,R,0.298,0.298,3%,2%,0%,9.4,9.4,9.4,9.4,9.4,10.0,2.2,0.0,0.0
Brian Johnson,,SP,4200,BOS,@TOR,38%,4.80,,,,2.83,,,,L,,,0%,7%,0%,0.0,0.0,0.0,0.0,0.0,13.9,3.3,0.0,0.0
Bronson Arroyo,,SP,4000,CIN,BAL,39%,5.04,,,,4.82,,,,R,0.340,0.340,0%,2%,3%,0.5,0.5,0.5,-3.6,4.5,9.2,2.3,0.0,0.0
