"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Jacob deGrom",10,"SP",12500,"NYM","PHI","71%",3.22,7.5,0.321,"22.4%",3.87,"26.2%",3.39,3.23,"R",0.288,0.268,"1%","-1%","-2%",16.6,21.4,21.4,7.2,35.5,22.6,1.8,39.3,3.1
"Alex Wood",11,"SP",11700,"LAD","@SD","67%",3.05,7,0.288,"22.5%",3.6,"21.5%",3.72,3.49,"L",0.269,0.305,"0%","0%","0%",24.4,22.8,22.8,14.2,31.5,23.4,2,28.5,2.4
"Robbie Ray",3,"SP",10300,"ARI","COL","59%",4.06,8.5,0.312,"23.8%",5.06,"26.7%",3.78,3.72,"L",0.3,0.323,"-2%","0%","0%",30,23.6,23.6,10.8,36.5,21.6,2.1,17.5,1.7
"Gerrit Cole",6,"SP",9500,"PIT","SF","54%",4.07,4.5,0.317,"19.1%",3.84,"21.8%",3.75,3.6,"R",0.321,0.284,"0%","-1%","0%",14.5,14.9,14.9,4.3,25.5,16,1.7,4.8,0.5
"Ervin Santana",NA,"SP",9300,"MIN","@KC","46%",4.45,NA,0.32,"19.9%",3.99,"19.1%",4.45,4.43,"R",0.309,0.294,"-3%","0%","0%",13.4,20,20,5.9,34.1,13.6,1.5,6,0.6
"Jason Vargas",1,"SP",9000,"KC","MIN","54%",4.05,NA,0.313,"24.8%",4.54,"17.8%",4.53,4.65,"L",0.322,0.272,"-2%","0%","0%",19.9,19.2,19.2,9.2,29.2,17.6,2,22.1,2.5
"Lance McCullers Jr.",8,"SP",8800,"HOU","NYY","63%",3.43,7.5,0.325,"21.3%",5.64,"27.6%",3.43,3.13,"R",0.277,0.305,"1%","0%","-3%",23.5,21.9,21.9,14,29.8,18.6,2.1,13.2,1.5
"Sonny Gray",7,"SP",8400,"OAK","ATL","61%",3.71,5.5,0.313,"19.8%",4.66,"20.2%",3.96,3.77,"R",0.288,0.309,"2%","1%","-1%",17,15.5,15.5,3.5,27.5,16.5,2,22.2,2.6
"Jacob Faria",1,"SP",8300,"TB","@BAL","55%",5.18,NA,0.332,"21.2%",4.51,"",NA,NA,"R",NA,NA,"-2%","-2%","-1%",24.9,24.9,24.9,18.5,31.3,16.6,2,20.6,2.5
"Michael Pineda",NA,"SP",8200,"NYY","@HOU","37%",4.57,4.5,0.343,"17.1%",5.56,"25.2%",3.32,3.2,"R",0.313,0.324,"3%","0%","-4%",9.4,17,17,4.7,29.4,12.4,1.5,15.3,1.9
